Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,target
10,0,35,0,457,40,20,18,2,0,1,2,845,1
5,1,35,0,37,6,7,2,2,0,1,2,145,1
5,0,35,1,301,21,7,2,3,0,0,3,201,0
5,0,32,0,1224,93,7,9,4,0,0,4,517,0
5,0,35,0,37,6,7,2,3,0,1,3,79,1
5,0,35,0,37,6,7,2,4,0,0,4,44,0
26,0,30,2,1709,222,7,67,1,0,0,1,1905,0
7,0,33,2,1253,112,243,20,2,1,0,2,2377,0
5,0,35,0,836,78,7,15,2,0,0,2,897,0
5,0,34,0,299,40,24,7,2,0,1,2,785,0
7,0,35,0,587,49,158,10,1,0,0,1,2022,0
5,0,26,1,208,32,176,2,2,1,0,2,1910,0
5,0,25,0,272,35,16,55,3,0,0,3,308,0
12,0,26,0,57,21,7,2,2,0,1,2,159,0
5,0,25,0,37,6,7,2,3,0,1,3,79,0
11,0,24,1,183,28,7,2,1,0,0,1,319,0
5,0,24,0,720,57,7,10,2,0,0,2,753,0
5,0,17,1,307,22,14,2,1,0,0,1,640,0
17,0,16,0,1158,137,71,29,1,1,0,1,1789,0
13,0,14,0,1407,167,59,27,4,0,0,4,1187,0
9,0,15,2,610,41,17,6,2,0,0,2,924,0
5,0,8,1,947,36,198,25,2,0,0,2,2196,0
5,1,8,1,249,15,7,2,2,0,0,2,329,1
13,0,38,2,1044,83,44,23,2,0,0,2,1638,0
5,0,39,0,136,17,46,10,2,0,1,2,1156,0
15,0,37,2,706,72,349,30,2,0,0,2,2542,0
15,0,38,2,1023,78,40,41,0,0,0,0,1731,0
8,0,38,2,688,70,41,39,1,0,0,1,1542,0
16,0,38,3,963,94,71,34,2,0,0,2,1722,0
9,0,38,2,678,51,292,24,3,0,0,3,2078,0
18,0,37,4,1478,133,180,49,2,0,0,2,2314,0
12,0,38,2,1618,181,39,50,2,0,0,2,1878,0
12,0,38,3,1060,95,41,31,3,0,0,3,1225,0
11,0,38,2,1199,107,46,18,2,0,0,2,1708,0
14,1,38,0,639,66,47,23,3,0,1,3,1006,0
30,0,38,5,1690,225,93,38,2,0,0,2,2227,0
9,0,38,3,853,39,404,14,3,0,0,3,2422,0
14,0,37,2,1718,194,186,36,2,0,0,2,2424,0
8,0,37,3,1294,98,222,32,3,0,0,3,1887,0
5,0,37,0,278,26,39,17,2,0,1,2,1128,0
7,0,38,0,236,26,52,14,2,0,1,2,1347,0
5,0,37,0,60,12,39,6,2,0,1,2,930,1
8,0,37,2,1379,139,359,49,2,0,0,2,2607,0
12,0,37,3,1570,166,50,53,3,0,0,3,1696,0
13,0,37,3,1320,87,144,43,2,0,0,2,2072,0
28,1,33,0,302,59,55,23,2,0,1,2,1436,1
26,0,36,10,1527,105,40,48,4,1,0,4,1213,0
18,0,36,3,1182,110,65,30,2,0,0,2,1741,0
6,0,34,2,798,34,39,20,3,0,0,3,968,0
14,0,35,0,832,53,48,22,2,0,1,2,1573,1
14,1,36,0,650,56,73,37,3,0,1,3,1329,1
5,0,36,0,89,14,39,8,2,0,1,2,964,1
6,0,36,2,488,37,39,12,3,0,0,3,769,0
8,0,33,3,1328,109,53,28,4,0,0,4,1026,0
5,0,36,0,214,19,48,10,3,0,1,3,743,1
5,0,36,3,142,16,43,8,4,0,0,4,326,0
30,0,31,5,1747,238,39,86,1,1,0,1,2145,0
11,0,34,5,1345,128,288,39,2,1,0,2,2489,0
7,0,36,2,954,94,41,34,2,0,0,2,1578,0
8,0,35,0,487,56,77,26,3,0,1,3,1308,0
11,0,36,2,783,65,211,29,2,0,0,2,2213,0
9,0,27,3,391,48,228,17,2,1,0,2,2226,0
9,0,26,2,461,51,69,74,4,0,0,4,675,0
16,0,27,0,233,37,49,13,2,0,1,2,1291,0
5,0,26,0,263,22,60,9,3,0,1,3,979,0
15,0,25,2,369,44,58,19,1,0,0,1,1585,0
7,0,25,2,872,73,47,29,3,0,0,3,1134,0
7,0,18,2,492,38,67,20,2,0,0,2,1612,0
21,0,17,3,1277,153,122,48,1,1,0,1,2066,0
17,0,15,2,1465,183,112,46,4,0,0,4,1530,0
13,0,16,5,801,57,70,25,3,0,0,3,1366,0
7,0,9,3,1048,52,240,16,2,0,0,2,2345,0
8,1,9,3,438,31,39,13,2,0,0,2,1252,1
13,0,36,0,1014,71,7,15,1,0,0,1,1279,0
5,0,37,0,37,6,7,2,1,0,1,1,166,0
15,0,35,0,635,60,295,22,1,0,0,1,2521,0
15,0,36,0,994,66,7,33,0,0,0,0,1461,0
8,0,36,0,617,58,7,31,0,0,0,0,997,0
16,0,36,1,925,82,7,26,2,0,0,2,1034,0
9,0,36,0,608,39,245,16,2,0,0,2,2323,0
18,0,35,2,1461,121,118,41,2,0,0,2,2038,0
12,0,36,0,1608,169,7,42,2,0,0,2,1783,0
12,0,36,1,1036,83,7,23,2,0,0,2,1179,0
11,0,36,0,1159,95,7,10,1,0,0,1,1527,0
14,1,36,0,572,54,7,15,2,0,1,2,642,0
30,0,36,3,1672,213,29,30,2,0,0,2,1888,0
9,0,36,1,805,27,363,6,2,0,0,2,2585,0
14,0,35,0,1701,182,123,28,1,0,0,1,2366,0
8,0,35,1,1257,86,158,24,2,0,0,2,2125,0
5,0,35,0,216,14,7,9,1,0,1,1,348,0
7,0,36,0,175,14,7,6,1,0,1,1,305,0
5,0,35,0,37,6,7,2,1,0,1,1,166,1
8,0,35,0,1367,127,314,41,1,0,0,1,2587,0
12,0,35,1,1561,154,7,45,2,0,0,2,1737,0
13,0,35,1,1292,75,83,35,1,0,0,1,1828,0
28,1,31,0,238,47,7,15,1,0,1,1,378,1
26,0,34,8,1517,93,7,40,3,0,0,3,1469,0
18,0,34,1,1145,98,7,22,1,0,0,1,1517,1
6,0,32,0,743,22,7,12,2,0,0,2,766,0
14,0,33,0,780,41,7,14,2,0,1,2,821,1
14,0,34,0,581,44,9,29,2,0,1,2,688,1
5,1,34,0,37,6,7,2,2,0,1,2,145,1
6,0,34,0,423,25,7,4,2,0,0,2,481,0
8,0,31,1,1300,97,7,20,3,0,0,3,1058,0
5,0,34,0,156,7,7,2,3,0,1,3,134,1
5,0,34,1,37,6,7,2,4,0,0,4,44,0
30,0,29,3,1737,226,7,78,1,0,0,1,1929,0
11,0,32,3,1324,116,235,31,1,1,0,1,2438,0
7,0,34,0,916,82,7,26,1,0,0,1,1138,0
8,0,33,0,422,44,13,18,2,0,1,2,644,0
11,0,34,0,731,53,147,21,1,0,0,1,1973,0
9,0,25,1,331,36,165,9,1,1,0,1,1994,0
9,0,24,0,398,39,7,66,3,0,0,3,249,0
16,0,25,0,173,25,7,5,1,0,1,1,306,0
5,0,24,0,207,10,7,2,3,0,1,3,152,0
15,0,23,0,311,32,7,11,1,0,0,1,441,0
7,0,23,0,834,61,7,21,2,0,0,2,885,0
7,0,16,0,431,26,7,12,1,0,0,1,577,0
21,0,15,1,1239,141,60,40,0,1,0,0,1838,0
17,0,13,0,1447,171,48,38,3,0,0,3,1608,0
13,0,14,3,748,45,7,17,2,0,0,2,776,0
7,0,7,1,1018,40,187,8,2,0,0,2,2167,0
8,0,7,1,376,19,7,5,2,0,0,2,436,1
15,0,37,1,1051,78,21,22,2,0,0,2,1455,0
7,0,38,0,154,12,23,9,2,0,1,2,628,0
17,0,36,1,724,67,329,29,2,0,0,2,2520,0
17,0,37,1,1034,73,17,40,0,0,0,0,1615,0
10,0,37,1,710,65,18,38,1,0,0,1,1152,0
18,0,37,2,977,89,48,33,2,0,0,2,1629,0
11,0,37,1,700,46,283,23,2,0,0,2,2385,0
20,0,36,3,1480,128,157,48,2,0,0,2,2255,0
14,0,37,1,1621,176,16,49,2,0,0,2,1804,0
14,0,37,2,1065,90,18,30,2,0,0,2,1434,0
13,0,37,1,1211,102,23,17,2,0,0,2,1609,0
16,0,37,0,664,61,24,22,2,0,1,2,1125,0
32,1,37,4,1697,220,70,37,2,0,0,2,2123,0
11,0,37,2,863,34,396,13,2,0,0,2,2649,0
16,0,36,1,1722,189,163,35,1,0,0,1,2460,0
10,0,36,2,1304,93,199,31,2,0,0,2,2301,0
7,0,36,0,299,21,16,16,1,0,1,1,679,0
9,0,37,0,253,21,29,13,2,0,1,2,872,0
7,0,36,0,75,7,16,5,1,0,1,1,424,1
10,0,36,1,1382,134,351,48,2,0,0,2,2573,0
14,0,36,2,1572,161,27,52,3,0,0,3,1635,0
15,0,36,2,1330,82,122,42,1,0,0,1,2086,0
30,1,32,0,321,54,32,22,2,0,1,2,1021,1
28,0,35,9,1531,100,17,47,4,0,0,4,1041,0
20,0,35,2,1195,105,42,29,1,0,0,1,1730,0
8,0,33,1,815,29,16,19,2,0,0,2,1081,0
16,1,34,0,848,48,25,21,2,0,1,2,1289,1
16,1,35,0,674,51,50,36,3,0,1,3,1066,1
7,0,35,0,110,9,16,7,2,0,1,2,396,1
8,0,35,1,504,32,16,11,3,0,0,3,428,0
10,0,32,2,1336,104,30,27,4,0,0,4,813,0
7,0,35,0,234,14,25,9,3,0,1,3,405,1
7,0,35,2,161,11,20,7,4,0,0,4,151,0
32,0,30,4,1750,233,16,85,1,1,0,1,2001,0
13,0,33,4,1352,123,271,38,2,1,0,2,2450,0
9,0,35,1,968,89,18,33,2,0,0,2,1300,0
10,0,34,0,503,51,54,25,2,0,1,2,1511,0
13,0,35,1,802,60,188,28,1,0,0,1,2237,0
11,0,26,2,410,43,206,16,2,1,0,2,2117,0
11,0,25,1,480,46,46,73,4,0,0,4,465,0
18,0,26,0,250,32,26,12,2,0,1,2,789,0
7,0,25,0,287,17,37,8,3,0,1,3,632,0
17,0,24,1,386,39,35,18,1,0,0,1,1262,0
9,0,24,1,886,68,24,28,2,0,0,2,1314,0
9,0,17,1,510,33,44,19,2,0,0,2,1396,0
23,0,16,2,1288,148,101,47,1,1,0,1,1923,0
19,0,14,1,1471,178,89,45,4,0,0,4,1438,0
15,0,15,4,819,52,47,24,2,0,0,2,1556,0
9,0,8,2,1054,47,227,15,2,0,0,2,2316,0
10,1,8,2,460,26,16,12,2,0,0,2,729,1
11,0,37,1,1007,76,3,16,2,0,0,2,1060,0
3,0,38,0,62,10,5,3,2,0,1,2,133,0
13,0,36,1,612,65,312,23,2,0,0,2,2484,0
13,0,37,1,983,71,0,34,0,0,0,0,1286,0
6,0,37,1,594,63,0,32,1,0,0,1,561,0
14,0,37,2,909,87,30,27,2,0,0,2,1441,0
7,0,37,1,585,44,267,17,2,0,0,2,2352,0
16,0,36,3,1455,126,139,42,2,0,0,2,2164,0
10,0,37,1,1605,174,0,43,2,0,0,2,1770,0
10,0,37,2,1025,88,0,24,2,0,0,2,1024,0
9,0,37,1,1148,100,5,11,2,0,0,2,1398,0
12,1,37,0,552,59,6,16,2,0,1,2,595,0
28,0,37,4,1666,218,52,31,2,0,0,2,1997,0
7,0,37,2,785,32,380,7,2,0,0,2,2622,0
12,0,36,1,1694,187,145,29,1,0,0,1,2411,0
6,0,36,2,1245,91,181,25,2,0,0,2,2228,0
3,0,36,0,198,19,0,10,1,0,1,1,165,0
5,0,37,0,159,19,11,7,2,0,1,2,337,0
0,0,36,0,0,0,0,0,1,0,1,1,0,1
6,0,36,1,1362,132,335,42,2,0,0,2,2553,0
10,0,36,2,1558,159,9,46,3,0,0,3,1545,0
11,0,36,2,1280,80,106,36,1,0,0,1,1947,0
26,1,32,0,218,52,14,16,2,0,1,2,469,1
24,0,35,9,1514,98,0,41,4,0,0,4,842,0
16,0,35,2,1135,103,24,23,1,0,0,1,1650,0
4,0,33,1,725,27,0,13,2,0,0,2,587,0
12,0,34,0,761,46,7,15,2,0,1,2,797,1
12,0,35,0,561,49,32,30,3,0,1,3,709,1
3,0,35,0,26,7,0,1,2,0,1,2,22,1
4,0,35,1,404,30,0,5,3,0,0,3,162,0
6,0,32,2,1290,102,12,21,4,0,0,4,612,0
3,0,35,0,138,12,7,3,3,0,1,3,124,1
3,0,35,2,66,9,2,1,4,0,0,4,16,0
28,0,30,4,1733,231,0,79,1,1,0,1,1891,0
9,0,33,4,1312,121,253,32,2,1,0,2,2405,0
5,0,35,1,902,87,0,27,2,0,0,2,820,0
6,0,34,0,403,49,36,19,2,0,1,2,1171,0
9,0,35,1,711,58,170,22,1,0,0,1,2118,0
7,0,26,2,316,41,188,10,2,1,0,2,1991,0
7,0,25,1,378,44,28,67,4,0,0,4,281,0
14,0,26,0,155,30,8,6,2,0,1,2,270,0
3,0,25,0,187,15,19,2,3,0,1,3,298,0
13,0,24,1,292,37,17,12,1,0,0,1,697,0
5,0,24,1,817,66,6,22,2,0,0,2,844,0
5,0,17,1,410,31,26,13,2,0,0,2,960,0
19,0,16,2,1227,146,83,41,1,1,0,1,1819,0
15,0,14,1,1439,176,71,39,4,0,0,4,1303,0
11,0,15,4,729,50,29,18,2,0,0,2,1263,0
5,0,8,2,1011,45,210,9,2,0,0,2,2258,0
6,1,8,2,355,24,0,6,2,0,0,2,263,1
11,0,32,0,1030,71,4,18,1,0,0,1,1244,0
3,0,33,0,108,5,6,5,1,0,1,1,216,0
13,0,31,0,672,60,313,25,1,0,0,1,2545,0
13,0,32,0,1010,66,0,36,0,0,0,0,1331,0
6,0,32,0,653,58,1,34,0,0,0,0,823,0
14,0,32,1,944,82,31,29,2,0,0,2,1483,0
7,0,32,0,643,39,268,19,2,0,0,2,2358,0
16,0,31,2,1470,121,140,44,2,0,0,2,2179,0
10,0,32,0,1613,169,0,45,2,0,0,2,1772,0
10,0,32,1,1049,83,1,26,2,0,0,2,1089,0
9,0,32,0,1180,95,6,13,1,0,0,1,1532,0
12,0,32,0,604,54,7,18,2,0,1,2,666,0
28,0,32,3,1682,213,53,33,2,0,0,2,2023,0
7,0,32,1,829,27,381,9,2,0,0,2,2627,0
12,0,31,0,1710,182,146,31,1,0,0,1,2418,0
6,0,31,1,1276,86,182,27,2,0,0,2,2242,0
3,0,31,0,244,14,0,12,1,0,1,1,210,0
5,0,32,0,207,14,12,9,1,0,1,1,461,0
0,0,31,0,0,0,0,0,1,0,1,1,0,1
6,0,31,0,1373,127,336,44,1,0,0,1,2635,0
10,0,31,1,1566,154,10,48,2,0,0,2,1743,0
11,0,31,1,1307,75,107,38,1,0,0,1,1963,0
26,1,27,0,268,47,15,18,1,0,1,1,633,1
24,0,30,8,1522,93,0,43,3,0,0,3,1416,0
16,0,30,1,1163,98,25,25,1,0,0,1,1669,1
4,0,28,0,769,22,0,15,2,0,0,2,637,0
12,1,29,0,808,41,8,17,2,0,1,2,875,1
12,0,30,0,614,44,33,32,2,0,1,2,1263,1
3,0,30,0,63,2,0,3,2,0,1,2,49,1
4,0,30,0,457,25,0,7,2,0,0,2,347,0
6,0,27,1,1315,97,13,23,3,0,0,3,1141,0
3,0,30,0,184,7,8,5,3,0,1,3,155,1
3,0,30,1,115,4,3,3,4,0,0,4,38,0
28,0,25,3,1742,226,0,81,1,0,0,1,1904,0
9,0,28,3,1335,116,254,34,1,1,0,1,2492,0
5,0,30,0,936,82,1,29,1,0,0,1,1027,0
6,0,29,0,456,44,37,21,2,0,1,2,1227,0
9,0,30,0,756,53,171,24,1,0,0,1,2140,0
7,0,21,1,362,36,189,12,1,1,0,1,2157,0
7,0,20,0,427,39,29,69,3,0,0,3,594,0
14,0,21,0,204,25,9,8,1,0,1,1,384,0
3,0,20,0,236,10,20,4,3,0,1,3,342,0
13,0,19,0,337,32,18,14,1,0,0,1,773,0
5,0,19,0,856,61,7,24,2,0,0,2,921,0
5,0,12,0,465,26,27,15,1,0,0,1,1145,0
19,0,11,1,1258,141,84,43,0,1,0,0,2020,0
15,0,9,0,1456,171,72,41,3,0,0,3,1688,0
11,0,10,3,773,45,30,20,2,0,0,2,1317,0
5,0,3,1,1035,40,211,11,2,0,0,2,2270,0
6,0,3,1,406,19,0,8,2,0,0,2,304,1
15,0,42,2,1030,83,20,20,2,0,0,2,1415,0
7,0,43,0,108,17,22,7,2,0,1,2,547,0
17,0,41,2,672,72,328,27,2,0,0,2,2517,0
17,0,42,2,1010,78,16,38,0,0,0,0,1590,0
10,0,42,2,653,70,17,36,1,0,0,1,1097,0
18,0,42,3,944,94,47,31,2,0,0,2,1613,0
11,0,42,2,643,51,282,21,3,0,0,3,1986,0
20,0,41,4,1470,133,156,46,2,0,0,2,2244,0
14,0,42,2,1613,181,15,47,2,0,0,2,1802,0
14,0,42,3,1049,95,17,28,3,0,0,3,874,0
13,0,42,2,1180,107,22,15,2,0,0,2,1594,0
16,0,42,0,604,66,23,20,3,0,1,3,610,0
32,0,42,5,1682,225,69,35,2,1,0,2,2108,0
11,0,42,3,829,39,395,11,3,0,0,3,2391,0
16,0,41,2,1710,194,162,33,2,0,0,2,2378,0
10,0,41,3,1276,98,198,29,3,0,0,3,1822,0
7,0,41,0,244,26,15,14,2,0,1,2,513,0
9,0,42,0,207,26,28,11,2,0,1,2,794,0
7,0,41,0,37,12,15,3,2,0,1,2,307,1
10,0,41,2,1373,139,350,46,2,0,0,2,2569,0
14,0,41,3,1566,166,26,50,3,0,0,3,1625,0
15,0,41,3,1307,87,121,40,2,0,0,2,1932,0
30,1,37,0,268,59,31,20,2,0,1,2,952,1
28,0,40,10,1522,105,16,45,4,1,0,4,1010,0
20,0,40,3,1163,110,41,27,2,0,0,2,1686,0
8,0,38,2,769,34,15,17,3,0,0,3,571,0
16,1,39,0,808,53,24,19,2,0,1,2,1235,1
16,1,40,0,614,56,49,34,3,0,1,3,1022,1
7,0,40,0,63,14,15,5,2,0,1,2,339,1
8,0,40,2,457,37,15,9,3,0,0,3,388,0
10,0,37,3,1315,109,29,25,4,0,0,4,775,0
7,0,40,0,184,19,24,7,3,0,1,3,370,1
7,0,40,3,115,16,19,5,4,0,0,4,136,0
32,0,35,5,1742,238,15,83,1,1,0,1,1983,0
13,0,38,5,1335,128,270,36,2,1,0,2,2443,0
9,0,40,2,936,94,17,31,2,0,0,2,1248,0
10,0,39,0,456,56,53,23,3,0,1,3,990,0
13,0,40,2,756,65,187,26,2,0,0,2,2085,0
11,0,31,3,362,48,205,14,2,1,0,2,2101,0
11,0,30,2,427,51,45,71,4,0,0,4,439,0
18,0,31,0,204,37,25,10,2,0,1,2,714,0
7,0,30,0,236,22,36,6,3,0,1,3,584,0
17,0,29,2,337,44,34,16,1,0,0,1,1206,0
9,0,29,2,856,73,23,26,3,0,0,3,754,0
9,0,22,2,465,38,43,17,2,0,0,2,1344,0
23,0,21,3,1258,153,100,45,1,1,0,1,1911,0
19,0,19,2,1456,183,88,43,4,0,0,4,1430,0
15,0,20,5,773,57,46,22,3,0,0,3,1066,0
9,0,13,3,1035,52,226,13,2,0,0,2,2312,0
10,0,13,3,406,31,15,10,2,0,0,2,673,1
19,0,38,2,1084,88,37,19,2,0,0,2,1631,0
11,0,39,0,290,22,22,6,2,0,1,2,717,0
21,0,37,2,843,77,328,26,2,0,0,2,2527,0
21,0,38,2,1073,83,16,37,0,0,0,0,1649,0
14,0,38,2,831,75,17,35,1,0,0,1,1251,0
22,0,38,3,1044,99,47,30,2,0,0,2,1657,0
15,0,38,2,825,56,282,20,3,0,0,3,2015,0
24,0,37,4,1497,138,156,45,2,0,0,2,2271,0
18,0,38,2,1637,186,15,46,2,0,0,2,1812,0
18,0,38,3,1097,100,17,27,3,0,0,3,992,0
17,0,38,2,1295,112,22,14,2,0,0,2,1633,0
20,0,38,0,796,71,23,19,3,0,1,3,707,0
36,0,38,5,1732,230,69,34,2,1,0,2,2147,0
15,0,38,3,949,44,395,10,3,0,0,3,2400,0
20,0,37,2,1748,197,162,32,1,0,0,1,2470,0
14,0,37,3,1356,103,198,28,2,0,0,2,2311,0
11,0,37,0,433,31,15,13,1,0,1,1,795,0
13,0,38,0,387,31,28,10,2,0,1,2,984,0
11,0,37,0,207,17,15,2,2,0,1,2,474,1
14,0,37,2,1398,144,350,45,2,0,0,2,2578,0
18,0,37,3,1577,171,26,49,3,0,0,3,1653,0
19,0,37,3,1368,92,121,39,1,0,0,1,2112,0
34,1,33,0,456,64,31,19,2,1,1,2,1109,1
32,0,36,10,1553,110,16,44,4,0,0,4,1075,0
24,0,36,3,1280,115,41,26,2,0,0,2,1709,0
12,0,34,2,905,39,15,16,2,0,0,2,1165,0
20,1,35,0,931,58,24,18,2,0,1,2,1368,1
20,1,36,0,804,61,49,33,3,0,1,3,1112,1
11,0,36,0,239,19,15,4,2,0,1,2,501,1
12,0,36,2,648,42,15,8,3,0,0,3,496,0
14,0,33,3,1371,114,29,24,4,0,0,4,855,0
11,0,36,0,368,24,24,6,3,0,1,3,475,1
11,0,36,3,296,21,19,4,4,0,0,4,185,0
36,0,31,5,1755,241,15,82,1,1,0,1,2032,0
17,0,34,5,1380,133,270,35,2,1,0,2,2457,0
13,0,36,2,1037,99,17,30,2,0,0,2,1382,0
14,0,35,0,647,61,53,22,3,0,1,3,1096,0
17,0,36,2,896,70,187,25,1,0,0,1,2252,0
15,0,27,3,547,53,205,13,2,1,0,2,2141,0
15,0,26,2,617,56,45,70,4,0,0,4,505,0
22,1,27,0,385,42,25,9,2,0,1,2,914,1
11,0,26,0,418,27,36,5,3,0,1,3,693,0
21,0,25,2,525,49,34,15,1,0,0,1,1354,0
13,0,25,2,970,78,23,25,2,0,0,2,1395,0
13,0,18,2,656,43,43,16,2,0,0,2,1458,0
27,0,17,3,1348,158,100,44,1,1,0,1,1951,0
23,0,15,2,1490,188,88,42,4,0,0,4,1465,0
19,0,16,5,906,62,46,21,2,0,0,2,1593,0
13,0,9,3,1086,57,226,12,2,0,0,2,2321,0
14,1,9,3,592,36,15,9,2,0,0,2,853,1
7,0,36,0,925,66,0,19,2,0,0,2,850,0
0,0,37,0,0,0,0,0,2,0,1,2,0,0
9,0,35,0,474,55,298,26,2,0,0,2,2446,0
9,0,36,0,895,61,0,37,0,0,0,0,1139,0
2,0,36,0,461,53,0,35,1,0,0,1,411,0
10,0,36,1,824,77,14,30,2,0,0,2,1054,0
3,0,36,0,451,34,251,20,2,0,0,2,2326,0
12,0,35,2,1412,116,124,45,2,0,0,2,2045,0
6,0,36,0,1586,164,0,46,2,0,0,2,1753,0
6,0,36,1,949,78,0,27,2,0,0,2,892,0
5,0,36,0,1095,90,0,14,2,0,0,2,1208,0
8,0,36,0,416,49,0,19,2,0,1,2,322,0
24,0,36,3,1634,208,36,34,2,0,0,2,1893,0
3,0,36,1,651,22,366,10,2,0,0,2,2589,0
8,0,35,0,1653,177,129,32,1,0,0,1,2371,0
2,0,35,1,1157,81,165,28,2,0,0,2,2132,0
0,0,35,0,70,9,0,13,1,0,1,1,66,0
1,0,36,0,37,9,0,10,2,0,1,2,30,0
0,0,35,0,0,0,0,0,1,0,1,1,0,1
2,0,35,0,1318,122,320,45,2,0,0,2,2548,0
6,0,35,1,1537,149,0,49,3,0,0,3,1447,0
7,0,35,1,1195,70,90,39,1,0,0,1,1831,0
22,0,31,0,88,42,0,19,2,0,1,2,74,1
20,0,34,8,1494,88,0,44,4,0,0,4,780,0
12,0,34,1,1087,93,8,26,1,0,0,1,1463,1
0,0,32,0,574,17,0,16,2,0,0,2,449,0
8,1,33,0,618,36,0,18,2,0,1,2,493,1
8,0,34,0,425,39,16,33,2,0,1,2,704,1
0,0,34,0,0,0,0,0,2,0,1,2,0,1
0,0,34,0,269,20,0,8,3,0,0,3,111,0
2,0,31,1,1204,92,0,24,4,0,0,4,444,0
0,0,34,0,24,2,0,6,3,0,1,3,8,1
0,0,34,1,0,0,0,0,4,0,0,4,0,0
24,1,29,3,1700,221,0,82,1,0,0,1,1856,0
5,0,32,3,1235,111,239,35,1,1,0,1,2442,0
1,0,34,0,811,77,0,30,2,0,0,2,684,0
2,0,33,0,268,39,20,22,2,0,1,2,667,0
5,0,34,0,559,48,154,25,1,0,0,1,1982,0
3,0,25,1,178,31,172,13,1,1,0,1,2003,0
3,0,24,0,240,34,12,70,3,0,0,3,238,0
10,0,25,0,35,20,0,9,2,0,1,2,31,0
0,0,24,0,60,5,3,5,3,0,1,3,53,0
9,0,23,0,157,27,1,15,1,0,0,1,150,0
1,0,23,0,690,56,0,25,2,0,0,2,558,0
1,0,16,0,277,21,10,16,1,0,0,1,491,0
15,0,15,1,1142,136,67,44,1,1,0,1,1775,0
11,0,13,0,1399,166,55,42,4,0,0,4,1146,0
7,0,14,3,577,40,13,21,2,0,0,2,774,0
1,0,7,1,929,35,194,12,2,0,0,2,2172,0
2,1,7,1,222,14,0,9,2,0,0,2,157,1
13,0,37,1,1030,77,12,19,2,0,0,2,1270,0
5,0,38,0,108,11,14,6,2,0,1,2,360,0
15,0,36,1,672,66,320,26,2,0,0,2,2503,0
15,0,37,1,1010,72,8,37,0,0,0,0,1491,0
8,0,37,1,653,64,9,35,1,0,0,1,868,0
16,0,37,2,944,88,39,30,2,0,0,2,1553,0
9,0,37,1,643,45,275,20,2,0,0,2,2367,0
18,0,36,3,1470,127,148,45,2,0,0,2,2212,0
12,0,37,1,1613,175,7,46,2,0,0,2,1788,0
12,0,37,2,1049,89,9,27,2,0,0,2,1247,0
11,0,37,1,1180,101,14,14,2,0,0,2,1524,0
14,0,37,0,604,60,15,19,2,0,1,2,864,0
30,0,37,4,1682,219,61,34,2,0,0,2,2064,0
9,0,37,2,829,33,388,10,2,0,0,2,2639,0
14,0,36,1,1710,188,154,32,1,0,0,1,2433,0
8,0,36,2,1276,92,190,28,2,0,0,2,2272,0
5,0,36,0,244,20,7,13,1,0,1,1,379,0
7,0,37,0,207,20,20,10,2,0,1,2,602,0
5,0,36,0,37,6,7,2,1,0,1,1,166,1
8,0,36,1,1373,133,343,45,2,0,0,2,2560,0
12,0,36,2,1566,160,18,49,3,0,0,3,1597,0
13,0,36,2,1307,81,114,39,1,0,0,1,2017,0
28,1,32,0,268,53,23,19,2,0,1,2,731,1
26,0,35,9,1522,99,8,44,4,0,0,4,939,0
18,0,35,2,1163,104,33,26,1,0,0,1,1698,0
6,0,33,1,769,28,7,16,2,0,0,2,806,0
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
14,0,35,0,614,50,41,33,3,0,1,3,898,1
5,0,35,0,63,8,7,4,2,0,1,2,171,1
6,0,35,1,457,31,7,8,3,0,0,3,279,0
8,0,32,2,1315,103,21,24,4,0,0,4,701,0
5,0,35,0,184,13,16,6,3,0,1,3,260,1
5,0,35,2,115,10,11,4,4,0,0,4,86,0
30,0,30,4,1742,232,7,82,1,1,0,1,1936,0
11,0,33,4,1335,122,262,35,2,1,0,2,2428,0
7,0,35,1,936,88,9,30,2,0,0,2,1092,0
8,0,34,0,456,50,45,22,2,0,1,2,1377,0
11,0,35,1,756,59,179,25,1,0,0,1,2184,0
9,0,26,2,362,42,197,13,2,1,0,2,2060,0
9,0,25,1,427,45,37,70,4,0,0,4,376,0
16,0,26,0,204,31,17,9,2,0,1,2,519,0
5,0,25,0,236,16,28,5,3,0,1,3,452,0
15,0,24,1,337,38,26,15,1,0,0,1,1014,0
7,0,24,1,856,67,15,25,2,0,0,2,1107,0
7,0,17,1,465,32,35,16,2,0,0,2,1192,0
21,0,16,2,1258,147,92,44,1,1,0,1,1864,0
17,0,14,1,1456,177,80,42,4,0,0,4,1379,0
13,0,15,4,773,51,38,21,2,0,0,2,1448,0
7,0,8,2,1035,46,219,12,2,0,0,2,2291,0
8,1,8,2,406,25,7,9,2,0,0,2,467,1
13,0,37,1,1030,77,12,19,2,0,0,2,1270,0
5,0,38,0,108,11,14,6,2,0,1,2,360,0
15,0,36,1,672,66,320,26,2,0,0,2,2503,0
15,0,37,1,1010,72,8,37,0,0,0,0,1491,0
8,0,37,1,653,64,9,35,1,0,0,1,868,0
16,0,37,2,944,88,39,30,2,0,0,2,1553,0
