Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,target
2773,4,3,3,3,0,0,3,1,1,3,0,3,3,4,3,0,3,3,2,0,0,0,0,4,2,0,0,1,4,0,0,2,0,1,5,1,0,2,0,2,0,2,0,4,0,0,0,2,1,4,2,4,4,2,1,1,1,0,0,4,2
2774,4,4,0,1,3,3,2,1,0,1,3,3,2,4,0,0,0,1,1,0,2,2,4,4,2,2,1,0,0,2,2,0,2,0,0,0,0,2,4,2,4,2,0,0,4,4,4,2,0,1,0,4,0,0,0,4,2,0,0,4,2
2775,3,3,1,1,3,2,3,3,0,2,1,1,1,2,2,1,2,2,2,0,4,2,1,1,1,4,0,1,2,4,2,0,0,0,0,2,2,1,4,2,1,1,0,1,4,0,2,0,1,2,4,0,2,0,4,4,2,1,4,2,2
2776,1,0,2,1,3,2,1,0,2,0,0,0,2,0,1,1,0,3,2,0,2,2,0,1,4,4,1,4,4,2,2,1,1,4,1,1,1,4,2,2,1,4,0,2,2,2,1,4,1,0,0,2,1,0,2,0,1,4,4,4,2
2777,0,4,1,0,0,2,3,1,0,2,0,1,2,4,2,3,2,2,4,1,1,4,4,4,2,2,2,0,4,1,1,4,2,1,5,1,0,1,4,2,0,2,1,4,1,0,4,1,0,1,1,0,0,2,2,2,1,1,2,0,2
2778,4,3,2,1,0,2,1,1,2,1,2,2,2,0,1,3,2,3,1,2,1,2,4,1,2,2,1,2,1,1,1,2,0,1,2,1,2,2,0,2,4,1,0,2,1,0,2,2,2,2,1,2,0,0,0,0,2,1,2,2,2
2779,0,0,2,1,3,3,3,0,1,3,3,3,1,4,3,1,3,3,4,0,1,1,4,4,1,0,4,0,1,1,1,1,4,0,5,5,1,4,1,4,4,2,2,4,1,4,2,4,2,4,0,0,2,2,4,2,4,4,2,0,2
2780,1,0,0,0,2,1,0,1,3,1,0,1,0,4,3,3,3,3,4,0,4,1,4,1,0,2,4,1,1,1,4,2,4,0,2,2,4,1,0,2,0,0,2,0,4,0,0,1,1,0,1,1,0,4,2,4,1,0,1,4,2
2781,4,0,1,0,0,1,0,2,2,2,0,1,1,0,0,3,3,3,0,4,4,4,1,4,1,2,4,4,2,1,4,2,1,4,1,0,4,2,0,0,0,4,4,2,2,1,1,0,1,4,1,1,1,4,2,2,2,4,1,4,2
2782,1,4,3,3,3,2,3,2,2,0,1,3,3,2,3,1,3,2,0,1,1,0,1,1,4,4,1,4,0,4,4,4,2,1,1,1,0,2,0,2,4,4,4,2,1,4,1,0,0,4,4,1,1,0,0,2,0,1,0,2,2
2783,0,3,1,2,2,0,0,1,0,1,3,2,0,2,0,1,3,1,1,2,4,4,1,1,4,2,1,4,4,2,4,1,4,4,2,5,1,1,4,0,1,1,4,1,1,0,1,2,4,2,1,0,1,0,1,0,2,1,1,1,2
2784,0,4,2,1,1,3,0,3,3,3,2,3,2,4,1,3,0,2,0,0,1,1,0,2,4,4,0,4,4,4,0,0,1,1,5,2,4,0,0,0,0,4,2,4,1,0,0,4,0,2,1,0,0,0,4,2,0,0,2,2,2
2785,3,3,2,2,2,0,0,2,0,2,0,3,0,0,0,0,2,1,0,0,0,1,0,2,2,4,1,4,2,2,2,0,2,2,1,0,2,4,4,1,4,2,4,4,2,1,1,0,1,4,1,4,1,4,1,4,1,1,4,2,2
2786,0,4,1,3,3,1,2,1,1,3,3,3,2,1,1,0,1,0,4,2,1,2,2,1,0,2,1,4,0,1,0,2,4,2,2,2,2,0,2,1,4,1,1,0,2,1,4,2,0,2,1,2,4,2,2,0,4,4,2,4,2
2787,0,3,2,2,3,2,2,3,3,3,3,3,1,4,3,3,3,0,0,1,1,0,2,4,4,2,0,2,0,1,2,2,2,1,0,0,0,0,2,1,4,4,2,0,4,4,2,1,1,1,4,4,4,0,0,1,1,2,1,1,2
2788,3,3,1,1,0,2,0,3,1,2,3,2,1,1,0,3,0,2,1,0,1,4,1,1,0,1,4,4,4,2,2,2,4,2,0,5,0,2,0,2,2,2,0,2,0,1,4,1,4,2,4,1,4,1,0,0,0,0,0,0,2
2789,4,1,2,3,1,1,1,3,3,1,1,1,3,1,1,1,1,2,0,1,0,2,2,4,1,0,1,0,4,0,0,1,0,2,1,5,2,1,0,4,1,0,4,4,2,0,1,1,2,1,0,1,0,2,1,2,1,1,0,4,2
2790,0,3,0,2,0,1,3,2,2,2,0,3,2,2,2,0,0,1,0,1,4,2,2,4,2,2,2,1,0,2,1,4,2,0,2,2,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,2,1,1,1,0,1,1,2
2791,0,1,3,3,1,0,3,1,3,1,3,2,0,2,0,3,1,0,2,1,0,2,4,0,1,1,0,2,2,0,4,1,1,1,0,1,1,0,1,0,2,0,0,2,0,2,2,0,0,2,0,2,2,0,4,4,4,1,0,2,2
2792,0,4,2,2,0,1,3,1,3,2,3,3,1,2,1,3,1,0,2,2,4,1,1,4,4,4,4,2,2,1,1,0,2,0,5,1,4,4,4,0,1,0,1,1,0,2,0,1,0,0,1,4,4,4,2,4,0,4,4,4,2
2793,0,4,1,0,0,0,3,0,0,0,0,1,0,2,2,2,0,3,4,1,4,0,0,0,0,4,2,1,4,0,4,4,0,2,0,0,4,4,2,4,2,0,2,2,1,4,1,0,2,2,2,4,2,2,2,1,0,1,2,2,2
2794,3,0,2,1,0,2,3,3,1,0,1,2,2,1,1,0,3,2,4,4,1,1,2,2,1,2,1,0,0,2,2,1,1,4,5,1,4,4,2,1,0,1,4,2,2,4,0,1,0,1,2,2,2,1,2,0,2,2,2,1,2
2795,3,1,1,1,2,2,0,1,1,1,1,0,2,0,2,2,1,1,2,2,4,1,1,4,2,4,0,4,4,4,2,4,4,1,1,5,2,2,0,4,2,2,0,0,2,2,0,2,0,0,4,0,0,2,0,0,1,2,2,2,2
2796,4,1,0,3,1,3,1,3,3,0,3,0,2,0,3,3,0,0,1,4,4,1,1,4,4,1,1,0,0,0,0,4,2,4,1,0,1,1,0,4,4,1,1,4,2,4,0,1,1,4,2,2,4,4,1,4,1,4,4,2,2
2797,3,3,1,0,2,2,0,0,2,3,2,1,3,2,3,2,2,0,0,4,0,0,1,0,0,4,2,1,1,0,2,0,1,4,1,0,4,2,4,4,4,2,2,0,2,0,4,2,2,0,0,1,4,1,0,2,1,4,2,2,2
2798,3,3,3,3,1,3,1,3,3,2,2,2,1,4,1,3,0,2,2,4,1,1,4,2,2,0,2,0,0,4,2,4,4,2,5,2,0,2,2,2,2,4,4,4,0,4,4,4,4,4,4,4,4,4,0,0,4,0,2,4,2
2799,3,1,1,1,0,2,0,0,2,0,3,0,0,1,3,1,0,0,0,1,1,1,0,0,1,1,0,2,2,0,0,4,2,4,5,1,2,4,2,1,0,2,2,0,0,0,0,2,2,0,2,2,1,4,2,4,2,0,1,4,2
2800,3,0,0,3,3,1,0,3,2,3,1,3,3,0,1,2,2,3,1,0,0,2,2,2,1,4,0,2,0,2,0,0,0,2,2,0,4,4,4,1,4,2,1,0,4,1,0,1,4,4,4,1,4,4,1,1,4,2,4,0,2
2801,0,3,0,2,3,2,0,0,0,1,1,3,1,1,3,3,1,1,0,1,1,4,2,0,1,2,2,0,0,1,1,1,4,1,0,2,1,1,1,0,4,0,4,2,0,2,1,2,0,1,2,1,2,2,1,4,2,0,2,4,2
2802,0,4,3,1,0,0,0,1,0,2,1,2,1,1,3,1,0,2,0,1,4,0,1,4,4,1,0,4,4,4,2,2,4,0,1,0,0,0,1,0,0,2,0,0,4,1,4,2,2,0,0,0,0,2,2,4,1,1,4,1,2
2803,0,3,3,3,3,2,1,0,1,1,3,2,3,1,1,1,1,0,1,1,1,4,1,1,0,1,4,1,0,2,1,4,2,4,1,1,4,2,1,0,2,1,0,0,0,1,0,1,4,1,1,0,1,1,1,4,1,1,0,1,2
2804,4,3,0,3,2,2,2,2,2,1,0,2,2,2,2,0,3,2,2,0,0,1,0,4,1,0,1,0,1,0,4,2,2,2,1,0,4,0,0,0,2,2,0,0,4,1,4,1,0,2,0,2,1,1,0,2,0,2,1,0,2
2805,3,0,2,0,0,0,2,2,0,3,3,1,1,0,2,0,2,2,1,4,0,2,1,4,1,1,0,0,0,0,1,1,0,4,1,1,1,0,2,2,4,1,0,4,4,1,4,4,1,0,4,1,1,4,1,0,1,1,1,0,2
2806,3,0,3,3,3,3,1,0,1,1,3,3,2,0,1,1,1,1,4,2,4,1,0,1,4,2,4,2,4,2,0,0,1,0,1,5,2,0,0,2,1,4,4,4,1,4,4,4,2,2,0,1,0,0,2,2,1,0,1,1,2
2807,4,4,1,1,0,0,2,2,0,2,2,2,0,1,1,3,1,3,1,4,2,1,1,1,1,1,1,0,1,1,0,4,4,0,1,1,0,4,1,0,1,4,2,4,2,0,1,4,4,4,1,1,1,1,0,0,2,1,1,1,2
2808,4,3,0,3,2,1,2,2,2,2,0,1,3,2,2,0,2,3,4,2,1,4,1,0,4,4,4,0,1,4,4,4,0,0,1,0,0,1,0,0,1,2,4,4,1,1,2,0,4,0,2,0,4,2,0,4,4,1,0,2,2
2809,3,3,3,1,0,1,0,0,1,3,1,3,1,1,1,1,0,2,0,2,0,0,2,2,4,2,2,4,2,4,2,0,2,2,1,1,0,4,1,0,1,2,2,0,0,2,0,4,2,1,4,2,1,4,2,1,4,4,1,4,2
2810,4,1,0,3,3,1,0,2,3,0,3,3,0,4,0,0,3,2,2,0,2,0,0,2,0,2,0,2,0,2,1,0,0,0,0,2,2,0,0,0,1,0,4,4,1,4,4,2,0,0,1,2,0,4,4,1,4,1,1,2,2
2811,4,4,1,3,2,2,1,0,2,0,0,1,1,1,1,1,2,1,0,0,1,1,0,1,4,4,1,1,2,1,4,2,4,1,0,0,2,4,1,1,0,2,4,4,1,4,0,1,2,2,2,1,4,1,4,1,2,2,0,2,2
2812,4,1,3,2,2,2,1,0,3,0,2,2,0,2,3,2,3,0,4,1,1,4,2,2,4,0,1,1,0,0,1,0,2,0,1,1,1,1,0,2,2,0,1,0,2,2,2,1,1,4,4,1,0,2,4,4,1,1,4,1,2
2813,0,4,3,1,0,3,3,0,1,3,1,0,2,4,3,2,2,3,2,1,4,2,2,4,0,4,1,0,1,4,2,0,1,1,0,0,2,2,0,2,0,0,2,4,1,1,1,1,0,0,4,2,2,1,4,0,1,0,0,4,2
2814,0,3,1,3,3,1,0,3,3,1,1,3,2,1,1,3,1,3,4,2,4,1,4,2,2,1,4,1,0,2,1,0,1,0,5,0,4,4,2,2,4,1,0,4,0,0,0,0,1,0,4,0,4,4,1,4,2,2,4,4,2
2815,1,0,2,2,0,3,0,3,2,0,0,1,1,0,3,2,0,0,4,0,1,0,4,2,4,0,1,4,2,2,4,0,4,1,2,0,1,0,0,2,0,1,1,1,0,2,2,1,0,4,2,2,2,1,4,2,0,2,2,1,2
2816,0,3,0,2,2,1,0,2,0,2,1,3,2,1,1,1,1,3,2,0,2,4,2,0,2,1,1,0,4,2,1,0,2,0,2,2,0,4,1,4,1,1,4,1,1,1,4,1,0,4,1,1,0,4,1,4,1,4,1,4,2
2817,4,4,0,3,3,0,0,2,0,3,0,1,0,4,3,2,2,1,0,0,2,0,0,0,0,2,0,0,2,0,2,1,0,0,1,0,1,2,0,4,4,1,4,2,2,2,0,4,1,1,1,0,2,2,0,2,2,2,2,0,2
2818,3,0,1,3,0,0,1,2,0,1,0,1,0,4,0,1,0,3,2,0,0,0,4,4,4,0,2,1,4,2,2,4,4,0,0,1,2,2,4,2,1,1,0,2,0,0,2,0,2,4,1,0,1,4,2,2,0,1,0,0,2
2819,0,0,3,0,0,3,2,0,1,0,2,0,0,1,1,3,0,1,4,2,2,2,0,0,1,4,4,1,4,2,0,2,4,2,2,0,2,2,1,2,0,0,1,1,0,1,4,2,0,2,1,1,0,0,2,2,0,2,1,4,2
2820,4,0,1,1,3,0,1,0,2,1,0,0,1,0,0,1,0,0,1,4,0,2,1,0,0,1,0,0,2,4,0,0,1,0,0,1,4,2,2,1,4,0,1,2,0,4,1,1,4,0,0,1,0,0,1,4,0,0,4,2,2
2821,4,4,3,3,3,3,2,0,2,0,3,2,2,0,2,3,3,3,4,2,1,4,1,4,4,2,4,4,2,1,1,1,0,2,2,1,4,2,2,0,2,4,2,1,0,0,4,2,2,4,2,1,0,4,1,4,4,2,2,1,2
2822,4,1,0,2,3,2,1,1,1,3,3,1,3,0,3,1,0,3,1,0,0,4,2,2,2,0,4,2,2,4,1,4,2,0,5,5,0,0,2,2,1,1,4,2,2,1,4,1,1,1,0,1,4,2,2,1,4,0,1,1,2
2823,3,4,2,0,3,2,1,0,2,2,1,1,3,0,0,3,3,1,0,4,0,0,0,2,2,0,0,2,1,0,1,4,2,1,1,0,2,1,4,1,4,4,4,0,4,4,1,0,2,4,2,1,4,4,4,2,1,1,0,0,2
2824,3,3,0,1,0,2,2,0,3,2,3,0,2,1,3,1,3,1,0,2,2,4,2,4,2,0,4,1,1,0,0,4,4,4,1,2,2,2,4,1,0,4,2,4,0,4,1,1,1,4,4,4,0,4,4,2,2,4,0,1,2
2825,0,1,0,0,0,0,3,1,0,0,2,0,2,2,3,1,0,1,4,0,0,4,4,2,0,4,0,4,0,4,1,4,0,4,5,5,4,2,0,2,4,4,2,1,1,4,4,4,2,0,2,0,1,4,4,1,1,0,1,2,2
2826,0,0,2,2,2,0,2,2,0,0,1,0,2,0,0,0,3,2,0,2,0,1,1,1,1,4,0,4,1,4,4,4,1,1,1,5,0,4,0,0,0,0,0,1,0,0,1,0,4,4,4,4,4,0,1,4,2,4,1,4,2
2827,0,3,2,2,1,0,1,0,2,0,3,2,3,4,0,1,0,2,1,4,1,0,2,2,1,1,1,1,0,2,2,2,1,1,0,2,1,4,1,1,0,2,2,1,4,0,2,4,4,0,1,1,4,2,4,2,0,2,2,1,2
2828,4,0,3,3,0,1,3,2,3,2,1,1,0,1,1,3,2,2,0,0,2,2,0,4,4,0,4,4,0,4,0,0,2,0,0,0,1,4,1,4,4,4,2,2,1,0,2,4,2,2,0,0,1,0,0,1,0,1,4,4,2
2829,3,3,0,0,2,2,0,2,2,2,2,3,0,0,3,2,2,2,2,4,0,1,0,0,0,0,0,4,2,0,4,2,0,0,5,5,4,1,4,4,4,2,4,1,1,1,0,0,4,1,1,0,1,4,4,4,4,0,1,1,2
2830,3,0,1,3,2,2,1,1,0,3,2,2,2,0,2,1,0,1,0,2,1,4,4,1,1,4,2,1,0,1,4,0,1,4,1,1,4,4,4,4,0,2,2,1,1,4,2,0,4,2,2,1,1,4,1,4,2,2,0,0,2
2831,4,3,3,2,3,2,1,1,0,0,1,1,1,0,2,0,2,0,0,2,0,0,0,4,2,2,2,4,4,1,2,2,2,0,2,5,0,1,0,4,1,0,0,1,4,1,4,4,4,2,2,0,2,0,4,2,0,2,1,4,2
2832,0,0,2,0,1,3,3,1,3,2,0,2,0,0,2,3,2,2,4,4,1,0,2,2,0,4,2,2,2,4,4,4,1,0,2,0,0,1,4,1,4,2,0,2,4,0,0,0,2,4,0,0,2,2,4,1,2,2,0,1,2
2833,3,0,3,2,2,0,2,2,2,3,3,3,2,4,1,3,0,1,0,4,0,2,1,2,2,2,1,0,0,2,4,2,4,2,2,5,1,4,2,2,4,2,1,1,4,2,4,1,4,4,2,2,1,0,2,0,0,0,0,1,2
2834,1,4,2,2,1,1,3,3,3,2,1,3,3,2,2,2,1,3,4,1,4,0,2,0,1,0,1,1,4,4,4,1,0,1,5,2,1,0,1,4,1,0,1,4,2,4,1,4,4,1,4,1,1,1,1,1,4,1,1,4,2
2835,1,1,1,3,2,0,3,2,0,0,2,2,1,0,1,1,3,3,2,2,2,2,1,4,4,1,1,1,4,2,1,1,2,1,0,5,1,1,4,1,4,1,1,1,1,4,1,0,2,2,0,0,2,2,2,2,0,1,4,2,2
2836,0,3,1,1,1,1,0,1,2,2,2,1,2,1,1,0,1,2,2,0,0,1,1,1,2,1,4,1,2,0,4,1,4,1,2,1,1,2,1,1,0,0,1,4,2,2,4,0,2,0,1,0,4,2,2,0,2,0,1,1,2
2847,1,4,3,1,1,0,0,2,2,1,2,1,1,1,3,1,1,1,4,4,4,1,1,4,2,1,1,0,4,0,2,0,1,1,5,2,1,0,0,1,1,1,0,1,1,4,0,0,2,1,4,2,1,0,1,2,4,1,2,2,2
2848,4,3,3,0,0,0,3,2,1,0,0,0,1,1,0,3,1,3,0,0,4,0,2,4,1,0,2,1,2,0,2,0,1,1,1,5,0,4,0,2,1,1,1,4,2,1,4,2,1,4,4,0,0,4,2,2,2,2,2,1,2
2849,1,1,0,0,3,3,1,0,0,0,0,0,3,0,2,1,0,2,0,0,1,0,2,0,2,4,4,2,4,4,2,0,2,0,0,2,2,4,2,0,4,2,2,0,2,4,0,2,0,0,2,2,2,2,2,0,2,1,2,1,2
2850,4,1,0,0,1,3,0,0,3,3,3,1,0,0,2,0,1,0,0,4,4,4,4,2,2,0,2,4,2,2,2,0,0,1,1,1,0,0,0,1,1,1,2,4,1,0,0,4,1,0,0,2,4,1,4,0,1,0,1,4,2
2851,3,0,0,3,1,1,1,0,2,1,0,2,3,4,3,1,3,3,4,1,4,2,4,4,4,4,4,2,1,2,0,2,2,0,1,0,1,0,2,0,4,4,0,4,1,1,4,4,0,4,4,4,2,2,2,4,0,1,1,0,2
2852,0,0,3,3,0,3,1,2,2,0,0,2,1,0,2,3,2,1,1,4,4,1,1,0,4,0,0,4,4,0,4,2,0,1,0,2,4,4,0,4,0,1,4,2,4,1,2,2,4,4,4,4,4,4,4,4,0,0,0,4,2
2853,4,3,3,2,3,1,3,2,3,2,3,2,3,2,3,2,3,2,2,2,4,1,4,2,4,2,4,2,4,2,4,2,4,2,5,2,4,2,4,2,4,2,2,4,0,2,1,4,2,4,1,4,2,4,4,4,2,0,0,0,2
2854,4,0,2,0,1,1,1,3,3,3,1,3,1,1,3,1,1,0,2,2,0,2,0,1,2,2,0,4,1,4,1,4,1,4,1,1,2,0,1,1,4,2,1,1,0,1,0,2,0,4,1,1,1,1,4,0,4,4,1,0,2
2855,0,0,0,2,0,2,2,3,1,0,3,0,3,4,0,0,3,2,2,2,0,4,2,0,0,0,0,1,1,1,0,0,2,4,2,0,2,4,4,0,4,4,0,4,0,4,2,0,1,1,2,0,2,0,0,0,2,4,1,4,2
2856,0,1,1,1,1,1,2,2,3,1,1,0,0,2,1,1,3,1,1,1,1,4,1,1,0,1,1,0,1,4,2,1,2,1,1,1,4,4,1,4,1,1,1,4,2,0,2,2,0,1,1,4,1,0,2,1,4,4,4,1,2
2857,4,1,1,2,2,1,0,0,2,0,0,1,1,1,0,1,3,0,2,1,0,0,2,4,4,4,4,2,2,4,4,4,1,1,1,5,1,0,0,2,2,0,2,2,2,2,2,1,0,1,1,1,1,0,0,2,1,2,2,2,2
2858,0,1,3,0,1,3,1,2,2,0,0,1,0,0,0,0,2,0,2,0,0,0,0,4,2,1,0,2,0,0,0,0,4,4,1,1,1,0,4,1,0,1,4,1,4,2,4,2,0,2,4,0,2,2,0,2,2,4,2,4,2
2859,4,1,2,3,2,2,1,2,3,3,3,2,3,2,2,1,0,0,1,1,1,1,2,2,0,1,0,1,2,2,2,2,1,0,1,1,0,2,1,1,0,2,4,1,0,2,1,2,2,0,2,1,1,4,1,1,4,1,0,1,2
2860,4,0,0,1,3,1,3,3,3,1,1,0,1,1,0,0,3,3,4,1,0,0,0,4,0,2,4,2,1,2,2,1,4,4,0,0,0,0,2,0,4,2,0,0,2,2,0,2,0,2,1,4,0,0,0,1,0,0,0,1,2
2861,0,4,1,3,1,2,2,1,3,1,0,1,0,2,1,0,0,1,1,4,1,1,2,1,1,4,1,1,1,0,2,2,4,4,1,0,0,2,1,1,0,4,4,1,4,1,1,4,2,1,1,4,1,0,2,2,1,4,1,1,2
2890,1,1,0,0,1,0,3,0,2,3,2,0,0,0,1,1,1,1,1,0,0,1,1,4,1,4,0,1,4,0,0,0,0,0,5,0,1,0,0,0,0,0,4,4,0,2,1,4,2,2,2,2,4,2,4,2,2,4,2,2,2
2891,0,0,1,3,1,1,0,1,0,1,0,2,1,0,2,1,1,0,1,0,4,2,0,2,0,4,2,2,2,4,4,2,4,4,5,0,1,4,4,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,4,4,0,2,0,2
2888,4,4,0,3,3,1,0,0,0,3,3,3,3,4,2,3,3,0,2,4,1,4,4,2,1,4,0,0,4,2,4,1,4,4,5,5,0,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
2889,3,3,2,0,2,2,0,2,2,0,2,2,3,4,2,1,0,2,4,2,0,2,1,1,2,0,2,0,4,2,2,4,2,1,1,0,1,4,2,1,0,1,4,1,1,0,2,1,1,4,2,2,1,0,0,1,0,2,0,2,2
2892,0,1,1,3,3,3,2,2,1,3,1,2,2,2,0,2,0,2,2,1,0,2,0,1,4,2,4,2,2,2,1,4,2,1,2,0,1,1,4,1,4,2,4,4,1,2,0,2,0,0,2,0,0,2,4,1,2,1,4,2,2
2893,3,4,2,0,0,1,3,1,3,2,2,0,1,4,2,2,0,0,2,2,0,1,1,4,0,2,4,4,0,2,2,2,2,2,5,2,1,0,0,0,0,0,2,1,0,2,2,0,2,2,1,0,2,2,4,1,0,2,2,4,2
2894,4,0,3,3,1,3,2,1,1,0,0,3,1,0,1,0,3,3,4,1,4,1,4,4,1,0,0,1,4,0,4,2,1,1,5,5,2,4,2,0,4,0,4,0,2,4,4,4,2,2,1,4,1,4,2,4,1,1,1,1,2
2895,1,4,3,2,3,3,0,1,0,2,2,2,2,4,2,1,3,2,2,1,1,4,4,1,1,1,4,2,2,1,2,1,1,4,2,1,1,1,1,4,2,4,1,2,2,1,1,1,1,2,1,1,1,2,0,2,0,0,1,1,2
2896,1,0,2,1,3,2,1,1,0,1,1,1,2,2,1,3,2,1,2,2,1,2,0,1,1,1,1,0,0,2,1,2,1,1,5,1,2,2,2,1,1,1,1,4,2,1,2,1,2,2,1,4,4,1,1,0,2,4,2,2,2
2897,3,3,0,1,0,2,1,1,1,1,1,0,2,2,1,1,2,3,2,1,2,2,1,2,1,4,1,1,1,4,2,2,0,2,2,2,4,2,4,1,1,0,2,2,0,4,2,0,2,1,4,2,2,0,1,0,1,1,1,4,2
2898,3,0,0,3,3,1,3,0,2,0,2,1,3,4,2,0,1,1,0,2,4,4,4,0,0,2,2,2,2,1,0,2,1,0,2,2,2,0,1,0,0,0,0,0,1,2,4,4,4,1,1,0,0,2,0,1,0,4,2,0,2
2899,1,0,2,1,3,3,3,1,3,1,3,0,0,4,0,0,2,0,0,0,2,1,4,1,4,4,4,1,1,4,2,1,1,0,1,1,2,4,0,4,0,2,2,4,1,0,1,1,4,4,1,4,4,0,4,4,2,2,4,0,2
2900,0,3,2,3,3,3,2,3,1,3,3,3,2,2,0,0,1,1,0,1,0,1,1,0,2,0,0,2,0,1,0,4,1,1,5,1,0,2,2,0,0,1,0,0,0,2,2,1,4,2,1,4,1,1,0,2,1,4,1,4,2
2901,3,1,1,3,2,1,2,2,2,2,0,2,1,0,1,1,3,2,2,0,2,2,1,1,4,4,4,2,1,4,4,4,2,1,5,2,2,0,2,1,2,1,4,4,1,0,2,1,2,2,1,4,0,1,1,2,2,2,0,0,2
2906,0,3,3,2,0,0,0,3,3,3,1,1,3,0,0,2,0,3,1,1,4,2,2,0,2,2,0,4,4,4,1,1,4,0,1,1,1,1,1,2,4,1,1,4,1,4,4,1,2,0,2,0,1,1,1,1,0,2,4,1,2
2907,3,1,1,0,2,2,2,2,0,1,1,3,0,2,2,2,1,0,0,2,1,0,2,4,2,2,4,4,4,1,4,1,1,4,1,1,4,4,1,1,4,1,1,1,0,2,2,0,0,2,2,2,1,1,0,2,2,0,0,0,2
2908,0,3,2,3,2,3,0,3,2,2,2,0,1,1,1,2,1,1,0,2,1,4,2,2,2,2,0,2,2,1,1,0,0,0,2,1,2,0,4,2,4,1,1,0,0,2,2,0,2,1,4,2,4,2,0,0,0,4,0,0,2
2909,3,1,1,0,3,2,2,3,1,0,0,2,0,4,3,1,3,1,1,0,2,1,4,2,4,2,4,0,4,4,4,2,0,0,0,0,0,2,2,2,1,1,0,0,2,2,0,4,1,1,0,1,1,0,1,0,0,1,0,1,2
2910,0,4,3,3,3,3,2,1,3,2,2,1,1,4,2,2,0,1,1,4,4,1,1,4,4,1,1,0,1,1,4,4,1,0,1,5,2,0,0,0,1,1,0,1,1,1,4,2,4,0,1,1,2,2,0,4,0,1,4,2,2
2911,1,3,3,1,3,2,2,3,2,2,2,2,2,2,1,0,2,1,0,2,1,0,4,1,4,2,4,2,0,0,2,2,1,0,1,1,2,4,2,2,0,2,2,4,2,1,2,1,1,0,2,2,2,2,2,1,4,1,0,2,2
2912,0,1,1,0,2,3,1,3,3,2,3,1,0,1,0,2,0,2,2,0,0,0,4,0,2,4,2,0,0,4,2,4,1,1,0,5,0,0,0,2,0,2,0,4,4,1,0,0,0,4,2,4,1,2,2,4,4,2,0,0,2
2913,3,3,2,3,0,1,1,2,2,3,3,2,1,1,1,1,1,3,1,1,4,2,4,2,2,0,1,4,2,1,1,1,4,2,1,1,1,1,4,1,4,2,4,0,4,2,0,2,1,4,1,0,4,2,0,0,2,0,0,1,2
2927,0,0,0,0,3,0,1,3,2,3,3,3,1,0,1,0,1,0,4,4,1,4,4,4,1,1,0,2,0,0,1,4,1,2,0,0,2,4,0,2,2,0,4,4,0,4,0,2,1,0,0,2,2,4,0,0,4,0,0,1,2
2928,3,3,2,2,0,1,0,3,2,2,1,1,1,4,1,3,1,0,2,0,0,1,0,0,2,2,0,0,2,1,4,4,1,0,2,1,4,4,4,2,2,1,0,0,2,2,1,4,1,4,1,1,1,4,1,1,4,4,1,0,2
2926,0,3,2,0,0,2,3,1,2,2,2,0,2,2,1,2,3,2,2,0,2,2,2,4,2,0,1,1,0,1,0,1,1,4,5,2,2,1,1,4,4,1,4,2,2,2,0,0,1,4,1,4,1,1,4,4,4,2,4,2,2
2929,1,3,1,3,3,2,2,2,0,1,3,2,1,0,2,1,2,3,2,2,0,2,0,0,1,2,2,1,2,2,1,4,2,1,2,0,2,1,0,1,2,1,2,4,2,1,0,0,4,2,1,2,0,4,1,1,1,4,2,2,2
2930,0,3,3,0,0,3,3,0,0,3,0,2,0,4,2,2,3,0,0,4,4,0,0,4,4,2,0,4,1,1,4,4,2,0,5,2,4,2,0,4,2,4,4,1,4,4,4,4,2,1,0,4,0,4,4,4,1,1,4,4,2
2937,4,4,3,0,0,0,0,3,0,3,3,3,0,4,1,3,2,0,4,4,0,0,2,4,4,2,4,1,4,0,0,0,1,0,0,5,2,1,4,2,0,4,4,4,2,2,4,2,0,1,1,0,0,1,4,2,4,1,0,1,2
2950,4,0,0,3,0,2,0,0,2,0,0,1,0,4,1,1,0,0,2,2,0,2,0,0,0,1,0,2,0,2,0,1,0,2,2,1,1,1,0,0,2,0,2,0,4,2,0,0,2,0,2,4,2,0,2,0,2,2,2,1,2
2951,0,3,0,3,2,2,0,2,2,2,1,0,3,1,1,3,3,1,0,2,2,0,2,4,2,0,2,0,4,2,0,2,0,1,1,5,1,0,4,1,0,4,0,1,4,4,2,0,1,4,2,4,1,1,0,2,1,0,4,1,2
2958,4,0,2,2,0,3,3,3,2,2,2,2,0,4,3,2,0,0,2,1,1,1,2,2,1,4,2,0,4,2,2,4,0,2,2,1,0,2,0,0,1,4,4,2,2,0,2,0,1,0,0,4,2,4,2,0,2,0,0,2,2
