fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:,class:
5034,8742,965,3393,2250,6978,1985,13114,13468,1745,1
1196,5426,1903,4762,3279,9615,8298,11113,7278,14315,1
11865,16608,3486,1317,823,16867,14634,640,6730,15517,1
18338,12827,3352,1324,704,18635,18669,15129,6009,883,1
18092,18124,5682,882,918,563,203,18320,11459,11141,1
17009,17918,3822,683,453,18546,18452,18272,13533,11091,1
8265,7163,505,3523,2081,15138,2013,11668,13673,1773,1
17809,17764,6404,892,480,9118,18057,770,17208,17902,1
18212,17315,7184,1,2,25,18572,2186,16110,5049,1
14628,15304,2693,3360,1482,18225,14651,1569,16268,4368,1
17459,14518,5019,1428,966,485,1554,16630,13206,16850,1
11412,2284,2307,2717,1701,17262,13845,10620,16098,13458,1
2515,835,790,5993,4364,12274,10459,8968,7111,10420,1
17223,16679,2157,5169,3543,2203,374,552,8180,18289,1
18526,17825,5670,811,924,116,96,17875,15622,14725,1
11455,7490,3425,2549,1588,15851,15466,8436,16142,4545,1
5130,1634,692,4522,2696,10029,5972,9345,15284,14009,1
9984,14121,2775,2490,1648,14529,13841,17427,14505,6094,1
8029,2829,418,5235,3547,4189,5737,8267,15044,2074,1
12860,4809,2934,1973,1208,2440,13455,6303,14517,10071,1
11980,14951,2758,1289,768,10188,14059,1862,16609,13107,1
508,2423,121,6278,3593,4776,6390,1913,6844,3082,1
5880,8688,1791,2920,1587,7606,12022,2838,10683,684,1
17130,14602,4544,1612,1096,1832,17387,16168,14550,16455,1
18480,17934,5547,633,497,852,18192,18324,13888,14369,1
11131,3065,2493,2126,1186,13021,13047,8578,8565,7527,1
3170,491,208,5533,3227,14234,7359,10850,17221,7724,1
11645,5251,2588,3222,2241,2188,2603,16488,13454,16395,1
17181,13765,5384,1354,819,710,13201,1905,10002,16792,1
18182,17778,5526,990,599,172,834,18363,17397,16745,1
3566,0,370,6268,3756,8314,6505,15733,14046,3456,1
18631,17404,6593,486,182,45,34,17926,12974,12014,1
1257,3334,777,5642,3480,6404,9592,9543,5317,4906,1
2596,8545,980,3121,1712,8548,6897,6083,9305,3051,1
17005,16104,5051,1368,841,10701,925,951,7718,18233,1
17392,13851,4551,1090,507,618,1498,17048,10141,8385,1
6658,6301,1679,3498,2196,9195,3094,15470,12265,14113,1
18492,17409,7145,72,93,99,125,17938,12952,7774,1
18532,18152,5909,646,565,502,17,252,13608,16541,1
17620,17839,6698,505,348,6201,18498,18109,17044,15848,1
6328,1111,1743,3034,2395,13836,13473,14406,12147,13823,1
17050,17776,6570,428,320,295,17285,235,16689,16573,1
13399,16913,4584,1914,1149,3223,15139,17531,16782,17299,1
14264,14434,4770,1198,1040,1014,1630,17468,13393,15635,1
1913,5776,2099,3686,2755,4147,4076,13063,16837,1930,1
17917,17285,4308,1438,1319,535,681,458,16396,18077,1
1056,8496,460,4337,2906,15061,8091,12033,15966,499,1
8479,990,1338,4147,2249,12805,8894,11243,15264,583,1
9624,13693,3027,1435,974,3966,4406,8991,13757,16343,1
4614,7522,1703,3818,2294,13850,11146,14893,11716,7017,1
5448,6637,1329,3477,2219,3637,10428,12612,17253,3302,1
18476,17648,7005,224,173,223,95,18221,15365,16496,1
15598,15266,3818,1456,898,3689,773,4945,15162,4385,1
17655,17995,5906,196,145,2600,282,28,10220,1012,1
17628,17065,5655,455,376,10078,18674,366,17523,16397,1
4632,928,662,5682,3414,11907,4525,7943,10419,3173,1
17399,15491,2861,2059,1301,896,16581,14906,10875,17631,1
9464,524,900,3749,1928,15843,5458,5582,13156,12736,1
17847,17871,7206,30,35,384,556,18228,13090,13923,1
8692,12310,2191,2749,1628,16901,8694,14867,198,14027,1
11825,4178,2753,2224,1351,10550,14580,9268,14732,11836,1
16866,16651,6942,302,189,17988,18319,1274,16306,7396,1
11872,2165,2572,3063,1992,13432,12925,11817,13311,6476,1
18219,18136,7220,10,16,39,256,463,6576,5827,1
12117,16055,3509,944,594,5933,14906,577,17351,5208,1
15187,16412,3948,1513,576,1910,1344,3930,10503,13801,1
1799,8755,2348,4246,2630,6494,4036,14507,7415,15881,1
6793,7705,1872,3277,1809,15678,13391,8317,838,12153,1
9842,15035,3315,1425,870,10271,8570,2210,11770,4829,1
16697,17152,3101,1330,1032,3522,621,17119,2479,4301,1
11925,11822,3141,2586,1684,6372,1788,4585,935,7885,1
1007,152,655,6386,3851,6550,8917,9013,17010,7088,1
16394,14540,4354,222,528,678,17258,15375,17170,10676,1
18,1781,218,5954,4271,15297,6353,9056,3445,8587,1
18256,17400,5417,494,412,163,712,18098,15892,15015,1
5603,4557,1353,4063,2575,5032,8859,10176,15677,15011,1
16938,13794,4925,933,377,8590,17160,4181,16879,10870,1
3055,4052,1195,5267,3003,13594,9315,12102,16122,6444,1
6534,2402,1719,3912,2962,7988,10465,3816,15713,14777,1
11923,1553,2065,3145,1972,14171,13491,9517,10071,13086,1
4036,8376,779,2997,1776,3889,8639,4812,11929,11861,1
6104,9206,1863,2111,1241,3598,5398,3807,16055,1154,1
13803,16886,4896,1096,899,3187,17359,495,10876,15749,1
17912,17754,2564,3913,2033,612,705,18260,10009,18324,1
17073,17595,3370,1968,1639,400,17802,17979,7069,6860,1
1178,2169,1887,4409,2158,3172,6457,11839,3912,4115,1
5953,2927,1587,3650,1994,12742,6580,9040,12123,2961,1
17339,13239,5082,2219,1220,1823,772,1838,13718,17290,1
499,3267,365,6067,3748,11807,6305,4079,9875,7183,1
1478,5267,1124,4767,2895,7465,8293,5845,1397,14656,1
18185,18171,5716,910,606,615,287,18230,95,17183,1
11524,14231,2044,2812,1601,1870,12508,1910,11689,15587,1
12327,7958,2718,3078,1747,8669,13997,11587,12558,14497,1
17591,15268,4713,697,486,2992,1038,17637,11049,1115,1
18404,17568,6000,592,438,396,18242,18197,15107,15167,1
12740,11081,2836,1696,1143,4577,1533,16064,10820,9335,1
12939,4912,2675,2032,1220,4013,10985,12899,17862,3788,1
15616,17803,6541,651,650,10558,1046,232,17741,18005,1
8761,5898,1902,3660,2243,16096,11258,11718,11314,3742,1
3540,1801,1343,5150,2883,13371,9027,11676,9349,8312,1
16624,11804,4080,1037,978,18046,16504,17013,15998,6944,1
14717,15674,4835,1506,1076,1270,1422,17428,9988,16879,1
2914,7709,1679,4874,3165,7504,3791,2938,4773,5511,1
12718,12744,1803,2609,1557,4858,1202,2928,12020,11480,1
7086,922,2116,4351,3106,4921,5434,9552,16665,2913,1
17202,17658,6366,480,347,7017,18352,358,15164,17758,1
14857,16740,4822,614,403,12311,983,17536,10334,7978,1
16975,7628,4867,847,799,18524,1769,15839,15674,9286,1
7355,8444,915,3526,2070,9090,12677,9714,14765,10712,1
3474,52,25,5582,3844,6304,6455,1709,10181,12976,1
10023,13750,4369,1302,986,12828,14141,15614,8007,14949,1
18326,15490,4781,162,366,11,18020,16903,9929,476,1
4750,1433,1089,4697,3191,5836,7386,10090,17580,11429,1
4782,4165,798,4629,3156,11691,9804,6331,9484,7645,1
7960,1377,302,3547,1905,10683,11681,12812,15052,2419,1
16618,17058,6888,400,229,6857,647,1848,13945,7957,1
5617,2245,599,4543,3036,9786,9486,10281,15852,25,1
10895,1746,2355,3407,1963,17337,14090,8140,8725,8783,1
18378,17782,7019,152,161,637,360,281,16515,16660,1
5089,6988,626,3598,1994,4378,6344,7551,14376,11060,1
17799,18134,6755,434,257,18541,1030,18328,13086,17204,1
12643,9497,2031,3814,2403,1947,12058,5408,15808,9331,1
969,4481,988,5636,3696,9793,4817,11065,12484,6164,1
16010,11290,2449,2354,1640,18570,1176,16949,12498,8026,1
17333,13931,5375,634,533,401,15752,1111,15961,14301,1
17424,16552,2425,1878,1218,3087,18036,17366,17235,10823,1
12764,15006,2531,2350,1666,1381,14438,15836,11467,16534,1
18398,15283,3099,1390,1365,324,625,1123,9571,6703,1
9865,6249,3108,2762,1581,13826,12525,4799,13844,12516,1
4138,7972,430,5361,2995,5566,1892,8623,14405,4505,1
2409,7234,1142,4322,3361,11153,10579,13314,7195,14831,1
18050,17311,5777,637,423,18545,18513,17515,13105,15546,1
3796,4035,909,4794,2720,11093,11091,9944,13350,7490,1
13586,13650,3600,1338,965,9880,3697,1374,13821,7661,1
4414,5765,381,5381,3991,12576,6860,8754,13437,5335,1
9130,110,51,4551,2553,5110,6523,9175,16020,4691,1
9136,3754,1612,2830,1715,10232,13663,13718,13488,3946,1
839,622,531,6374,4409,7648,5746,10648,14754,11368,1
16066,13171,4407,1460,848,2711,777,15126,2834,3277,1
17815,17533,5273,725,659,325,18384,384,2099,14689,1
1131,3308,366,4864,3101,8621,6061,10911,11385,14306,1
1323,2366,528,6003,4379,10340,13141,9009,10919,14361,1
6,142,20,6087,3492,8126,6365,12435,4488,10134,1
695,772,693,4198,2439,10293,7850,9354,15421,142,1
10130,801,2119,4220,2975,15586,12272,6777,8201,4501,1
15154,16668,5706,1339,884,1842,700,789,1626,18403,1
14710,16938,2237,2966,1962,6276,953,17976,13609,12972,1
16570,17784,4436,784,464,2349,484,18059,11848,8528,1
18231,16598,4930,1494,1066,76,18492,676,9847,13375,1
12163,1525,3010,2532,1668,14046,2022,6319,15666,2685,1
17814,17956,5587,286,211,3457,16827,20,11705,4926,1
9718,10732,1655,2183,1375,15869,7165,13377,17077,12847,1
16998,17758,6277,1485,1006,5274,17875,121,17145,18409,1
11095,8299,2158,3553,2378,2063,13139,13670,10403,16056,1
5373,7950,1821,3586,2394,12163,6826,10587,7058,1909,1
11254,3274,2785,2862,1579,16351,9933,10124,12482,177,1
747,921,829,5375,3694,10897,9437,9236,10897,12912,1
2161,1719,1567,4924,3210,4424,4965,9305,13627,3181,1
6433,1334,1919,4590,2836,4550,10529,12574,9324,4986,1
18151,11511,2177,3009,2331,424,410,2438,12785,9587,1
14192,16474,3289,2027,1442,1898,16280,1185,5576,15216,1
7582,4855,2095,2897,1583,14956,7993,9566,15855,3278,1
5370,2077,236,3491,2076,3078,2229,10004,14313,2385,1
915,6592,745,3250,2268,4396,4085,14418,10902,2977,1
18194,18066,7140,69,11,16748,17147,18172,17565,17399,1
14508,13898,2851,1843,1029,16674,1228,1433,8517,391,1
10057,13231,2073,2223,1550,13725,2018,14853,13034,1254,1
9309,14132,5512,1639,935,11497,10530,1516,15486,13490,1
16870,17310,5749,1159,531,1599,15016,17858,13770,15919,1
15306,17272,4149,492,337,17704,18011,17839,12494,16648,1
16703,17408,4838,1990,1121,1305,16673,15749,17129,18156,1
4998,791,160,5191,3366,12913,13714,15973,16279,11627,1
15,720,625,3782,2155,9943,3479,10311,16556,913,1
10584,6003,1076,4438,3071,3993,2096,2965,9917,9931,1
11779,16578,3394,1975,830,1474,3156,1345,13490,14357,1
5242,12989,1473,2692,1764,5978,3883,4028,15578,14828,1
17275,17649,4666,1079,772,968,524,675,16772,17393,1
15196,15020,4472,963,651,2127,14570,1510,6606,11740,1
15176,16646,5234,1548,741,1050,1214,17901,14138,16328,1
1180,877,228,6132,4333,8210,6470,9803,14789,10283,1
18635,18047,5718,1265,886,18694,885,18295,17354,12027,1
8461,3466,1924,3114,1770,3986,8876,7370,12993,1450,1
9980,15399,1759,1957,1317,2755,2819,16102,10076,6472,1
11109,2571,2827,2852,1368,9095,12477,8644,7587,14960,1
10645,6194,1743,3384,1980,12669,13920,8773,5463,15346,1
17023,16189,3246,2279,1937,18441,17498,16820,7222,1537,1
9529,13403,2215,1442,1036,16257,14547,1752,15834,14591,1
8459,1125,2140,3320,1948,11591,15511,6524,5018,15677,1
14815,17112,6251,1707,1233,10075,1048,18075,850,18384,1
17355,17750,6562,400,307,5878,1210,314,16645,17022,1
17502,7152,4467,3230,1857,1507,392,4745,5162,16977,1
14195,10235,3314,1775,1160,1298,14269,1795,14593,16154,1
17521,5805,1347,2480,1539,251,18443,9999,13813,7419,1
17398,17316,3831,1685,1029,2486,325,391,17029,10504,1
8587,1025,1542,3840,2076,3057,10179,7656,13532,6900,1
18583,15049,3356,1041,540,566,44,4391,16003,7510,1
16424,7551,2010,1499,1062,5035,944,3234,15743,10386,1
1292,95,211,6239,3960,8460,5066,8861,13001,2054,1
11276,8638,1373,2558,1476,2402,2041,16322,11500,12801,1
17935,16573,2100,3868,2164,1322,319,16863,8251,17391,1
13330,13678,3064,2879,2244,2226,14659,17137,5774,16167,1
17174,15454,4753,971,565,1756,16495,16231,1047,16557,1
1038,3313,777,5231,3198,7408,7409,7038,14445,1647,1
9120,3845,1582,3143,1867,5352,1954,11774,12239,8961,1
3940,10049,461,4056,2682,15356,3690,10600,11172,970,1
13934,17331,3146,2260,1311,1777,15691,17867,15595,11323,1
17525,17748,5110,796,295,18602,582,66,12225,6460,1
2773,8086,2062,4962,2764,10356,8442,4538,2555,3347,1
17455,17850,5310,201,134,18560,18402,64,11480,4973,1
6167,6783,759,4816,2811,10239,12547,2887,3466,10623,1
11506,1803,2069,3294,1952,2817,2148,10257,5458,4289,1
18143,16792,4404,2088,1497,639,12165,15551,13677,16816,1
9414,10336,492,6215,4279,15805,12109,14892,15220,18198,1
17065,17960,6807,445,331,17459,18387,17882,16989,17593,1
11158,10719,681,2858,1812,8599,3991,7810,15000,1099,1
15885,4207,548,3685,2265,18484,1453,10550,15445,11662,1
8526,1026,736,4007,2438,9256,4441,6450,11787,10160,1
6681,6744,1517,3345,2306,4125,2447,14464,9027,10916,1
10604,3852,1957,2704,1906,4981,14086,10436,15474,1993,1
17401,17553,6076,321,238,18240,18448,239,13165,12565,1
2798,2909,746,3453,1658,13060,11423,7887,10337,9654,1
15403,16148,5283,1021,632,17597,17724,17358,5304,16718,1
6247,1338,1055,4344,2525,9799,13859,7788,8551,10502,1
451,2659,232,6109,4237,11308,6831,5723,6912,11013,1
15542,15421,4507,514,515,4705,16978,932,3998,161,1
15414,16168,4839,925,607,7527,16379,17626,16050,5137,1
8110,9047,955,3063,1813,15132,6705,1030,12830,11119,1
4148,6968,1622,4560,2960,6773,7235,15756,11411,1495,1
17751,17014,3936,1599,1000,497,18290,17878,13479,15808,1
14348,10069,1944,4173,2578,1909,1201,17131,8608,16109,1
962,964,527,5139,3516,11012,4718,5935,13157,2782,1
597,2127,309,6277,4242,5950,5777,4449,11241,12524,1
2042,1532,1166,5271,3684,13195,8870,8566,15395,11754,1
17293,17749,5268,991,752,1033,17790,18170,9775,13222,1
7552,1248,1351,4446,3412,7897,11202,7834,16536,1846,1
10492,1299,915,3446,2011,3605,2214,9655,13218,13682,1
17745,16619,2143,2915,1699,18571,16145,692,2668,16823,1
18442,18111,7068,153,145,1804,277,18348,17039,17913,1
1680,5336,708,4389,2557,9160,5130,12455,14341,13146,1
629,2425,123,6243,3942,5687,6168,14266,4699,9700,1
18548,17884,6048,485,350,238,14,18122,8756,16185,1
4463,5674,1526,4430,2825,5042,8588,12469,15752,12379,1
3625,14,49,5981,3974,7841,7814,9107,15817,9682,1
4333,7489,1681,3745,2011,13712,3451,3369,13281,14181,1
11804,8754,1976,2228,1377,17812,14322,16047,16007,7089,1
17196,5782,4566,859,776,17274,15215,7564,15933,6599,1
10900,7204,5257,1128,817,17050,14869,3829,14940,2877,1
11305,6995,1745,2872,1553,14871,13613,6629,11286,10479,1
5342,1178,863,5945,4330,7784,7094,5315,13180,13671,1
16915,17835,6365,736,710,11808,1926,511,15642,17683,1
16221,9901,4755,2337,1572,4033,16133,7689,12233,17418,1
716,993,730,6047,4236,7242,3998,7645,11721,10727,1
5191,1003,573,5462,3405,11580,10366,10811,12698,8496,1
15506,17250,6423,747,659,7049,15471,355,9455,17805,1
11318,1692,1361,2598,1476,3699,11212,10645,17733,15086,1
18265,14308,2697,4529,3452,749,116,1750,2138,18094,1
5287,1159,1055,4696,3337,11130,7930,8384,15917,6649,1
17726,17586,5269,231,384,1286,832,519,7842,17015,1
15156,16380,2770,3186,1665,1621,736,2010,7126,18411,1
6776,3073,855,4528,2840,15518,11784,13833,4252,8834,1
17121,11829,2227,2491,1453,18216,15860,6212,16120,1852,1
9501,5854,2270,4718,3014,12221,12998,6920,8147,7449,1
4124,5406,1250,4765,2928,7345,5040,11697,15541,5694,1
16878,17796,6771,495,385,2185,836,18207,17464,18290,1
18616,17743,5757,772,556,1122,0,202,10477,14744,1
14685,13258,2587,2307,1551,17526,15941,1363,15596,9712,1
14757,13172,2829,2521,1388,2152,12837,5854,11573,16736,1
18333,17515,5944,345,316,130,303,17975,7309,13439,1
17673,16746,4544,1543,1182,993,845,17771,2754,16891,1
17983,16965,5384,744,628,267,816,354,6386,4723,1
17614,16535,5123,472,546,9468,18231,438,14902,7052,1
13387,16842,3351,1852,1048,3778,15744,17894,10529,16957,1
17747,15810,5101,802,551,17301,1589,17725,3565,2364,1
12753,11794,1717,1942,1377,2411,1590,1945,11554,1546,1
9699,1697,1792,3980,2271,7888,11896,9805,15213,4193,1
7785,4075,927,2844,1928,12987,11180,10607,12897,11939,1
13771,9379,1543,3399,1871,5908,1024,14554,10770,7872,1
8426,13146,1001,2984,2027,7496,12186,16875,10920,5151,1
17710,16909,4504,950,793,18572,18222,17475,5035,9327,1
11814,2441,3013,2265,1416,9241,13325,9875,584,9147,1
1060,4793,1571,5318,4240,8932,5489,12584,8080,3904,1
15328,5711,2253,2166,1742,1799,1171,9569,16712,2073,1
1805,9009,1520,3113,2039,15394,10078,10434,13602,8283,1
4323,6191,1098,5133,2855,8521,10446,2466,16452,12261,1
9521,4543,1446,3022,1630,15475,12985,8856,11592,10273,1
14057,17026,5585,578,504,14404,16799,476,9334,15228,1
17485,12823,1274,2583,1774,15673,18409,16408,16549,3874,1
5319,11055,1406,2226,1235,14855,7264,14516,17083,9163,1
17113,17307,6492,1477,920,556,597,182,14662,18222,1
17307,16833,4201,1806,933,3467,566,516,12027,17996,1
16958,17618,4875,1110,704,2577,15949,18327,14589,17196,1
56,738,1266,4551,2934,12636,11056,5956,9457,5052,1
9691,2846,1149,3798,2109,16177,5837,14108,15108,6136,1
3856,6695,2201,4193,2346,6757,4841,6055,15925,14989,1
11556,1549,2653,2963,1722,11212,13708,10310,9839,4982,1
1303,2238,694,5034,3215,13407,7447,8950,6335,12152,1
12295,16563,3896,1434,1021,17083,13903,4724,16269,3555,1
17657,17972,4669,1208,899,2767,711,18007,10844,18085,1
3854,8299,1100,3359,1862,6158,5101,3600,14473,7378,1
8130,2220,901,3364,1872,15422,3113,13900,7893,2512,1
2364,969,329,6362,4314,13537,5991,15964,16358,12430,1
18486,18172,6638,330,314,9369,18582,18358,15867,4651,1
13256,11953,2584,2601,1675,17329,1680,12792,4571,9355,1
17950,13697,2235,4404,2412,512,802,3736,11136,18115,1
650,2233,339,6280,3869,11728,6849,14326,15741,4342,1
1254,3090,749,4798,2632,7622,7540,8227,11943,5739,1
261,2748,107,6167,3939,4990,6635,2942,12217,12669,1
12867,15230,1537,2952,1791,17702,15425,17542,14070,9159,1
14074,9565,3633,1003,660,18592,3161,8698,8430,5736,1
12340,14584,4860,1699,1172,1775,15088,1811,5456,16445,1
12003,1807,1852,2986,1708,17698,13973,11104,11913,7881,1
13265,14464,2967,2327,1404,2056,11744,848,12483,16895,1
18063,18070,7151,109,94,6930,620,73,16594,17413,1
237,1710,492,6284,4386,10793,7640,11896,622,4602,1
14634,14703,3329,1593,1171,16896,17639,15807,4941,17243,1
10616,1040,2936,2847,1857,9340,12189,3638,7343,2625,1
7902,4445,1964,3243,2123,5372,7813,9189,16589,4224,1
3403,8821,1780,4067,2852,9406,9570,14165,12921,2206,1
9750,11119,1720,2738,1722,5681,12935,6271,13594,14284,1
799,5942,684,3899,2075,10809,12154,9535,12714,10259,1
16814,17287,3790,1381,777,18356,18042,614,4878,15983,1
17750,15815,4741,1657,1583,269,2668,16819,12133,17470,1
16819,17559,6847,280,230,2610,1513,18136,2337,17193,1
16546,9253,4280,1691,1155,1240,17612,7012,9745,17618,1
3312,9364,838,4932,3198,6954,13364,16027,15048,9770,1
12458,16906,4588,853,643,6884,1584,548,14639,214,1
4720,33,26,6112,3895,13801,9314,7991,14238,12828,1
12781,4431,2558,1765,1010,4066,9541,4721,17726,12969,1
5504,13115,2272,2672,1782,12680,9663,1078,10409,10301,1
10524,10881,3313,2122,963,6541,2157,2383,15288,2134,1
16681,17116,6057,2142,1173,3142,710,16092,1121,18425,1
11942,12212,2001,2657,1480,15692,2281,1685,17728,5019,1
5578,13294,2600,3273,1893,11321,11700,1513,9632,886,1
13200,11679,3319,1816,977,4816,13045,5019,12765,5762,1
18049,17411,4267,1731,1072,404,396,17964,10111,17065,1
9839,2150,1556,2828,1832,10441,11105,11272,16562,2437,1
14665,16202,3076,1794,1347,2329,2113,17389,3041,16996,1
17500,16140,3374,2101,1223,843,1715,16954,9976,16664,1
13444,7217,2210,2247,1506,15278,15153,15320,16218,3670,1
1575,9916,635,3358,2207,11107,7022,2820,16395,3112,1
18520,17382,4357,1426,831,53,18613,737,17840,16713,1
10920,7693,1631,2417,1129,10878,12193,15845,12286,7923,1
3419,10922,1450,3103,2028,7032,6685,15639,7460,8248,1
17903,17474,3673,981,652,1078,163,17823,16619,4300,1
7615,11334,1234,3659,2892,12597,9335,8207,14531,8920,1
17048,17711,6514,276,334,18496,18199,279,17649,16295,1
12289,9724,3253,2222,1549,17114,16313,5732,7110,16490,1
15815,4504,3717,1004,747,6734,17231,4768,17767,13228,1
11004,11659,2381,1852,1074,3565,2585,4041,16535,10114,1
18110,16879,4031,816,583,91,18559,14496,9903,9012,1
17446,8467,2012,2407,1103,2173,768,12124,17755,10222,1
6327,2006,768,4452,2482,14098,2881,10838,13837,13952,1
17207,17804,6782,456,319,1028,1256,162,10687,15804,1
5436,10090,1174,3609,2212,8655,3020,16104,4320,13577,1
2525,5292,433,3969,2176,10716,8637,12741,10662,8404,1
1223,4087,1110,4210,2177,14915,6476,9124,14443,12186,1
15036,14988,3571,1558,1031,963,16072,17811,8193,17257,1
5243,8469,638,5687,4299,6699,10537,3859,9456,7911,1
11509,13447,1337,4988,3722,3090,2250,1452,4580,17303,1
15474,15134,2721,2929,1776,2831,840,17292,15865,11017,1
17660,16543,4931,1179,667,610,573,980,11746,17656,1
1149,1339,1980,4444,2599,10714,10807,8070,13144,6323,1
16413,8352,4048,1137,712,18405,14914,2892,17090,2311,1
8548,13446,3921,2007,1131,5294,5223,967,10554,8285,1
16727,17356,5224,1184,919,2046,1326,17965,8708,17986,1
6687,11524,1463,3321,1891,12372,12722,3183,14584,2183,1
18150,18121,4461,1360,963,153,488,332,13595,14270,1
16906,12659,3094,1438,863,231,18386,14625,15060,6783,1
16987,16478,3516,1782,1024,18276,18069,17695,9650,17507,1
8318,2517,2106,3598,2143,11713,3904,8045,17470,13883,1
17570,17063,6874,243,214,459,1007,342,11693,14554,1
18465,16371,3654,2072,1185,87,18546,16313,12900,14086,1
2185,4225,1268,4785,3074,12956,8973,11475,16392,7771,1
842,4111,201,5150,3437,8046,6723,6915,17084,5290,1
18113,18012,6771,371,316,2267,343,17582,15329,9098,1
40,1113,227,6199,4056,4092,4509,11031,10932,1255,1
15920,14839,3867,870,551,1789,16048,991,17478,94,1
18029,16729,5288,354,253,18504,17493,18035,17648,3852,1
7239,1677,842,4291,3036,13187,13612,15619,13610,14483,1
9378,14241,2261,2178,1219,10911,14286,6352,9789,8805,1
4123,6353,1248,3665,2779,6517,1755,6715,5800,4201,1
3252,4655,775,4968,2874,9117,3139,8548,5538,1586,1
7268,5868,1260,3238,2122,4219,3365,13279,17178,13384,1
17910,17821,5570,443,315,17963,18556,109,10956,86,1
7971,10520,1436,4151,2714,5927,11665,2703,17972,12545,1
10769,15203,2816,3158,2391,9610,8141,1447,9274,17510,1
17909,11241,1290,3402,1931,1085,688,16573,6873,17401,1
4249,6037,563,4887,3080,11307,8962,6407,16903,13678,1
12020,14189,3014,1238,833,4053,3378,7357,11773,6813,1
14670,6597,896,2991,1731,2524,1206,4974,14446,5376,1
17213,15312,3318,3241,1791,1064,1481,1692,3778,17551,1
7181,11637,1736,3945,2291,10456,13702,16238,16432,14966,1
13481,12518,3338,2930,2165,2418,2509,1617,1230,17436,1
7496,9962,1566,2830,1776,5064,3024,13961,8839,14026,1
15926,17842,6759,238,195,2913,1437,224,11249,15155,1
11411,1235,2276,3839,2447,1988,12761,5212,2009,16667,1
12621,15704,4535,837,587,16409,15147,2038,4683,7906,1
10835,14779,3884,1884,1274,11291,1604,15653,17971,11901,1
18628,17464,4000,1480,1177,23,49,18042,11499,11474,1
18441,17854,5381,1272,782,190,90,136,15206,13159,1
5112,13335,2145,2777,2371,9866,9382,2309,10898,3191,1
1222,3213,545,4745,2887,8628,5980,7771,16608,12887,1
18035,17770,6530,323,248,555,202,241,13982,16377,1
2803,621,9,5655,3233,7913,7538,10623,12461,2070,1
13602,11227,2858,2649,1760,1608,16805,3104,8920,15593,1
13104,17059,3290,956,659,16327,2894,17981,9369,5674,1
7480,4800,901,3606,2417,3983,2878,5622,10085,12914,1
9716,1569,1925,3250,1878,15494,11251,11641,11329,6194,1
677,5509,487,4880,3179,7817,4345,14757,14950,12183,1
17772,17129,6422,255,202,249,1697,17796,1766,16155,1
17473,12342,2193,1945,1402,18593,1059,6192,10581,6044,1
12196,10198,1588,4730,3382,12478,16600,3911,12764,12212,1
4137,6646,1653,4194,2749,8861,10834,13850,12402,13526,1
14553,7816,2789,1517,925,1220,14035,6703,15536,9501,1
18222,18003,7003,248,39,18629,475,243,15923,16919,1
15735,15569,4816,1190,728,2202,1580,10414,16762,14874,1
12179,7274,2716,2121,935,2601,1677,13873,6944,3386,1
17176,16346,6947,240,198,2141,551,677,17316,2373,1
2189,73,1549,4444,2590,13019,8151,14109,7607,10454,1
16799,17263,3734,654,670,5148,18288,389,15785,15393,1
9076,1181,2297,3331,1842,8721,9212,3265,15828,12876,1
4253,6865,1636,3386,2253,9983,8362,13920,9956,11954,1
17879,17861,6504,729,515,1136,560,18218,17363,18357,1
495,2835,197,6118,4132,5827,6362,4907,13867,1214,1
16266,17880,6591,223,178,1555,17967,18255,4771,14639,1
15411,17498,6140,1330,760,13859,1648,2733,9722,18050,1
5609,4086,957,3111,1683,14621,13269,14553,11243,2778,1
5844,980,576,4865,2390,3109,6517,8789,16614,5440,1
1266,1126,552,5748,4347,8934,4979,5561,17573,11365,1
3323,3252,1864,2896,1871,10290,11824,9161,14650,6130,1
7308,4874,685,2753,1714,3212,2674,10781,14039,8911,1
14232,13034,2553,1558,967,1752,9580,6401,10440,12650,1
8009,1318,1343,3669,2171,14535,9414,7774,16037,9414,1
16554,15520,4428,1969,1568,3052,14760,17257,12643,17728,1
10371,15291,2342,980,939,16220,13601,1306,16160,14278,1
5717,5736,1569,3960,2734,9284,3873,13871,17743,6936,1
17270,16524,4814,762,268,304,18333,16383,13685,8009,1
16342,16609,5262,874,554,3569,17203,17200,17237,12536,1
1928,5307,496,4020,2581,8286,6464,12717,16954,1568,1
1507,586,250,6355,4052,9869,5187,9699,10672,9995,1
13016,12930,2331,1972,1169,17825,15932,16806,10962,15465,1
13829,6130,3114,1651,1046,17640,14839,8238,15038,7410,1
11690,13399,2223,2202,1219,16649,13941,17107,9642,2108,1
1364,740,553,6320,4239,7227,7317,8483,17559,2704,1
854,2580,754,5601,3685,10872,7715,7812,8052,10307,1
17893,18080,7088,71,223,13834,344,18343,16814,17421,1
14164,1884,3001,2247,994,17976,13781,10584,10946,6591,1
18510,17155,6608,310,153,253,328,17716,16998,13805,1
18394,15650,2751,3371,1733,69,18618,16400,13765,4070,1
1624,6692,558,4603,2604,4764,3620,10508,15128,11375,1
14753,16557,3640,1123,705,1456,1190,2836,6527,10797,1
10160,5319,1685,1184,893,3603,4599,4332,16637,455,1
16339,14181,4524,877,642,18117,16454,1119,16328,11965,1
1209,3128,577,4942,2799,7557,7544,7842,13916,2904,1
