Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,target
6410,8137,8471,4325,11691,11691,6555,6410,475,836,1832,1795,9653,3968,1795,239,4
8892,10583,11671,8085,12625,12625,8957,8892,375,2304,602,910,5580,956,910,2446,4
8312,9105,9565,8959,11276,11276,8389,8312,4924,1868,4350,2185,4900,3551,2185,558,4
8738,10373,10558,9183,11772,11772,8810,8738,869,1795,582,1755,4533,2563,1755,956,4
9269,10998,12514,8041,13265,13265,9315,9269,101,5396,964,293,5505,361,293,5202,4
5335,7811,8782,1261,13296,13296,5436,5335,573,1784,656,255,12309,2057,255,3507,4
8670,10082,10698,8544,12020,12020,8716,8670,12908,3643,1203,1554,5037,2200,1554,3615,4
8709,9950,11041,8156,12268,12268,8756,8709,1487,4210,2039,1300,5451,1660,1300,3742,4
7567,8780,10066,3765,12998,12998,7607,7567,6967,7794,2191,605,9700,1513,605,10391,4
6820,8218,8797,3927,12083,12083,6847,6820,340,9164,2825,1516,9568,3438,1516,7850,4
8073,9403,10345,5599,12553,12553,8130,8073,241,4554,1303,994,8023,1728,994,2664,4
8982,10612,12273,7277,13249,13249,9032,8982,389,4405,792,242,6616,404,242,851,4
8035,9306,10360,5486,12592,12592,8073,8035,12560,11250,1672,942,8209,1669,942,1732,4
5576,7760,8371,2480,12163,12163,5672,5576,499,1777,1280,1408,11065,3713,1408,4773,4
7268,8501,8959,5052,11892,11892,7341,7268,467,3448,2655,1664,8579,3447,1664,2610,4
9083,10913,12013,8526,12723,12723,9133,9083,87,4649,553,785,5193,715,785,1505,4
7032,8257,8810,4518,11912,11912,7080,7032,12453,5810,3311,1676,8985,3567,1676,6284,4
7892,8879,9742,5919,12133,12133,7937,7892,6394,7575,3119,1422,7687,2601,1422,3314,4
4464,6783,8171,1314,12591,12591,4567,4464,345,2403,1722,941,12321,3510,941,1683,4
5109,7553,8841,909,13447,13447,5110,5109,206,12153,854,97,12657,1665,97,2678,4
6882,8568,9986,2155,13453,13453,6908,6882,108,9565,904,100,11355,923,100,6132,4
6795,9185,10149,1887,13497,13497,6924,6795,42,1027,104,45,11696,672,45,2743,4
8320,9394,10607,6568,12453,12453,8343,8320,428,9925,2735,1103,7038,1708,1103,3888,4
7678,8918,10353,3780,13140,13140,7713,7678,4215,7153,1828,427,9751,1157,427,5266,4
6484,8192,8844,3167,12396,12396,6574,6484,12631,2083,1765,1118,10519,2987,1118,1326,4
7940,9349,10614,4475,13048,13048,8005,7940,113,4081,1032,491,9113,1110,491,2835,4
8918,10241,11044,9122,11992,11992,8958,8918,494,5393,1795,1593,4436,2038,1593,4528,4
6850,8272,8383,5717,10992,10992,6916,6850,13151,3852,2601,2591,7918,4438,2591,2946,4
7435,9350,11265,1993,13541,13541,7468,7435,693,8371,232,1,11552,305,1,4648,4
7568,8830,10446,3284,13322,13322,7608,7568,12491,7719,1826,234,10243,928,234,5774,4
6863,8469,9735,2424,13323,13323,6873,6863,11834,11112,1410,239,11082,1288,239,7459,4
6668,9528,8277,6205,10509,10509,7094,6668,514,16,39,2725,8085,4593,2725,121,4
8464,9608,10424,7991,12034,12034,8503,8464,889,6862,2402,1530,5637,2333,1530,2810,4
9654,11340,12482,9720,12554,12554,9745,9654,13369,1502,1183,874,4030,568,874,298,4
7229,8541,9371,3851,12537,12537,7268,7229,1719,6086,2250,1050,9644,2440,1050,6869,4
7766,8946,10064,4648,12672,12672,7801,7766,364,6844,2064,886,8926,1790,886,3802,4
7853,9343,10876,3795,13340,13340,7893,7853,248,6388,803,191,9841,701,191,2230,4
7753,8817,9940,4727,12584,12584,7784,7753,13141,8049,2771,1001,8779,1984,1001,6325,4
7599,8990,10171,3710,13075,13075,7625,7599,510,11340,1144,510,9759,1348,510,9016,4
7328,8673,9788,3700,12868,12868,7376,7328,129,5441,1770,629,10047,1702,629,958,4
7204,8727,9362,3853,12534,12534,7254,7204,5604,4884,1089,1032,9709,2418,1032,3939,4
8573,10077,11929,5190,13417,13417,8602,8573,344,8103,819,147,8263,434,147,9100,4
8073,9403,10345,5599,12553,12553,8130,8073,241,4554,1303,994,8023,1728,994,2664,4
7001,8494,9646,2827,13133,13133,7045,7001,7987,5930,1702,434,10688,1571,434,6356,4
8564,10389,11414,7624,12609,12609,8823,8564,8961,17,280,636,7149,873,636,35,4
9439,11004,12519,8792,13072,13072,9469,9439,11381,7527,1698,501,4748,429,501,5826,4
10271,11967,12922,9561,13353,13353,10294,10271,11479,10146,1122,203,3996,202,203,4859,4
9068,10465,11888,8685,12574,12574,9104,9068,8383,6207,1685,954,4997,887,954,1635,4
8848,10358,11902,7076,13057,13057,8891,8848,4873,7255,953,526,6383,633,526,8104,4
7889,8955,9589,6470,11962,11962,7944,7889,6197,5462,2664,1556,7331,2883,1556,1160,4
6951,8262,9012,3844,12258,12258,6999,6951,672,5882,3033,1313,9712,3026,1313,4033,4
8807,10288,11571,7797,12655,12655,8835,8807,193,6830,977,862,5929,967,862,1706,4
7434,8596,9090,5147,11960,11960,7489,7434,7978,5066,2684,1638,8307,3347,1638,8807,4
8026,9703,11546,3460,13501,13501,8086,8026,161,5677,365,44,10151,385,44,2860,4
8541,9775,10951,7201,12486,12486,8554,8541,3339,11188,1945,1112,6265,1525,1112,7768,4
7211,8514,8979,4733,11996,11996,7283,7211,2537,2837,2357,1580,8845,3355,1580,4123,4
7342,8615,9459,3977,12548,12548,7390,7342,1221,5246,2125,1052,9460,2379,1052,10336,4
8854,10336,11714,7696,12772,12772,8911,8854,10744,3924,1067,798,5876,848,798,4103,4
6852,8271,8757,4286,11938,11938,6919,6852,836,3728,2609,1616,9331,3563,1616,2506,4
5309,7280,8526,1661,12788,12788,5326,5309,13101,10691,2369,789,11869,3008,789,5239,4
6104,8215,8418,3390,11885,11885,6226,6104,6571,1483,753,1694,10164,3938,1694,4111,4
7947,9275,10728,4166,13191,13191,7970,7947,3573,10709,1373,400,9276,965,400,10655,4
5817,7637,8663,2243,12614,12614,5857,5817,1314,7644,2474,923,11359,2964,923,2454,4
7649,8966,9625,4861,12363,12363,7694,7649,444,6211,1471,1230,8625,2438,1230,7076,4
5204,7647,8566,1504,12934,12934,5284,5204,106,3172,759,575,12116,2720,575,1585,4
7932,9179,10011,5442,12420,12420,7965,7932,687,9820,1752,1178,8044,2142,1178,6515,4
8059,9195,10433,5278,12681,12681,8114,8059,3484,5782,2270,894,8231,1581,894,5692,4
9013,10441,12127,8052,12965,12965,9090,9013,504,2156,1470,487,5901,540,487,476,4
9106,10435,12204,8170,12987,12987,9134,9106,4396,8546,1969,523,5562,536,523,1677,4
7280,8676,9380,3989,12498,12498,7342,7280,855,4243,1572,1088,9525,2487,1088,6022,4
8330,9458,10767,6473,12557,12557,8378,8330,1027,3291,2378,967,7301,1460,967,1354,4
6718,8244,9266,2735,12940,12940,6775,6718,3454,4101,2301,651,10760,2090,651,8347,4
8972,10849,12171,7283,13186,13186,9023,8972,1000,3168,383,360,6373,477,360,2960,4
7012,8574,9651,2824,13138,13138,7044,7012,78,7610,1212,439,10672,1576,439,7806,4
8337,10009,10690,7300,12320,12320,8470,8337,3280,266,419,1042,7125,1596,1042,110,4
6631,8265,8556,4293,11773,11773,6690,6631,1309,3880,1859,1789,9345,3889,1789,2138,4
8519,9846,10745,7521,12288,12288,8551,8519,400,7187,1568,1319,5950,1830,1319,8223,4
6133,7864,8920,2176,12925,12925,6121,6133,9948,12940,2434,648,11350,2386,648,5609,4
6526,8395,9487,2008,13347,13347,6584,6526,11019,3690,851,217,11481,1404,217,9822,4
7962,9298,10563,4716,12949,12949,8029,7962,6236,3524,1349,576,8972,1207,576,1946,4
7977,9206,10482,4832,12861,12861,8023,7977,9004,6816,1787,699,8717,1374,699,4505,4
7204,8727,9362,3853,12534,12534,7254,7204,5604,4884,1089,1032,9709,2418,1032,3939,4
8762,9895,11392,7739,12576,12576,8777,8762,2871,11756,2603,997,5816,1158,997,5056,4
8144,9381,10779,5043,12961,12961,8198,8144,13119,4225,1783,616,8479,1132,616,5375,4
8808,10119,11989,6532,13224,13224,8822,8808,9852,10225,1738,324,7022,507,324,5063,4
7113,8502,9785,2962,13148,13148,7144,7113,9929,9199,2022,401,10613,1452,401,3414,4
4730,6746,7927,1964,12009,12009,4784,4730,804,6445,2604,1588,11556,4167,1588,6504,4
7991,9155,9536,7164,11805,11805,8054,7991,524,4944,2158,1737,6623,3177,1737,1409,4
5140,6636,7679,3133,11301,11301,5189,5140,552,6331,4229,2277,10467,4759,2277,2667,4
8264,9671,11470,4636,13354,13354,8301,8264,3,6369,1015,185,8987,549,185,2788,4
10271,11967,12922,9561,13353,13353,10294,10271,11479,10146,1122,203,3996,202,203,4859,4
7457,8768,10124,3361,13172,13172,7502,7457,5164,5941,1745,403,10166,1271,403,5635,4
7188,8606,9124,4372,12181,12181,7269,7188,3702,1922,1650,1361,9299,2972,1361,2024,4
6706,8089,8908,3369,12355,12355,6713,6706,13424,10931,3096,1235,10155,3037,1235,6164,4
6597,7861,8584,3972,11883,11883,6624,6597,682,9693,3981,1716,9537,3803,1716,6238,4
8395,9525,10367,7601,12092,12092,8443,8395,13196,4800,2348,1480,5986,2284,1480,3842,4
9385,11426,11869,10133,11844,11844,9677,9385,12318,38,380,1485,3853,1392,1485,24,4
8071,9160,10403,6109,12455,12455,8200,8071,5465,515,2532,944,8131,1642,944,148,4
9336,10987,11538,10016,11751,11751,9493,9336,3962,234,1288,1745,3674,1963,1745,455,4
7501,8892,9809,4377,12619,12619,7583,7501,972,2207,1277,819,9552,1858,819,363,4
7268,8501,8959,5052,11892,11892,7341,7268,467,3448,2655,1664,8579,3447,1664,2610,4
8303,9439,9879,8024,11791,11791,8352,8303,7980,3669,2334,1785,5564,3014,1785,3876,4
8369,9482,10983,6031,12784,12784,8407,8369,3883,4663,2459,778,7511,1179,778,4549,4
8711,10723,12158,5589,13442,13442,8788,8711,6873,1475,223,102,8022,359,102,2828,4
7851,9518,10452,4337,13009,13009,7927,7851,1494,2781,374,560,9185,1266,560,5405,4
8650,9854,9163,10451,8202,8202,8871,8650,5065,52,2179,4420,3416,4461,4420,37,4
7415,8674,9846,3662,12912,12912,7472,7415,334,4521,2086,649,9895,1683,649,4175,4
6834,8608,9969,2134,13455,13455,6883,6834,44,4504,679,89,11443,896,89,2955,4
2251,4963,6809,316,12440,12440,2389,2251,157,903,813,1078,13247,4308,1078,1557,4
8078,9011,9942,7325,11959,11959,8237,8078,10640,163,3282,1439,7159,2501,1439,87,4
8862,10287,11664,7855,12697,12697,8908,8862,2288,6495,1291,868,5716,930,868,4325,4
6872,8400,8902,3831,12178,12178,6937,6872,288,4111,1887,1406,9688,3223,1406,6169,4
7780,9335,11322,2847,13516,13516,7806,7780,253,8592,635,28,10680,384,28,5599,4
6668,9528,8277,6205,10509,10509,7094,6668,514,16,39,2725,8085,4593,2725,121,4
7577,8638,9437,4969,12203,12203,7618,7577,6514,7858,3022,1380,8541,2743,1380,6037,4
5503,7600,8549,1966,12634,12634,5600,5503,754,1734,1663,888,11652,3082,888,2053,4
8331,9450,10441,7018,12238,12238,8359,8331,542,7301,2441,1325,6580,2031,1325,3320,4
3971,6603,8043,1053,12610,12610,4217,3971,757,293,1058,794,12678,3505,794,215,4
9452,11944,12404,9306,12731,12731,9557,9452,11794,1184,133,773,4396,561,773,1343,4
9412,11771,12670,8558,13278,13278,9512,9412,13072,970,174,205,5381,299,205,384,4
6793,8534,9512,2541,13183,13183,6832,6793,2075,7234,881,407,10949,1634,407,9327,4
5674,7918,8937,1451,13302,13302,5709,5674,34,8291,926,264,12058,1898,264,6524,4
8890,10319,12288,6268,13410,13410,8928,8890,1557,6818,1290,133,7278,353,133,3993,4
8754,10155,11930,6294,13227,13227,8790,8754,10460,5915,1268,350,7145,531,350,9272,4
7476,8760,9523,4487,12414,12414,7538,7476,3688,3289,1856,1139,9119,2422,1139,2612,4
5649,7641,8456,2466,12273,12273,5729,5649,709,3257,1877,1281,11136,3528,1281,2752,4
8317,9441,10740,6266,12590,12590,8347,8317,440,7344,2408,974,7306,1482,974,3582,4
6554,8012,8648,3771,11993,11993,6586,6554,3736,7634,2989,1571,9835,3612,1571,2972,4
7704,8885,9998,4427,12711,12711,7746,7704,88,5429,2147,863,9095,1793,863,5099,4
6813,8605,9638,2427,13297,13297,6887,6813,172,2749,658,277,11084,1378,277,6954,4
6530,7558,8137,5541,10600,10600,6618,6530,5625,2203,5454,2941,8140,4757,2941,1912,4
5757,7073,7550,4855,9919,9919,5822,5757,5431,4949,4793,3661,8694,5359,3661,4787,4
7825,9039,10423,4313,12997,12997,7868,7825,13351,8967,1923,562,9242,1281,562,4372,4
7097,8789,10043,2697,13343,13343,7153,7097,12830,4984,620,177,10954,1015,177,1597,4
7699,9421,9738,5755,12165,12165,8012,7699,6707,19,338,1156,8649,2283,1156,60,4
2804,3415,4499,2928,6240,6240,2851,2804,2539,8253,8936,7396,10539,8456,7396,9787,4
5282,7489,8636,1439,13063,13063,5344,5282,2696,3637,1468,480,12129,2559,480,3327,4
8119,9211,10768,4827,13029,13029,8132,8119,7522,11894,2414,577,8609,1108,577,9673,4
5982,7713,8626,2558,12444,12444,6060,5982,492,3638,2680,1150,10967,3249,1150,6296,4
7497,9295,10275,3223,13286,13286,7552,7497,64,4832,308,301,10233,1072,301,11257,4
7573,9148,9554,6609,11904,11904,8010,7573,735,1,627,1223,8816,2506,1223,2,4
5053,7441,8417,1532,12715,12715,5113,5053,2751,4437,1055,845,12024,3214,845,4200,4
6398,8286,8822,2832,12521,12521,6461,6398,2051,3483,1013,1080,10645,2966,1080,9706,4
6635,8315,9438,2289,13228,13228,6680,6635,13178,4927,1552,346,11210,1607,346,8952,4
6770,8289,9182,2995,12748,12748,6808,6770,182,6941,2151,835,10520,2345,835,6029,4
7902,8983,9899,5588,12310,12310,7966,7902,12202,4043,2564,1266,7982,2300,1266,3951,4
7684,8895,9515,6165,11982,11982,7853,7684,265,230,2021,1415,8240,2737,1415,79,4
8705,9870,10917,8244,12182,12182,8727,8705,294,9113,2386,1411,5247,1845,1411,8062,4
8816,10137,12037,6450,13268,13268,8825,8816,2323,11874,1686,295,7086,482,295,5505,4
8033,8932,9308,8113,11447,11447,8106,8033,12703,3673,3510,2066,5798,3601,2066,621,4
7977,9206,10482,4832,12861,12861,8023,7977,9004,6816,1787,699,8717,1374,699,4505,4
7665,8790,9718,4713,12466,12466,7692,7665,2341,10485,2567,1147,8728,2288,1147,9588,4
3762,5918,7768,932,12478,12478,3812,3762,164,6711,2551,1107,12594,3931,1107,6188,4
8966,10537,12371,6444,13418,13418,8981,8966,4496,12259,922,138,7044,338,138,6957,4
5503,7590,8765,1529,13129,13129,5536,5503,1834,6791,1701,417,12046,2282,417,2973,4
7680,8849,10082,4159,12863,12863,7710,7680,390,8558,2299,722,9317,1627,722,8213,4
6003,7988,8785,2350,12710,12710,6105,6003,9809,2537,1459,809,11321,2696,809,1577,4
7816,8802,9746,5385,12280,12280,7855,7816,490,7303,3164,1321,8106,2463,1321,6492,4
8207,9483,10619,6148,12561,12561,8263,8207,11441,3424,1574,924,7762,1501,924,690,4
7478,8913,9993,3750,12966,12966,7521,7478,8848,6027,1075,552,9910,1505,552,1861,4
8011,9240,9591,8035,11658,11658,8214,8011,9897,97,1817,1698,6683,3083,1698,36,4
8129,9413,11009,4501,13211,13211,8166,8129,5369,6868,1434,351,9009,807,351,6378,4
8299,9565,10889,5776,12812,12812,8321,8299,12159,9204,1642,753,7759,1210,753,4786,4
6319,8054,9005,2384,12903,12903,6384,6319,1540,4099,1994,672,11146,2346,672,5781,4
7081,8396,9436,3409,12746,12746,7098,7081,5461,10777,2638,801,10198,2112,801,2564,4
7433,8835,9109,5244,11953,11953,7527,7433,425,1710,1296,1612,8367,3299,1612,3284,4
7539,11109,11086,2460,13525,13525,7732,7539,314,178,9,19,11066,405,19,5648,4
6098,8163,8930,2105,12971,12971,6180,6098,473,3723,900,604,11419,2332,604,5424,4
8101,9820,10794,5011,12979,12979,8175,8101,903,2547,311,512,8736,1041,512,1197,4
7867,9225,8890,8900,10429,10429,8036,7867,5789,261,1216,2685,5475,4124,2685,55,4
7092,8648,9749,2895,13157,13157,7142,7092,37,5761,1082,422,10616,1487,422,6677,4
8494,10016,11783,5818,13253,13253,8625,8494,625,328,809,195,8321,491,195,181,4
8790,10286,12360,5281,13490,13490,8803,8790,4823,11428,928,57,8135,286,57,10495,4
8267,9669,11326,4883,13266,13266,8313,8267,119,4332,1028,274,8731,649,274,2927,4
8657,10921,10922,7973,12254,12254,8699,8657,7836,4155,131,1343,5522,1762,1343,6281,4
9157,10819,12081,8906,12630,12630,9217,9157,545,3718,966,839,4924,716,839,647,4
9166,11249,11765,9425,12195,12195,9266,9166,13474,939,288,1277,4353,1223,1277,542,4
8056,9143,10459,5173,12733,12733,8099,8056,393,9270,2572,860,8290,1535,860,7972,4
8061,8981,9285,7959,11471,11471,8111,8061,655,6820,3340,2140,5601,3670,2140,4023,4
8447,9786,11835,4758,13448,13448,8467,8447,8744,10644,1393,111,8712,430,111,8326,4
6375,8243,9157,2305,13067,13067,6467,6375,201,2014,1210,468,11315,1970,468,2384,4
5532,7910,8695,1750,12937,12937,5595,5532,910,3505,695,586,11870,2585,586,1952,4
8814,10484,11879,7027,13052,13052,8826,8814,13427,10680,547,485,6622,620,485,2673,4
7429,9044,10716,2763,13480,13480,7457,7429,13289,9634,573,50,10952,557,50,862,4
4969,7866,8824,946,13432,13432,5116,4969,848,1306,267,74,12765,1582,74,228,4
8263,9862,11794,3897,13498,13498,8308,8263,4807,5407,529,49,9554,364,49,10228,4
9262,10401,11156,10089,11533,11533,9294,9262,11346,9428,3118,1991,3564,2523,1991,854,4
8219,9699,11355,4468,13351,13351,8245,8219,61,11160,760,214,9026,587,214,6587,4
9091,10525,11499,9239,12129,12129,9152,9091,1096,3741,1606,1446,4293,1574,1446,5906,4
7409,9093,10236,3119,13301,13301,7485,7409,3880,2527,469,251,10436,1030,251,4054,4
6629,8382,9750,1948,13450,13450,6666,6629,12382,6426,1182,104,11593,1028,104,5277,4
8185,9734,10783,5323,12879,12879,8247,8185,489,2974,591,687,8203,1203,687,4638,4
6117,7894,8447,3392,11902,11902,6241,6117,4946,1385,2186,1643,10224,3856,1643,2324,4
9066,10728,12466,7012,13402,13402,9100,9066,13520,8094,832,130,6707,316,130,1988,4
7582,8829,10246,3609,13135,13135,7585,7582,12914,13043,1893,425,9923,1224,425,4792,4
6722,8225,8487,5231,11399,11399,6892,6722,4718,442,2440,2040,8804,4125,2040,255,4
5603,7851,8552,2129,12555,12555,5676,5603,452,2622,1009,975,11496,3157,975,1701,4
8309,10588,11342,5060,13218,13218,8395,8309,63,1236,93,315,8538,670,315,3143,4
7947,9275,10728,4166,13191,13191,7970,7947,3573,10709,1373,400,9276,965,400,10655,4
7618,8870,9210,5664,11918,11918,7672,7618,2070,5145,1837,1667,7858,3285,1667,5598,4
8145,9288,10039,6551,12144,12144,8195,8145,8723,4964,2266,1438,6949,2425,1438,6706,4
9103,11826,10721,9892,11442,11442,9191,9103,13023,1134,73,2205,3647,2955,2205,6108,4
8733,9894,11367,8104,12470,12470,8757,8733,10731,10804,2462,982,5927,1153,982,329,4
7276,8093,8293,7848,9573,9573,7290,7276,11981,10077,5785,4046,5685,4989,4046,5468,4
7217,8507,9217,4298,12267,12267,7263,7217,4582,5545,2428,1259,9376,2761,1259,1626,4
8049,9444,10585,4963,12884,12884,8101,8049,1209,6863,1014,684,8566,1298,684,5132,4
8444,9724,9624,9507,10919,10919,8515,8444,880,1729,1654,2392,4445,3614,2392,118,4
9223,11053,11755,9441,12187,12187,9282,9223,10876,3700,652,1378,4143,1320,1378,3801,4
7951,8925,9931,5659,12307,12307,7971,7951,3966,11193,3121,1289,7842,2308,1289,6468,4
8653,10346,11981,5953,13324,13324,8689,8653,13524,5315,471,176,7938,435,176,708,4
7867,9225,8890,8900,10429,10429,8036,7867,5789,261,1216,2685,5475,4124,2685,55,4
4181,6814,8439,633,13330,13330,4332,4181,234,842,955,175,12985,2358,175,941,4
7733,8948,9700,5200,12305,12305,7785,7733,720,4282,1881,1255,8416,2417,1255,3042,4
7195,8616,9458,3682,12650,12650,7248,7195,1386,4316,1599,898,9912,2202,898,3055,4
8374,9785,10414,7416,12137,12137,8421,8374,613,3331,1019,1412,6253,2163,1412,2519,4
8728,10166,10714,8747,11963,11963,8791,8728,671,2350,1113,1614,4816,2263,1614,4573,4
7210,10861,10000,2902,13269,13269,7548,7210,537,30,7,286,10627,1202,286,4825,4
7001,8494,9646,2827,13133,13133,7045,7001,7987,5930,1702,434,10688,1571,434,6356,4
9597,11558,12752,8665,13335,13335,9669,9597,673,2578,491,167,5093,257,167,1014,4
4284,6477,8109,1138,12642,12642,4388,4284,348,2316,2267,890,12458,3514,890,2471,4
7849,9408,10896,3677,13382,13382,7908,7849,112,3900,600,168,9889,679,168,3979,4
7928,8942,9685,6367,12039,12039,7979,7928,1516,6517,2912,1507,7354,2746,1507,1631,4
8817,9994,11559,7571,12712,12712,8841,8817,556,8835,2421,891,5850,993,891,10376,4
7632,8900,9977,4174,12793,12793,7681,7632,5132,5577,1739,786,9333,1737,786,5962,4
7230,8327,8693,6275,11337,11337,7286,7230,321,4036,3651,2098,7795,4010,2098,322,4
7578,8915,10383,3443,13254,13254,7619,7578,13306,7896,1456,289,10139,1006,289,3504,4
5028,7132,7943,2411,11851,11851,5119,5028,5526,2826,2059,1747,11103,4271,1747,6240,4
8407,9747,11238,5913,12969,12969,8422,8407,394,11044,1359,536,7838,868,536,1586,4
7961,9037,9988,5598,12352,12352,8003,7961,287,8284,2580,1246,7885,2235,1246,7249,4
6219,8103,8932,2510,12780,12780,6295,6219,13358,4197,1490,701,11213,2446,701,1001,4
6595,7880,8375,4812,11380,11380,6642,6595,6696,5365,3825,2222,8757,4278,2222,4165,4
7522,8828,9698,4426,12541,12541,7588,7522,493,3223,1679,981,9279,2120,981,1416,4
6851,8314,9275,3179,12739,12739,6904,6851,13106,5300,2293,775,10479,2215,775,1684,4
10162,11829,12330,10476,11869,11869,10213,10162,549,3216,1273,1732,3027,1360,1732,6745,4
8162,9501,10279,6255,12348,12348,8210,8162,154,6691,1232,1212,7332,2002,1212,3364,4
8064,9285,10028,6095,12245,12245,8125,8064,561,3991,1865,1353,7379,2315,1353,6941,4
8670,10082,10698,8544,12020,12020,8716,8670,12908,3643,1203,1554,5037,2200,1554,3615,4
6857,8384,8837,4389,11981,11981,6961,6857,237,1796,1902,1487,9577,3369,1487,305,4
5204,7647,8566,1504,12934,12934,5284,5204,106,3172,759,575,12116,2720,575,1585,4
4399,6203,7820,1720,12054,12054,4397,4399,618,10638,3437,1515,11848,4175,1515,3383,4
8310,9471,9657,8682,11496,11496,8387,8310,626,1733,2205,2042,5075,3408,2042,983,4
10081,11710,12658,10284,12298,12298,10286,10081,173,105,1416,1030,3562,550,1030,67,4
6654,8153,8805,3663,12147,12147,6748,6654,996,1901,2587,1366,10035,3270,1366,1357,4
7559,9073,10555,3156,13400,13400,7604,7559,1790,6049,770,150,10425,773,150,3535,4
8423,10041,11220,5781,12996,12996,8462,8423,9466,5327,538,594,7689,909,594,7034,4
7982,9333,10676,4719,13008,13008,8037,7982,1908,5729,1294,489,9042,1074,489,1156,4
8773,10282,11096,8614,12151,12151,8881,8773,4735,774,886,1355,5175,1687,1355,920,4
8262,9480,10430,6979,12244,12244,8326,8262,1103,2427,1886,1238,6964,1947,1238,613,4
8394,9891,11513,5153,13270,13270,8438,8394,230,4886,761,290,8366,615,290,5606,4
7674,9257,9521,5377,12142,12142,7755,7674,136,1945,589,1396,8301,2709,1396,2156,4
9142,10980,12740,5796,13529,13529,9169,9142,664,12058,572,17,7587,163,17,11515,4
8240,9741,11000,5581,12915,12915,8299,8240,5546,3233,730,556,8264,988,556,787,4
8267,9669,11326,4883,13266,13266,8313,8267,119,4332,1028,274,8731,649,274,2927,4
8490,9960,11192,6742,12716,12716,8546,8490,3271,2716,938,747,7148,1052,747,827,4
8934,10003,10973,9210,11917,11917,8956,8934,4276,9631,3081,1677,4296,2192,1677,6980,4
2895,4666,6971,722,12110,12110,2963,2895,7009,5806,3524,1462,12822,4518,1462,4901,4
7803,8893,9874,5204,12412,12412,7870,7803,5174,3280,2618,1133,8454,2180,1133,2414,4
9522,11942,11711,10449,11520,11520,9929,9522,331,5,153,1781,3480,1877,1781,21,4
6367,8254,9048,2716,12777,12777,6464,6367,12947,2006,1138,640,11124,2266,640,276,4
8504,9623,10935,7441,12421,12421,8529,8504,1763,9813,2584,1074,6444,1491,1074,887,4
8153,9358,10974,4867,13110,13110,8177,8153,5345,13037,1968,435,8735,902,435,3368,4
9142,10980,12740,5796,13529,13529,9169,9142,664,12058,572,17,7587,163,17,11515,4
8937,10448,12239,6825,13312,13312,8988,8937,622,3274,1011,231,6852,406,231,2521,4
7341,8647,9417,4052,12502,12502,7405,7341,384,3482,1930,1108,9377,2477,1108,11195,4
6773,8195,8654,4367,11831,11831,6807,6773,2296,7808,2774,1738,9226,3774,1738,3302,4
8618,9907,11753,6022,13197,13197,8656,8618,649,4622,1721,352,7548,577,352,3944,4
7420,8800,10010,3385,13105,13105,7462,7420,3567,6384,1444,474,10104,1408,474,7163,4
8325,9589,10797,6352,12595,12595,8402,8325,243,1557,1656,922,7394,1398,922,1517,4
6739,8190,8777,3857,12089,12089,6803,6739,790,3368,2665,1474,9744,3411,1474,2759,4
9013,10441,12127,8052,12965,12965,9090,9013,504,2156,1470,487,5901,540,487,476,4
6398,8286,8822,2832,12521,12521,6461,6398,2051,3483,1013,1080,10645,2966,1080,9706,4
8556,10014,10617,8146,12090,12090,8608,8556,429,3410,1006,1471,5519,2129,1471,2489,4
7181,8440,9103,4258,12193,12193,7217,7181,424,6994,2701,1391,9254,3038,1391,6103,4
7791,9101,10849,3442,13411,13411,7821,7791,10326,9302,1508,153,10046,680,153,7808,4
8092,9084,9932,6563,12103,12103,8131,8092,604,8025,3035,1463,7054,2549,1463,3686,4
9204,10744,12582,7384,13413,13413,9222,9204,6926,12113,1413,124,6234,296,124,3340,4
8622,9791,11437,6814,12840,12840,8623,8622,12644,12970,2350,700,6811,913,700,3221,4
8095,9166,9894,6777,12052,12052,8149,8095,3897,5129,2613,1495,6946,2609,1495,1894,4
7649,8966,9625,4861,12363,12363,7694,7649,444,6211,1471,1230,8625,2438,1230,7076,4
8892,10583,11671,8085,12625,12625,8957,8892,375,2304,602,910,5580,956,910,2446,4
8662,10024,11679,6353,13089,13089,8694,8662,1125,6322,1464,490,7116,682,490,8164,4
8270,9903,10429,6845,12282,12282,8332,8270,53,2371,461,1245,6936,1958,1245,1402,4
3522,6157,7864,690,12757,12757,3645,3522,135,2011,1193,751,12913,3615,751,1545,4
8260,9486,11002,5446,12959,12959,8294,8260,4565,7853,1819,596,8138,1009,596,3506,4
7780,9335,11322,2847,13516,13516,7806,7780,253,8592,635,28,10680,384,28,5599,4
6631,8265,8556,4293,11773,11773,6690,6631,1309,3880,1859,1789,9345,3889,1789,2138,4
8049,9444,10585,4963,12884,12884,8101,8049,1209,6863,1014,684,8566,1298,684,5132,4
8123,9436,10957,4735,13134,13134,8154,8123,12260,8304,1278,392,8946,856,392,2068,4
7732,9171,10620,3603,13308,13308,7781,7732,6781,4697,944,247,9936,861,247,4519,4
7433,8835,9109,5244,11953,11953,7527,7433,425,1710,1296,1612,8367,3299,1612,3284,4
6759,8421,9250,2846,12881,12881,6819,6759,621,4005,1338,698,10660,2158,698,6687,4
