Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,target
1348,10,15,15,12,0,0,33,11,5
1349,12,26,24,15,0,0,27,25,7
1350,29,35,21,13,0,0,32,14,5
920,8,10,35,25,0,0,31,2,0
618,30,46,33,26,0,0,29,8,6
1352,38,29,16,19,0,0,34,16,5
1353,6,38,14,19,0,0,34,17,5
1333,9,26,25,11,0,0,36,54,7
1334,27,26,15,15,0,0,34,17,5
1335,24,29,25,22,0,0,34,42,7
1336,30,44,16,9,0,0,30,8,5
1337,64,67,18,28,0,0,37,11,3
1338,13,24,24,33,0,0,31,8,7
1340,24,25,21,16,0,2,28,8,8
1341,41,37,24,17,0,2,32,27,8
1345,27,45,18,9,0,0,29,15,5
1342,40,56,25,18,0,0,32,8,6
1343,49,47,4,30,0,0,35,8,5
1344,61,55,15,9,0,0,29,12,3
1356,31,46,10,24,0,0,30,16,5
1359,55,36,27,20,0,0,10,18,4
1360,43,33,27,46,0,0,16,18,0
1354,42,48,30,66,0,0,26,8,6
1355,14,53,19,14,0,0,31,8,5
1357,58,58,10,17,0,0,35,8,3
1358,39,20,14,26,0,0,31,8,5
1361,19,17,9,13,0,0,36,8,5
1362,51,46,17,21,0,0,31,8,5
1363,53,42,17,16,0,0,28,25,4
1197,31,26,31,24,0,0,27,11,6
1364,23,41,12,15,0,0,29,8,5
1365,35,23,20,18,0,0,26,20,5
1367,16,30,17,11,0,0,25,8,5
1368,59,58,13,30,0,0,29,14,3
1369,38,39,34,15,0,0,26,15,7
1370,55,49,20,25,0,0,23,8,2
1371,12,33,14,13,0,0,33,8,5
1372,42,29,23,29,0,0,32,23,7
1373,36,50,14,23,0,0,24,8,5
569,48,29,34,12,0,0,36,8,0
298,32,43,25,14,0,0,33,60,0
1376,26,56,23,12,0,0,28,8,5
1377,22,22,14,11,0,0,34,8,5
1375,24,25,22,34,0,0,33,11,7
1380,22,41,16,13,0,0,33,8,5
1381,64,64,21,22,0,0,32,8,2
1382,47,50,20,15,0,0,34,13,5
1383,31,25,41,16,0,0,32,18,7
1384,67,77,10,18,0,0,31,8,3
1386,45,61,8,13,0,0,25,27,5
900,17,23,25,11,0,0,31,33,7
1387,22,52,11,14,0,0,31,8,5
1388,23,18,11,20,0,0,27,8,5
1389,34,48,23,10,0,0,25,18,5
1390,4,45,28,26,0,0,31,8,5
1391,13,11,21,14,0,0,35,16,5
1392,35,31,19,33,0,0,29,8,5
1393,76,51,30,20,0,0,33,8,3
1394,33,41,15,17,0,0,33,8,5
1395,70,63,12,12,0,0,33,8,4
1396,22,29,35,11,0,0,33,38,7
1397,56,58,19,25,0,0,24,8,3
1398,64,58,25,16,0,0,29,8,3
1400,33,40,13,20,0,0,37,8,5
1401,47,56,22,50,0,0,32,8,4
1402,44,53,8,24,0,0,35,8,5
1403,24,28,27,14,0,0,31,22,7
1404,66,48,25,15,0,0,30,8,8
1405,61,53,13,16,0,0,33,29,3
1406,35,44,24,10,0,0,28,8,6
1407,36,31,12,17,0,0,31,11,5
1408,31,35,38,60,0,0,18,4,0
1409,18,9,29,12,0,0,34,26,7
1410,19,14,24,11,0,0,34,52,7
1411,42,52,27,13,0,0,27,14,6
1413,69,70,8,28,0,0,35,28,3
1434,20,33,39,23,0,0,30,4,7
1428,25,10,37,41,0,0,40,55,7
1429,14,22,18,42,0,0,28,27,5
568,41,44,27,75,0,0,27,8,7
1430,22,25,17,16,0,0,26,48,7
1431,61,59,15,26,0,0,25,8,3
1218,31,23,36,16,0,0,37,8,0
752,34,46,22,17,0,0,29,8,6
1435,25,30,24,20,0,0,30,56,0
1436,30,47,24,51,0,0,31,13,6
1437,58,60,23,41,0,0,32,8,8
15,36,38,36,65,0,0,30,8,6
1439,25,32,28,11,0,0,33,23,7
1440,9,25,30,12,0,0,36,14,7
1425,42,41,16,36,0,0,34,43,7
1427,16,14,7,5,0,0,32,8,5
902,22,33,35,27,0,0,21,2,0
1442,23,43,25,15,0,0,28,8,6
1443,22,32,25,15,0,0,24,12,6
1445,47,42,28,45,0,0,31,8,6
957,35,30,40,22,0,0,39,8,6
1452,43,52,32,16,0,0,28,46,7
1456,44,46,32,8,0,0,26,8,0
1454,32,46,35,14,0,0,25,8,0
1455,55,35,28,15,0,0,26,8,0
1457,45,33,32,22,0,0,30,8,0
848,22,17,42,38,0,0,24,2,0
849,22,25,44,32,0,0,23,2,0
1458,65,47,21,14,0,0,33,8,4
1459,31,28,39,37,0,0,28,33,7
1460,51,42,14,16,0,0,36,8,4
1461,27,25,38,13,0,0,33,25,7
355,49,39,32,10,0,0,33,8,0
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
236,62,59,36,22,1,0,33,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
397,69,41,11,35,1,0,35,11,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
397,69,41,11,35,1,0,35,11,1
236,62,59,36,22,1,0,33,8,1
236,62,59,36,22,1,0,33,8,1
322,61,65,29,37,1,0,34,8,1
397,69,41,11,35,1,0,35,11,1
530,70,76,28,34,1,0,33,18,1
713,54,69,27,25,1,0,38,8,1
713,54,69,27,25,1,0,38,8,1
530,70,76,28,34,1,0,33,18,1
322,61,65,29,37,1,0,34,8,1
713,54,69,27,25,1,0,38,8,1
397,69,41,11,35,1,0,35,11,1
1381,64,64,21,22,0,0,32,8,2
760,58,59,29,24,0,0,30,8,2
598,63,59,27,30,0,0,28,8,2
741,61,58,29,24,0,0,14,8,2
179,66,60,32,20,0,0,26,8,2
1026,54,43,31,36,0,0,39,8,2
741,61,58,29,24,0,0,14,8,2
339,65,67,19,33,0,0,19,8,2
741,61,58,29,24,0,0,14,8,2
1370,55,49,20,25,0,0,23,8,2
178,66,63,27,20,0,0,26,8,2
101,64,48,23,26,0,0,31,8,2
517,68,48,16,20,0,0,33,8,2
1026,54,43,31,36,0,0,39,8,2
403,58,56,30,27,0,0,8,8,2
762,58,57,28,25,0,0,29,13,2
339,65,67,19,33,0,0,19,8,2
323,61,72,25,34,0,0,28,8,2
740,61,63,29,25,0,0,13,8,2
1381,64,64,21,22,0,0,32,8,2
1381,64,64,21,22,0,0,32,8,2
1447,25,44,24,16,0,0,16,8,2
484,58,67,24,21,0,0,28,8,2
740,61,63,29,25,0,0,13,8,2
760,58,59,29,24,0,0,30,8,2
484,58,67,24,21,0,0,28,8,2
518,73,62,14,31,0,0,24,8,2
532,71,68,35,33,0,0,16,8,2
760,58,59,29,24,0,0,30,8,2
403,58,56,30,27,0,0,8,8,2
1381,64,64,21,22,0,0,32,8,2
48,67,66,23,35,0,0,20,12,2
598,63,59,27,30,0,0,28,8,2
761,58,57,28,25,0,0,30,13,2
403,58,56,30,27,0,0,8,8,2
759,61,57,26,23,0,0,31,8,2
532,71,68,35,33,0,0,16,8,2
1449,35,50,31,16,0,0,29,8,2
518,73,62,14,31,0,0,24,8,2
1449,35,50,31,16,0,0,29,8,2
518,73,62,14,31,0,0,24,8,2
323,61,72,25,34,0,0,28,8,2
178,66,63,27,20,0,0,26,8,2
1148,61,58,27,43,0,0,18,8,2
39,52,53,27,12,0,0,33,8,2
483,58,67,24,21,0,0,30,17,2
1449,35,50,31,16,0,0,29,8,2
597,64,66,33,32,0,0,22,8,2
109,53,55,30,33,0,0,26,8,2
1381,64,64,21,22,0,0,32,8,2
518,73,62,14,31,0,0,24,8,2
403,58,56,30,27,0,0,8,8,2
762,58,57,28,25,0,0,29,13,2
760,58,59,29,24,0,0,30,8,2
597,64,66,33,32,0,0,22,8,2
39,52,53,27,12,0,0,33,8,2
483,58,67,24,21,0,0,30,17,2
109,53,55,30,33,0,0,26,8,2
1381,64,64,21,22,0,0,32,8,2
760,58,59,29,24,0,0,30,8,2
1026,54,43,31,36,0,0,39,8,2
517,68,48,16,20,0,0,33,8,2
1447,25,44,24,16,0,0,16,8,2
518,73,62,14,31,0,0,24,8,2
323,61,72,25,34,0,0,28,8,2
339,65,67,19,33,0,0,19,8,2
598,63,59,27,30,0,0,28,8,2
178,66,63,27,20,0,0,26,8,2
532,71,68,35,33,0,0,16,8,2
323,61,72,25,34,0,0,28,8,2
1126,50,50,32,37,0,0,31,8,2
54,33,24,30,26,0,0,28,8,2
109,53,55,30,33,0,0,26,8,2
1026,54,43,31,36,0,0,39,8,2
1449,35,50,31,16,0,0,29,8,2
179,66,60,32,20,0,0,26,8,2
38,58,52,25,31,0,0,22,8,2
759,61,57,26,23,0,0,31,8,2
598,63,59,27,30,0,0,28,8,2
178,66,63,27,20,0,0,26,8,2
403,58,56,30,27,0,0,8,8,2
101,64,48,23,26,0,0,31,8,2
234,61,64,36,20,0,0,28,8,2
483,58,67,24,21,0,0,30,17,2
1449,35,50,31,16,0,0,29,8,2
1126,50,50,32,37,0,0,31,8,2
339,65,67,19,33,0,0,19,8,2
741,61,58,29,24,0,0,14,8,2
1449,35,50,31,16,0,0,29,8,2
71,65,70,25,34,0,0,36,8,2
532,71,68,35,33,0,0,16,8,2
1148,61,58,27,43,0,0,18,8,2
761,58,57,28,25,0,0,30,13,2
1148,61,58,27,43,0,0,18,8,2
179,66,60,32,20,0,0,26,8,2
38,58,52,25,31,0,0,22,8,2
71,65,70,25,34,0,0,36,8,2
532,71,68,35,33,0,0,16,8,2
1148,61,58,27,43,0,0,18,8,2
403,58,56,30,27,0,0,8,8,2
485,59,61,36,19,0,0,29,8,2
234,61,64,36,20,0,0,28,8,2
484,58,67,24,21,0,0,28,8,2
762,58,57,28,25,0,0,29,13,2
597,64,66,33,32,0,0,22,8,2
762,58,57,28,25,0,0,29,13,2
517,68,48,16,20,0,0,33,8,2
1381,64,64,21,22,0,0,32,8,2
1449,35,50,31,16,0,0,29,8,2
761,58,57,28,25,0,0,30,13,2
1447,25,44,24,16,0,0,16,8,2
39,52,53,27,12,0,0,33,8,2
596,30,27,38,18,0,0,20,8,2
483,58,67,24,21,0,0,30,17,2
38,58,52,25,31,0,0,22,8,2
71,65,70,25,34,0,0,36,8,2
597,64,66,33,32,0,0,22,8,2
760,58,59,29,24,0,0,30,8,2
517,68,48,16,20,0,0,33,8,2
518,73,62,14,31,0,0,24,8,2
339,65,67,19,33,0,0,19,8,2
484,58,67,24,21,0,0,28,8,2
597,64,66,33,32,0,0,22,8,2
179,66,60,32,20,0,0,26,8,2
