battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range(class)
445,1,0,1,1,0,51,5,41,3,16,194,173,1411,2,3,18,1,1,0,3
157,1,15,1,0,0,33,0,56,0,0,1060,809,712,7,9,14,0,1,1,1
594,1,21,0,7,0,62,7,48,6,16,47,55,1248,1,3,11,0,0,0,2
912,1,20,0,10,1,13,2,27,7,11,867,632,797,3,3,9,1,1,0,2
699,1,12,1,1,0,23,1,102,6,18,75,724,249,10,5,11,1,0,1,0
54,0,11,1,8,0,33,1,106,6,20,144,569,982,8,5,6,1,1,0,1
125,1,0,1,7,1,52,3,1,2,13,46,623,424,10,9,7,1,1,1,0
1089,0,10,1,2,1,5,4,66,7,7,379,690,1395,2,0,18,1,0,1,3
786,1,16,1,11,0,12,6,68,6,16,763,850,612,12,13,0,1,0,1,2
923,0,9,1,3,1,43,9,52,3,17,72,12,581,10,13,7,1,1,0,1
1037,1,6,0,13,1,48,1,99,5,17,313,360,1477,12,12,15,1,1,0,3
345,1,1,0,9,1,48,1,37,3,10,1032,931,972,5,1,3,1,0,1,2
51,0,15,0,1,0,34,2,99,2,4,148,890,301,12,9,7,1,0,0,0
1016,0,25,0,1,1,19,4,112,7,2,985,1060,7,12,6,1,1,1,1,0
865,0,0,1,6,1,44,6,120,2,9,1116,1030,81,11,13,13,1,1,1,1
813,1,7,0,6,1,59,8,40,6,12,1065,988,543,7,10,15,1,1,0,2
309,1,0,0,0,1,24,6,67,3,0,596,158,369,7,9,0,1,1,1,0
884,1,0,1,4,1,31,4,48,3,5,718,399,198,14,2,3,1,1,1,0
290,1,17,1,4,0,42,4,118,7,13,846,1010,218,2,3,1,0,0,0,0
77,0,0,0,1,0,46,7,111,2,7,429,715,1295,7,7,6,1,0,0,2
855,0,13,1,4,0,9,6,44,5,8,227,723,1461,10,6,10,1,0,0,3
169,0,0,0,0,1,1,1,88,3,3,748,927,666,10,3,14,1,0,0,1
105,0,12,1,11,0,25,4,22,3,17,906,646,1041,2,2,7,1,1,0,2
262,0,5,1,4,1,60,6,24,6,13,247,478,824,12,4,5,1,1,0,1
1077,1,11,1,0,0,30,1,85,6,1,688,832,84,8,6,12,0,1,0,0
158,1,0,0,6,0,30,7,71,4,9,415,261,504,7,11,16,0,1,0,0
389,0,21,1,2,1,43,2,110,2,4,149,578,311,10,1,5,1,0,0,0
77,0,20,1,8,1,20,0,65,0,11,171,480,1316,14,1,3,1,0,0,2
384,0,0,0,2,1,62,8,23,1,7,1099,926,1469,12,12,10,1,0,0,3
555,0,1,0,5,1,11,9,26,5,6,133,170,1031,8,1,6,1,1,0,2
934,0,13,1,10,0,10,4,89,5,17,855,676,1353,11,14,13,1,1,1,3
132,0,18,0,10,0,58,8,64,4,15,159,187,625,2,0,11,1,0,1,0
118,1,22,0,0,1,10,8,23,6,3,897,928,1378,9,11,18,1,0,0,3
864,1,1,0,0,1,32,2,22,6,7,318,37,845,12,5,0,1,1,0,2
224,1,3,1,12,1,39,8,9,0,13,599,233,729,6,5,9,1,0,0,1
877,0,20,1,1,0,25,8,47,6,3,615,341,903,8,10,18,1,0,1,2
154,0,0,0,13,1,29,0,28,2,19,464,320,905,3,7,2,1,0,1,1
631,0,0,0,3,0,23,7,51,6,9,473,745,320,2,6,16,0,1,1,0
743,0,22,0,10,1,58,0,74,4,14,448,446,752,0,3,9,1,1,1,2
200,0,0,1,0,0,17,8,79,1,1,541,354,376,14,1,5,0,0,1,0
593,0,24,1,8,1,39,0,75,3,12,91,56,164,5,4,2,1,1,1,0
153,1,0,0,5,1,55,8,75,5,9,874,639,542,10,11,16,1,1,1,1
655,0,22,0,2,1,24,0,84,4,3,391,549,1285,8,9,7,1,0,1,3
713,0,21,0,7,0,50,0,5,3,15,1027,926,18,8,1,13,0,1,0,0
209,0,6,0,2,0,36,3,118,4,7,257,870,1346,8,8,3,0,0,1,3
357,1,10,0,1,1,21,7,103,7,3,401,220,893,11,9,17,1,0,0,1
590,0,9,0,0,0,31,3,25,0,14,668,374,443,8,12,17,0,0,1,1
46,1,15,1,6,1,55,2,1,2,12,64,603,788,6,10,5,1,0,1,1
621,0,8,0,0,0,41,3,36,4,6,168,1,1521,5,3,6,1,0,1,3
774,0,0,1,3,0,20,4,39,5,6,465,826,852,4,1,16,1,0,0,2
1049,1,4,1,4,0,15,6,13,4,7,90,262,844,9,6,6,0,1,0,2
1077,1,24,1,0,1,17,9,96,2,9,993,764,62,3,2,0,1,1,1,0
47,1,16,1,7,1,0,0,113,2,13,839,579,177,5,0,2,1,1,0,0
880,1,8,0,1,0,60,6,50,0,3,516,226,1224,1,4,3,0,1,0,3
26,0,10,0,1,1,46,6,33,0,4,244,227,217,6,10,16,1,1,0,0
663,0,0,1,4,1,37,0,105,4,12,827,598,1503,14,16,2,1,0,0,3
628,0,20,1,0,0,18,5,55,6,0,1047,853,1299,0,1,9,0,0,1,3
736,0,24,0,2,0,28,6,32,6,8,878,889,912,4,5,8,1,1,1,2
553,0,7,1,2,0,48,6,28,4,6,392,372,1544,5,4,15,1,1,0,3
792,1,17,0,3,1,47,3,74,5,7,1011,1017,1431,12,6,18,1,1,0,3
351,1,23,1,2,0,33,5,85,1,15,1051,1004,1437,14,3,8,0,1,1,3
825,1,2,0,10,1,19,7,89,6,14,500,583,37,11,3,3,1,1,0,0
122,0,3,1,0,0,23,5,103,1,1,66,813,1206,1,2,0,1,0,1,2
899,1,5,0,1,1,18,4,32,7,3,54,156,399,13,7,12,1,0,0,1
814,0,11,1,8,0,26,3,70,1,10,584,143,926,11,11,0,1,0,0,2
442,1,8,1,14,1,0,2,89,6,20,172,922,414,0,3,2,1,1,0,0
506,1,9,1,0,1,7,5,34,1,0,997,783,1099,7,11,14,1,0,1,3
234,0,8,0,0,0,9,4,64,2,11,610,195,735,6,6,17,0,1,0,1
271,0,11,1,5,1,4,6,53,3,13,606,965,118,5,2,16,1,0,1,0
652,0,19,1,5,1,1,1,41,2,15,366,856,480,13,15,2,1,1,1,1
442,0,5,0,3,0,47,6,60,4,12,977,864,1236,7,0,14,1,0,0,3
415,0,15,1,1,1,35,8,104,6,13,153,1108,649,0,4,5,1,0,0,1
871,1,18,0,12,1,50,4,65,1,15,1016,734,940,11,12,2,1,0,0,3
227,0,0,1,0,0,6,0,112,3,1,524,1023,1456,10,9,10,1,0,1,3
477,0,0,0,6,0,59,0,9,6,9,933,558,645,11,6,11,0,1,1,1
565,0,0,1,2,0,52,0,79,7,3,520,105,318,9,11,4,0,1,1,0
147,0,0,0,6,0,49,2,117,2,8,550,304,997,13,8,7,0,0,1,1
1079,1,14,1,13,0,43,2,95,5,18,160,534,482,5,1,11,0,1,0,1
87,0,12,1,0,1,56,1,48,6,2,20,15,1337,10,6,9,1,1,1,2
791,0,1,1,0,0,5,2,42,2,17,1040,808,396,7,3,16,1,1,1,1
1051,0,11,0,4,0,19,6,33,2,10,235,295,1144,1,1,13,0,0,0,3
461,1,23,1,9,0,41,3,78,0,11,585,804,1215,13,13,4,1,0,0,3
400,0,1,1,8,1,0,2,92,5,10,32,786,73,5,7,4,1,0,0,0
944,1,16,0,2,0,47,7,45,0,10,284,647,692,12,13,11,0,1,1,2
356,1,0,0,13,1,40,7,18,6,17,826,818,280,11,8,11,1,1,0,0
166,1,9,1,0,1,59,5,16,6,8,999,915,1064,0,3,13,1,0,1,3
748,0,3,0,12,0,11,2,25,6,20,20,836,726,1,0,14,1,1,0,2
203,1,0,0,3,0,23,9,6,3,6,274,312,227,7,1,18,0,1,0,0
2,0,20,0,3,0,55,5,105,5,11,650,576,23,6,8,14,0,0,1,0
132,0,19,0,1,0,40,5,107,6,2,412,276,1119,4,5,11,1,1,0,2
1045,1,14,1,13,1,32,1,102,6,14,502,429,601,1,1,7,1,0,1,1
585,0,5,1,0,1,13,0,58,2,10,191,812,972,7,4,12,1,1,1,2
370,1,24,1,0,0,33,1,61,5,9,735,480,1462,12,8,16,0,1,1,3
1071,0,7,1,0,0,35,6,22,1,1,604,848,1091,11,0,15,0,0,0,3
955,0,7,0,0,0,6,1,115,5,0,140,307,974,4,5,6,1,1,0,2
480,1,23,0,5,1,16,4,3,0,7,577,160,821,3,1,1,1,1,0,1
926,1,23,1,6,1,56,7,77,0,13,715,359,902,10,0,14,1,0,1,2
294,0,16,1,16,0,14,6,88,7,20,241,582,1289,0,1,4,1,1,1,2
1005,0,16,1,7,1,41,7,105,0,18,383,234,1394,9,8,5,1,1,1,3
832,1,0,0,1,1,15,8,62,1,3,877,537,392,1,2,0,1,0,1,1
219,0,19,0,5,0,2,1,16,2,9,448,99,1123,10,7,12,1,1,0,2
222,1,19,1,1,0,43,7,77,2,9,978,835,1436,3,3,6,0,0,0,3
569,1,24,1,2,0,51,2,50,1,3,180,169,1472,14,10,6,1,1,1,3
607,1,11,0,0,0,14,4,85,1,7,871,526,328,8,5,18,1,0,1,1
812,0,21,1,6,0,3,8,106,5,18,367,611,357,13,14,11,1,0,0,1
1091,0,20,0,5,1,49,3,42,3,9,569,698,816,3,7,10,1,0,1,2
432,0,22,1,8,0,43,7,105,0,10,1018,681,445,7,3,18,0,1,1,1
380,1,2,1,7,0,61,0,75,4,18,705,284,1155,5,3,0,0,0,1,2
34,0,0,0,0,1,9,2,51,2,1,322,703,159,10,6,17,1,1,1,0
41,1,8,0,0,0,10,0,25,5,10,69,223,1458,5,7,2,0,1,1,2
559,0,24,1,2,1,32,1,91,2,3,480,255,66,2,4,1,1,1,1,0
387,0,11,1,3,1,56,1,58,5,20,872,978,1087,1,2,16,1,1,1,3
678,1,12,1,6,1,37,2,84,3,18,173,325,108,9,4,8,1,1,0,0
44,1,23,0,1,1,47,7,62,4,4,806,813,56,5,5,6,1,1,1,0
244,0,0,0,0,0,54,5,49,6,1,75,1045,248,7,6,9,1,0,1,0
897,1,13,0,0,0,12,6,63,7,0,616,1027,1292,6,3,1,1,0,0,3
979,1,18,0,7,1,13,3,64,4,19,513,450,1318,9,11,17,1,0,1,3
179,0,16,0,5,1,5,1,94,6,10,377,670,494,10,8,0,1,1,0,0
996,1,4,1,0,0,14,4,0,1,2,241,728,842,10,11,14,0,0,1,2
982,0,0,1,1,0,25,2,117,5,13,796,364,712,5,2,6,1,0,1,2
472,1,17,0,4,0,28,1,26,5,5,1081,871,1452,12,14,6,1,0,0,3
291,0,0,1,9,1,23,2,116,1,19,316,908,750,2,1,8,1,0,1,1
1027,1,15,0,7,1,62,5,83,7,8,1118,1075,1502,4,8,9,1,1,0,3
38,1,0,0,16,1,21,0,65,1,17,416,1056,22,13,5,6,1,0,0,0
56,0,3,0,0,1,25,0,41,1,4,632,756,547,13,6,6,1,0,1,1
911,0,14,0,1,1,48,7,118,0,2,229,891,963,5,8,2,1,1,0,2
347,0,19,0,0,0,43,2,44,6,0,420,64,61,13,5,17,1,0,1,0
481,0,6,0,1,1,61,6,86,2,2,637,263,153,13,4,13,1,0,1,0
243,0,6,1,2,1,16,8,80,1,16,380,236,597,9,0,15,1,1,1,0
929,0,0,0,9,1,56,6,81,6,10,192,868,1051,4,3,5,1,1,1,3
205,1,1,1,2,1,6,3,56,0,4,1104,1006,990,2,0,12,1,1,1,2
236,1,20,1,0,1,9,1,3,7,1,370,237,359,5,5,13,1,0,0,0
394,0,17,0,15,1,9,5,59,4,16,54,375,1076,13,0,0,1,0,0,2
635,0,25,1,10,0,48,1,17,6,18,590,241,937,8,6,3,0,1,1,2
793,0,16,0,6,1,48,0,101,1,17,435,18,763,14,8,5,1,0,0,1
414,0,13,1,11,0,12,1,66,0,15,781,368,308,0,0,11,0,0,1,0
1012,1,2,0,5,0,45,3,30,3,10,1017,786,791,12,14,1,1,1,1,2
310,0,6,0,6,0,54,5,107,7,17,454,699,281,14,10,10,0,1,0,0
205,1,23,0,7,1,53,8,44,2,18,8,296,1523,3,1,10,1,1,0,3
978,1,9,1,2,1,40,6,99,1,10,122,74,1516,6,9,1,1,0,1,3
724,0,6,0,12,1,0,1,107,0,15,163,406,932,8,12,14,1,1,1,2
807,0,14,0,8,1,53,2,108,2,17,709,604,1521,12,13,11,1,0,0,3
306,1,24,0,0,0,44,0,101,4,1,391,120,48,4,5,15,0,1,0,0
737,0,0,0,1,1,22,6,119,4,8,87,1038,1227,8,3,2,1,0,1,3
831,0,9,1,3,1,36,2,22,5,15,160,500,958,11,14,13,1,0,1,2
620,0,4,1,8,1,51,7,28,5,15,778,367,1485,10,3,12,1,0,1,3
346,1,11,0,4,0,23,5,12,7,9,203,843,1166,2,4,16,0,1,1,2
684,0,17,0,0,1,54,6,65,4,3,1085,866,545,6,8,5,1,1,0,2
518,1,21,0,0,0,8,2,119,6,3,410,726,618,6,2,17,1,0,0,1
598,0,16,1,0,1,39,5,64,6,2,100,529,126,6,1,12,1,1,0,0
938,1,2,0,2,1,6,3,20,6,6,339,238,1333,5,8,6,1,0,1,3
774,0,16,1,3,0,20,7,73,2,19,157,602,1558,10,2,8,1,0,0,3
682,0,4,0,12,1,18,7,67,0,17,531,317,642,14,12,13,1,0,1,1
669,0,5,0,15,0,1,0,32,0,17,1,314,112,14,1,1,1,1,1,0
792,1,17,1,4,1,50,9,81,2,16,468,842,10,5,9,12,1,1,1,0
285,0,12,0,2,0,4,5,118,3,19,537,114,1141,1,4,1,1,0,0,2
1040,1,0,1,0,1,17,9,83,5,2,295,402,694,7,7,4,1,1,0,1
827,1,11,1,0,0,3,3,22,4,2,1095,1021,455,13,0,0,0,0,1,2
731,0,20,1,3,0,19,1,34,2,18,1037,1094,1450,5,0,3,1,0,0,3
591,0,8,0,5,1,8,5,83,1,9,77,294,1535,1,2,11,1,1,1,3
981,0,9,0,4,1,8,6,116,0,18,494,481,1553,8,1,9,1,0,1,3
349,1,8,0,8,0,42,6,2,6,10,251,64,1528,2,6,5,0,1,0,3
144,1,22,1,4,1,31,8,28,3,8,770,333,68,0,3,13,1,1,1,0
226,0,0,0,9,0,6,2,78,4,20,567,141,438,12,13,0,0,1,1,0
446,0,1,1,0,0,23,2,65,0,10,833,593,8,6,2,10,1,0,1,0
167,1,8,1,10,0,14,8,45,0,18,347,1004,614,5,3,2,0,1,1,1
506,1,10,1,0,0,52,2,118,5,2,894,718,101,7,7,5,0,1,0,0
732,1,0,0,1,0,50,0,51,0,14,280,328,1140,1,5,5,0,0,1,2
225,1,2,0,0,0,62,0,17,3,14,544,146,65,6,6,15,0,1,1,0
313,0,4,1,1,0,6,0,43,6,5,554,121,591,12,4,12,1,1,0,1
598,0,0,1,7,0,46,1,88,4,16,83,800,1097,3,5,7,0,0,1,2
542,0,4,1,2,1,55,0,108,0,14,440,225,496,9,12,18,1,0,1,0
646,0,0,0,0,1,59,4,18,2,0,654,472,165,0,3,9,1,1,0,0
1004,1,22,1,6,1,28,4,15,1,10,453,213,1442,11,15,18,1,1,1,3
252,0,15,1,0,0,12,3,95,6,3,482,653,1484,10,8,9,1,0,0,3
794,1,5,0,0,1,50,6,50,7,0,636,608,468,10,13,11,1,1,1,1
885,1,5,0,7,0,23,7,8,5,19,913,840,888,0,1,17,0,0,1,3
1056,0,1,1,8,0,5,8,46,2,9,571,136,1315,12,12,11,1,0,0,3
930,1,0,1,15,1,0,2,70,5,20,402,417,1010,7,2,2,1,0,1,2
817,0,0,0,5,1,31,8,21,5,8,351,99,1282,11,10,11,1,0,0,3
1064,0,0,0,6,1,2,9,4,6,9,788,858,1355,12,0,14,1,1,1,3
247,1,17,0,4,0,25,8,44,0,6,302,657,784,4,5,5,0,1,1,1
54,0,1,0,1,1,41,4,61,2,8,186,207,977,2,5,16,1,0,0,1
945,1,0,1,1,0,29,4,12,1,16,603,514,1042,4,1,6,0,0,1,3
987,0,0,1,2,1,53,6,3,5,3,162,219,183,10,0,2,1,0,1,0
635,1,11,1,4,0,7,0,35,6,7,696,467,1113,8,12,15,0,1,0,3
482,0,8,1,0,1,19,5,46,7,12,259,486,1272,1,4,12,1,0,1,3
534,1,11,0,9,0,31,9,77,0,18,445,45,1471,5,5,11,1,1,0,3
299,1,1,1,0,0,61,6,42,4,14,307,628,1410,13,8,13,0,1,1,3
212,1,0,0,15,0,9,5,13,0,16,668,680,1110,3,6,12,1,0,1,2
264,0,0,0,2,0,28,4,45,7,5,441,473,1095,0,2,9,0,0,1,2
502,0,10,1,1,1,46,5,111,0,6,442,794,1264,12,7,12,1,1,1,3
1072,0,11,1,5,1,37,7,72,3,6,659,496,714,4,0,3,1,0,0,2
8,0,12,1,3,0,33,7,40,2,6,323,528,944,12,2,9,0,1,1,1
345,0,15,0,8,1,32,4,38,1,10,178,758,1354,13,17,9,1,1,1,3
681,1,13,0,3,0,14,5,89,7,7,708,271,821,9,11,13,0,0,0,2
1082,0,0,0,7,0,49,3,15,2,9,289,202,1202,0,0,11,1,0,0,3
1024,0,15,0,13,0,53,8,25,6,15,602,751,13,9,4,15,1,0,1,0
716,0,19,1,8,0,30,5,120,0,16,140,228,230,2,6,6,0,0,0,0
974,1,13,1,13,1,14,6,54,5,18,96,57,1221,10,14,13,1,1,0,3
241,1,10,0,11,0,36,3,14,2,18,461,207,204,6,4,12,0,1,0,0
578,1,18,0,10,1,14,0,18,1,18,16,116,68,5,5,2,1,1,0,0
253,0,1,0,0,1,61,7,57,6,19,798,423,1336,7,8,16,1,1,0,3
193,0,18,1,5,1,56,1,83,3,7,457,141,1229,14,12,7,1,0,1,2
231,1,6,1,2,0,39,7,97,1,10,859,668,701,11,6,10,1,0,0,1
512,1,6,1,2,1,6,8,0,5,6,274,361,169,9,2,17,1,0,0,0
199,0,3,0,7,1,8,4,27,3,12,440,1105,856,1,0,10,1,1,1,2
415,0,8,0,6,1,50,0,17,7,7,804,741,512,11,1,13,1,0,0,1
363,1,23,1,0,0,54,4,93,2,3,420,23,1212,0,2,18,1,1,1,2
760,1,20,0,6,0,19,7,53,1,11,224,244,870,11,1,13,0,1,0,2
1000,1,0,0,9,0,27,5,5,7,19,174,382,456,13,7,0,0,0,0,1
94,0,15,0,2,0,4,0,47,2,4,113,122,1412,12,3,17,1,1,0,2
962,1,0,0,0,1,13,3,80,4,7,615,561,753,11,11,10,1,0,1,2
19,0,19,1,11,0,33,7,110,6,20,66,120,572,11,11,1,0,0,0,0
412,1,0,0,0,1,12,6,9,1,2,155,315,1168,5,1,16,1,0,1,2
672,0,7,0,9,1,33,6,47,7,14,118,1029,149,8,2,4,1,1,1,0
582,0,9,1,3,0,9,1,49,6,4,939,645,964,14,8,8,1,1,1,2
108,0,23,0,3,0,32,7,117,1,15,278,370,1279,7,5,11,0,0,0,2
846,1,24,1,9,1,13,4,97,6,19,912,1055,709,7,7,7,1,0,0,2
723,1,2,0,3,1,6,0,90,6,4,293,419,1280,2,3,17,1,0,0,3
354,1,14,1,0,0,0,0,56,2,7,59,135,552,14,12,17,0,0,0,0
542,1,23,0,6,1,30,2,63,3,18,421,665,299,11,12,12,1,1,1,0
852,0,23,1,7,0,7,0,107,2,10,51,168,1415,4,1,8,1,0,1,3
159,1,11,0,6,1,7,7,92,1,14,724,534,1390,8,5,2,1,0,0,3
52,1,0,1,10,1,2,7,90,2,19,296,478,876,3,7,8,1,1,0,1
80,1,2,1,0,1,62,1,76,5,0,1124,1083,155,5,4,6,1,1,1,0
608,0,3,1,2,0,9,4,107,1,4,633,483,439,0,0,7,1,1,0,1
663,0,1,0,0,1,11,0,48,0,0,989,725,117,0,0,16,1,1,0,0
411,0,24,1,1,1,32,1,104,5,13,909,790,172,11,13,4,1,0,0,0
685,0,1,0,2,0,46,4,2,4,17,859,780,959,12,2,13,1,1,1,3
633,1,12,1,5,1,51,1,81,4,9,548,1011,1501,12,5,12,1,0,1,3
302,0,16,1,7,0,16,0,56,1,11,866,959,1302,8,8,14,1,0,0,3
763,0,22,1,3,1,45,6,105,4,12,268,634,112,7,3,17,1,0,0,0
505,0,18,0,0,1,19,1,42,5,6,179,451,961,5,3,3,1,1,0,2
477,1,22,1,1,1,28,8,93,2,16,765,1042,1041,11,15,11,1,0,1,2
1030,0,23,0,1,0,20,2,59,0,5,322,510,476,4,6,4,0,1,1,1
254,1,0,1,8,0,37,0,119,5,13,466,240,1114,6,5,14,0,1,1,2
176,1,8,1,6,0,4,8,87,6,10,861,474,1071,5,1,15,0,0,0,2
283,1,8,0,13,1,29,4,73,3,18,489,81,1342,4,7,9,1,1,0,2
407,0,0,1,0,0,48,6,102,7,1,442,774,160,0,3,16,0,1,1,0
782,0,24,0,8,0,1,8,120,0,20,289,120,1334,12,4,14,1,0,0,3
962,0,12,0,0,0,34,7,32,4,1,245,45,529,6,4,5,0,0,0,1
458,0,5,0,0,0,6,0,77,0,4,858,578,705,6,2,4,0,1,1,1
834,0,1,1,4,1,38,9,118,6,6,297,426,1379,2,6,4,1,0,0,3
307,0,0,1,0,0,56,2,27,4,1,133,907,1372,12,3,18,1,1,0,3
499,0,18,0,12,1,59,5,36,1,16,326,243,726,1,0,16,1,1,0,1
722,1,2,0,5,0,30,6,12,2,9,1134,1059,454,1,1,5,1,1,0,2
931,1,18,1,3,1,47,4,20,2,11,336,1092,1370,1,2,16,1,0,1,3
898,1,11,0,3,0,47,7,20,0,9,885,718,703,0,4,4,1,0,1,2
759,1,0,0,4,0,6,3,78,4,7,609,752,715,7,7,13,1,1,0,2
639,1,22,0,7,0,32,3,113,3,17,582,319,209,6,3,18,1,0,0,0
445,0,0,0,0,1,10,8,110,3,6,649,448,1260,6,0,18,1,1,1,3
371,0,0,0,0,0,44,3,53,7,17,143,782,1506,12,0,18,0,1,1,3
210,1,12,1,9,1,25,2,70,5,11,388,559,393,10,4,4,1,1,1,0
868,0,20,0,10,1,24,3,25,1,18,415,984,594,0,3,15,1,0,1,2
298,1,22,0,3,1,51,2,112,3,11,544,840,1091,14,16,8,1,0,1,2
409,0,10,0,3,0,43,1,71,2,4,662,690,285,9,2,7,0,0,0,0
359,1,15,0,4,0,15,1,86,2,19,214,656,1511,13,7,17,1,1,0,3
1081,1,7,1,6,1,25,5,45,0,11,312,507,1513,7,10,8,1,1,1,3
938,1,25,0,5,0,51,2,7,0,12,158,441,173,9,10,16,0,0,1,0
553,0,12,0,0,1,43,3,66,2,3,1067,1073,156,2,2,0,1,1,1,1
276,0,12,0,0,0,28,7,3,3,0,232,382,592,6,7,15,1,0,0,1
519,0,0,1,3,0,10,5,95,3,6,487,78,261,9,1,12,1,0,1,0
576,1,23,1,0,0,8,8,75,1,14,128,12,804,11,2,7,0,1,1,1
96,0,2,1,2,1,21,4,107,1,9,74,606,1323,2,5,9,1,0,1,2
913,0,24,1,1,1,51,1,21,3,20,110,223,748,7,9,15,1,1,1,1
145,1,13,1,15,0,34,3,113,3,20,794,530,1419,7,8,3,1,0,1,3
560,0,1,1,4,1,47,4,10,0,5,231,134,546,11,11,6,1,0,1,1
233,1,0,0,4,0,12,8,118,2,13,117,42,325,12,10,13,1,0,0,0
301,0,13,0,3,1,33,3,88,2,4,34,4,471,10,12,9,1,0,0,0
352,0,0,1,0,1,3,4,84,6,2,660,867,1320,0,2,12,1,0,0,3
746,0,15,0,0,1,58,3,82,5,1,530,194,956,8,11,5,1,0,0,2
324,0,15,1,2,0,28,6,102,7,15,444,502,194,5,8,5,0,0,1,0
814,1,21,1,0,0,56,9,120,2,11,1057,924,422,8,4,16,0,1,1,1
280,0,8,0,5,0,6,4,105,0,20,374,546,143,1,4,13,0,0,0,0
384,1,17,0,0,0,61,7,22,4,4,120,155,622,3,5,11,0,1,1,1
1065,0,3,1,15,1,46,1,64,0,16,949,1086,423,1,4,17,1,1,1,2
399,1,10,0,2,1,27,9,102,0,4,25,867,781,6,10,0,1,0,0,1
721,1,14,1,13,0,36,0,46,3,14,429,3,697,12,4,4,0,0,1,1
339,1,12,0,15,0,11,3,75,3,16,71,170,1269,5,9,8,1,1,1,2
622,1,17,1,5,0,53,0,25,6,7,549,376,922,10,7,15,1,0,1,2
862,1,19,1,0,1,11,8,88,1,9,444,124,386,7,11,15,1,1,1,0
765,1,19,0,0,1,25,0,66,0,1,98,670,1383,4,2,10,1,0,1,3
62,0,0,1,3,0,25,1,88,2,10,796,677,909,14,2,0,1,1,1,2
712,0,23,0,3,1,42,0,58,3,14,288,202,1246,9,12,6,1,1,0,3
1086,1,13,0,11,0,7,6,14,2,12,627,642,544,12,8,7,0,0,0,1
40,0,0,1,2,1,21,4,39,2,3,803,755,1132,2,3,12,1,0,0,2
539,0,2,1,2,0,5,8,33,0,7,35,861,1181,4,4,13,1,1,0,3
225,0,3,0,1,0,32,5,8,5,2,961,768,1406,13,11,7,1,0,1,3
197,1,7,1,1,0,11,9,72,7,2,304,8,1196,13,7,4,1,1,0,2
294,0,4,0,5,1,52,1,50,2,15,84,31,1077,6,5,11,1,0,1,2
790,0,21,0,9,0,44,3,4,2,16,524,322,887,6,9,18,1,1,0,2
696,0,11,1,9,1,37,0,0,7,10,675,864,1561,1,3,11,1,1,0,3
185,0,0,1,0,1,31,2,15,1,1,1073,857,30,14,10,2,1,0,0,0
408,1,16,0,3,1,50,0,29,6,4,110,604,321,11,12,7,1,1,0,0
674,1,11,0,0,0,5,0,73,3,2,497,349,650,7,8,11,0,1,0,1
131,1,23,1,0,1,6,1,13,2,0,626,200,148,13,6,2,1,1,0,0
246,0,6,0,0,1,44,2,13,5,0,679,633,1265,3,0,17,1,1,0,3
815,1,0,1,2,1,48,0,27,7,17,8,520,181,11,3,6,1,0,0,0
303,0,9,1,3,0,40,1,71,0,16,139,4,144,6,9,4,1,0,0,0
819,0,0,0,2,1,11,4,86,1,16,777,916,792,7,3,6,1,1,0,2
787,1,8,0,6,0,39,5,55,3,15,128,576,559,5,5,15,0,0,1,1
644,1,0,0,7,1,11,2,119,1,18,519,157,750,11,7,7,1,0,1,1
100,1,9,0,0,1,44,6,22,5,10,599,1044,492,14,14,9,1,1,0,1
685,1,16,0,9,0,36,3,24,6,16,529,310,1458,9,9,8,0,0,0,3
262,1,11,1,6,1,52,3,67,4,7,459,166,433,8,7,10,1,0,1,0
317,1,2,0,0,1,45,9,77,7,14,976,974,525,12,4,10,1,0,1,1
900,0,10,1,4,1,55,0,79,2,16,903,1037,1094,8,11,3,1,1,1,3
270,0,18,0,9,1,4,0,27,7,14,685,1090,1323,4,4,7,1,1,1,3
906,1,16,1,1,1,50,9,21,3,3,164,703,1145,6,6,17,1,0,1,3
374,0,20,0,3,0,34,9,29,0,14,684,1085,356,1,4,4,0,0,0,1
776,0,0,1,3,0,31,1,67,0,13,442,316,1357,13,1,13,1,0,1,3
796,0,24,1,7,0,5,6,69,1,9,137,502,935,9,12,11,1,1,1,2
944,1,0,1,2,1,59,0,54,5,6,1108,1083,1443,3,5,13,1,0,0,3
842,0,23,1,4,0,5,7,104,0,6,60,483,550,7,0,5,0,0,0,1
988,1,4,0,4,1,53,4,68,6,8,1099,1012,154,2,5,2,1,0,0,1
112,0,14,1,4,0,6,9,11,4,19,678,1107,1136,3,7,2,0,0,1,2
642,0,0,1,1,0,17,2,54,7,17,328,121,1520,6,2,17,0,1,1,3
1026,1,12,0,0,0,32,5,35,1,0,796,570,25,3,4,8,0,0,1,0
944,0,15,1,0,1,11,4,75,7,0,783,341,32,4,3,1,1,1,1,0
1034,0,0,1,7,0,44,4,111,0,10,642,934,535,5,9,1,1,1,1,1
619,1,25,0,7,1,36,0,82,2,11,437,715,451,4,2,13,1,0,0,1
301,0,11,1,5,1,12,1,22,7,9,45,190,664,2,0,1,1,0,1,1
544,0,7,1,5,1,50,8,42,1,10,501,115,64,3,0,4,1,0,1,0
606,0,4,0,6,1,50,7,4,3,12,392,585,1245,14,6,6,1,1,0,3
