tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,class
1677,6901,4245,740,8274,1598,1096,7350,7070,9256,3987,6804,4049,1
9184,9162,5717,94,706,5788,6712,9966,2478,7203,4664,1102,5711,1
321,393,3495,8509,1506,9216,6233,4875,267,8001,2426,8786,1392,0
5742,402,4985,1485,1962,8785,1635,9035,3509,8786,5130,515,224,0
3279,4883,7400,5087,3519,3807,4802,8406,5847,8476,3715,4291,8537,1
8190,5064,2664,3864,2067,7929,3919,7411,308,6114,1421,4344,2813,0
5411,6934,5295,4094,3840,8557,1457,6527,2563,8075,6719,8763,9682,1
2542,4791,2266,3762,1149,4697,8225,8297,2372,4760,679,8713,4680,1
2116,3267,3957,6347,818,8712,3825,9548,4077,574,7209,568,1595,0
8355,8723,2173,8486,9019,1589,4629,2233,8235,2715,1471,6181,7937,1
1847,4352,7839,4910,3281,7837,6811,2670,2072,3480,7706,8200,7736,1
7610,8841,6541,409,3930,4289,4138,7983,1481,6455,1401,6945,2249,0
4826,1357,2090,2471,2255,7380,6496,5057,4462,3879,2907,9815,3881,1
8933,5118,5866,719,5261,6889,7399,347,6438,2564,153,9141,2412,0
5984,9018,4456,8436,1430,7517,7036,5952,8451,4024,4434,6184,9082,1
9450,981,1688,4722,380,8709,9116,6107,7833,7605,6783,1960,983,0
6392,9749,3372,46,521,6470,9671,7094,754,8125,2998,9140,1349,0
8149,2944,6283,123,5701,3131,7704,3233,9502,9108,5249,1363,7314,1
2515,3464,2637,4547,8034,3167,3478,3899,1391,1673,3563,2372,248,0
786,7359,2472,1972,2550,9971,2379,6119,2296,8794,157,6991,2643,0
1776,2871,7035,9541,4091,7515,1756,6910,8621,2605,4338,7880,4687,1
9793,5226,2541,5570,6960,4645,3401,4241,4617,7814,9812,7573,9056,1
493,9426,7440,2951,5102,8049,6090,716,3875,8688,8545,7935,7208,1
3065,9908,8074,4259,2297,8472,2622,7776,3417,8185,9068,5287,8877,1
973,2071,6729,1381,4077,7363,3424,5423,593,4468,7370,6675,2843,0
1785,9864,9557,276,4267,1897,5607,8457,506,6489,7754,8352,4075,1
5751,1837,150,3825,5905,3105,8053,2602,6406,6379,8296,8747,4653,1
8047,3401,2964,1500,9553,1863,4253,396,487,5933,9154,9010,5840,1
8831,5062,405,212,8756,4351,3674,1029,1475,4475,2053,565,336,0
4315,5182,5493,2349,9439,2687,1477,2872,2512,8519,5153,165,6487,1
8940,8009,8211,6585,9060,5543,556,2211,3943,3283,7097,9077,9491,1
1132,9576,9378,4811,7406,6300,2660,2647,5000,5056,2640,2406,3124,0
77,5653,740,4083,3975,7651,1999,6712,2151,1831,3531,8535,1793,0
7639,468,7203,9606,7785,733,2070,8137,2468,1333,1411,2594,1699,0
9635,8849,9273,5183,2398,7681,2327,8686,8373,2132,5647,8382,9241,1
8443,9655,4976,3452,857,8685,9224,4075,8448,6673,335,9694,8376,1
2359,41,9066,6475,174,9864,9567,6052,686,8493,1805,2908,1267,0
6603,92,3377,8170,1958,1006,9036,9418,7321,5785,3066,4498,3852,1
7760,7240,4049,7337,9999,473,410,20,2499,2731,8948,6164,8019,1
4641,7448,8261,4249,813,9648,2598,9850,9009,112,1429,4766,5213,1
8900,7821,2212,7391,4760,6354,957,8012,6186,8431,5194,3325,8211,1
3544,9108,5111,8783,2523,5904,7827,4786,8399,4100,8577,6432,9126,1
655,1159,5501,9549,3545,6287,3181,7508,930,5559,9979,7265,5291,1
662,3714,2899,8898,1046,6436,5171,9874,3139,5999,7217,1731,1335,0
1413,5313,5934,6708,6565,5005,591,7271,9126,1154,9931,6428,7590,1
6021,183,2080,4311,3233,438,9125,7813,5785,5294,6704,6846,4203,1
1421,786,8225,1908,2428,7718,7264,3673,9305,7337,3095,4815,850,0
8263,6643,9015,7016,6712,5540,6583,512,3208,8435,4537,2152,8310,1
7211,8551,5878,3060,6676,5162,6761,783,1059,5054,7095,2461,6017,1
5098,5526,3528,6105,5350,3406,2207,8901,1412,8169,6580,2141,7118,1
9767,948,5001,3037,3867,4232,4518,7759,7750,1820,7462,6082,5662,1
5550,3112,7819,7827,3561,7821,2751,6377,6234,5488,3471,4978,7531,1
2242,6526,4306,4156,5356,505,4888,9117,3,388,4601,2939,1626,0
9900,6421,8745,3367,2487,1465,9802,7293,9432,7789,2248,5639,8823,1
23,8443,3977,562,8115,940,4575,4864,1130,2403,8619,3726,1830,0
9458,8906,5863,4509,2595,3021,6229,9138,2786,1660,4252,3141,4277,1
1202,3886,5184,3074,9269,2949,1275,3470,4178,7318,8474,9070,9384,1
4566,9215,6877,3503,8251,5231,3323,1541,1854,8847,3824,297,6371,1
9491,4160,1898,6900,1834,4386,5765,9557,8939,3207,1750,873,4850,1
5981,5980,2785,9821,2805,6510,4843,6677,666,9290,1728,2792,5118,1
6719,4132,4762,3820,4646,6837,750,7899,1834,2960,9254,7289,8441,1
8988,9969,6301,518,465,7825,6923,8767,9707,5814,5984,4145,8000,1
3479,531,5801,3951,5138,9200,2380,3232,4688,586,6500,4010,4481,1
6852,6259,5422,5673,4433,7761,4826,3171,1580,6275,1986,9059,8377,1
4701,4249,4031,5786,9321,936,200,6374,7960,2936,1838,9008,8921,1
7106,9641,9517,2978,7271,911,8327,2606,7300,7269,847,4975,7453,1
9273,6914,7495,1242,1505,6107,8033,6184,6180,3018,2140,1499,4771,1
5134,2110,592,3495,5876,9219,2507,2061,8930,3962,7008,9577,7450,1
1418,1297,8504,7613,7428,2683,2340,6545,6279,7250,2808,4582,747,0
527,5733,8184,767,7007,6119,2761,3347,89,4310,239,2252,264,0
3217,3552,2627,7313,7767,5311,4594,1065,4257,8200,8766,8194,8984,1
8480,2044,5138,2922,8072,1588,4918,3945,1982,5861,8298,6732,6199,1
5659,2708,9182,7141,8657,2705,5949,602,2359,6412,5020,1904,4236,1
7424,8764,5917,7271,8127,4856,2509,2988,8648,6448,5916,2150,9427,1
5664,8519,5999,8910,6080,7521,960,5052,3868,170,5911,2522,5019,1
2690,4756,2638,4602,2091,1797,8495,8931,922,6805,9977,8842,9376,1
4012,8356,4781,9762,1884,412,9625,9547,495,2647,6020,4313,4898,1
5401,3848,2048,2102,2310,5873,7167,5815,4490,9131,8035,6319,8687,1
7559,4290,5798,146,8853,2931,5377,564,7538,8152,6720,1080,8487,1
5650,221,8446,472,1326,9666,8847,2257,6687,3603,5019,9433,1144,0
6982,6950,7767,9429,5188,7148,6945,638,7502,8043,3444,4089,9440,1
7835,7598,5297,4087,4280,7592,2715,5641,8417,4059,1436,5192,7864,1
67,7632,1972,5361,5066,2947,7393,4558,1296,6312,3698,9830,6214,1
815,3706,875,3606,6266,3645,3641,6005,9996,5890,918,1952,2824,0
2197,9828,3089,1452,9044,1548,3286,3517,5131,2852,8080,5059,608,0
5243,6874,1017,2938,988,7532,7781,6270,5330,5684,4469,3712,4437,1
8026,9994,7759,6063,8533,4915,2613,1960,6631,8600,8774,3207,9787,1
8466,3533,7096,6339,1569,5433,4862,9895,3792,975,9987,2499,7619,1
2729,444,785,3393,6369,2447,4984,5714,6507,6716,125,5356,349,0
4573,7832,4270,496,3836,5673,6263,4612,1196,9265,2197,5825,3470,0
3926,1255,5678,8350,909,7285,9277,5281,928,5082,4303,4258,2462,0
1399,2520,4794,6264,4543,4347,9944,1315,2792,6556,2993,919,411,0
6702,3634,1717,3162,3680,7977,3815,5014,2158,4110,7948,6635,4214,1
7567,9174,3883,6181,4965,3476,9598,1965,6544,4312,593,7972,8409,1
5973,9289,3627,1395,9839,2507,1681,294,5095,5537,8632,2875,5905,1
5367,757,3055,9865,4398,3923,3385,8500,4779,3894,2754,8554,4381,1
822,4309,3664,5678,5799,7027,5776,1107,9280,9927,7821,361,6862,1
5798,4758,1128,4065,5217,5379,4646,4666,7522,8051,6209,8489,9477,1
8698,529,2051,9685,4923,8862,1644,4583,4112,5494,8233,1762,2346,0
6786,6151,7068,1576,3357,7815,4987,4412,3817,2882,2637,887,3299,0
5363,9809,6352,8462,4652,6890,8414,176,1958,4219,4542,9854,8787,1
3096,8839,3739,2836,5642,3330,3737,7064,9384,4000,8800,5999,8348,1
7741,7701,1361,3374,8553,4344,2590,2516,5657,3367,7062,8790,5197,1
2565,6135,8986,1100,8218,6986,1872,1294,6592,6988,3535,6034,3811,1
2386,9226,6095,1102,3001,3449,6510,7744,424,5451,5118,4234,3276,0
3389,5407,2869,361,6090,8754,2995,1767,2465,9647,7561,9837,5499,1
9731,2310,5984,4074,4403,4447,5945,5411,7449,7684,5555,3436,6362,1
1114,8972,7687,6622,1095,5547,6374,9438,4932,568,8342,7176,6634,1
1024,4549,2714,7769,8894,352,2837,5569,1566,1612,9589,4645,2686,0
3723,7150,612,2474,7145,579,6130,5292,2397,6082,1016,9116,3358,0
6901,6352,7427,372,6441,9130,3539,376,6823,3204,2999,3578,4735,1
8719,8650,5586,7593,5750,6035,3373,4575,5118,8009,3690,2244,8495,1
3338,1412,5972,173,2782,3630,5778,8653,8336,1737,1292,6987,1031,0
9027,5513,6911,6322,1895,7400,2718,9442,7150,6401,5556,4777,9424,1
654,8978,8787,1699,1299,7119,5902,7816,2555,7835,3464,6170,3742,1
8862,2200,1477,1597,1975,6600,9956,2870,6378,6400,8946,9818,2241,0
3903,557,914,9275,7218,6454,146,5305,2600,1843,1485,8746,3093,0
2666,2146,3564,9283,1480,8680,5430,6273,2180,584,4641,6044,2691,0
8620,6780,6821,5795,7046,4614,2685,4860,2980,8282,9430,8172,9939,1
6703,4190,2679,7126,616,9176,5878,7750,1101,6164,9545,671,4180,1
3829,558,5161,1677,9772,764,1139,3281,159,9122,529,2658,434,0
2478,7696,838,2395,8239,9591,236,291,9699,3733,7291,4580,1125,0
3709,2975,520,8011,3481,8952,585,7531,2562,8326,7304,5502,1972,0
5041,1123,4650,5808,2403,7263,4656,6770,304,2612,4126,3205,529,0
3109,4113,3389,3842,2930,6050,8789,2985,5817,9505,8793,5138,9931,1
407,1666,9372,4332,4150,6201,3064,6852,8724,3652,9674,800,2842,0
6745,6054,1101,6591,3785,4941,6114,5549,6463,8945,5915,4780,8447,1
4690,9464,5527,7225,6879,5037,3830,3538,8928,9208,961,4556,8922,1
1124,7896,445,1528,954,8166,7413,6123,1966,769,617,2608,330,0
4909,6746,4304,2059,5027,6895,2713,5348,7736,7423,1240,2494,6992,1
6321,3539,4854,5535,8788,3771,2810,2405,7914,4166,467,7867,8404,1
3915,976,8705,1730,96,7329,9650,9272,2551,811,3854,7286,2208,0
9705,6001,3975,473,7185,4155,1177,6619,9588,7746,7628,2221,8064,1
32,6724,1950,5192,6493,1616,8649,2696,5094,9251,7416,1055,3416,0
9711,3055,4719,5887,5032,4357,1978,8612,6628,908,3833,4196,5648,1
7556,4447,2611,2717,3888,1313,5344,9819,1291,7000,2307,6008,3830,1
7494,4428,6962,5590,9538,1494,790,4312,2061,5647,6289,4968,8012,1
554,8593,3867,7609,4368,3294,3117,9429,2353,6794,9441,9338,8686,1
3917,9300,5882,3873,8118,1067,6148,3151,2523,8586,1293,402,4828,1
4508,3719,416,9025,7805,154,1476,9274,4583,9349,2738,7707,5950,1
5665,6392,305,7650,6166,3304,7494,2620,2601,3637,3055,8578,5589,1
3775,569,4217,4631,5012,5105,9364,504,6561,6910,3242,9350,7123,1
7993,3011,6093,3798,6849,2285,6722,3431,9224,6310,9391,8932,9912,1
3908,5848,4691,5034,6932,190,9957,2193,8586,5982,5114,1550,8569,1
6850,9378,2084,3540,9820,450,2393,1859,8154,7610,7895,2063,7244,1
7492,7658,1810,1898,7606,3260,3881,4132,8078,3387,2169,1491,4713,1
1950,1047,8728,3985,9511,1304,1174,4212,2174,1882,6463,9190,4163,1
9524,2590,858,3787,2559,2056,7326,9067,7734,663,9006,1045,952,0
7078,2867,7645,2278,8976,141,723,7678,6995,6804,5985,537,6929,1
3198,8708,8919,3232,8614,4771,441,4125,114,7264,7105,5549,7371,1
5295,7573,649,1238,2926,5693,9563,2573,8450,7323,7518,4571,4591,1
6109,1227,9231,8613,7647,3555,7350,288,955,8208,2276,260,691,0
5689,9303,751,1970,51,9993,9980,6972,2504,6555,9678,3094,2004,0
4724,1742,6099,1701,255,6418,9875,8482,4425,9579,198,204,2427,0
1121,445,5399,5871,2818,6624,2000,9387,762,5039,3164,6393,1400,0
7260,2730,8194,5236,4272,9558,3495,2902,5840,5319,1763,6035,6650,1
881,6641,9536,7948,1906,3320,6931,9291,4480,2917,2464,7557,4846,1
2962,7355,5754,74,7905,2325,2304,6112,1811,6591,3405,4302,2679,0
9897,7568,5655,1379,3615,5334,4221,7332,2890,9662,2576,8947,5611,1
3250,8029,7616,8223,4207,1933,7596,6508,9105,5438,2685,3751,7205,1
2467,4054,7180,4338,5698,4602,6732,2734,4979,104,6369,7624,5972,1
9628,1132,8511,3070,3435,3884,5821,7425,9006,7669,3465,1296,4292,1
4590,1719,6793,1720,2079,6421,3235,9589,8669,7517,2549,781,4099,1
6433,3580,9190,813,5028,6408,4810,3736,2513,5474,6135,6877,3010,0
6697,582,6752,68,5335,5403,7665,1466,6911,7713,3007,9068,2404,0
243,4279,2054,6993,6429,1524,4779,6757,4024,687,1915,4949,1396,0
1415,1256,7821,8458,4471,6906,6852,1943,7041,4353,1054,5919,715,0
4695,7599,7253,6195,4565,8300,5728,1549,6570,964,2951,1642,4311,1
9268,7600,7993,287,9129,214,4584,3336,5067,793,2161,4971,2031,0
5213,1550,1651,3154,8594,3843,1122,4410,1946,7482,1781,4908,1052,0
3302,693,9494,1029,8865,1316,1199,6329,2168,3552,3652,386,585,0
7659,4659,8114,7647,2356,8594,9285,898,3272,8020,3597,725,6232,1
7935,404,9334,7808,2691,8749,2076,7400,7551,859,5167,5329,7907,1
4106,4837,7103,3253,4616,3811,9557,2153,5009,6462,317,7793,7080,1
5705,357,5005,317,3186,8068,1091,8279,3576,8494,9787,3386,2562,0
2252,671,6525,1714,9040,6093,467,1822,9038,9016,9665,3849,3820,1
7181,3493,6165,6616,2716,8017,2288,7878,1877,3550,652,3046,1982,0
5484,5712,3281,8298,410,8025,6592,9188,5329,7035,9771,4485,9308,1
9582,4305,1386,6658,5250,1312,7980,5359,9766,1501,4915,191,4008,1
8896,9699,2097,7866,4515,7712,1679,6252,8991,1874,7672,1312,5437,1
9162,7912,9648,565,3952,4319,4662,7398,6492,8894,6195,449,8949,1
6277,4857,8450,9279,339,9389,5199,9595,9792,1035,4057,5557,8696,1
7005,1855,4342,6469,1824,8653,8928,2149,7214,3761,6244,4846,7776,1
7082,5926,9108,1259,7829,50,4277,6541,1167,5759,3214,7976,2965,0
6304,7023,6281,2325,936,3271,8715,9769,2730,8845,1996,3090,6308,1
1721,1821,9094,2413,3217,8556,7457,1390,6751,3284,4821,6061,1838,0
910,3931,5775,2076,5629,8008,5802,342,2282,6901,6802,3613,4879,1
388,6341,7174,2134,7210,1196,9458,1260,6890,9202,7945,1309,5897,1
649,4584,5961,3784,4030,3742,4358,8185,4850,5022,8261,3657,5858,1
9717,3873,1399,2295,7906,1335,8673,731,3945,2556,4825,478,591,0
8907,6673,9054,3458,9360,3846,2558,920,5070,1470,5557,5445,6623,1
7290,3681,1114,1574,4253,6561,9163,259,2253,8776,6495,4945,2500,0
7535,4386,1074,188,5830,5234,4450,4170,3923,2566,2922,4130,385,0
1582,7554,7432,3468,43,8533,9158,9435,6127,4707,6989,9040,7312,1
4806,3363,7363,1925,8455,892,981,7789,1629,1400,3629,429,221,0
2340,5529,7979,4186,9869,2248,796,1062,8348,5552,3811,5474,7058,1
1849,3932,631,258,9583,610,592,5172,5518,3974,5943,5865,1402,0
571,2218,9814,5787,6742,3945,6857,1782,2671,5515,7782,2435,3109,0
1700,3842,5969,8483,8701,16,7947,1221,9630,5886,9090,5133,7933,1
9623,3158,2483,4436,5165,9668,603,4490,5283,4962,1501,3731,3218,0
6402,8925,8267,769,3050,9020,7272,1338,6338,3214,7819,8991,5998,1
9905,2565,8567,9441,6323,721,7369,5136,5912,2135,5375,6002,8004,1
8451,9566,1994,2972,1069,6605,7830,6978,4812,7747,8711,548,5198,1
3445,9646,9857,4822,8199,3253,5898,1042,1498,530,7158,5156,5090,1
700,7358,5791,1450,8992,4421,1060,3030,1138,2568,9595,1603,3955,1
4030,2549,4620,3486,1586,9461,8501,2194,329,9276,3254,3854,3750,1
1416,3520,267,4530,3720,1866,8044,6823,2426,6871,9864,9195,4672,1
4319,197,474,1160,3085,7081,2376,8132,3981,2808,6651,1788,1223,0
4382,6844,3399,3668,4323,6099,9459,327,8814,927,2592,4523,5592,1
229,7235,9910,7930,9227,909,3430,3477,2674,2092,969,1774,154,0
5852,6552,1073,3432,680,8375,9774,4427,6214,4472,5227,3123,4560,1
4642,6496,209,9567,258,8204,9218,7348,9965,7681,8830,7520,7017,1
6986,7480,4343,8830,8880,138,6303,2366,2163,3626,6264,5478,7150,1
2699,6826,4475,7208,3453,7230,1231,8640,7274,3347,8077,4269,7857,1
7635,3936,9710,2538,7495,1170,1468,8817,3323,5834,5717,261,5105,1
5817,1095,23,4805,1519,2223,9742,8340,7560,29,8251,5412,2396,0
519,3669,8213,6849,6615,5250,609,6932,393,6297,3998,8366,6892,1
8205,9535,4017,338,4823,8151,6422,676,8857,9753,1322,8830,6120,1
5843,7383,6861,1941,1328,7376,3911,9481,818,1043,9448,8795,5221,1
4495,761,4793,3463,5762,6209,4076,3681,2135,3045,2371,4998,490,0
2428,9270,4616,4128,5,9759,8948,9988,9767,3646,8134,2784,6420,1
8235,4762,5225,8177,9179,4321,3449,196,6355,3502,4153,7207,8780,1
8712,5018,1775,7877,2012,9084,7070,3212,1619,4605,8831,5320,4317,1
4789,7721,1825,8721,7605,7372,325,3578,8090,1625,6531,293,3205,0
9804,7154,8751,6231,7662,1436,4971,4739,2665,8239,2860,3092,7688,1
8583,8760,5487,2842,977,8342,5351,7933,1385,8453,4614,2216,6558,1
4310,7029,3056,3287,323,6464,8869,8983,4416,4179,8670,3178,6478,1
2309,3892,5443,3338,4575,7732,2559,5272,1880,667,4064,5485,1715,0
4929,3472,9441,577,7254,1409,3133,7322,2629,2892,6876,6225,2185,0
7822,6927,3840,2896,5286,44,5836,8715,6172,3382,2790,5027,5618,1
1255,3982,4750,4917,7067,3532,3824,4766,5355,6084,4923,335,3134,0
4659,4397,5892,329,5536,5294,4972,4014,7137,6668,6481,3190,7726,1
6422,6157,1887,5466,9434,90,806,6147,8275,9493,823,257,7983,1
5103,2114,287,9916,6613,6791,1839,4164,273,5263,8102,7626,958,0
4699,2132,4933,1519,8057,7277,2678,530,1106,9412,8770,8447,7203,1
2078,7663,4594,9362,4884,8623,3797,2720,5237,8699,635,1454,4470,1
1352,1291,8701,7490,2069,4878,7017,7362,8622,6263,7449,971,1800,0
3382,1892,5711,3898,3339,419,7607,9214,2405,8205,5141,5428,5627,1
7113,5604,2175,5521,340,7265,7808,9097,5779,2397,5018,2258,4369,1
6155,39,5289,5037,5813,711,6030,7149,1689,7717,4910,1593,436,0
5193,9775,3779,48,2545,8663,3546,6266,2484,977,6773,8092,573,0
2326,7285,1227,4803,2886,5955,2540,9410,5759,9365,1676,4154,5783,1
1295,7786,6918,7127,5444,8304,1713,4377,1396,4567,485,5102,3999,1
4095,296,8335,9105,9233,2370,110,5327,3429,7120,1168,5447,1650,0
7445,2191,8570,6913,7492,5622,5796,40,4705,8079,7558,8617,9111,1
3273,3337,7741,5919,6847,252,2633,9554,5082,5052,8178,8359,9262,1
8669,4444,7090,6275,5231,4754,170,9752,1624,7273,413,5732,5669,1
8487,4349,1151,1537,9447,1952,4625,428,1005,8942,6484,1527,2625,0
5093,6557,5606,151,1405,4235,8092,8244,9958,2630,521,4225,3678,1
6988,2321,3714,1412,5853,1087,7352,5379,8923,8089,121,3619,3827,1
7133,891,1561,8182,1589,9621,3811,6721,3480,8904,8502,8438,2834,0
6803,85,1763,8915,9151,1820,940,5296,8345,1142,1995,3127,3972,1
2863,668,8573,9951,7596,1934,49,9312,9818,5076,9452,981,3995,1
8894,3320,4012,346,6718,5284,4164,3175,6830,2991,1382,9051,2049,0
9522,2403,8459,206,7016,2296,2614,7296,1310,6109,4570,1563,1107,0
1584,729,7077,9788,759,8088,7578,6593,8964,6950,7822,7843,3788,1
7534,1167,3574,6543,7004,3680,3851,4697,151,7707,9267,787,1248,0
7522,9145,5246,9930,4424,4969,4430,6371,5384,753,7761,2634,6926,1
8981,1437,929,155,6652,7743,2576,2419,2984,2696,8024,8650,1034,0
3660,543,5481,5989,383,5085,9522,9322,8306,485,1489,5804,4818,1
4363,1963,4117,9860,1157,7362,7211,6626,9026,1281,8104,1131,6238,1
8892,1078,9139,8576,1153,8130,5065,8013,2756,4746,2074,6243,4326,1
7577,4135,8781,2862,8092,1546,2872,5988,7148,6772,2538,763,6348,1
3528,4301,2094,5061,4339,6691,1611,7565,9492,5155,5814,8804,9777,1
8573,4041,6872,3973,7318,4066,4975,2730,6944,7126,7781,9101,9810,1
7036,8647,7951,386,8083,2116,1969,6341,587,3568,9581,1017,5994,1
294,4552,7580,3731,1706,6364,5445,8119,3486,1229,376,8460,814,0
6661,7435,3007,6391,7815,1024,1389,8473,516,3888,6058,9112,7348,1
6189,4363,5452,2812,4309,8119,3187,4598,7686,7817,5958,8886,9874,1
7255,5123,1963,4383,7251,5260,5974,637,906,5572,9224,8085,7327,1
6164,2970,1341,7623,1459,8751,8815,2863,2246,2723,2965,4471,1786,0
4893,9634,99,2177,1209,4884,8783,7419,7039,6376,5352,3117,2645,0
7235,3300,469,3451,2944,8113,6966,2724,4564,2172,65,4641,1698,0
3885,2614,1490,4201,9748,400,1630,3340,1368,9596,1751,2292,1483,0
5701,9953,1013,8891,7526,5440,91,5878,7058,737,3396,9975,6965,1
2328,3328,5829,5117,4050,4662,9241,2350,7062,7260,183,5669,5836,1
2563,2790,176,2795,3165,9239,1455,6772,993,1291,7716,4719,41,0
8575,624,3787,8848,6575,559,5635,6652,3415,8915,7677,7933,4473,1
5553,5850,4276,8318,2941,2024,9661,6125,4004,9639,1624,8091,9290,1
1373,9915,734,9614,8381,2473,7081,248,7497,3228,5511,2763,226,0
8420,1199,2548,5385,5546,4286,6598,3389,3211,333,3144,102,100,0
7955,1306,337,5635,4370,9914,815,5108,4559,3258,4681,5111,1451,0
841,7724,9265,8032,7491,5602,489,5369,7239,5424,868,3465,2862,0
8859,6850,5395,4219,8438,5413,991,3299,5339,2401,9040,5913,8786,1
5692,42,3259,4604,9794,56,4178,738,4377,2337,1028,1124,1195,0
8366,8211,4519,3069,9241,2790,3006,1988,1350,7290,9920,8774,8903,1
9500,4727,4958,3595,1688,2973,8939,8051,9954,225,107,9006,6021,1
6604,6864,3571,8287,1447,4557,6702,9198,7177,144,9460,7319,8764,1
1718,5007,5702,4496,1156,2843,9752,8607,7841,2000,7927,7450,8139,1
3550,4898,9402,7799,3934,150,7184,9071,12,7310,6977,2622,6805,1
4708,7195,8717,8866,9974,727,822,952,7577,2710,4309,7570,8820,1
7077,8259,7393,9088,6714,9929,2278,423,2483,9987,865,8502,9255,1
6440,3223,7816,2716,1321,6769,5624,8392,8439,4636,6252,8811,8908,1
4709,5056,7241,1219,9655,1865,3995,88,5753,7099,7413,345,8224,1
4879,6417,5946,1404,5040,7187,5096,2646,9336,3379,7468,9788,8861,1
7162,1271,8500,2895,7977,8185,756,1681,1265,1851,7660,6264,4013,1
2879,3519,6436,7545,3567,4179,4967,7795,8949,8910,372,5441,7129,1
3835,6592,3907,9638,2095,9619,9329,271,6482,5721,8208,7203,8965,1
6077,5634,9667,8303,498,6916,8973,7440,2985,3897,9038,2974,8163,1
5026,6205,8475,7917,4254,8164,5146,2672,5561,5181,7719,9677,9849,1
8008,5969,6155,8827,985,8839,7356,5393,9501,5211,2906,5128,9337,1
2696,3181,2670,6946,1637,7991,9053,3003,9715,7952,2144,8662,8613,1
1032,4068,632,2535,8116,5534,1329,3511,9783,6292,3687,2553,1459,0
844,9393,5071,1948,6123,7672,5641,160,5791,8062,7935,7508,4185,1
4982,9499,6280,4161,97,8177,8619,9434,5772,9611,1830,466,7152,1
6475,5290,4972,401,7774,233,6485,4238,6176,9333,731,3903,5842,1
8579,5171,9684,220,9461,2363,1727,2874,7614,5231,6684,2692,7260,1
8646,252,1932,9603,991,8856,5318,7404,397,6510,3267,8669,1701,0
8995,4885,471,290,5755,8873,3622,1479,6747,3285,8258,4576,2143,0
8952,3597,6912,1949,7427,188,2503,8877,1625,627,750,9466,2808,0
7311,2753,8881,6433,9112,463,4349,3373,7268,6895,627,5822,7246,1
6525,265,7776,569,9588,2659,1936,1747,1043,631,7944,665,2687,0
8924,2373,4362,7853,603,6998,8816,7039,2906,7667,1672,3523,3192,0
5110,4867,3365,8402,3635,7808,4930,4119,6360,6633,3308,6775,8673,1
1443,1906,9797,3442,1916,9898,7288,2339,108,1511,2959,9614,822,0
1002,7645,5713,4639,4870,3044,3912,8220,9090,278,446,1395,1152,0
6221,8231,8454,6298,3128,4851,5452,7210,4246,1758,778,7546,6410,1
3211,605,9224,8495,7211,4777,5538,1599,9248,3449,6544,9813,7451,1
2633,4874,2026,3076,2034,948,8418,9955,7466,2227,7302,3504,4736,1
2229,831,9011,6022,2295,3466,8080,7325,8368,7782,3691,1807,1041,0
2013,2951,2733,999,1383,6112,6704,7799,4132,321,5973,5392,1178,0
685,6933,2289,3386,6292,1433,2861,8972,7022,367,7483,7169,2180,0
4652,5881,8853,9021,1020,1921,9745,9875,3046,4198,9625,9947,9663,1
7580,3540,9958,9516,9569,791,2569,3070,4151,8583,1709,4584,6305,1
2258,4365,2917,4532,9473,6236,580,58,3658,9845,185,720,3220,0
3627,1163,7848,4813,2688,7710,5598,4920,5121,3543,8932,7828,7888,1
4658,7414,3265,5730,4179,5977,8309,1791,5626,6822,697,7503,8522,1
4809,695,4166,6441,5523,5764,1353,7189,4766,8972,85,7297,3291,0
4459,1838,9461,6703,2770,605,9231,8252,2324,6131,9837,9067,8361,1
8496,8923,8748,216,4721,2726,9914,2735,691,6144,9902,5029,6373,1
3547,5019,1133,1623,8207,7083,1591,1508,7633,4491,6101,5753,4796,1
5082,7917,8263,98,2393,9414,3090,6196,6050,9555,3433,9294,5406,1
8736,2721,4534,8393,2151,7273,5495,6346,7098,7089,7428,7619,9101,1
5515,4411,6589,8481,3583,2753,5554,8618,3978,2296,8506,7346,9052,1
1630,5299,3647,9980,6171,2887,3516,7012,9172,2076,1287,2084,295,0
2943,7673,4295,4350,6792,5232,4149,3138,5113,3306,9348,4681,7988,1
8568,7249,4944,2575,7663,2686,648,7811,2194,6037,7069,932,6300,1
5602,3785,5458,3059,2925,7048,4805,5978,3626,882,5800,944,3268,0
9794,7135,2625,9486,3231,6345,1957,9081,2898,1690,2026,816,1723,0
4430,2595,9308,4529,7878,6862,3715,220,8974,1562,9806,8272,9172,1
7718,8217,2290,2058,9474,1126,359,5389,9514,4199,3742,837,6284,1
5183,2720,8525,5994,5408,3598,6175,4667,8155,1110,8919,8202,9583,1
3905,2074,8043,2296,5528,6532,6430,1335,3214,8898,7627,8402,5226,1
6303,9584,6768,9702,8255,6192,172,3721,7181,6006,4306,3676,8870,1
4268,733,5820,617,6735,1514,9960,1122,1557,4525,144,1397,837,0
8029,31,6891,8614,963,4467,8714,8497,447,9561,5117,4479,2037,0
9888,6221,8031,9730,7932,3404,1814,5477,6334,6707,4619,7606,9546,1
3491,3664,3228,4241,3240,946,9267,7159,2408,5544,2584,5218,4603,1
2112,1379,3777,7721,7434,3522,2874,5168,2389,5387,2674,160,461,0
6817,7348,7447,8657,7856,958,2824,7052,1976,9414,3614,5352,8980,1
1305,3178,1254,7886,9359,3291,3798,240,4388,4678,8646,5307,426,0
