col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,target
21,38,31,34,18,29,24,29,21,35,26,27,19,38,20,24,17,30,19,20,20,31,21,26,19,33,17,22,20,33,27,28,28,46,42,43,5
18,28,24,30,21,36,24,25,23,38,33,35,17,31,20,20,19,30,19,24,20,31,25,26,19,33,25,26,29,46,42,41,34,52,42,45,5
21,35,24,26,23,39,31,33,21,35,33,35,19,31,20,24,19,30,23,24,20,28,25,26,28,46,40,39,35,52,42,43,28,43,39,37,5
21,35,31,34,29,47,38,41,39,60,54,52,19,28,24,24,28,47,41,43,35,61,50,51,28,43,37,33,29,52,53,46,31,62,57,54,5
29,46,38,42,39,61,52,50,35,60,54,52,28,48,42,43,34,60,48,49,29,58,50,49,28,52,51,44,32,62,57,52,24,56,48,48,2
29,57,56,48,26,58,52,47,18,53,54,52,19,55,49,47,17,57,48,47,16,58,54,51,17,52,46,44,18,52,53,50,12,52,48,48,0
26,57,52,48,18,54,52,50,15,53,46,49,17,58,49,47,15,57,52,49,16,51,50,45,17,52,51,48,13,52,48,46,9,43,45,45,0
18,53,52,51,15,54,44,47,15,43,43,41,15,58,53,49,15,50,48,43,13,45,43,45,12,52,46,44,10,43,45,43,12,41,42,43,0
15,53,44,48,15,44,41,39,9,40,43,38,15,51,49,43,12,44,41,43,10,38,37,37,9,43,43,41,13,41,42,41,12,36,35,37,0
9,40,41,37,9,39,38,36,9,35,37,38,9,38,36,35,9,30,23,31,13,34,29,33,12,36,33,33,13,30,23,35,9,33,27,33,0
6,31,31,34,6,36,27,33,9,31,29,38,9,31,24,35,9,30,27,35,13,31,25,37,12,30,21,33,13,27,23,28,14,33,27,37,0
6,35,27,34,9,32,27,36,9,35,33,38,9,31,28,35,12,30,23,35,18,38,29,37,12,27,21,26,15,33,27,35,19,43,42,45,0
9,31,27,37,9,36,31,36,9,38,33,41,12,31,24,35,17,37,27,35,18,40,37,39,14,33,25,33,20,43,42,43,19,52,45,45,0
9,35,31,37,9,39,31,39,12,43,40,41,17,38,28,35,17,39,35,37,18,48,40,42,19,43,40,41,20,52,45,43,19,56,53,52,0
9,38,31,40,12,44,38,39,15,43,37,38,17,40,36,37,17,47,38,40,18,51,46,45,19,52,43,41,20,56,53,50,22,56,57,48,0
12,43,38,40,15,44,35,36,15,38,26,35,17,48,39,40,17,50,44,43,18,42,37,37,19,56,51,48,23,56,57,46,17,49,45,45,0
15,43,35,37,15,39,24,33,12,35,22,35,17,51,45,43,17,41,35,35,16,38,33,37,22,56,55,44,18,49,45,43,19,52,48,48,0
15,38,24,34,12,36,20,33,12,35,26,35,17,42,36,35,15,37,31,35,13,38,33,37,17,49,43,41,20,52,48,46,17,43,42,40,0
12,35,24,34,12,39,31,36,12,40,37,35,12,38,32,35,12,37,31,37,16,38,33,37,17,43,40,36,13,39,31,35,14,41,39,40,0
12,40,35,34,12,41,35,33,9,40,40,41,15,38,32,35,15,39,38,35,16,42,40,42,14,41,37,36,15,46,45,43,14,46,42,43,0
12,40,35,34,9,41,38,39,12,43,40,43,15,40,39,35,15,41,38,40,16,45,40,39,14,46,43,41,15,46,42,41,14,46,42,40,0
9,40,38,40,12,44,38,41,12,46,46,43,15,42,39,40,15,44,38,37,16,45,40,42,14,46,40,39,15,46,42,38,14,46,45,43,0
12,43,38,42,12,47,44,41,12,43,43,41,15,45,39,37,15,44,38,40,13,45,43,39,14,46,40,36,15,46,45,41,14,43,45,43,0
12,46,44,42,12,44,41,39,9,43,37,38,15,45,39,40,12,44,41,37,16,45,37,39,14,46,43,39,15,43,45,41,14,43,39,43,0
12,46,38,40,15,47,44,44,17,46,46,46,12,42,32,37,12,44,38,40,16,48,46,45,17,46,37,39,15,43,42,41,14,49,45,45,0
15,46,44,45,17,47,44,44,15,49,43,46,12,45,39,40,15,47,44,43,18,51,43,45,14,43,40,39,15,49,45,43,17,49,45,45,0
15,46,44,42,17,50,44,44,17,46,46,46,17,55,49,43,17,50,38,40,16,45,40,45,14,49,43,41,15,49,48,43,14,49,45,45,0
17,46,44,45,17,54,41,41,15,60,50,49,15,45,39,43,15,50,48,43,18,58,50,51,14,49,43,41,15,52,48,46,17,52,53,52,0
15,60,48,48,18,65,56,52,21,64,58,52,17,58,49,49,17,60,52,49,20,61,54,51,17,52,51,48,23,59,57,50,19,59,57,54,0
18,64,56,53,21,65,56,50,21,60,58,54,17,61,53,49,19,60,52,49,23,65,58,54,22,59,55,48,20,59,57,52,22,62,60,54,0
21,60,56,53,23,65,56,52,18,57,54,49,22,65,57,52,25,64,56,52,23,58,50,45,22,62,58,50,25,66,60,59,22,66,60,52,0
18,57,52,48,18,50,44,39,21,49,40,41,22,58,49,43,22,47,38,40,23,51,43,42,22,66,58,48,25,59,53,46,22,56,48,48,0
17,49,48,42,18,58,48,50,18,60,54,49,9,28,42,52,12,30,44,47,18,51,50,45,3,4,55,82,4,6,57,78,5,15,48,64,1
18,57,48,51,18,61,52,47,18,60,54,49,12,31,45,47,17,50,48,43,20,55,50,49,3,6,55,76,6,15,48,62,12,39,45,52,0
18,60,52,48,26,65,52,47,21,60,54,46,19,55,49,47,22,54,48,47,23,58,50,49,12,39,43,48,20,52,48,46,19,56,53,48,0
21,60,52,45,18,58,52,44,18,53,50,46,22,58,49,47,19,54,44,43,20,55,50,45,19,56,51,44,20,52,48,43,17,56,45,45,0
18,57,52,45,18,54,48,44,18,49,50,46,19,55,45,43,19,54,48,43,20,45,50,45,19,52,46,41,18,56,45,43,19,49,48,48,0
18,53,48,45,18,50,48,44,21,49,50,49,19,55,49,43,19,44,48,43,23,48,54,51,17,56,43,41,20,49,48,46,24,49,57,52,4
18,49,48,45,21,50,48,47,21,46,50,49,19,45,49,43,22,47,52,49,26,51,50,51,19,49,46,44,25,49,57,50,28,52,60,57,4
21,49,48,48,21,47,48,47,18,46,46,43,22,48,53,49,25,50,48,49,29,48,54,51,24,49,55,48,29,52,60,55,28,56,60,54,4
21,46,48,48,18,47,44,41,23,46,46,43,25,51,49,49,28,47,52,49,26,48,50,49,28,52,58,53,29,56,60,52,31,52,57,54,4
18,40,27,37,21,39,31,36,21,40,37,38,17,34,20,31,19,33,19,27,23,34,25,29,17,27,25,33,18,23,23,31,12,20,19,33,5
21,38,31,37,21,41,35,36,18,35,29,27,19,34,20,27,22,33,23,27,18,31,21,29,17,23,21,29,13,20,19,31,14,23,15,30,5
21,40,35,37,18,36,27,25,17,28,18,27,22,34,24,27,17,30,19,27,18,31,21,29,12,20,17,29,15,23,15,28,14,27,15,30,5
18,35,27,26,17,29,16,25,17,35,18,24,17,31,20,27,17,30,19,27,20,31,21,29,14,23,13,26,15,27,15,28,17,30,19,30,5
25,44,28,26,31,48,36,32,31,47,38,38,41,62,46,41,34,58,50,39,35,56,44,43,34,59,43,40,39,59,45,42,38,59,45,47,2
31,47,36,33,31,48,36,36,31,54,41,40,34,59,51,39,34,55,42,41,35,59,47,41,38,59,43,40,39,59,45,45,38,59,49,44,2
31,54,39,39,38,65,49,48,41,64,51,50,34,59,46,39,38,61,50,44,39,66,59,50,38,59,47,40,39,59,49,42,38,62,49,47,2
38,64,49,49,41,65,49,48,38,57,55,46,38,62,51,44,38,65,57,48,39,62,52,50,38,59,47,40,39,62,49,45,38,62,53,47,2
38,57,53,45,34,61,53,48,34,57,51,46,38,62,51,48,38,61,50,44,39,59,52,43,38,62,51,43,43,62,53,50,38,62,53,47,2
34,60,53,49,34,58,49,44,34,57,51,46,38,62,51,44,38,58,50,41,39,62,52,43,42,62,51,48,39,62,53,45,38,59,49,47,2
34,57,49,45,34,58,49,44,41,60,47,46,38,59,51,41,38,61,50,41,35,59,44,41,38,62,51,43,39,59,49,45,38,59,45,41,2
41,60,45,45,38,61,53,44,38,60,47,46,34,59,43,39,34,58,42,39,39,59,44,41,38,59,43,37,31,52,42,39,30,59,42,41,2
38,60,53,45,38,61,45,44,38,60,47,46,34,59,43,39,38,58,42,39,35,59,47,43,30,52,40,37,31,59,42,39,34,56,42,41,2
38,64,49,51,41,65,53,50,41,57,55,46,34,59,46,44,41,61,45,41,39,59,44,41,34,56,43,37,43,62,49,45,34,59,49,41,2
41,57,53,45,38,55,45,38,34,54,47,40,38,59,43,39,34,51,42,41,32,52,38,35,34,59,47,37,35,56,42,39,34,52,49,44,2
38,54,45,39,34,55,45,38,25,41,26,27,34,52,43,41,31,51,36,33,25,39,26,20,34,56,40,37,35,52,49,42,30,46,39,34,5
34,54,45,39,25,42,24,25,19,37,22,27,31,52,37,33,24,38,24,18,20,33,18,24,34,52,47,40,31,46,39,32,21,39,25,25,5
25,41,24,26,19,38,20,25,17,30,22,23,24,39,25,18,19,32,16,22,20,33,26,28,30,46,37,30,22,39,25,23,27,43,39,41,5
17,30,20,22,19,31,20,25,19,30,26,27,19,33,25,26,28,45,39,39,35,52,41,43,27,43,37,37,35,59,53,50,38,59,49,52,5
28,47,42,45,34,61,49,50,28,57,51,50,28,52,51,44,31,61,54,50,25,56,47,46,34,62,55,50,31,65,57,52,21,56,53,52,2
28,57,49,49,19,55,49,48,17,57,51,50,24,56,46,44,17,51,45,44,18,52,52,50,21,56,51,48,14,46,45,45,10,46,42,47,0
15,57,53,51,15,51,49,44,12,44,44,46,12,52,46,44,9,42,42,41,13,41,41,41,10,43,43,40,8,39,39,36,7,37,33,38,0
12,33,28,33,9,31,24,36,9,30,30,38,9,33,25,29,12,29,20,33,13,27,22,28,10,30,19,30,8,27,18,28,10,27,21,34,0
9,30,24,37,9,31,28,36,12,30,26,38,12,30,21,33,12,26,20,26,15,33,26,35,7,27,16,26,11,27,21,32,10,33,25,34,0
9,30,28,37,12,31,24,36,17,37,30,38,12,27,21,26,14,32,24,33,20,43,41,43,10,27,19,30,11,33,25,32,16,37,29,38,0
12,30,24,37,17,38,28,36,17,39,38,40,14,33,25,33,19,42,39,41,20,52,44,43,10,33,23,30,17,37,29,36,16,41,33,41,0
17,37,28,37,17,40,36,38,17,47,41,43,19,43,40,41,19,51,42,41,20,56,52,50,16,37,27,34,17,41,33,39,16,41,39,41,0
15,37,32,37,12,38,32,36,12,37,34,40,19,52,46,44,17,42,39,36,13,39,30,35,18,46,37,40,19,46,39,42,16,43,33,41,0
12,37,32,37,12,38,32,38,15,37,34,38,17,43,40,36,12,38,28,33,15,41,38,38,18,46,37,40,17,43,33,39,16,52,49,47,0
12,37,32,39,15,38,32,36,15,39,41,38,12,39,29,33,14,40,36,36,15,46,44,43,16,43,31,37,17,52,49,45,18,56,53,52,0
15,37,32,37,15,40,39,36,15,41,41,43,14,41,37,36,14,45,42,41,15,46,41,41,16,52,47,43,19,56,53,50,21,56,49,47,0
15,39,39,37,15,42,39,41,15,44,41,40,14,46,43,41,14,45,39,39,15,46,41,38,18,56,51,48,22,56,49,45,18,52,45,47,0
15,41,39,42,15,45,39,38,15,44,41,43,14,46,40,39,14,45,39,36,15,46,44,41,21,56,47,43,19,52,45,45,18,52,49,47,0
15,44,39,39,15,45,39,41,12,44,44,40,14,46,40,36,14,45,42,39,15,43,44,41,18,52,43,43,19,52,49,45,21,52,42,47,0
15,44,39,42,12,45,42,38,15,44,38,40,14,46,43,39,14,42,42,39,15,43,38,41,18,52,47,43,22,52,42,45,21,52,45,47,0
12,44,39,42,15,48,45,44,17,50,44,46,14,43,40,39,14,48,42,41,18,49,44,43,18,52,43,40,19,52,53,45,16,52,53,52,0
15,47,45,45,17,51,42,44,17,54,51,46,14,49,43,41,17,48,42,41,15,49,44,43,18,52,51,43,17,52,53,50,16,49,45,47,0
17,50,42,45,17,55,49,44,17,50,41,43,17,49,43,41,14,48,42,41,15,49,47,43,16,52,51,48,17,49,45,45,13,46,45,47,0
17,54,49,45,17,51,39,41,15,44,41,46,14,49,43,41,14,48,45,41,15,49,44,43,16,49,43,43,14,46,45,45,13,49,45,47,0
15,50,49,45,17,58,49,50,17,60,55,52,14,52,46,44,17,51,50,48,23,59,56,50,18,52,47,43,22,56,49,50,21,59,53,52,0
17,60,53,51,19,61,53,50,22,64,59,55,22,59,55,48,19,58,54,50,23,62,59,52,21,59,51,48,22,62,57,52,21,62,61,54,0
22,64,57,54,25,65,57,53,22,57,51,46,22,62,58,50,24,65,57,57,23,66,59,50,21,62,59,50,22,65,61,52,24,65,65,58,0
25,64,57,54,22,58,49,44,22,47,41,43,24,66,58,57,22,65,57,48,25,59,52,46,21,65,59,50,25,65,65,56,24,65,65,54,0
22,57,49,45,22,48,39,41,22,50,44,43,22,66,58,48,24,58,50,44,23,56,47,46,24,65,63,54,25,65,65,52,24,62,61,54,0
22,47,39,42,22,51,42,41,22,50,41,40,24,59,51,44,22,55,45,44,18,52,47,43,24,65,63,50,25,62,61,52,24,59,57,54,0
19,50,42,42,17,48,42,41,12,39,44,46,14,39,40,41,5,14,36,57,4,7,44,76,18,46,47,50,11,13,53,78,4,2,61,88,1
17,47,42,42,12,40,42,44,12,37,44,52,5,15,37,57,3,6,42,74,4,6,56,85,10,13,51,76,5,2,61,85,4,8,57,88,1
12,39,42,45,12,38,42,50,9,27,44,55,3,7,43,74,3,5,54,83,4,4,56,85,4,2,59,83,5,8,57,85,4,8,57,85,1
12,37,42,51,9,28,42,53,12,30,47,50,3,6,55,83,3,3,54,83,4,6,56,79,4,8,55,83,5,8,57,82,4,5,53,81,1
9,27,42,54,12,31,45,48,17,50,51,46,3,4,55,83,3,5,54,77,6,15,47,62,4,8,55,80,5,5,53,78,4,5,57,85,1
12,30,45,49,17,51,49,44,19,54,51,50,3,6,55,77,5,14,45,60,13,39,44,50,4,5,51,76,5,5,57,82,7,6,53,81,1
17,50,49,45,19,55,49,48,22,54,51,50,5,15,46,60,12,38,42,48,20,52,47,46,4,5,55,80,8,6,53,78,10,24,53,62,1
19,54,49,49,22,55,49,48,22,57,51,50,12,39,43,48,19,51,45,44,20,56,52,46,7,6,51,76,11,24,53,60,16,46,45,44,0
19,54,45,45,19,55,49,44,19,44,51,46,19,52,46,41,17,55,42,41,20,49,47,46,18,52,40,40,19,52,45,42,18,52,49,52,4
19,54,49,45,19,45,49,44,22,47,55,52,17,56,43,41,19,48,45,44,25,49,56,50,18,52,43,40,19,52,49,50,27,56,57,54,4
22,47,53,51,25,51,49,50,28,47,55,52,24,49,55,48,28,51,57,53,29,56,59,52,27,56,55,50,28,56,57,52,27,56,57,54,4
25,50,49,51,28,48,53,50,25,47,51,50,28,52,58,53,28,55,57,50,32,52,56,52,27,56,55,50,28,56,57,52,27,52,49,54,4
19,37,32,39,17,34,20,32,19,33,22,30,17,27,21,29,17,26,24,33,18,23,22,31,10,17,23,37,11,20,25,36,10,15,25,41,4
17,33,20,33,19,34,20,28,22,33,26,30,17,27,25,33,17,22,20,29,13,20,18,31,10,20,23,34,11,15,25,39,7,11,18,38,4
19,33,20,29,22,34,24,28,17,30,22,30,17,23,21,29,12,19,16,29,15,23,14,28,10,15,23,37,8,11,18,36,7,15,11,34,4
22,33,24,29,17,31,20,28,17,30,22,30,12,20,17,29,14,22,12,26,15,27,14,28,7,11,16,34,8,15,11,32,10,20,11,25,4
17,30,20,29,17,31,20,28,19,30,22,30,14,23,13,26,14,26,12,26,18,30,18,28,7,15,9,30,11,20,11,23,16,27,14,25,4
41,61,46,43,34,59,51,40,34,55,45,44,34,59,43,40,38,58,42,40,39,59,44,45,40,57,43,41,41,57,48,41,40,60,48,45,2
34,58,51,41,34,56,43,42,34,58,48,42,38,59,43,40,38,58,42,43,39,59,48,42,40,57,46,39,41,60,48,43,40,57,42,43,2
34,58,46,41,38,62,51,45,38,65,60,51,38,59,47,40,38,58,46,40,39,62,48,45,40,57,40,39,37,57,48,41,36,57,45,43,2
38,61,51,46,38,66,58,49,38,61,53,51,38,59,47,40,38,61,46,43,39,62,52,45,36,57,46,39,37,57,45,41,36,60,48,45,2
38,65,58,50,38,62,51,49,38,61,53,47,38,62,47,43,38,61,50,43,43,62,52,50,36,57,43,39,37,60,48,43,40,60,48,49,2
38,58,51,43,38,62,51,42,34,58,45,42,38,62,51,43,38,58,46,43,39,59,44,39,40,60,50,45,37,57,48,47,36,60,48,49,2
34,58,43,41,34,59,43,40,38,58,45,42,38,59,43,37,30,51,39,37,31,59,41,39,36,60,46,45,37,60,45,43,32,53,39,43,2
38,58,43,41,34,59,46,42,34,58,48,47,30,59,40,37,34,55,39,37,35,56,44,39,32,53,37,39,33,53,42,38,32,53,42,40,2
34,58,46,46,41,62,46,42,38,58,45,42,34,56,43,37,42,61,46,43,35,59,48,39,32,53,40,36,41,60,52,43,40,64,52,49,2
38,58,43,41,34,52,43,42,31,51,39,36,34,59,47,37,34,55,39,37,35,52,48,42,40,64,50,45,33,57,39,41,32,53,42,43,2
31,51,37,35,24,39,25,19,19,32,19,25,34,52,47,40,30,45,36,30,22,39,24,23,32,53,40,39,37,53,42,41,32,49,36,43,5
24,38,25,20,19,33,17,23,19,32,27,29,30,46,37,30,21,38,22,21,28,43,38,39,36,53,40,39,33,49,36,41,29,46,42,43,5
19,32,17,24,19,33,25,27,28,45,42,42,21,39,23,21,27,42,36,37,35,59,52,50,32,49,34,39,30,46,42,41,36,57,48,49,5
19,32,25,28,28,46,40,40,34,51,42,44,27,43,37,37,34,58,50,48,39,59,48,50,29,46,40,39,37,57,48,47,36,57,48,49,2
28,42,37,35,28,52,51,45,31,61,57,53,34,59,47,48,34,61,54,50,31,65,56,52,29,57,50,48,30,60,60,52,26,64,52,54,2
28,51,51,46,31,62,55,51,24,55,48,47,34,62,55,50,30,64,54,50,22,56,52,50,29,60,58,50,27,64,52,52,20,60,52,52,0
31,61,55,52,24,56,46,45,17,51,48,47,30,65,55,50,21,55,50,48,14,46,44,45,26,64,50,50,21,60,52,50,16,49,42,45,0
17,51,46,46,17,52,51,49,12,51,48,47,13,46,43,43,10,45,39,43,11,43,44,42,16,49,40,41,12,41,36,38,8,43,39,43,0
17,51,51,50,12,52,46,45,9,42,45,44,10,46,40,43,10,42,42,40,8,39,38,36,11,41,34,36,9,43,39,41,8,41,39,40,0
12,51,46,46,9,43,43,42,12,40,42,42,10,43,43,40,7,38,36,34,8,37,32,36,8,43,37,39,9,41,39,38,8,36,32,40,0
12,40,40,41,12,36,33,34,12,29,23,36,7,37,31,34,10,32,26,30,11,33,20,32,8,36,30,36,9,36,32,35,8,32,32,33,0
12,35,33,35,12,30,21,34,9,32,27,32,10,33,27,30,10,32,18,30,11,30,20,32,8,36,30,33,9,32,32,31,11,32,28,33,0
12,29,21,35,9,33,25,30,12,29,23,36,10,33,19,30,10,29,18,30,8,27,17,28,8,32,30,29,12,32,28,31,11,29,24,33,0
9,32,25,31,12,30,21,34,12,26,23,29,10,30,19,30,7,26,15,26,11,27,20,32,11,32,26,29,12,29,24,31,8,29,20,29,0
14,32,25,35,19,43,40,42,19,51,45,44,10,33,23,30,16,36,26,34,17,41,32,39,8,32,22,29,12,36,24,35,11,36,28,33,0
19,42,40,43,19,52,43,42,19,55,53,51,16,37,27,34,16,40,30,37,17,41,38,39,11,36,22,33,12,36,28,31,14,39,32,37,0
19,55,51,50,22,56,55,45,17,48,45,44,16,41,37,37,18,42,36,40,19,41,38,42,14,39,30,33,15,39,36,38,16,41,39,43,0
17,48,43,43,19,52,46,45,17,42,42,39,18,41,37,40,18,45,36,40,19,46,38,42,16,41,37,39,15,41,32,41,16,43,42,43,0
19,51,46,46,17,43,40,37,12,38,31,36,18,46,37,40,18,45,36,40,17,43,32,39,14,41,30,39,17,43,42,41,16,43,42,43,0
12,38,29,35,14,41,37,37,14,45,45,44,16,43,31,37,16,51,46,43,19,56,52,50,16,43,40,39,17,46,45,43,18,57,52,52,0
14,40,37,38,14,46,43,42,14,45,42,42,16,52,47,43,18,55,50,48,22,56,48,45,16,46,43,41,19,57,52,50,23,60,56,52,0
14,45,43,43,14,46,40,40,14,45,42,39,18,56,51,48,21,55,46,43,19,52,44,45,18,57,50,48,24,60,56,50,18,53,52,49,0
14,42,43,41,14,43,37,40,17,45,39,42,21,52,40,43,21,51,42,43,22,52,48,45,20,57,50,45,19,57,52,50,18,57,56,52,0
14,42,37,41,17,46,37,40,14,42,42,42,21,52,43,43,21,51,46,43,19,52,44,42,18,57,50,48,19,57,56,50,18,53,52,49,0
17,48,43,43,14,49,43,42,14,48,48,44,16,52,51,48,16,48,42,43,14,46,44,45,18,53,46,45,17,53,52,47,11,46,48,45,0
14,48,43,43,14,49,46,42,14,48,45,44,16,49,43,43,13,45,42,43,14,49,44,45,16,53,50,45,12,46,48,43,14,46,42,45,0
14,48,46,43,14,49,43,42,14,51,48,47,13,46,43,43,13,48,42,43,19,52,48,45,11,46,46,41,15,46,42,43,18,46,48,45,0
14,48,43,43,14,52,46,45,17,51,53,51,13,49,43,43,18,51,46,43,22,56,48,50,14,46,40,41,19,46,48,43,18,53,52,49,0
14,51,46,46,17,52,51,49,22,58,57,51,18,52,47,43,21,55,46,48,22,59,52,50,18,46,46,41,19,53,52,47,18,57,52,49,0
22,58,55,50,19,59,55,51,22,61,60,53,21,59,51,48,21,61,54,50,22,62,60,52,18,57,50,45,19,60,48,50,18,57,48,54,0
19,58,55,52,22,62,58,51,24,65,60,60,21,62,55,50,21,61,58,50,22,65,60,52,18,60,46,48,19,57,48,52,20,57,56,52,0
22,61,58,52,24,66,58,58,22,65,60,51,21,62,59,50,21,64,58,50,25,65,64,56,18,57,46,50,21,57,56,50,20,60,60,61,0
24,65,58,59,22,66,58,49,24,58,53,47,21,65,59,50,24,64,62,54,25,65,64,52,20,57,54,48,21,60,60,59,26,67,60,58,0
24,58,51,46,22,56,46,45,17,51,48,44,24,65,63,50,24,61,58,50,25,59,56,52,26,67,58,54,24,67,60,52,23,64,60,58,0
22,55,46,46,17,52,46,42,19,51,48,44,24,62,59,50,24,58,54,50,22,59,56,50,23,67,58,50,24,64,60,56,20,67,56,58,0
17,51,46,43,19,52,46,42,17,51,45,44,24,59,55,50,21,58,54,48,19,62,56,50,23,64,58,54,21,67,56,56,20,64,56,58,0
19,51,46,43,17,52,43,42,14,38,42,44,21,59,55,48,18,61,54,48,19,46,48,52,20,67,54,54,21,64,56,56,20,67,60,58,0
14,38,40,43,5,15,37,58,3,6,45,76,18,46,47,50,10,12,50,77,5,2,60,86,20,67,58,54,17,41,56,62,5,12,52,79,1
5,14,37,59,3,7,43,75,3,5,57,85,10,13,51,77,4,1,58,84,5,8,56,86,16,41,54,60,6,12,52,76,8,16,52,75,1
3,3,55,85,3,6,55,78,5,14,48,63,4,8,55,81,4,4,50,77,5,5,56,83,11,19,46,66,9,10,52,78,5,6,52,88,1
5,14,46,62,12,39,43,49,19,51,48,47,4,5,55,81,7,5,50,77,11,24,52,60,5,6,50,83,6,5,52,85,5,5,52,88,1
12,38,43,50,19,52,46,45,19,55,53,47,7,6,51,77,10,23,50,58,17,46,44,42,5,5,50,83,6,5,52,85,5,14,52,71,1
19,51,46,43,17,56,43,42,19,48,48,47,18,52,40,40,18,51,42,40,19,52,48,50,14,36,43,45,17,46,42,41,20,49,52,49,4
19,48,46,46,24,49,55,49,28,51,60,56,18,52,47,48,27,55,54,50,28,56,56,52,20,49,50,45,24,53,52,50,23,53,56,52,4
24,48,55,50,28,52,58,54,28,55,60,53,27,56,55,50,27,55,54,50,28,56,56,52,23,53,50,48,24,53,56,50,26,49,52,54,4
28,51,58,55,28,56,58,51,31,51,57,53,27,56,55,50,27,55,54,50,28,52,48,52,23,53,54,48,27,49,52,52,23,46,52,58,4
31,51,55,52,31,52,55,49,28,42,42,39,27,52,47,50,27,51,50,50,31,56,48,42,23,46,50,54,21,43,56,56,23,46,52,58,4
17,26,21,31,17,27,25,34,17,22,23,32,10,17,23,37,10,19,22,34,11,15,24,39,18,29,30,36,12,19,20,35,14,19,24,37,4
17,26,25,35,17,23,21,30,12,19,19,32,10,20,23,34,10,14,22,37,8,11,17,36,11,19,18,33,15,19,24,35,8,16,20,37,4
12,19,17,31,14,23,13,27,14,26,15,29,7,11,16,34,7,14,8,30,11,20,10,23,8,16,18,33,9,14,13,27,11,19,17,29,4
14,22,13,28,14,27,13,27,17,29,19,29,7,15,9,30,10,19,8,21,17,27,13,23,8,14,11,25,12,19,17,27,16,26,17,26,4
38,58,43,42,38,59,43,44,38,58,49,43,40,57,46,39,40,59,45,41,41,57,41,41,37,56,41,40,38,56,46,42,33,56,43,44,2
38,58,43,45,38,59,47,41,38,58,49,43,40,60,46,41,40,56,39,39,37,57,47,41,37,56,44,40,34,56,43,42,33,52,40,41,2
38,58,47,42,38,59,47,41,38,61,49,46,40,57,40,39,36,56,45,39,37,57,44,41,33,56,41,40,34,52,40,39,33,52,43,44,2
38,58,47,42,38,62,47,44,38,61,53,46,36,57,46,39,36,56,42,39,37,60,47,43,33,52,38,37,34,52,43,42,37,59,50,46,2
42,61,51,50,38,62,51,44,38,58,49,46,40,60,46,45,40,59,49,45,37,57,47,47,41,59,44,42,38,59,50,44,37,59,54,46,2
38,58,47,45,38,59,43,38,30,51,42,40,36,57,46,45,36,59,45,45,37,60,44,43,37,59,52,42,42,66,58,51,44,66,58,56,2
38,58,43,39,30,52,40,38,30,58,42,40,36,60,46,45,36,59,42,41,33,53,38,41,41,66,56,49,45,66,58,54,41,59,50,50,2
30,51,40,39,30,59,40,38,34,55,42,40,36,60,43,41,32,52,36,39,33,53,41,38,44,66,56,52,42,59,50,48,33,52,46,41,2
30,58,40,39,34,56,40,38,34,55,45,40,32,53,37,39,32,52,39,36,33,53,41,38,41,59,48,46,34,52,46,39,33,52,43,41,2
34,55,40,39,34,56,43,38,42,61,49,46,32,53,40,36,32,52,39,36,41,60,51,43,33,52,44,37,34,52,43,39,37,59,46,44,2
42,61,47,45,34,59,47,38,34,55,42,40,40,60,50,41,40,63,49,45,33,57,38,41,37,59,44,40,38,59,50,42,33,49,40,41,2
34,58,47,39,34,56,40,38,34,51,49,43,40,64,50,45,32,56,36,39,33,53,41,41,37,59,48,40,34,49,40,39,33,52,43,44,2
21,38,23,23,27,43,37,38,34,58,53,51,32,49,34,39,29,45,39,39,37,57,47,47,33,56,41,40,38,59,50,48,37,56,46,46,5
27,42,37,39,34,59,51,49,38,58,49,51,29,46,40,39,36,56,45,45,37,57,47,47,37,59,48,46,38,56,46,44,30,56,46,46,2
34,58,51,50,38,59,47,49,34,58,49,51,36,57,46,45,36,56,45,45,30,57,51,50,37,56,44,42,31,56,46,44,27,56,50,50,2
38,58,47,50,34,59,47,49,34,61,57,53,36,57,46,45,29,56,49,48,30,60,59,52,30,56,44,42,28,56,50,48,21,56,54,50,2
21,55,51,50,13,46,43,44,10,45,42,46,20,60,50,48,16,48,39,41,12,41,35,38,16,49,41,46,15,44,37,42,11,40,37,41,0
13,45,43,45,10,46,40,44,10,42,45,43,16,49,40,41,11,40,33,36,9,43,38,41,14,44,35,40,12,40,37,39,11,38,34,38,0
10,45,40,45,10,43,43,41,7,38,39,37,11,41,34,36,8,42,36,39,9,41,38,38,11,40,35,37,12,38,34,36,5,38,34,38,0
10,42,43,42,7,39,37,35,7,36,33,37,8,43,37,39,8,40,36,36,9,36,31,38,11,38,32,34,6,38,34,36,8,38,30,41,0
7,38,37,36,7,37,31,35,10,32,29,33,8,41,37,36,8,35,29,36,9,36,31,35,5,38,32,34,9,38,30,39,8,38,37,41,0
10,32,27,32,10,33,19,31,10,29,21,33,8,36,30,33,8,31,29,29,12,32,27,31,8,38,35,37,12,40,37,36,8,38,30,38,0
10,32,19,32,10,30,19,31,7,26,18,29,8,32,30,29,11,31,25,29,12,29,23,31,11,40,35,34,9,38,30,36,11,31,26,35,0
