checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment, Installment,status n sex, Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,target
1,21,0,9,693,0,2,1,1,0,0,2,9,2,1,1,2,0,0,0,0
1,13,4,3,792,0,4,1,2,0,0,3,22,2,1,0,2,0,1,0,0
2,8,2,4,191,0,2,2,3,0,3,0,4,2,0,0,2,0,0,0,0
0,8,2,0,82,4,2,3,3,0,1,2,4,2,1,0,2,0,0,0,1
3,15,2,3,422,0,4,3,2,0,1,0,31,2,1,1,2,0,0,0,0
1,2,3,3,116,0,0,3,2,0,0,1,16,1,1,1,3,0,1,0,0
2,2,4,7,113,0,2,1,1,0,3,1,31,2,1,0,1,0,0,0,0
3,17,4,2,789,0,0,3,2,1,1,3,8,0,1,1,3,0,1,0,0
1,21,1,3,615,3,2,3,2,0,1,2,15,1,1,0,2,1,1,0,0
3,29,1,9,634,0,2,0,1,0,0,0,8,1,1,0,2,0,0,0,0
0,8,4,0,732,0,4,2,2,1,3,1,24,2,0,1,2,0,1,0,1
2,21,4,4,556,0,4,3,2,0,3,1,28,2,1,0,2,0,0,0,0
3,17,4,9,687,1,2,2,2,0,2,1,8,2,1,1,1,0,1,0,0
3,23,2,9,760,1,3,1,2,0,1,2,12,2,1,1,2,0,1,0,0
3,31,2,0,885,0,4,1,2,0,3,1,23,2,1,0,3,0,1,0,0
3,2,4,0,389,2,2,0,3,0,1,2,5,2,1,0,2,0,0,0,0
3,15,3,9,488,2,1,3,2,0,1,0,22,0,1,0,1,1,0,0,1
3,21,4,4,710,0,3,3,1,0,3,2,7,2,0,0,3,0,1,0,0
3,17,4,3,743,0,4,3,2,0,3,2,14,2,1,0,2,0,1,0,0
1,32,2,4,758,1,2,1,3,0,1,2,5,2,1,0,2,0,0,0,1
0,17,2,4,456,0,4,3,2,0,3,0,45,0,0,0,1,0,0,0,0
3,13,2,4,247,0,1,2,1,0,0,0,7,2,1,0,2,0,0,0,0
3,2,2,7,276,0,1,0,1,0,1,3,37,2,1,0,2,0,0,0,0
3,8,2,4,430,4,2,3,2,0,3,3,18,2,2,0,2,0,1,0,0
3,11,3,4,254,0,2,3,3,0,2,0,14,0,1,1,2,0,0,0,0
3,17,4,4,740,0,1,2,3,0,2,3,28,2,2,2,2,0,1,0,0
1,23,3,9,879,1,3,0,2,0,2,1,12,2,1,1,1,1,1,0,0
3,31,2,0,798,4,2,3,2,0,3,3,15,2,2,0,2,1,1,0,0
2,6,4,4,212,4,3,3,2,0,1,1,8,2,1,1,2,0,1,0,0
1,23,3,0,536,1,4,3,2,0,2,3,11,2,2,0,2,0,0,0,0
3,5,2,4,517,1,4,2,2,1,3,2,16,2,1,0,2,0,1,0,0
0,8,2,0,643,3,2,0,2,0,2,1,12,2,1,0,2,1,0,0,0
0,11,4,3,102,0,2,1,0,0,2,1,6,2,1,1,2,0,0,0,0
1,11,2,6,497,1,2,2,1,0,1,0,6,2,1,0,1,0,0,0,0
1,17,2,4,540,1,1,1,2,0,0,2,10,2,1,0,2,0,0,0,0
0,2,4,0,723,4,1,0,2,0,2,0,25,2,1,1,1,1,0,0,0
3,17,2,4,431,0,3,3,2,0,1,2,9,2,1,0,2,0,1,0,0
3,2,2,1,166,2,2,1,2,0,3,1,31,2,0,0,2,0,0,0,0
1,8,2,4,126,0,3,3,2,2,2,0,10,2,1,1,2,0,0,1,0
3,8,4,0,88,0,0,0,1,0,1,1,19,2,1,0,0,0,0,0,0
3,13,4,4,321,0,2,3,2,0,1,2,5,2,1,1,2,0,0,0,0
2,11,2,7,347,0,4,3,2,0,3,2,21,2,0,0,3,0,1,0,0
3,8,2,3,130,2,2,3,1,0,3,2,10,2,0,0,1,0,0,0,1
0,29,4,1,790,0,4,3,2,0,3,3,27,2,2,1,2,0,1,0,1
2,17,2,4,224,1,4,3,1,0,1,3,28,2,2,0,2,0,1,0,0
1,21,3,9,474,1,4,3,2,0,1,1,22,1,1,1,2,0,0,0,0
1,19,2,9,480,0,1,3,1,0,0,1,13,2,1,0,2,1,1,0,0
3,11,2,0,751,2,4,0,1,0,3,3,16,2,2,0,2,0,0,0,0
1,29,2,0,799,1,3,2,2,0,1,1,5,2,1,0,2,0,0,0,1
1,8,0,3,549,0,1,3,1,0,2,1,6,2,0,1,2,0,0,0,1
1,5,2,4,154,0,4,3,1,0,3,0,6,2,1,0,2,0,0,0,0
1,5,2,4,395,0,2,1,2,0,1,0,18,2,1,0,1,1,0,0,0
3,13,4,4,27,2,4,3,2,0,2,1,13,0,1,1,3,0,1,0,0
0,2,1,7,148,0,4,3,1,0,3,3,16,2,2,0,2,0,0,0,1
3,15,2,1,472,4,4,3,2,0,3,0,27,2,1,0,3,0,1,0,0
0,5,4,4,134,0,2,3,2,0,3,0,6,2,1,1,1,0,0,0,0
1,31,2,0,909,0,3,3,2,0,1,3,8,2,1,0,3,0,1,0,1
3,21,4,1,837,4,4,0,2,0,3,2,44,2,1,1,2,0,0,0,0
3,21,4,4,567,4,4,2,2,0,1,2,21,2,1,1,2,1,1,0,0
3,13,2,4,263,0,2,3,2,0,1,3,13,2,2,0,3,0,1,0,0
2,17,4,4,576,4,2,2,2,0,1,2,12,2,1,1,2,0,1,0,0
1,14,0,1,778,1,4,2,3,0,3,2,12,0,1,1,2,0,1,0,0
2,5,0,4,206,0,1,3,2,0,1,2,15,2,1,1,3,0,1,0,1
1,2,1,7,12,3,1,3,1,0,1,1,5,0,0,0,2,1,0,0,1
0,8,2,0,164,0,2,3,1,0,1,0,5,2,1,0,1,0,0,0,1
1,5,2,4,65,2,2,3,1,0,2,0,47,2,1,0,1,0,0,0,0
3,19,2,0,483,0,2,2,1,0,2,0,2,2,0,0,2,0,0,0,1
3,2,4,0,0,3,2,1,1,0,1,0,22,0,1,1,1,0,0,0,0
3,11,4,4,199,2,2,1,3,0,1,1,28,2,1,1,1,0,0,0,0
0,13,2,4,341,0,2,3,1,0,3,2,6,0,0,1,2,0,0,0,1
1,29,1,9,794,0,4,3,1,0,2,3,40,2,0,0,2,0,0,0,1
2,17,4,9,181,3,2,1,0,0,3,0,17,2,1,1,2,0,1,0,0
1,17,3,4,793,0,1,0,2,0,1,2,14,2,1,0,2,0,0,0,0
0,17,2,4,374,0,2,1,2,0,3,0,2,2,0,0,1,1,0,0,1
1,4,2,4,59,0,3,3,1,2,1,0,25,2,1,0,1,0,0,0,0
3,17,2,1,490,3,2,1,1,0,3,2,9,2,0,0,2,0,1,0,0
3,0,4,0,599,0,3,0,1,0,0,0,18,2,1,0,2,1,0,0,0
1,23,1,5,680,4,1,2,1,0,1,3,10,0,1,0,0,0,0,0,0
1,17,2,1,894,0,2,0,1,0,3,2,4,2,0,1,3,0,0,0,1
0,13,2,0,703,1,2,2,2,0,3,2,16,2,1,0,1,1,1,0,0
3,2,4,0,807,0,3,0,2,0,2,3,26,2,1,1,3,1,1,0,0
1,21,0,9,697,1,2,3,1,0,3,2,7,2,0,1,1,0,0,0,1
0,17,1,0,442,1,3,1,2,0,2,2,13,0,1,0,2,0,0,0,0
1,6,1,4,114,0,2,3,2,0,3,0,4,1,1,0,1,0,0,0,0
3,15,2,4,578,4,4,3,2,0,2,1,22,2,1,0,2,0,1,0,0
0,17,1,3,473,2,2,3,2,0,3,0,3,1,1,0,2,0,1,0,0
0,24,4,3,910,4,3,3,2,0,3,1,11,2,1,1,3,0,1,0,0
0,9,4,9,320,0,1,2,2,0,0,1,9,0,1,1,1,0,0,0,0
0,11,2,0,476,0,0,0,1,0,3,2,4,2,0,0,2,0,0,0,0
0,8,2,0,180,0,1,2,1,0,0,0,18,2,1,0,1,0,0,0,1
3,15,2,1,748,4,2,0,2,0,2,2,7,2,1,0,2,0,0,0,0
3,11,2,1,558,0,3,1,2,0,1,2,14,2,1,0,2,0,0,0,0
0,2,2,3,11,0,4,1,1,0,0,1,30,0,1,0,2,0,1,0,0
0,13,2,0,103,0,1,0,1,0,1,2,4,2,1,0,1,0,0,0,1
1,8,2,9,72,1,3,1,1,0,3,0,4,2,0,0,1,0,0,0,0
3,21,4,4,762,0,3,3,1,0,1,2,6,2,1,1,2,0,0,0,0
3,8,3,6,285,3,4,3,2,0,3,3,36,2,2,1,2,1,0,0,1
0,17,2,0,185,4,3,3,1,0,3,3,13,2,0,0,2,0,0,0,1
2,2,4,0,192,0,2,0,2,0,0,0,51,2,1,2,0,1,0,1,0
2,11,4,4,179,4,2,2,2,0,3,3,20,2,2,1,2,0,1,0,1
3,17,2,0,230,0,2,1,2,2,1,0,12,2,1,0,2,0,1,0,0
0,8,4,0,41,0,4,3,2,0,2,1,16,2,1,1,2,0,0,0,1
3,11,4,0,737,4,4,0,1,0,3,2,40,2,1,0,2,0,1,0,0
0,13,4,3,398,0,2,3,1,0,3,0,5,2,0,1,2,0,0,0,1
0,8,2,4,416,0,2,3,2,0,2,1,5,2,1,0,1,0,0,0,0
3,15,4,0,905,4,4,3,2,0,3,3,11,2,2,0,3,0,1,0,1
3,17,4,0,470,1,3,3,3,0,2,1,8,2,1,1,2,0,1,0,0
1,8,2,4,137,0,4,2,3,2,2,0,21,0,1,1,1,0,0,0,0
0,21,2,3,572,0,1,1,0,0,3,1,12,2,1,0,1,0,0,0,1
3,6,2,1,542,4,1,0,1,0,3,0,12,2,0,0,2,0,0,0,0
1,8,4,3,636,0,4,0,2,0,3,2,9,2,0,2,2,0,1,0,0
3,8,4,4,303,0,4,1,2,0,3,0,44,2,1,1,1,0,1,0,0
0,17,2,1,528,4,4,1,1,0,3,0,7,2,0,0,2,0,0,0,0
0,23,4,7,851,0,2,2,1,0,1,3,6,2,1,1,3,0,1,0,1
3,15,4,1,590,0,4,0,2,0,3,2,17,2,1,0,3,0,1,0,0
3,17,4,4,418,1,4,3,2,0,3,1,33,0,1,1,2,0,0,0,0
2,8,4,0,255,2,0,1,2,0,3,3,47,0,2,2,0,0,0,0,0
0,17,2,0,220,4,2,3,1,0,3,0,6,2,0,0,2,0,0,0,1
3,23,4,0,621,0,3,3,2,0,3,2,18,2,1,1,2,0,1,0,0
0,13,2,4,617,0,3,3,1,2,0,0,6,2,1,0,2,0,0,0,0
3,23,4,1,759,3,4,3,2,0,1,2,19,2,1,1,3,0,1,0,0
1,13,2,6,664,0,0,1,1,0,3,2,48,2,1,0,2,0,1,0,0
1,24,4,4,735,0,3,1,2,2,1,0,6,2,1,1,2,0,0,0,1
3,17,4,0,360,3,4,3,2,0,3,0,41,2,1,0,2,0,1,0,0
1,8,0,8,234,0,2,1,2,0,1,0,12,2,1,0,1,0,1,0,0
1,8,2,0,71,1,1,3,1,0,1,1,4,0,1,0,1,0,0,0,1
1,14,2,1,797,4,0,0,0,0,3,0,41,2,1,0,3,0,1,0,0
1,13,2,9,361,3,2,3,2,0,1,1,16,2,1,0,1,0,1,0,0
3,16,2,4,503,2,4,2,2,0,3,2,21,2,1,0,2,0,0,0,0
3,29,4,1,516,4,4,3,2,0,2,2,19,2,1,1,2,1,1,0,0
1,29,3,7,782,0,4,3,2,0,3,3,31,2,2,0,2,0,0,0,1
0,25,4,7,773,0,2,3,2,0,2,3,8,0,1,0,2,0,1,0,1
1,15,2,9,145,0,4,1,1,0,3,1,20,2,1,0,2,1,0,0,1
3,17,2,1,788,4,4,2,2,0,3,2,22,2,1,0,3,1,1,0,0
3,2,4,3,160,4,2,0,3,0,1,1,8,2,1,1,2,0,0,0,0
2,17,2,3,539,0,4,2,0,0,3,3,32,2,2,0,2,0,0,0,0
3,17,2,3,564,2,4,3,2,0,2,3,13,2,0,0,2,0,1,0,0
3,5,2,3,435,1,1,1,1,0,3,1,3,2,0,0,2,0,0,0,0
0,13,2,1,835,4,4,0,2,0,3,1,32,2,2,0,2,1,1,0,1
3,8,4,3,176,0,1,1,1,0,3,1,3,2,0,1,1,0,0,0,0
3,17,3,0,48,4,4,3,3,0,3,2,35,2,1,1,2,0,1,0,0
1,5,2,0,281,4,1,3,2,0,1,0,16,2,1,0,0,0,0,0,0
3,17,4,7,298,0,4,3,2,0,3,3,35,2,2,1,2,1,0,0,0
1,13,4,4,319,0,4,2,1,2,3,0,29,0,0,1,1,0,1,0,0
0,14,4,3,696,0,4,0,1,0,3,1,5,2,1,1,2,0,0,0,0
3,8,4,4,103,4,4,3,2,0,3,2,16,2,1,1,2,0,0,0,0
1,8,2,0,832,4,0,0,1,0,1,0,5,2,0,0,0,0,0,0,0
0,23,2,0,871,0,3,1,2,0,0,2,5,2,1,0,2,0,1,0,1
1,2,2,4,21,0,1,2,3,0,2,0,7,2,1,0,1,0,0,1,0
3,8,4,4,90,4,4,3,2,0,3,0,46,2,1,3,2,0,0,0,0
1,26,1,1,873,0,0,0,2,0,1,3,36,0,2,0,3,0,1,0,0
1,11,0,0,318,0,1,1,1,0,0,0,7,2,0,1,0,0,0,0,1
1,4,2,9,84,0,1,2,3,0,1,0,7,2,1,0,2,0,1,0,0
1,2,2,4,16,0,3,2,3,2,2,0,9,0,1,0,1,0,0,0,0
0,23,4,1,878,0,3,3,2,0,3,2,5,2,1,1,2,0,1,0,1
0,29,2,5,561,0,2,2,2,0,3,2,35,2,1,0,2,0,0,0,1
0,29,2,0,670,0,3,3,2,0,3,3,27,2,2,0,2,1,0,0,1
1,23,3,0,831,0,2,1,1,0,1,1,35,2,0,0,2,0,0,0,0
3,2,2,5,207,2,2,0,0,0,3,0,43,2,1,0,2,0,0,0,0
3,2,4,4,284,0,3,0,1,0,1,2,5,2,0,1,2,0,1,0,0
0,23,2,2,918,0,0,1,0,1,2,2,24,2,1,0,3,0,0,0,0
0,13,2,4,210,0,2,3,3,0,2,0,7,0,1,0,2,0,0,0,1
3,8,2,0,125,0,2,2,3,0,1,0,8,2,1,1,2,0,1,0,0
2,8,2,4,555,0,2,2,3,0,0,2,5,2,1,0,2,0,0,0,0
0,23,2,3,509,0,4,1,2,0,1,1,22,0,1,0,2,1,0,0,1
0,4,4,0,52,0,4,3,2,0,3,0,28,2,1,1,1,0,0,0,0
3,13,4,3,654,0,1,2,0,0,1,2,16,2,1,1,3,0,1,0,0
0,15,4,0,299,0,4,3,3,0,2,2,11,2,1,1,2,0,1,0,0
0,13,4,0,675,0,4,0,1,0,3,0,14,0,0,2,2,0,1,0,1
3,13,0,9,690,0,2,1,2,0,1,2,17,1,1,1,2,1,0,0,1
0,23,2,1,857,4,4,2,2,0,3,3,28,2,2,0,2,0,0,0,1
1,29,3,9,804,4,2,3,2,0,3,3,19,2,2,0,2,1,1,0,0
3,17,3,9,455,2,2,3,2,0,1,2,25,2,1,1,2,1,1,0,0
0,13,2,0,158,0,1,3,1,0,2,2,4,2,0,0,2,0,1,0,1
0,27,0,9,897,0,4,1,2,0,3,2,10,2,0,1,2,0,0,0,1
1,17,2,4,738,4,4,1,1,0,3,2,23,2,1,0,2,0,1,0,0
2,11,2,4,444,0,1,1,1,0,2,0,6,2,1,0,1,0,0,0,1
0,8,0,0,122,0,2,3,2,0,3,2,29,0,1,1,2,0,0,0,1
3,8,2,4,79,4,2,3,1,0,1,2,2,2,1,0,2,0,0,0,0
3,0,2,3,22,0,1,0,1,0,2,0,4,2,0,0,1,1,0,0,0
0,17,4,1,547,0,4,3,2,0,3,1,44,2,1,1,2,0,1,0,0
3,17,4,4,492,0,4,3,3,1,2,0,27,2,1,1,2,0,0,0,0
0,23,2,3,745,0,3,3,2,0,1,1,10,2,1,0,2,0,0,0,1
3,15,3,1,552,0,2,2,2,0,1,0,9,1,1,1,1,0,0,0,0
3,13,2,6,362,0,1,3,1,0,3,0,4,2,1,0,2,0,0,0,1
3,17,1,9,286,0,3,3,2,0,3,2,31,0,1,0,2,0,1,0,0
3,13,2,3,607,0,4,3,2,0,3,1,28,0,1,2,2,1,1,0,0
1,15,2,3,678,4,3,1,2,0,2,2,16,2,1,0,2,0,1,0,0
3,13,2,0,807,4,2,1,2,0,3,2,49,2,0,1,2,0,0,0,1
3,17,2,0,174,0,1,3,3,0,1,0,9,2,1,0,2,0,0,0,0
0,5,2,4,218,0,3,2,2,0,3,0,40,2,1,0,2,0,0,0,0
0,8,2,4,47,0,4,3,2,0,3,0,38,1,1,0,1,0,0,0,1
0,14,4,0,420,0,2,3,3,2,1,1,14,0,0,1,2,0,0,1,1
3,17,4,1,683,4,3,2,2,0,3,1,24,2,1,1,2,0,1,0,0
3,11,4,4,251,0,2,3,2,0,3,3,16,2,2,1,2,0,1,0,0
0,13,1,0,243,0,3,3,2,0,3,3,13,2,2,1,1,1,0,0,1
3,23,3,0,889,0,4,1,2,0,1,2,26,2,1,1,2,1,1,0,0
3,17,2,0,253,1,1,3,3,0,2,0,14,2,1,0,2,0,1,0,0
3,6,2,8,81,4,3,3,1,0,2,1,21,2,1,0,2,0,1,0,0
3,11,4,3,593,0,2,3,2,0,1,3,9,2,2,0,2,0,1,0,0
0,11,2,0,673,0,2,2,1,0,1,1,10,2,1,0,2,0,1,0,1
3,5,2,0,628,1,2,0,2,2,1,0,7,2,0,0,2,1,0,1,0
3,17,4,1,765,3,2,3,2,0,1,0,8,2,1,1,2,0,0,0,0
3,13,3,9,409,0,2,3,3,0,1,2,9,2,1,0,2,0,1,0,1
0,17,2,4,466,0,1,3,1,0,3,0,16,2,1,0,2,0,1,0,1
3,19,4,3,709,3,1,3,2,0,1,0,13,1,1,1,1,1,1,0,0
3,6,2,3,414,0,2,1,2,0,1,0,6,0,0,0,1,0,0,0,1
3,11,2,3,417,2,2,1,1,0,3,2,1,2,0,0,2,0,0,0,0
0,13,2,4,457,0,1,3,1,0,0,2,8,1,1,0,2,0,0,0,0
3,8,4,3,591,0,4,1,2,0,3,1,23,1,1,0,2,0,0,0,0
3,23,2,9,829,4,4,2,2,0,1,1,18,2,1,1,2,0,0,0,0
0,8,2,3,30,0,4,3,1,0,3,1,5,2,0,0,2,0,0,0,0
3,23,3,3,839,2,3,1,1,0,3,2,21,2,1,1,2,0,1,0,0
2,2,4,0,208,0,4,0,2,0,3,0,27,2,1,1,2,1,0,1,0
0,17,4,9,226,1,3,3,2,0,0,0,7,2,1,1,2,0,1,0,0
3,11,2,5,76,4,1,3,1,0,0,0,5,2,1,0,2,0,0,0,0
0,8,2,3,630,0,2,1,2,1,1,1,10,2,1,0,1,1,0,0,0
1,7,4,0,201,3,2,3,1,0,3,2,21,2,1,1,2,0,0,0,0
0,13,1,4,360,0,1,2,2,1,3,3,17,0,2,0,3,0,1,0,0
3,23,2,4,632,0,4,3,2,0,1,2,9,2,1,0,2,0,0,0,0
0,5,2,0,239,0,1,2,2,0,1,3,8,2,2,0,3,0,1,0,1
3,21,4,4,805,4,3,1,2,0,2,1,17,2,1,1,2,0,0,0,0
3,17,2,1,844,0,3,2,2,0,2,2,19,2,1,0,3,0,1,0,0
3,17,2,1,872,4,2,1,0,0,3,3,29,2,2,0,2,0,1,0,0
1,21,4,0,411,4,4,3,2,0,3,0,17,2,1,1,2,0,0,0,0
3,13,4,4,124,0,0,3,1,0,3,2,46,2,1,1,0,0,0,0,0
1,17,2,3,684,0,3,2,0,0,2,2,24,2,1,0,2,0,1,0,1
0,8,2,7,66,0,1,3,1,0,3,1,34,2,1,0,2,0,0,0,1
1,17,4,9,530,4,3,3,2,0,2,3,15,2,1,1,2,1,1,0,0
1,29,2,9,917,0,2,1,2,0,1,2,4,2,1,0,2,0,1,0,1
3,23,4,0,802,0,4,3,2,0,3,2,15,2,1,1,3,0,1,0,0
3,20,1,1,845,4,1,2,2,2,3,0,21,0,0,1,2,1,1,0,0
0,19,4,9,467,0,4,3,2,0,3,2,24,1,1,3,3,1,1,0,0
3,11,4,4,328,0,4,3,2,0,3,2,27,2,1,1,2,0,1,0,0
0,8,4,0,410,0,2,3,2,0,3,1,19,0,1,1,1,0,0,1,0
1,23,4,1,763,0,2,2,2,0,3,2,15,2,1,1,2,0,1,0,0
3,13,4,4,142,4,2,3,2,0,2,1,10,2,1,1,2,0,1,0,0
3,23,3,1,866,4,3,2,2,0,1,2,12,1,1,0,3,1,1,0,0
0,15,2,4,491,0,1,3,1,0,3,1,9,2,0,0,3,0,1,0,0
3,8,4,3,296,3,3,2,1,0,1,1,16,2,1,0,2,0,0,1,0
3,11,2,3,412,4,3,0,1,0,3,0,14,0,0,0,1,0,0,0,0
0,13,2,3,689,0,2,1,2,1,2,2,23,2,1,0,2,0,0,0,1
0,12,4,0,495,0,4,1,2,2,3,1,24,0,0,0,2,0,1,0,1
3,14,4,0,613,4,1,1,0,0,3,0,25,2,1,1,2,0,1,0,0
3,23,4,1,886,4,4,1,2,0,3,3,23,2,2,1,2,0,0,0,0
3,11,2,4,227,4,2,3,3,0,1,0,21,2,0,0,2,0,1,0,0
3,17,2,4,182,0,4,3,2,0,0,0,17,2,1,0,3,0,1,0,0
0,8,2,4,127,0,2,1,2,0,1,0,1,2,0,0,3,1,1,0,0
0,15,2,0,652,4,3,1,2,1,1,0,5,2,1,0,1,0,0,1,0
1,23,2,7,648,4,2,1,3,0,1,2,8,2,1,0,2,0,0,0,0
3,11,3,1,631,0,1,0,1,0,1,1,27,2,1,1,1,0,0,0,0
1,5,2,0,583,4,2,0,1,0,1,0,14,2,1,0,1,0,0,0,0
3,23,3,4,705,0,2,3,1,0,3,0,15,2,1,1,2,0,0,0,0
1,17,4,3,724,0,1,1,1,0,3,2,6,0,1,0,1,0,0,0,1
1,21,2,4,551,4,4,1,1,0,3,2,6,2,1,0,2,0,0,0,0
3,7,2,9,404,3,4,0,0,0,1,0,9,2,1,0,2,0,1,0,0
0,17,1,9,579,0,2,3,2,0,1,1,12,2,0,0,2,0,1,0,1
1,29,0,2,920,0,2,0,1,0,1,1,13,0,1,0,3,0,1,1,1
3,6,2,1,534,1,2,0,2,1,1,0,13,2,1,0,2,1,0,0,0
0,2,2,0,915,0,4,0,2,0,3,3,49,0,1,0,3,0,1,0,1
0,17,2,3,452,1,0,0,0,0,0,1,14,2,1,0,2,0,0,0,1
0,17,2,3,594,0,4,3,2,0,1,1,20,2,0,0,3,0,1,0,1
3,13,4,3,324,0,2,3,1,0,1,3,9,2,1,1,2,0,0,0,0
3,29,3,4,906,2,3,3,2,0,0,2,18,2,1,0,3,0,1,0,0
0,5,2,4,219,0,1,2,1,0,3,1,3,2,0,0,2,0,0,0,1
1,8,2,0,376,0,3,2,2,0,3,1,11,2,0,0,2,1,1,0,0
0,17,1,3,811,0,1,1,0,0,0,1,36,0,1,0,2,0,1,0,1
0,8,1,0,42,0,1,3,2,0,1,2,27,0,1,1,2,0,1,0,1
0,13,4,3,115,0,1,3,1,0,3,1,2,2,0,0,2,0,0,0,0
0,29,2,1,884,0,3,3,2,0,3,3,20,1,2,2,2,1,1,0,1
3,21,2,4,337,4,4,3,2,0,3,2,39,2,1,0,2,0,1,0,0
0,8,3,0,209,0,2,3,2,0,1,0,24,2,1,1,1,1,0,0,0
0,17,2,3,313,0,1,3,2,1,0,1,5,2,1,0,1,0,0,1,0
1,5,2,4,306,0,1,3,1,0,1,2,3,2,1,0,2,0,1,0,1
3,5,4,0,162,0,2,2,2,0,0,0,11,2,1,1,2,0,0,0,0
3,8,4,4,18,2,4,3,2,0,3,1,23,2,1,1,2,1,1,0,0
0,8,2,4,260,0,2,3,1,0,0,2,4,0,1,0,2,0,0,0,0
1,21,3,4,350,1,1,3,2,0,2,3,11,1,1,1,3,0,0,0,1
2,5,2,4,54,0,2,2,1,0,1,0,9,2,1,0,1,0,0,0,1
1,2,2,4,385,0,1,3,3,0,2,2,11,2,0,0,3,0,1,0,0
1,31,2,7,785,0,2,3,2,0,3,3,23,2,2,0,2,0,0,0,1
3,17,4,1,809,4,2,1,2,0,3,1,27,2,1,1,3,1,1,0,0
3,8,2,0,620,4,1,1,2,0,2,1,26,2,1,0,3,1,1,0,0
3,6,2,0,280,0,2,2,2,0,1,0,12,2,1,0,1,1,0,1,0
3,17,2,3,89,4,3,3,2,0,1,2,12,1,1,0,2,0,1,0,0
3,0,4,0,248,0,3,1,2,0,0,0,23,2,1,2,1,1,0,0,0
0,11,2,3,332,0,1,3,1,2,0,1,27,2,0,0,2,0,0,0,0
1,29,0,0,858,2,1,0,1,0,0,2,11,2,1,1,2,0,0,0,0
0,17,1,3,595,2,1,3,2,0,3,3,11,2,2,0,2,1,1,0,1
3,8,2,0,535,4,0,3,2,0,3,3,19,2,1,0,3,0,1,0,0
3,13,2,3,273,0,1,3,3,1,0,1,24,2,1,0,1,1,0,0,1
3,17,2,4,638,1,4,1,2,0,3,2,12,2,1,1,2,0,0,0,1
1,13,4,9,630,0,0,2,3,0,2,2,21,2,1,2,0,1,1,0,0
0,23,3,9,405,0,3,1,2,0,0,2,5,2,1,1,2,0,1,0,1
1,17,2,1,686,2,1,2,1,0,3,2,9,2,0,0,2,0,0,0,1
3,23,2,3,891,0,0,3,1,0,1,2,7,2,1,1,3,0,1,0,1
0,8,2,0,344,0,2,3,1,2,3,1,10,2,1,0,2,0,1,0,0
0,17,4,4,165,3,4,3,1,0,3,1,38,2,0,1,3,0,1,0,0
2,21,4,4,645,4,4,3,2,0,3,1,30,1,1,1,1,0,0,0,0
1,5,4,4,136,0,4,1,2,0,3,0,18,2,1,2,1,0,0,0,0
0,20,2,0,681,0,2,2,2,0,1,2,26,2,1,0,1,0,0,0,1
1,17,2,3,565,1,4,3,2,0,3,3,11,2,2,0,2,0,0,0,0
3,2,4,4,311,0,4,1,3,0,1,0,11,2,0,1,2,0,0,0,0
1,15,3,0,451,0,2,0,0,0,3,1,28,2,1,1,2,0,0,0,0
3,11,2,0,623,4,2,2,2,0,1,3,10,2,1,0,2,0,0,0,0
3,17,2,4,460,2,4,2,2,0,1,2,16,0,1,1,2,0,1,0,1
1,2,2,6,14,0,1,2,3,0,0,1,3,2,1,0,1,0,0,0,0
1,21,2,4,308,4,2,3,1,0,0,2,7,2,1,0,2,0,0,0,0
1,19,4,4,478,2,2,3,2,0,1,1,4,2,1,1,1,0,0,0,1
3,11,2,4,626,0,4,3,1,0,1,2,35,0,0,0,3,0,1,0,0
3,26,2,4,819,4,3,1,3,0,3,1,10,2,0,0,2,0,1,0,0
0,7,4,0,671,0,2,0,2,0,1,0,21,2,1,1,1,1,0,0,0
1,11,2,6,265,1,2,3,2,2,1,0,3,2,1,0,2,0,0,0,0
3,17,2,0,827,0,2,0,2,0,3,1,24,2,1,0,1,1,0,0,0
0,17,1,0,147,0,0,0,1,1,3,3,10,2,0,1,0,0,0,0,1
0,31,2,9,824,0,4,3,2,1,3,3,17,2,0,0,2,0,0,0,1
3,21,4,4,532,0,2,3,1,0,1,2,14,2,1,0,2,0,1,0,0
2,17,2,4,176,2,2,2,1,0,2,2,38,2,1,0,1,0,0,0,0
1,2,2,4,56,0,2,1,1,2,2,0,45,2,1,0,2,0,0,0,0
1,13,3,9,465,4,4,3,2,0,1,1,23,2,1,1,2,0,0,0,0
3,17,3,0,481,0,4,3,2,0,3,2,28,2,1,1,1,1,0,0,1
1,11,1,0,178,1,2,1,3,0,1,1,6,2,0,0,2,0,0,0,1
1,21,4,3,859,0,3,1,2,0,1,1,30,2,1,0,2,0,0,0,1
3,29,2,9,733,0,0,2,2,0,1,2,14,0,0,0,3,0,1,0,1
2,15,2,0,544,1,2,0,1,0,0,2,9,0,1,0,3,0,1,0,0
0,23,2,1,855,0,2,1,2,0,1,1,7,2,1,0,2,1,0,0,1
3,17,4,3,379,0,3,1,2,0,1,1,11,2,1,1,1,0,0,0,0
0,11,4,3,241,0,2,3,1,0,2,1,6,2,0,1,2,0,0,0,0
2,26,0,9,786,0,1,1,0,0,0,1,14,2,1,1,2,0,0,0,0
3,9,2,4,233,1,0,1,1,0,3,0,45,2,1,0,2,0,0,0,0
