col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,class
28,19,54,63,5,5,114,2,9,42,110,401,134,23,3,23,7,3,0
10,12,26,60,22,6,29,20,1,30,42,93,64,12,2,0,14,18,3
39,24,53,74,5,4,126,0,11,51,125,419,139,26,2,21,6,3,0
13,7,10,7,6,5,18,27,1,21,11,42,46,28,0,7,0,2,3
11,4,30,37,7,5,40,17,2,9,48,138,33,12,14,13,10,10,1
27,18,55,110,20,8,89,6,6,44,87,302,83,9,3,19,12,16,2
30,18,46,53,4,5,102,4,7,47,105,366,96,22,9,25,12,7,0
25,17,50,97,16,4,103,4,7,38,99,380,101,18,8,7,13,8,0
21,11,38,59,19,8,41,17,2,32,36,141,47,8,3,10,16,21,3
34,19,55,92,13,10,100,5,7,44,87,357,100,8,11,7,13,18,2
12,6,27,58,19,4,31,19,2,16,42,104,27,11,3,21,19,19,0
15,8,31,38,8,5,24,22,1,20,30,74,46,8,0,1,16,16,1
23,15,52,96,18,7,82,7,6,34,83,282,62,9,2,5,13,16,2
21,13,41,67,21,8,41,17,2,30,42,140,70,10,14,15,18,21,3
10,10,22,34,15,5,38,18,2,27,47,127,67,25,1,4,5,3,0
16,9,20,35,11,7,20,24,1,24,32,59,52,10,6,5,15,16,3
5,10,21,16,6,5,36,20,2,29,38,113,64,22,7,14,3,3,0
18,13,38,62,19,7,37,18,2,29,38,125,67,8,0,4,19,23,3
18,18,43,102,22,6,68,10,5,38,78,239,116,11,6,1,13,15,2
21,7,31,63,11,5,60,12,4,21,66,210,48,9,3,29,15,19,2
10,3,6,8,9,3,6,31,0,6,8,13,15,22,13,5,5,3,3
25,3,26,92,26,4,48,14,3,9,58,179,13,13,6,19,24,23,0
16,3,25,55,13,6,36,18,2,15,35,120,10,4,2,22,20,24,2
16,8,18,41,14,6,15,25,1,24,30,42,41,9,6,12,18,20,3
11,6,12,18,8,3,4,31,0,16,9,10,36,10,7,6,14,13,3
20,20,48,95,18,8,78,8,5,42,87,267,122,12,3,2,12,15,2
16,10,25,35,9,5,35,19,2,22,37,113,53,13,13,23,10,10,2
6,12,21,30,13,5,38,19,2,33,36,119,67,22,3,13,3,2,0
19,17,37,31,10,8,42,18,3,52,40,137,75,18,5,6,6,10,3
32,12,45,90,15,8,73,9,5,30,69,252,47,5,12,20,19,22,1
40,18,51,94,13,10,81,8,6,44,74,275,72,3,22,1,22,27,2
15,11,22,45,17,5,21,23,1,27,34,63,50,16,3,2,11,10,3
27,19,50,118,24,8,99,5,7,46,95,350,87,12,0,16,11,15,1
28,20,57,65,8,8,97,6,7,50,87,330,111,14,16,24,11,16,2
9,10,23,16,7,6,37,19,2,28,42,118,64,22,1,12,5,3,0
23,5,31,84,18,6,55,13,3,18,66,199,29,8,9,20,16,18,2
13,6,23,59,19,5,34,18,2,16,36,118,31,10,5,13,17,20,0
16,13,52,92,18,7,81,8,6,28,86,276,87,14,5,8,10,13,1
16,3,36,55,14,6,28,21,2,10,32,86,25,4,0,31,17,19,2
5,11,21,13,6,6,37,19,2,28,39,119,78,21,4,16,4,4,0
22,15,56,105,17,9,86,7,6,37,79,292,50,5,2,7,17,21,1
17,19,46,97,20,7,74,9,5,43,81,259,125,13,2,5,12,14,1
12,9,23,32,12,5,35,19,2,24,46,113,44,19,6,9,9,7,0
19,4,25,39,13,7,19,24,1,17,30,54,16,10,2,7,16,14,3
22,5,28,81,21,4,57,11,3,11,67,208,25,15,2,6,21,18,0
21,12,52,94,19,7,77,8,5,25,85,263,83,14,3,19,13,16,2
31,20,50,47,0,2,115,2,9,46,114,404,110,23,4,17,9,3,0
36,17,54,92,13,9,96,5,7,38,90,332,76,9,9,9,14,19,2
21,6,18,4,1,6,20,26,1,23,29,50,27,21,7,20,7,3,3
34,14,49,99,17,7,83,7,6,32,86,283,79,11,4,13,14,17,2
13,9,18,44,15,6,16,25,1,24,19,46,49,4,3,2,27,29,3
12,11,50,104,23,8,74,9,5,23,81,258,66,12,2,21,11,13,1
32,21,49,94,15,10,103,5,7,52,88,360,105,12,2,21,11,17,2
12,4,7,9,7,4,2,32,0,8,4,6,32,15,11,22,10,9,3
10,10,20,16,9,4,34,20,2,27,35,105,59,26,6,11,3,1,0
32,22,54,106,21,9,104,4,8,54,88,372,104,11,10,7,11,16,2
18,4,23,19,5,7,13,27,1,19,25,34,8,12,2,13,15,9,3
40,19,51,96,15,8,102,5,7,47,96,362,102,13,14,4,12,16,2
15,6,38,53,12,5,49,15,3,13,58,177,46,12,7,13,10,11,2
10,10,20,13,7,3,34,20,2,27,37,106,62,28,8,2,3,0,0
11,10,21,43,17,7,24,22,1,25,30,75,62,10,6,0,16,20,3
25,18,55,56,5,8,91,6,6,46,84,311,81,10,5,21,12,15,1
23,13,41,84,16,4,77,8,5,29,82,270,62,14,2,26,18,16,0
12,8,29,58,20,5,34,19,2,22,40,113,40,13,7,13,12,14,0
8,7,8,7,6,4,18,27,1,22,11,41,45,27,8,7,0,2,3
10,5,17,23,8,5,9,29,0,12,6,21,32,5,20,8,19,20,1
36,20,59,104,14,9,92,6,6,49,84,314,104,5,21,2,20,24,2
28,23,51,78,12,9,101,5,7,55,86,352,107,16,15,11,10,13,1
17,6,29,73,24,4,38,17,2,13,48,136,31,13,6,14,19,19,0
13,8,33,40,15,6,32,19,2,26,38,104,49,12,4,16,12,16,3
9,5,14,21,9,3,18,24,1,12,17,53,29,16,8,4,9,7,1
14,11,33,84,19,4,48,14,3,25,58,177,68,7,13,11,18,18,1
18,14,37,98,24,5,62,10,4,34,59,225,89,11,7,19,22,20,0
29,19,52,99,15,8,83,7,6,43,74,284,92,5,2,5,19,23,1
6,10,21,41,17,5,36,19,2,26,44,116,59,21,1,2,6,4,0
13,12,35,48,9,6,40,17,2,31,49,143,58,10,3,0,12,12,2
28,18,56,67,9,9,95,6,7,45,89,324,110,14,8,9,11,15,2
8,13,21,32,12,4,36,18,2,28,41,122,71,15,5,3,9,10,0
4,5,10,13,8,3,28,22,2,10,22,83,33,22,4,2,4,2,2
22,22,54,90,16,9,100,5,7,54,86,345,107,16,5,24,9,13,1
8,6,22,20,7,3,21,23,1,13,24,65,50,10,16,6,11,9,1
23,5,25,85,22,3,52,12,3,13,58,196,26,11,1,3,24,21,0
15,15,30,25,9,8,43,18,3,46,38,140,75,19,1,3,6,10,3
10,10,20,16,8,5,36,19,2,28,41,112,61,24,4,15,4,2,0
6,12,21,47,22,13,37,19,2,29,55,121,74,29,1,10,4,4,0
15,15,38,50,17,9,47,17,3,49,44,161,74,15,3,16,9,14,3
29,20,59,97,17,9,105,5,8,54,93,370,91,12,14,30,13,22,2
20,10,49,95,18,8,74,9,5,25,84,257,54,12,6,27,14,16,1
18,9,50,85,16,7,70,10,5,20,73,240,61,11,10,21,13,16,2
12,5,24,16,6,6,23,23,1,9,27,67,33,16,0,9,5,5,2
29,23,49,123,27,9,105,4,8,54,90,376,106,14,6,16,10,14,1
20,8,35,63,18,7,31,20,2,27,32,100,28,5,4,8,23,26,3
30,21,56,106,20,8,85,7,6,45,81,288,102,9,10,20,14,17,1
31,22,49,89,13,10,106,4,8,55,92,378,102,13,9,13,10,15,1
11,6,37,42,10,6,42,17,3,15,54,144,45,15,0,23,7,9,1
20,16,45,86,15,8,64,11,4,36,68,226,59,5,2,0,22,25,1
24,24,51,70,7,11,109,4,8,65,90,385,101,13,4,7,9,17,1
14,9,20,18,6,5,17,25,1,26,31,47,50,14,10,17,12,10,3
20,16,35,32,9,9,45,17,3,44,42,151,73,16,7,10,6,10,3
22,4,23,66,19,5,37,17,2,11,36,132,8,6,0,16,25,27,0
25,14,23,78,23,5,48,14,3,35,48,183,60,9,9,6,24,24,0
33,16,60,97,14,9,97,5,7,41,96,334,103,12,16,11,14,18,2
17,13,36,47,9,4,46,15,3,30,54,166,72,12,10,5,10,10,2
7,3,6,7,6,2,21,24,1,8,19,59,32,27,15,4,5,1,2
36,25,56,76,4,4,130,0,12,56,124,423,136,26,4,8,5,2,0
12,12,20,32,11,6,26,21,1,30,37,82,63,14,3,12,12,15,3
19,13,30,62,13,6,44,16,3,30,50,159,69,8,12,2,17,18,2
20,10,29,35,10,8,37,18,2,31,42,125,47,12,2,23,11,19,3
15,11,25,50,17,6,23,22,1,26,28,73,59,6,9,4,20,22,3
18,1,20,33,9,5,16,25,1,2,20,44,3,3,5,29,25,26,1
18,6,40,76,17,6,55,14,3,16,68,193,37,13,7,25,12,14,2
14,13,37,56,19,9,45,17,3,41,42,154,64,13,1,20,10,16,3
31,21,52,115,20,10,107,4,8,55,95,382,88,11,3,4,11,20,2
11,3,31,39,11,5,21,24,1,6,24,61,36,7,0,25,14,14,2
10,3,20,16,8,3,7,30,0,10,9,17,19,14,1,18,10,9,3
