col1,col2,col3,col4,col5,col6,col7,class
16,9,16,13,38,14,10,3
13,14,17,14,40,12,8,3
13,12,24,20,35,6,5,3
13,15,18,5,42,8,5,3
12,9,20,8,45,9,5,3
10,13,18,8,44,9,5,3
11,12,18,8,44,6,5,3
11,11,18,0,45,6,5,3
10,11,17,11,43,4,5,3
10,11,21,10,44,9,5,3
12,10,17,10,44,9,5,3
11,12,18,10,44,9,0,3
12,11,19,13,43,8,0,3
13,8,18,8,41,4,0,3
12,11,20,8,41,6,0,3
16,13,26,21,44,8,12,3
14,17,24,16,41,12,12,3
18,15,29,20,35,4,12,3
17,16,18,18,36,9,10,3
18,15,22,18,25,13,11,3
16,14,26,21,25,13,10,3
15,16,21,18,29,17,10,3
16,16,19,17,40,15,14,3
11,16,25,13,37,14,9,3
16,15,15,13,40,12,8,3
11,13,25,13,38,11,16,3
11,12,22,20,41,6,4,3
14,16,16,12,44,9,10,3
15,14,23,20,42,9,9,3
18,14,32,15,37,11,11,3
11,18,29,14,36,10,9,3
14,14,28,24,41,10,9,3
10,14,24,15,34,9,10,3
15,14,31,23,41,8,9,3
14,11,21,18,34,9,9,3
12,12,18,16,35,9,12,3
13,17,22,18,41,13,4,3
14,14,28,18,41,16,11,3
10,13,20,17,47,10,10,3
11,14,21,20,42,9,9,3
13,16,20,12,38,12,6,3
14,7,18,14,40,9,5,3
13,15,20,16,43,9,5,3
12,12,20,14,37,10,9,3
11,13,17,14,38,9,16,3
10,7,16,13,40,5,14,3
3,11,20,15,39,6,14,3
17,17,21,20,39,9,12,3
13,15,26,20,41,14,12,3
18,17,23,17,39,15,12,3
13,14,20,15,35,15,10,3
10,12,24,14,45,12,4,3
16,14,28,17,40,13,12,3
16,19,23,16,39,9,12,3
17,15,27,18,37,12,12,3
13,18,24,20,40,12,12,3
15,20,21,18,36,14,12,3
14,18,24,16,39,14,13,3
13,15,27,20,34,6,15,3
18,19,27,23,35,18,12,3
18,10,17,22,34,9,12,3
14,10,26,23,38,16,14,3
16,13,26,22,37,10,12,3
15,14,22,17,35,16,12,3
17,14,23,19,37,10,12,3
14,12,19,22,34,14,13,3
13,18,23,19,36,6,13,3
17,13,24,18,38,9,9,3
16,16,23,17,32,6,4,3
14,11,22,19,42,10,8,3
13,13,22,18,41,6,8,3
11,17,13,15,42,9,11,3
11,14,21,13,38,9,8,3
11,13,17,17,37,11,5,3
12,8,17,13,45,11,5,3
11,14,22,21,38,8,5,3
13,14,20,19,35,15,12,3
15,21,28,16,42,8,8,3
14,9,23,17,37,8,9,3
15,15,23,17,45,5,4,3
13,16,22,14,45,5,4,3
14,21,24,15,39,12,4,3
15,21,27,20,35,17,15,3
12,14,23,19,42,12,15,3
9,16,19,16,44,13,14,3
10,11,19,14,35,10,14,3
12,12,20,12,38,8,13,3
13,16,24,13,38,8,16,3
17,19,23,13,35,9,16,3
15,18,23,22,31,14,16,3
17,10,25,18,37,18,9,3
13,14,24,15,33,9,11,3
14,19,21,18,33,11,8,3
17,14,24,11,38,13,6,3
13,14,25,17,39,14,10,3
16,21,22,16,36,14,10,3
16,20,29,21,32,14,10,3
16,17,24,19,33,9,8,3
17,14,24,18,40,11,8,3
16,13,24,13,35,5,10,3
15,13,24,8,35,10,10,3
16,16,19,13,36,10,6,3
15,15,17,15,40,6,13,3
15,15,18,13,43,11,11,3
14,17,20,13,41,12,14,3
14,16,19,13,40,12,11,3
11,17,20,13,40,4,11,3
13,17,24,15,35,11,12,3
13,14,26,17,37,13,11,3
10,15,24,16,37,14,10,3
10,12,25,16,35,12,11,3
12,17,24,16,37,12,11,3
16,14,22,19,40,10,17,3
16,10,22,16,37,10,19,3
16,14,23,17,34,11,6,3
15,15,26,11,37,11,6,3
16,13,22,19,37,15,13,3
12,13,24,14,40,9,13,3
12,11,22,11,33,2,13,3
14,13,22,14,38,10,11,3
12,11,24,12,36,10,11,3
16,5,25,6,36,11,14,3
16,14,24,12,38,10,16,3
11,16,23,15,44,8,6,3
10,13,25,19,41,8,11,3
14,15,18,19,32,11,9,3
11,14,20,12,40,15,5,3
15,13,23,11,46,10,11,3
12,17,17,12,38,10,10,3
13,12,26,8,34,15,16,3
13,12,22,18,35,13,13,3
14,14,24,16,38,5,15,3
19,20,26,20,39,21,10,3
18,16,29,17,37,11,12,3
16,13,23,13,38,8,16,3
16,18,23,17,40,10,5,3
17,15,22,14,37,8,18,3
17,13,22,18,33,12,16,3
16,12,21,16,36,12,8,3
15,16,24,15,40,12,8,3
17,16,24,22,40,15,11,3
14,16,22,7,39,13,13,3
15,11,23,15,40,15,16,3
18,22,29,15,44,14,15,3
15,20,27,17,39,14,12,3
18,16,22,19,37,14,12,3
15,17,27,17,36,10,11,3
20,24,24,22,39,13,12,3
16,17,28,15,35,13,9,3
13,18,24,16,42,7,9,3
14,20,21,15,38,10,13,3
14,17,20,15,37,6,9,3
16,17,20,15,36,12,14,3
15,19,23,14,42,11,14,3
15,18,28,13,44,10,14,3
13,21,30,11,44,17,6,3
12,16,24,15,39,11,11,3
17,21,28,17,37,13,11,3
10,19,28,16,37,9,12,3
16,17,30,16,36,10,15,3
18,17,30,16,32,10,15,3
18,15,28,17,38,13,17,3
18,17,30,16,38,14,14,3
15,20,27,14,38,13,11,3
15,12,24,12,34,14,7,3
14,15,30,14,34,6,18,3
15,19,26,19,41,7,7,3
11,17,25,19,41,7,16,3
17,19,25,16,37,7,9,3
16,14,21,12,34,10,10,3
12,17,20,18,39,10,5,3
11,16,20,18,43,11,5,3
17,12,20,11,41,11,7,3
13,10,20,20,36,6,11,3
13,11,20,22,39,6,13,3
13,13,21,21,41,9,12,3
14,13,20,18,40,9,12,3
13,12,19,20,42,11,7,3
16,12,21,20,38,11,7,3
15,16,23,17,41,11,10,3
17,9,27,15,39,10,9,3
13,16,24,19,40,6,9,3
13,18,23,9,42,12,5,3
17,14,25,19,43,9,15,3
17,14,24,17,38,13,9,3
17,20,25,19,41,9,9,3
16,15,21,16,43,9,11,3
16,14,20,19,39,10,12,3
16,12,26,20,40,16,17,3
15,17,21,23,42,18,10,3
14,20,24,22,41,18,10,3
15,12,24,24,32,17,9,3
15,14,23,19,35,9,13,3
16,13,27,19,45,9,9,3
19,21,21,21,37,13,9,3
19,19,24,9,36,15,11,3
16,18,21,18,38,15,11,3
15,18,22,22,38,10,11,3
15,18,20,21,37,11,11,3
16,18,22,22,39,10,7,3
17,16,21,17,40,13,9,3
19,20,23,17,42,11,10,3
19,18,27,15,41,10,12,3
12,19,26,16,38,10,12,3
14,15,26,18,38,10,14,3
15,15,24,18,41,11,14,3
14,16,27,18,42,9,14,3
18,20,25,17,37,9,14,3
15,17,23,21,40,10,15,3
15,18,22,22,32,10,12,3
13,20,22,19,39,9,10,3
17,18,24,19,36,11,10,3
16,19,21,21,33,12,14,3
18,18,22,20,34,10,11,3
17,17,22,16,31,13,14,3
15,15,22,20,35,19,14,3
13,20,21,18,32,10,14,3
18,19,20,18,39,10,15,3
18,17,21,18,37,13,13,3
17,20,21,18,36,14,13,3
17,17,22,18,35,14,15,3
18,16,23,19,39,14,13,3
18,20,21,17,29,16,13,3
16,15,22,17,39,10,4,3
14,18,26,21,39,13,11,3
16,15,22,23,39,17,11,3
13,19,20,21,40,11,7,3
14,18,21,22,39,11,7,3
11,9,23,19,41,5,14,3
13,16,27,23,44,9,17,3
17,17,27,23,35,13,15,3
18,10,25,19,41,17,15,3
19,13,29,18,34,16,12,3
19,16,29,17,36,13,9,3
18,15,27,18,35,13,11,3
19,16,26,17,37,13,11,3
18,16,25,18,35,13,6,3
18,15,28,16,36,13,10,3
17,15,24,18,36,16,11,3
15,16,23,19,35,14,4,3
16,17,26,18,37,11,7,3
18,15,28,17,36,13,11,3
18,17,29,16,29,17,12,3
17,15,22,20,38,13,12,3
18,15,18,16,41,18,18,3
17,16,23,16,44,18,12,3
15,17,27,20,42,16,15,3
17,14,19,15,39,10,9,3
11,15,22,14,37,6,12,3
13,16,21,14,43,10,9,3
15,11,24,11,37,11,3,3
15,14,22,15,40,10,7,3
12,11,26,12,42,10,9,3
12,12,20,16,46,7,12,3
15,20,27,17,42,9,10,3
