col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,class
333,68,450,282,253,247,53,308,156,162,298,553,385,393,524,583,692,391,528,318,264,2
362,224,228,6,200,174,123,183,161,350,327,516,704,391,743,649,568,664,487,249,327,2
121,196,291,219,314,327,361,357,491,375,359,336,562,673,564,323,392,324,292,213,64,2
336,168,304,338,434,297,374,438,583,479,477,426,301,460,152,328,224,202,164,243,212,1
218,435,277,444,606,721,641,646,691,447,87,199,92,220,189,268,162,254,241,312,353,1
97,312,426,424,556,710,570,754,490,242,374,243,146,51,233,238,233,407,104,188,381,1
181,370,535,494,422,537,536,640,581,450,259,262,332,440,416,229,199,252,130,295,294,1
242,349,513,512,555,619,528,571,468,281,125,182,250,28,255,279,366,262,218,252,200,0
264,390,39,281,47,266,134,251,183,108,101,398,613,590,549,743,476,439,531,508,369,0
304,303,170,231,209,74,350,327,316,181,11,250,674,724,540,544,592,634,481,301,338,0
347,413,494,661,524,613,768,653,632,304,386,31,78,324,183,230,286,176,307,196,446,1
257,241,295,435,471,521,660,613,460,353,349,183,111,112,245,352,371,24,375,333,233,1
203,350,288,421,540,690,604,596,510,189,327,220,77,204,131,167,264,246,347,236,316,0
243,412,185,498,573,683,467,571,394,338,217,304,221,315,489,351,510,332,220,376,238,0
351,358,298,238,184,437,269,305,566,408,712,592,604,253,466,343,444,245,232,383,306,1
235,125,198,223,228,205,222,335,388,562,358,441,620,427,277,349,377,192,214,459,251,2
259,451,327,382,447,662,566,422,514,383,508,350,130,84,297,267,239,56,130,353,400,1
208,162,231,298,186,293,26,245,308,357,586,429,445,544,602,529,293,392,311,341,286,2
160,251,307,137,297,235,611,629,505,658,529,316,460,313,292,238,172,254,231,272,356,1
253,209,113,358,356,316,183,291,322,382,264,585,561,429,605,662,490,473,316,344,197,2
439,472,531,477,248,367,368,328,185,136,309,132,320,385,510,627,546,534,213,217,340,0
337,249,381,352,404,589,521,494,578,379,203,220,125,353,359,523,433,373,223,417,208,0
220,279,442,432,451,504,591,656,653,464,206,178,194,210,296,285,201,250,58,254,132,1
373,223,153,338,316,538,581,638,508,445,489,499,208,280,135,138,391,292,164,362,236,1
388,285,303,187,184,102,216,393,277,396,448,546,553,493,848,637,480,412,553,275,226,2
402,377,289,129,265,499,414,381,574,571,583,458,623,516,437,237,337,251,311,95,323,1
235,261,264,228,465,257,77,114,210,247,252,449,441,551,616,514,407,592,283,328,251,2
437,245,203,371,437,367,329,273,462,248,182,329,107,448,485,468,223,398,187,246,250,0
244,230,245,182,354,295,251,61,139,109,181,395,464,607,445,597,400,344,383,324,389,0
322,345,452,327,567,376,550,481,366,484,469,404,351,244,273,136,379,244,296,196,298,1
473,273,325,490,587,562,783,696,631,405,305,33,189,419,125,307,371,252,278,404,431,1
237,176,359,478,603,633,518,477,461,347,145,289,176,471,138,194,225,330,201,59,226,0
167,283,438,294,203,229,367,320,212,464,525,501,500,509,431,497,254,348,192,331,327,2
71,97,184,295,180,251,442,496,470,458,618,530,647,345,347,309,225,352,468,218,213,1
69,247,337,264,375,344,256,260,34,258,231,447,539,558,661,549,534,428,495,436,211,2
423,420,188,188,238,436,197,371,181,159,487,408,550,713,642,721,637,404,331,483,268,2
335,363,525,469,691,768,803,721,558,463,411,12,213,133,138,292,220,225,205,379,220,0
361,398,326,316,340,209,364,597,595,296,533,538,505,371,343,154,335,285,314,184,297,1
281,48,368,343,262,163,395,167,287,360,337,373,465,470,684,528,444,198,276,369,302,2
299,54,324,358,182,408,133,484,374,237,337,365,507,609,543,520,444,333,391,428,295,2
387,362,456,505,541,740,598,509,470,244,228,128,210,230,203,286,250,262,174,257,229,0
75,308,499,236,218,299,377,381,145,240,214,257,349,449,495,464,478,387,589,421,395,0
250,325,306,249,200,278,75,126,230,242,248,354,503,715,635,614,413,633,385,333,239,2
457,380,309,433,472,510,501,501,593,541,602,334,298,329,370,388,99,40,187,155,289,1
118,354,299,251,127,4,278,325,409,241,493,414,453,356,644,421,482,474,278,541,309,2
251,397,202,271,184,382,205,244,68,262,320,500,718,644,455,714,562,368,429,292,285,2
244,253,400,428,735,649,855,774,559,476,219,163,102,211,19,177,116,185,53,315,233,0
408,369,378,507,432,424,547,431,490,407,54,283,240,343,440,346,338,331,449,276,326,0
304,214,187,128,384,35,325,98,395,485,486,396,645,428,528,606,324,184,69,418,109,2
213,449,254,411,547,658,745,566,549,436,298,182,290,393,251,258,321,306,236,135,325,1
190,336,275,521,271,598,634,591,437,485,453,429,503,136,162,135,372,277,377,165,191,1
253,176,206,156,217,203,98,295,345,377,460,566,535,281,451,259,250,387,431,123,223,2
176,270,313,204,362,377,550,496,623,610,543,431,522,302,312,168,499,188,211,226,255,1
387,275,332,169,301,360,526,341,508,437,507,409,544,427,274,427,59,329,171,123,219,1
210,345,237,223,325,114,367,216,366,292,384,471,538,739,554,428,630,247,331,355,237,2
183,415,374,664,659,701,603,559,574,434,256,70,266,237,82,220,173,53,297,361,125,0
331,233,427,332,283,620,819,561,484,367,210,194,453,252,398,469,320,385,271,338,347,0
289,397,293,566,458,657,638,573,473,454,305,322,293,118,230,271,323,92,450,254,194,1
273,139,226,288,406,170,307,216,91,143,49,402,483,654,776,741,703,521,328,167,247,2
197,165,249,351,486,412,396,443,150,282,187,60,526,478,309,450,510,491,314,310,183,0
213,356,349,319,433,585,453,382,310,388,175,363,132,442,278,473,225,321,173,141,348,0
127,303,350,380,713,517,764,562,455,351,73,213,238,378,315,347,321,330,422,268,15,0
119,76,166,377,136,379,261,233,671,518,535,528,598,635,467,435,328,265,303,201,175,2
223,230,446,303,131,365,526,577,645,598,502,374,465,448,380,290,306,78,291,52,418,1
323,214,480,511,646,718,841,633,571,228,360,192,263,19,191,128,227,113,74,183,188,1
347,116,134,182,343,303,169,63,282,327,223,471,409,699,663,548,599,163,433,367,141,2
180,168,168,19,228,185,351,17,200,42,228,216,549,536,842,738,527,627,545,423,245,0
316,112,369,230,97,110,251,182,146,153,313,465,335,656,789,704,566,415,547,263,171,2
265,177,366,511,306,415,614,377,411,175,243,323,216,154,260,303,434,384,377,304,341,0
263,307,243,284,123,238,224,177,143,194,176,568,410,409,668,715,623,623,319,253,173,2
237,387,187,182,117,234,426,308,423,189,600,447,607,494,642,678,423,274,212,166,271,2
340,363,228,428,499,539,436,461,344,417,227,54,253,111,271,227,319,314,415,197,349,0
367,173,256,200,61,104,307,244,212,421,358,322,510,569,636,512,416,411,322,204,91,2
133,255,360,245,449,386,411,113,408,343,296,207,555,427,614,546,626,540,298,105,271,0
357,274,344,242,455,319,378,558,542,612,515,514,400,548,199,403,182,254,241,191,380,1
428,265,410,504,378,639,318,569,187,231,57,185,251,435,515,595,429,483,272,348,340,0
156,155,365,424,311,380,477,493,232,226,181,353,423,465,386,567,601,395,456,5,359,0
259,239,287,154,165,211,237,440,513,504,486,333,549,663,486,502,427,154,315,201,251,2
137,86,261,69,216,262,272,2,346,126,139,586,631,429,704,595,463,557,384,236,236,2
298,332,332,476,348,424,657,528,352,423,186,344,367,142,492,330,386,106,194,197,170,1
251,319,234,275,402,215,312,318,464,391,562,675,417,495,469,459,342,359,141,23,196,2
266,330,414,562,452,492,292,403,522,385,391,277,208,160,251,228,316,461,281,283,467,0
308,328,176,343,383,392,458,443,670,548,430,412,391,260,365,162,223,188,272,239,115,1
333,95,326,150,250,170,271,330,105,403,284,199,555,717,732,672,525,481,473,400,276,2
141,520,459,616,565,682,717,550,548,360,183,82,105,1,479,157,246,183,201,327,386,0
485,73,213,273,210,267,291,376,545,509,523,423,535,323,543,356,442,245,519,284,197,2
299,162,253,245,295,57,263,183,159,36,193,412,315,635,454,647,606,589,340,133,329,0
143,277,426,82,223,406,411,268,500,563,450,498,282,314,377,213,288,162,283,68,300,1
117,474,419,574,383,411,455,471,458,342,410,256,148,206,189,321,223,158,252,163,216,1
338,454,376,559,642,721,414,712,459,299,296,100,193,251,103,100,151,213,420,125,202,1
254,117,395,357,358,203,174,79,163,82,270,402,528,600,803,705,529,479,505,360,146,0
274,463,266,274,532,545,596,581,553,360,191,310,206,265,274,285,69,232,348,262,361,1
442,230,197,75,398,50,126,110,204,433,254,426,590,555,525,440,358,306,337,288,264,2
313,284,269,144,463,126,292,309,318,175,221,280,353,390,580,438,468,391,387,383,180,0
193,216,421,250,277,372,390,612,347,450,357,388,485,412,154,171,247,284,8,397,178,1
219,536,378,623,738,428,634,673,492,274,297,297,55,198,167,200,225,159,288,156,238,0
290,412,232,285,172,260,315,230,289,65,330,410,749,522,753,510,395,399,375,444,169,2
297,234,217,381,299,132,174,450,542,328,459,456,440,629,493,419,231,422,344,320,90,2
93,311,353,587,690,558,646,452,460,319,273,185,128,230,218,259,403,195,259,347,138,0
419,498,303,533,524,465,271,506,344,412,104,188,285,308,407,364,338,450,239,105,441,0
424,161,235,305,201,138,184,188,291,376,425,369,552,718,766,678,592,416,270,261,336,2
233,51,321,304,131,196,0,161,250,114,285,243,697,538,738,674,601,661,319,177,324,2
112,192,311,227,103,462,454,474,481,584,564,395,470,582,402,269,116,197,312,225,283,1
253,197,476,342,479,396,390,244,415,380,307,490,365,329,338,227,220,211,96,208,147,1
169,254,265,89,80,264,434,354,465,276,386,596,499,419,365,417,504,335,308,392,124,2
261,266,351,463,545,676,610,505,544,268,375,193,176,225,174,299,185,159,31,267,281,1
425,299,289,169,370,276,521,640,621,701,630,288,373,384,384,361,195,190,245,184,53,1
304,216,486,581,637,713,570,497,472,514,321,79,230,21,135,110,229,412,243,180,349,0
374,270,422,430,487,504,549,432,210,237,198,249,316,341,362,477,504,452,297,396,154,0
379,180,248,237,379,440,469,377,461,534,621,519,597,347,573,356,222,242,276,70,131,1
168,330,356,461,322,567,390,515,606,542,436,379,484,272,405,272,107,207,219,242,220,1
221,176,160,227,222,118,216,416,572,311,676,716,685,420,448,420,220,375,252,134,173,2
40,437,330,424,557,635,619,503,562,365,30,342,58,77,129,430,188,309,282,113,246,0
245,208,237,311,301,354,335,407,420,498,682,416,364,206,320,296,350,223,217,288,78,1
341,157,313,258,287,396,412,466,615,509,596,704,360,452,469,404,276,185,307,293,296,1
315,197,387,546,506,508,676,581,499,221,187,129,315,432,130,418,374,440,72,300,324,0
370,252,205,236,388,292,184,296,500,380,708,436,556,361,298,222,80,201,132,258,157,1
180,343,258,74,377,115,91,236,360,347,493,440,551,567,560,450,330,443,152,320,348,2
227,358,276,584,447,543,808,641,554,425,166,113,276,172,92,96,268,448,37,201,354,0
231,344,161,338,205,67,58,60,296,4,91,463,527,714,852,570,682,549,421,338,215,2
160,295,340,384,536,734,404,557,501,279,188,281,163,251,353,203,309,25,276,241,227,0
294,383,273,286,191,351,327,339,512,530,534,591,577,569,292,266,273,265,295,285,70,2
271,166,296,409,442,587,574,368,486,523,421,500,515,321,270,123,209,218,175,318,192,1
501,280,543,596,658,669,728,678,678,361,399,295,271,101,371,216,168,231,58,122,383,1
65,192,244,84,250,0,270,362,256,441,172,352,661,530,542,610,677,637,445,241,449,2
173,232,501,482,473,710,664,570,491,281,184,147,334,268,284,308,172,270,285,267,235,0
394,191,387,546,482,398,706,597,629,527,432,532,374,433,216,223,172,72,115,129,254,1
367,412,479,643,639,725,809,486,513,501,392,162,70,255,122,144,203,116,216,284,282,1
433,250,507,522,658,648,779,604,569,458,247,62,180,98,48,102,285,421,239,324,197,0
135,239,230,335,501,682,626,655,642,512,506,635,314,356,243,344,232,150,411,265,288,1
328,332,206,381,126,195,226,166,288,226,257,565,522,405,768,572,474,388,368,338,195,2
249,376,79,367,415,295,212,14,232,357,309,334,492,580,684,634,536,393,471,360,388,2
434,59,331,210,500,244,295,122,190,318,156,471,579,623,644,601,611,631,474,119,377,2
242,282,462,171,382,85,187,361,189,37,71,266,530,384,541,488,571,414,341,300,276,0
177,391,379,277,420,365,551,413,398,154,271,355,393,525,586,482,330,367,326,328,363,0
298,280,410,274,274,398,601,313,588,390,642,469,441,528,72,245,127,395,257,235,326,1
297,386,184,358,301,269,346,316,436,257,506,475,440,633,573,365,423,355,348,445,163,2
405,290,327,441,456,434,527,551,634,466,549,368,235,383,520,177,71,135,285,192,277,1
276,109,375,527,429,499,472,676,459,385,420,188,320,203,353,326,340,243,244,165,305,1
175,343,84,243,294,277,446,455,440,412,395,642,758,680,397,198,239,406,255,264,401,2
135,337,332,229,358,393,286,383,633,429,484,486,418,314,249,324,329,242,205,391,274,1
288,287,303,365,302,318,464,411,556,599,588,464,487,517,603,169,150,138,231,144,313,1
164,416,229,323,482,421,532,434,563,517,420,224,54,174,204,196,148,234,310,251,274,1
181,396,473,250,387,474,579,502,445,251,217,163,97,159,488,404,300,87,179,327,36,0
264,108,405,497,669,521,543,408,442,346,230,130,187,231,376,388,383,347,325,231,58,0
311,166,420,315,299,278,426,407,670,549,241,438,362,480,353,265,71,219,314,241,171,1
287,186,217,113,327,309,4,186,275,304,149,286,641,611,744,466,748,518,464,249,250,2
255,388,373,256,388,460,448,343,375,461,338,364,356,495,555,267,542,368,402,235,118,0
69,195,299,424,386,450,380,412,590,266,190,235,375,355,414,263,370,445,335,419,209,0
197,281,161,259,169,129,61,107,120,292,114,393,647,606,674,734,722,606,401,414,352,2
306,186,370,402,396,239,449,498,528,381,487,263,477,328,433,377,129,161,165,367,57,1
139,231,306,112,197,411,112,334,257,102,401,344,582,655,440,511,613,471,345,293,174,2
191,429,205,228,228,169,296,44,73,314,195,271,430,485,817,762,659,601,490,227,356,2
242,298,328,142,220,220,171,248,156,214,335,569,309,450,678,574,524,451,566,399,217,2
358,208,153,225,105,245,360,274,266,396,313,539,531,379,478,303,390,333,292,273,330,2
303,356,265,555,408,620,519,588,412,453,405,221,245,182,300,348,375,401,160,333,199,0
284,531,412,373,432,656,658,418,376,291,140,226,120,235,198,272,195,191,97,226,144,0
357,393,200,239,358,242,48,335,421,345,366,369,464,680,568,576,528,363,473,443,344,2
322,354,394,637,558,579,588,556,431,112,175,390,239,244,386,282,482,306,169,256,178,0
333,55,196,470,568,518,657,447,423,412,569,185,290,275,134,124,309,233,261,388,152,1
396,353,326,273,571,521,702,643,586,351,316,153,147,173,155,211,326,150,100,170,294,1
381,439,273,380,455,631,708,420,422,549,256,284,370,375,309,341,382,207,344,366,377,0
169,417,289,286,79,297,184,199,142,131,225,168,447,729,639,720,720,515,334,287,511,0
347,175,197,323,327,342,222,202,49,150,288,255,457,414,678,468,625,319,566,232,223,0
376,268,217,233,298,188,40,284,263,405,568,391,419,473,555,596,463,399,291,560,299,2
149,122,342,281,181,520,383,480,367,406,462,478,398,481,570,160,221,312,117,103,93,1
290,127,291,132,218,200,387,162,24,176,314,331,418,716,667,439,595,502,437,292,117,2
293,249,344,580,518,474,663,386,406,212,70,208,327,417,498,489,328,303,422,415,302,0
434,268,534,474,325,619,650,605,459,434,493,40,377,387,337,172,140,235,271,103,241,1
189,242,235,219,385,313,391,629,728,696,698,677,606,392,275,282,178,191,250,377,285,2
106,424,333,470,626,524,669,560,471,356,142,178,266,237,189,150,156,489,71,409,388,0
261,276,161,219,253,363,475,595,696,403,371,490,320,396,331,244,155,98,117,339,312,1
171,299,119,331,134,409,209,410,604,575,474,553,464,501,425,341,167,105,345,198,463,1
174,347,269,265,445,542,452,391,243,98,166,364,454,410,414,532,443,537,377,221,273,0
356,384,418,468,572,311,688,576,341,306,261,307,358,417,239,337,445,227,146,334,129,0
334,310,360,141,216,386,399,592,633,550,644,587,508,527,248,275,327,211,231,141,326,1
516,164,174,325,212,195,125,338,344,560,369,457,475,379,590,376,367,487,200,287,384,2
485,278,180,117,218,141,561,428,300,631,607,488,563,406,448,325,251,451,261,344,214,2
371,284,502,360,515,502,532,244,147,135,160,260,410,373,651,433,474,229,405,340,203,0
127,302,357,435,639,670,748,609,345,162,170,269,445,133,339,328,226,316,265,214,147,0
315,166,517,405,447,688,577,568,454,335,459,235,247,321,158,219,347,164,133,333,232,1
257,392,293,168,88,194,438,468,499,579,620,439,472,328,457,359,189,316,257,227,183,2
487,81,164,242,68,388,165,68,431,281,357,424,518,563,659,455,257,408,371,385,252,2
351,368,281,504,628,719,685,654,496,409,360,245,90,298,117,310,81,204,386,208,171,1
276,221,429,487,536,557,637,481,689,518,398,236,126,156,257,180,207,79,132,363,125,1
269,289,482,575,482,409,650,625,522,405,378,198,241,188,307,178,312,254,210,203,282,1
164,156,216,358,139,338,237,378,462,685,509,598,741,627,428,244,240,216,265,269,358,2
228,300,601,627,376,501,753,504,326,330,308,165,285,232,422,352,273,259,405,302,188,0
175,239,327,369,484,443,576,519,351,421,122,318,430,207,448,364,336,407,201,225,371,0
255,288,388,271,587,630,536,353,476,458,247,173,255,215,147,230,256,307,19,181,326,1
274,235,299,376,77,193,223,394,483,554,492,566,493,497,555,253,79,143,138,128,213,1
192,226,306,380,266,202,182,120,166,232,342,456,409,541,720,541,636,473,486,385,283,0
275,277,459,455,382,565,660,445,506,253,261,194,5,198,473,131,444,346,264,96,388,0
328,429,354,550,616,769,811,654,424,138,286,255,297,33,211,13,129,322,396,312,275,0
428,37,103,293,349,277,439,650,451,574,432,443,521,267,201,11,428,292,258,364,316,1
256,154,288,148,142,239,184,415,362,541,621,500,577,605,568,684,552,365,332,265,74,2
261,211,365,462,513,521,550,269,401,176,334,278,243,203,328,426,368,294,412,170,289,0
299,402,346,624,510,538,813,661,567,202,276,86,161,76,133,273,121,165,300,271,308,1
220,253,180,267,233,320,303,349,447,329,487,538,619,301,372,368,183,214,137,75,329,1
101,226,182,117,270,139,67,186,361,283,406,449,558,611,685,424,702,424,341,273,323,2
373,172,213,368,79,107,294,364,347,362,217,430,474,584,542,463,353,290,370,207,251,2
216,205,518,496,519,543,695,724,445,306,328,59,248,207,261,49,128,243,249,119,231,0
304,352,449,508,488,465,688,534,374,285,162,305,290,272,279,467,322,346,570,260,485,0
225,97,404,263,472,378,448,333,273,237,337,331,533,627,321,447,444,255,261,269,102,0
384,282,241,232,434,604,470,546,387,275,328,212,94,347,453,496,287,233,291,27,213,0
346,297,547,567,577,655,475,643,710,350,311,159,281,289,206,234,248,236,122,218,24,1
154,495,140,149,307,7,176,280,245,281,426,316,483,537,631,564,566,414,552,215,329,2
372,17,103,392,214,266,298,203,246,227,347,392,524,623,832,470,558,447,435,391,212,0
289,112,35,220,280,321,95,230,353,135,473,401,435,479,463,508,245,458,260,263,235,2
169,275,236,448,492,426,401,502,502,513,390,493,466,315,346,246,242,162,235,236,398,1
94,307,306,465,379,519,381,392,272,313,142,290,391,615,536,528,413,593,172,298,117,0
250,156,310,361,244,419,367,512,560,498,504,418,483,422,441,363,149,289,203,340,335,1
237,228,181,65,65,266,352,256,141,361,520,439,560,750,483,329,336,229,213,167,237,2
338,389,447,385,687,481,478,666,395,181,190,170,343,290,471,333,396,486,160,117,74,0
508,349,299,172,266,10,354,307,253,176,154,548,520,631,615,540,662,278,327,317,466,2
210,148,406,182,45,168,312,82,122,333,553,565,403,627,592,623,596,455,421,536,112,2
204,240,147,249,240,83,501,600,559,291,514,410,461,332,335,323,174,289,382,184,473,1
239,253,316,347,314,242,522,549,545,597,519,449,347,204,237,424,148,180,239,384,343,1
100,229,156,204,401,283,540,499,437,625,430,659,636,278,374,270,180,161,175,488,377,1
362,447,222,320,170,324,112,181,377,22,266,373,396,573,567,369,498,375,489,411,229,0
381,99,375,116,301,412,547,565,760,403,563,352,510,378,299,307,113,121,192,251,110,1
274,390,580,95,428,565,496,786,412,274,73,335,261,423,286,223,250,147,157,240,301,1
253,207,414,124,272,409,530,539,637,664,588,456,300,379,314,302,210,403,195,33,250,1
357,178,472,139,198,323,402,441,545,486,662,442,458,469,203,261,255,171,258,331,205,1
404,216,232,236,125,252,286,338,457,311,442,513,641,540,600,526,668,364,327,271,159,2
272,434,557,350,752,803,806,416,442,620,418,129,203,111,290,84,301,287,225,284,391,0
241,326,275,554,651,671,701,670,576,323,240,102,178,201,87,53,229,192,216,244,423,0
331,126,342,494,669,402,457,714,582,347,529,602,438,288,448,148,19,238,283,305,3,1
125,80,278,249,301,380,358,388,649,723,712,595,525,459,161,211,101,176,208,124,190,1
307,294,352,445,229,340,221,306,327,121,218,219,443,669,538,434,628,327,391,402,49,0
302,236,414,619,494,628,480,367,506,459,243,19,358,456,263,386,255,329,219,262,110,0
419,276,238,217,480,699,687,548,643,459,355,525,219,424,224,147,284,217,283,249,299,1
50,415,289,288,386,400,173,214,287,173,253,268,358,543,548,637,516,479,160,366,225,0
177,183,325,255,370,465,605,371,634,563,340,584,463,358,213,277,100,446,269,263,186,1
186,237,393,162,250,74,53,296,63,142,258,408,505,355,868,571,586,257,526,397,250,2
237,169,348,123,60,151,413,351,410,667,691,536,380,258,342,428,289,155,331,368,202,2
263,250,318,307,609,373,365,594,576,330,308,210,235,361,305,252,232,287,135,369,239,1
162,185,236,305,171,187,144,66,125,61,254,318,477,673,654,629,524,498,352,281,276,2
210,130,316,143,404,287,167,443,548,413,402,389,546,332,355,273,263,403,59,235,63,1
321,104,182,243,328,172,286,110,116,263,93,480,558,321,693,630,605,540,537,502,262,2
219,415,604,452,639,696,648,543,489,372,148,330,60,243,364,264,373,328,197,211,224,0
151,333,309,583,700,743,804,761,621,430,92,99,134,211,281,164,200,422,248,172,96,0
225,295,242,223,230,377,272,235,294,374,313,290,644,594,550,656,595,458,397,289,64,2
194,238,290,390,507,563,484,309,331,397,151,178,288,315,277,435,303,530,196,336,188,0
152,355,237,339,386,551,494,391,590,280,213,257,218,360,294,356,292,311,355,282,216,0
306,140,245,286,286,293,290,391,433,612,570,553,497,344,402,333,172,318,141,402,230,2
278,227,374,220,313,513,476,392,316,195,382,442,341,305,567,349,130,408,242,240,152,0
326,151,92,243,252,93,223,109,17,209,183,373,583,618,628,764,549,565,281,284,253,2
285,333,219,468,114,322,423,414,595,607,484,503,519,378,414,297,460,197,54,188,359,1
293,239,377,515,513,632,791,427,628,558,407,266,2,387,102,418,276,201,265,170,277,1
330,29,265,242,361,166,343,419,429,359,610,574,497,553,408,424,300,367,360,395,262,2
298,270,222,134,149,243,312,467,592,444,569,578,423,471,325,354,180,66,364,368,296,2
162,195,164,380,279,353,240,498,285,571,532,512,401,417,418,486,242,343,102,219,279,2
125,66,349,44,489,398,330,553,579,494,625,208,564,565,395,237,289,203,88,384,89,1
337,305,334,233,359,192,209,68,376,68,346,342,355,525,566,543,733,431,445,336,462,0
238,173,268,302,376,495,501,472,637,393,250,523,244,320,332,321,204,123,365,218,245,1
112,219,114,295,397,451,510,340,333,221,343,67,305,315,522,372,327,556,363,345,423,0
185,474,439,419,340,680,746,478,445,377,94,237,378,437,349,135,150,215,383,319,347,1
288,181,325,407,385,260,210,366,247,365,60,292,343,413,456,482,525,274,424,247,267,0
339,93,87,207,69,324,343,513,319,707,659,565,356,373,374,301,128,363,309,252,303,1
238,323,342,400,578,501,620,328,502,219,66,2,129,424,613,358,281,436,268,303,518,0
268,228,135,315,252,292,322,310,258,193,391,428,464,442,707,517,600,489,358,173,324,0
71,201,205,345,281,193,73,169,319,554,280,554,555,398,444,602,300,547,319,119,416,2
294,216,454,245,653,573,533,520,325,165,43,135,386,268,414,236,330,245,318,285,424,0
115,133,340,415,291,344,469,343,292,151,235,247,348,362,628,637,557,577,343,200,303,0
439,459,428,370,505,767,770,700,464,501,418,231,317,220,139,375,260,499,255,382,63,1
225,353,505,391,508,434,673,645,545,162,183,346,180,343,109,446,277,326,254,359,26,0
136,2,214,93,216,215,270,275,167,122,161,382,623,650,725,628,607,584,484,479,436,2
329,95,381,210,147,243,298,292,445,583,468,459,562,362,244,196,371,230,328,279,124,1
291,274,156,160,155,383,441,402,402,630,651,512,623,433,212,239,105,125,335,79,331,1
317,252,191,376,337,236,161,204,291,209,222,306,450,691,677,793,625,471,510,426,150,2
376,417,349,444,309,475,674,529,466,426,442,417,543,342,332,240,305,248,246,261,411,1
180,165,257,386,539,359,390,504,441,174,523,436,364,252,520,439,562,406,233,489,97,0
372,381,315,291,448,528,498,627,377,251,163,284,278,403,646,125,413,438,213,388,234,0
308,263,325,514,463,618,704,510,377,367,197,270,376,465,225,227,361,350,535,205,270,0
96,477,268,488,547,450,551,406,498,450,621,437,275,240,316,376,229,240,43,242,123,1
235,223,236,297,663,557,757,621,389,550,431,188,384,189,234,298,64,248,181,243,130,1
199,298,277,372,284,391,434,289,213,116,173,111,325,461,573,554,540,343,253,337,252,0
332,437,382,440,381,529,649,663,271,83,164,405,315,542,315,462,395,540,276,362,178,0
297,202,193,306,282,333,403,203,362,585,475,543,660,686,299,248,59,382,158,244,356,2
287,282,238,232,412,343,55,420,342,150,404,261,484,596,649,684,439,357,286,259,240,2
349,269,69,422,389,80,195,342,315,154,144,323,453,343,693,574,444,531,503,422,117,2
182,258,348,218,307,327,147,389,184,383,183,285,431,634,649,531,671,630,493,320,271,0
158,298,213,235,291,420,314,431,336,489,461,653,601,588,370,343,442,405,327,216,207,2
466,178,146,257,201,273,365,98,332,93,181,87,397,483,791,387,581,472,477,371,170,0
325,390,347,353,634,759,649,517,546,449,330,198,152,149,156,23,358,464,232,246,268,0
489,330,218,302,150,244,310,221,298,340,461,379,553,563,583,508,605,358,325,383,448,2
168,262,308,493,522,725,486,493,384,409,314,246,100,175,161,329,255,270,284,338,121,0
456,458,436,566,760,652,668,442,557,394,254,225,147,267,265,258,215,209,149,315,210,1
360,195,312,121,224,288,463,467,414,501,417,409,642,468,419,366,401,540,425,259,318,2
202,248,507,535,412,483,682,469,401,574,208,435,228,48,107,148,17,144,189,280,245,1
270,191,189,97,224,326,229,188,383,172,329,537,461,763,542,529,635,429,287,352,329,2
300,205,350,308,421,524,484,496,604,611,591,264,351,389,507,308,286,163,186,434,214,1
129,275,230,320,226,433,384,236,151,326,320,464,439,694,828,719,672,447,267,255,282,0
172,332,334,146,397,186,225,218,220,174,326,381,493,571,524,463,555,299,220,424,11,2
334,134,188,315,322,286,258,267,67,250,213,285,350,465,706,577,749,563,465,352,40,0
297,75,468,74,200,12,83,288,208,127,191,511,520,778,830,640,548,408,405,372,234,2
355,390,341,481,448,568,740,503,672,453,162,230,262,279,212,162,162,107,464,322,198,1
230,276,491,349,302,612,555,363,416,488,415,490,570,403,328,74,152,99,206,129,286,1
345,140,250,456,235,564,432,434,529,381,477,232,450,401,303,253,284,164,212,315,111,1
355,149,253,398,177,316,329,512,646,417,521,459,614,457,235,408,64,263,314,316,151,2
112,227,269,401,171,296,160,274,50,209,150,312,556,598,547,791,390,421,491,256,197,0
486,281,514,404,229,461,496,607,674,529,502,492,473,381,269,251,152,207,434,125,47,1
186,385,162,306,566,663,396,397,626,587,479,311,400,366,434,164,274,257,47,228,118,1
179,266,313,416,363,521,583,640,452,486,416,204,398,186,51,305,169,54,238,200,193,1
255,297,145,126,232,275,256,524,567,627,665,438,465,657,401,142,138,301,309,70,178,1
298,185,213,180,214,183,224,473,366,491,607,411,476,565,461,356,303,347,429,361,185,2
202,221,296,279,269,130,289,55,172,208,346,414,476,528,770,592,549,586,150,343,193,0
134,264,218,400,402,312,455,471,615,473,590,579,473,502,300,223,214,386,258,228,292,1
197,304,277,609,529,664,581,500,539,282,431,128,237,290,265,155,263,118,344,136,286,0
390,110,504,430,642,762,738,636,456,192,58,277,67,58,125,409,302,238,195,219,164,1
362,422,477,543,564,733,834,440,588,412,275,99,177,187,108,352,69,192,213,269,252,1
240,256,459,573,446,742,631,604,541,434,379,239,409,80,184,338,230,316,303,378,454,1
319,295,303,409,339,75,343,345,381,115,84,365,362,361,588,309,648,482,325,290,144,0
139,310,51,379,202,178,339,429,636,451,702,478,385,484,266,342,354,352,198,349,78,2
293,250,307,201,170,216,180,89,266,155,306,297,660,534,819,614,567,441,343,191,468,2
