X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,class
17,18,1551,1552,108,14,28,720,97,44,12,0,1,0,52,254,158,11,324,647,2,108,4,28,796,937,82,0,0,0,0,0,1,0
533,561,1556,1557,53,11,10,375,102,51,11,0,1,0,1149,315,620,31,626,647,2,53,7,10,515,1157,45,0,0,0,0,0,1,0
464,489,1715,1716,42,12,7,164,77,41,28,0,1,0,1350,92,670,29,569,647,0,42,7,7,360,523,31,0,0,0,0,0,1,0
400,424,1722,1723,87,13,14,574,89,42,26,0,1,0,1257,325,559,36,596,647,2,87,8,14,560,848,69,0,0,0,0,0,1,0
648,676,1741,1742,53,10,10,359,96,49,26,0,1,0,832,315,620,29,690,647,2,53,7,10,515,1049,45,0,0,0,0,0,1,0
820,848,1803,1804,63,13,13,406,94,36,11,0,1,0,92,740,576,37,596,647,2,63,8,13,547,768,65,0,0,0,0,0,1,0
330,351,1808,1809,75,12,11,523,98,44,12,0,1,0,1064,323,692,43,723,647,2,75,9,11,462,1065,61,0,0,0,0,0,1,0
348,364,1811,1812,38,18,7,274,120,56,12,0,1,0,1098,389,611,37,407,647,0,38,8,7,330,1431,35,0,0,0,0,0,1,0
177,203,796,795,91,35,19,697,90,61,21,1,0,3,619,1302,601,116,501,488,0,91,20,16,323,1344,177,0,0,0,0,0,1,0
393,414,1174,1173,40,10,6,334,113,68,57,1,0,3,1075,100,570,25,756,647,0,40,8,6,301,1447,30,0,0,0,0,0,1,0
916,945,1192,1192,176,23,29,906,68,28,58,1,0,3,195,413,256,25,345,647,2,176,8,29,710,215,143,0,0,0,0,0,1,0
605,636,1214,1214,205,22,22,1003,53,41,57,1,0,3,1204,399,556,52,539,647,2,205,13,22,563,239,164,0,0,0,0,0,1,0
805,833,1235,1235,72,14,13,487,90,50,57,1,0,3,783,298,552,20,460,647,2,72,7,13,567,909,58,0,0,0,0,0,1,0
804,831,1246,1245,96,18,23,640,90,44,56,1,0,3,786,647,256,14,345,647,2,96,6,23,710,835,92,0,0,0,0,0,1,0
55,59,1804,1805,67,14,12,444,88,44,54,1,0,3,176,463,599,26,539,647,2,67,8,12,528,834,60,0,0,0,0,0,1,0
459,488,1869,1870,102,16,9,645,78,51,56,1,0,3,1263,128,495,64,798,516,0,102,15,8,251,668,71,0,0,0,0,0,1,0
845,879,1877,1878,96,32,15,723,103,55,56,1,0,3,670,718,542,69,426,418,0,96,16,10,284,1314,95,0,0,0,0,0,1,0
176,199,1878,1879,75,30,13,613,113,63,56,1,0,3,542,848,459,75,499,395,0,75,17,8,232,1429,81,0,0,0,0,0,1,0
841,872,1879,1880,37,12,10,222,110,56,56,1,0,3,693,703,502,41,790,392,0,37,11,6,256,1309,41,0,0,0,0,0,1,0
138,147,1881,1882,62,22,6,511,110,64,56,1,0,3,414,355,164,96,803,434,0,62,21,4,51,1434,53,0,0,0,0,0,1,0
248,261,732,732,37,8,8,158,82,51,72,1,0,14,700,239,670,12,733,647,2,37,6,8,478,855,31,0,0,0,0,0,1,0
645,675,1005,1005,229,18,24,1141,82,52,57,1,0,8,1100,330,536,52,690,647,2,229,13,24,580,775,178,0,0,0,0,0,1,0
790,818,1180,1180,88,22,14,696,108,62,56,1,0,8,822,513,642,36,407,546,2,88,10,13,499,1402,78,0,0,0,0,0,1,0
179,212,1279,1279,473,117,105,1472,96,56,61,1,0,8,545,1120,462,146,200,393,2,473,31,68,626,1149,387,0,0,0,0,0,1,0
524,549,148,148,38,8,7,114,64,22,62,1,0,8,1377,206,670,19,779,647,0,38,7,7,360,155,31,0,0,0,0,0,1,0
443,474,767,767,262,26,21,1107,34,41,80,1,0,8,1181,363,687,88,723,524,0,262,20,19,370,158,202,0,0,0,0,0,1,0
721,754,1450,1451,42,8,8,172,80,41,80,1,0,8,993,92,670,18,779,510,0,42,7,7,360,612,31,0,0,0,0,0,1,0
577,606,1744,1745,42,17,10,313,110,58,60,1,0,8,1280,1153,536,52,726,473,0,42,13,8,279,1401,63,0,0,0,0,0,1,0
711,739,567,567,208,21,43,1087,83,43,16,1,0,8,624,657,154,30,340,647,2,208,7,43,799,736,186,0,0,0,0,0,1,0
818,850,832,832,170,30,27,992,91,43,16,1,0,8,109,1182,567,91,460,541,2,170,16,25,553,793,213,0,0,0,0,0,1,0
384,401,927,927,155,21,27,896,82,41,17,1,0,8,1214,503,295,37,364,647,2,155,8,27,689,507,135,0,0,0,0,0,1,0
777,813,1056,1056,323,35,32,1273,87,42,17,1,0,8,351,406,506,91,402,647,2,323,16,32,597,677,250,0,0,0,0,0,1,0
797,826,1345,1346,106,15,12,667,73,49,17,1,0,8,275,234,769,57,706,647,1,106,11,12,411,631,79,0,0,0,0,0,1,0
437,467,1438,1439,338,26,25,1240,39,41,15,1,0,8,1370,91,613,110,690,647,2,338,19,25,520,117,239,0,0,0,0,0,1,0
730,764,1562,1563,97,12,11,607,83,41,12,1,0,8,539,101,769,51,761,647,1,97,10,11,411,626,67,0,0,0,0,0,1,0
818,846,1603,1604,82,19,17,577,98,51,18,1,0,8,174,458,495,30,359,554,2,82,7,16,604,1100,71,0,0,0,0,0,1,0
579,609,1703,1704,119,12,13,727,74,43,16,1,0,8,988,67,642,50,761,647,2,119,10,13,499,610,78,0,0,0,0,0,1,0
256,270,1915,1916,49,10,9,264,79,43,15,1,0,8,840,255,678,30,690,647,2,49,7,9,473,710,40,0,0,0,0,0,1,0
439,463,1453,1454,55,9,10,256,68,33,18,1,0,9,1372,77,582,24,665,647,2,55,6,10,541,310,39,0,0,0,0,0,1,0
382,401,672,672,149,14,14,833,60,41,51,1,0,8,1062,74,708,48,769,647,2,149,12,14,453,360,101,0,0,0,0,0,1,0
878,905,938,938,223,18,22,1053,47,35,59,1,0,5,473,234,556,52,690,647,2,223,13,22,563,214,164,0,0,0,0,0,1,0
588,613,991,991,74,11,10,441,78,35,59,1,0,5,1261,57,687,25,708,647,2,74,8,10,466,464,51,0,0,0,0,0,1,0
152,154,1018,1018,92,9,12,616,86,45,58,1,0,5,452,159,636,30,817,647,2,92,9,12,505,838,66,0,0,0,0,0,1,0
224,242,1281,1281,140,17,15,880,83,49,59,1,0,5,659,163,618,40,615,647,2,140,11,15,517,890,99,0,0,0,0,0,1,0
928,957,1443,1444,74,19,19,291,57,14,59,1,0,5,120,740,389,13,330,647,2,74,6,19,661,85,74,0,0,0,0,0,1,0
919,951,1517,1518,153,18,18,752,54,22,58,1,0,5,162,440,586,47,634,647,2,153,12,18,537,114,128,0,0,0,0,0,1,0
600,627,1589,1590,66,10,12,373,81,29,55,1,0,5,1223,294,567,20,690,647,2,66,7,12,553,370,54,0,0,0,0,0,1,0
211,224,1740,1741,49,10,13,294,94,44,55,1,0,5,626,415,478,10,490,647,2,49,5,13,618,898,44,0,0,0,0,0,1,0
544,571,1748,1749,70,13,10,401,73,35,54,1,0,5,1363,269,769,31,671,647,1,70,9,10,411,384,56,0,0,0,0,0,1,0
598,624,1751,1752,65,10,14,378,76,41,54,1,0,5,1226,604,536,20,690,647,2,65,7,14,580,426,63,0,0,0,0,0,1,0
370,386,1752,1753,52,12,9,328,87,49,54,1,0,5,1016,359,769,26,646,647,1,52,8,9,411,882,46,0,0,0,0,0,1,0
215,241,1760,1761,299,29,24,1246,68,51,55,1,0,5,636,419,613,113,757,482,0,299,24,20,332,651,239,0,0,0,0,0,1,0
60,64,1774,1775,71,9,11,479,85,50,55,1,0,5,200,239,630,26,784,647,2,71,8,11,509,889,55,0,0,0,0,0,1,0
298,317,1798,1799,68,14,8,461,90,44,55,1,0,5,841,295,499,52,795,510,0,68,13,7,253,936,55,0,0,0,0,0,1,0
393,411,1816,1817,46,9,10,266,92,44,55,1,0,5,1078,90,550,10,558,647,2,46,5,10,569,924,33,0,0,0,0,0,1,0
88,88,1846,1847,94,15,16,670,92,52,55,1,0,5,283,440,530,26,495,647,2,94,8,16,583,1103,80,0,0,0,0,0,1,0
301,317,1856,1857,43,8,7,244,91,53,54,1,0,5,849,67,670,20,779,647,0,43,7,7,360,1035,31,0,0,0,0,0,1,0
58,59,702,702,24,6,9,63,51,15,72,1,0,19,185,678,536,6,690,647,2,24,4,9,580,58,24,0,0,0,0,0,1,0
892,928,727,726,37,23,10,105,67,22,69,1,0,19,363,1248,190,99,805,322,0,37,22,5,57,144,67,0,0,0,0,0,1,0
339,359,932,932,102,16,13,602,54,51,73,1,0,13,931,141,605,29,522,647,2,102,9,13,523,388,72,0,0,0,0,0,1,0
604,630,978,978,65,15,14,506,105,62,67,1,0,13,1232,831,559,25,495,647,2,65,8,14,560,1357,69,0,0,0,0,0,1,0
880,908,992,992,100,16,11,704,91,56,74,1,0,2,535,277,584,50,756,529,0,100,13,10,311,1125,77,0,0,0,0,0,1,0
590,615,314,314,27,7,6,89,75,36,75,1,0,8,1291,306,653,12,773,647,0,27,6,6,354,506,23,0,0,0,0,0,1,0
705,730,330,330,22,7,7,86,95,50,76,1,0,8,1030,343,590,5,596,647,2,22,4,7,533,1059,19,0,0,0,0,0,1,0
733,763,499,499,16,4,5,68,95,50,74,1,0,8,966,268,769,5,817,647,1,16,4,5,411,1019,15,0,0,0,0,0,1,0
609,637,663,663,32,8,6,111,76,43,74,1,0,8,1229,221,602,18,779,647,0,32,7,6,324,464,25,0,0,0,0,0,1,0
410,438,483,483,205,29,31,1099,96,47,47,1,0,4,1137,927,432,48,377,647,2,205,12,31,648,973,205,0,0,0,0,0,1,0
872,899,495,495,48,10,8,230,81,41,47,1,0,4,486,111,769,20,690,647,1,48,7,8,411,596,36,0,0,0,0,0,1,0
278,298,604,603,70,11,11,470,77,51,49,1,0,4,798,435,692,32,759,647,2,70,9,11,462,858,61,0,0,0,0,0,1,0
765,797,712,712,123,14,12,745,71,45,47,1,0,4,847,46,769,42,743,647,1,123,11,12,411,593,79,0,0,0,0,0,1,0
467,496,729,729,134,19,18,804,86,34,47,1,0,4,1296,446,580,42,531,557,2,134,11,17,543,611,111,0,0,0,0,0,1,0
556,581,776,776,38,7,8,140,81,36,47,1,0,4,1332,206,670,14,773,647,2,38,6,8,478,562,31,0,0,0,0,0,1,0
624,653,892,892,54,12,9,340,86,49,46,1,0,4,1128,478,687,32,723,647,0,54,9,9,370,813,51,0,0,0,0,0,1,0
865,894,952,952,46,10,9,206,78,41,46,1,0,4,548,545,769,27,756,647,1,46,8,9,411,578,46,0,0,0,0,0,1,0
887,916,970,970,99,12,11,536,65,27,46,1,0,4,291,201,698,42,790,647,0,99,11,11,375,219,73,0,0,0,0,0,1,0
296,311,1026,1026,37,8,8,160,90,50,46,1,0,4,844,239,670,14,733,647,2,37,6,8,478,870,31,0,0,0,0,0,1,0
793,823,1048,1048,56,10,9,361,81,48,46,1,0,4,779,435,687,32,786,647,0,56,9,9,370,831,51,0,0,0,0,0,1,0
660,686,1070,1070,52,11,9,325,88,52,46,1,0,4,1058,359,769,27,708,647,1,52,8,9,411,871,46,0,0,0,0,0,1,0
812,843,1101,1101,90,14,12,638,100,49,47,1,0,4,728,193,636,32,619,647,2,90,9,12,505,1090,66,0,0,0,0,0,1,0
96,97,1114,1114,126,16,13,778,80,44,46,1,0,4,313,103,703,42,659,647,2,126,11,13,455,654,86,0,0,0,0,0,1,0
584,611,1141,1141,50,12,7,268,84,38,46,1,0,4,1243,193,582,32,723,647,0,50,9,7,310,668,39,0,0,0,0,0,1,0
618,645,1178,1178,43,10,6,223,93,43,47,1,0,4,1156,164,550,32,786,647,0,43,9,6,290,910,33,0,0,0,0,0,1,0
620,648,1200,1200,100,14,13,632,69,43,47,1,0,4,1146,322,769,42,743,541,1,100,11,12,411,657,79,0,0,0,0,0,1,0
615,641,1288,1288,44,8,7,239,89,51,49,1,0,4,1171,200,611,26,817,647,0,44,8,7,330,920,35,0,0,0,0,0,1,0
397,432,1312,1313,436,40,36,1336,6,51,46,1,0,4,1101,276,617,134,646,647,2,436,28,36,518,44,358,0,0,0,0,0,1,0
759,788,1339,1340,52,8,12,320,91,40,46,1,0,4,862,442,543,14,733,647,2,52,6,12,576,846,48,0,0,0,0,0,1,0
617,642,1358,1359,45,6,7,224,83,39,44,1,0,4,1160,6,769,14,817,647,1,45,6,7,411,760,26,0,0,0,0,0,1,0
770,802,1414,1415,79,12,10,543,81,51,75,1,0,6,900,247,692,34,761,647,0,79,10,10,372,992,61,0,0,0,0,0,1,0
546,574,9,9,70,9,11,538,92,63,75,1,0,6,1381,92,590,18,747,647,2,70,7,11,533,1290,50,0,0,0,0,0,1,0
698,729,35,35,62,16,7,535,120,63,76,1,0,6,1032,709,457,61,798,647,0,62,15,7,230,1450,64,0,0,0,0,0,1,0
604,630,78,77,49,14,11,435,126,65,75,1,0,6,1246,649,687,24,539,529,2,49,8,10,466,1455,51,0,0,0,0,0,1,0
520,543,969,969,38,8,7,132,73,41,12,1,0,5,1189,206,670,31,779,647,0,38,7,7,360,410,31,0,0,0,0,0,1,0
465,493,1013,1013,70,10,9,430,74,42,12,1,0,5,1314,255,630,51,817,647,0,70,10,9,343,612,55,0,0,0,0,0,1,0
495,520,1190,1190,107,12,17,660,81,41,14,1,0,5,1242,329,512,37,646,647,2,107,8,17,594,568,85,0,0,0,0,0,1,0
566,592,1216,1216,47,9,8,243,82,50,15,1,0,5,1052,142,769,30,747,647,1,47,7,8,411,722,36,0,0,0,0,0,1,0
385,404,1360,1361,61,13,10,380,79,55,12,1,0,5,1222,669,692,51,733,647,0,61,10,10,372,698,61,0,0,0,0,0,1,0
579,607,1625,1626,58,12,9,332,72,49,15,1,0,5,992,57,678,30,569,647,2,58,7,9,473,538,40,0,0,0,0,0,1,0
567,594,1918,1919,36,9,8,174,102,44,17,0,1,0,1055,484,769,30,747,647,1,36,7,8,411,1127,36,0,0,0,0,0,1,0
253,267,1920,1921,74,11,11,476,81,43,16,0,1,0,827,179,630,37,708,647,2,74,8,11,509,724,55,0,0,0,0,0,1,0
711,743,1923,1924,93,13,11,639,94,43,16,0,1,0,614,434,642,64,793,647,0,93,12,11,347,971,78,0,0,0,0,0,1,0
446,472,547,547,133,15,16,762,68,35,16,0,1,1,1378,73,554,43,575,647,2,133,9,16,565,363,89,0,0,0,0,0,1,0
496,518,1001,1001,70,7,14,494,97,50,16,0,1,1,1249,57,455,17,718,647,2,70,5,14,632,1085,49,0,0,0,0,0,1,0
483,507,1063,1063,22,4,6,77,88,28,16,0,1,1,1273,120,642,11,817,647,2,22,4,6,499,536,17,0,0,0,0,0,1,0
472,499,1270,1270,48,9,9,264,83,44,17,0,1,1,1305,688,687,43,817,647,0,48,9,9,370,765,51,0,0,0,0,0,1,0
266,285,416,416,247,29,39,1163,83,42,26,0,1,0,859,298,190,36,283,647,2,247,8,39,767,716,188,0,0,0,0,0,1,0
351,379,1770,1771,498,65,59,1470,47,41,65,0,1,0,960,251,521,135,384,516,2,498,29,53,588,338,386,0,0,0,0,0,1,0
788,838,1772,1773,554,93,93,1535,59,49,63,0,1,0,791,544,449,182,374,605,2,554,41,88,635,681,387,0,0,0,0,0,1,0
471,500,1781,1782,161,16,17,945,81,43,64,0,1,0,1279,134,580,40,659,647,2,161,11,17,543,734,111,0,0,0,0,0,1,0
470,495,1791,1792,47,8,9,231,81,36,65,0,1,0,1271,17,570,9,634,647,2,47,5,9,551,666,30,0,0,0,0,0,1,0
688,720,1824,1825,202,17,20,1137,105,55,64,0,1,0,1019,377,596,57,758,647,2,202,14,20,530,1274,159,0,0,0,0,0,1,0
235,247,472,472,53,9,9,314,86,42,25,0,1,0,760,153,678,30,747,647,2,53,7,9,473,749,40,0,0,0,0,0,1,0
391,412,272,272,294,37,42,1289,111,55,18,0,1,0,1231,356,214,50,264,647,2,294,10,42,744,1386,229,0,0,0,0,0,1,0
365,380,324,324,43,6,13,242,100,42,18,0,1,0,1157,306,422,11,690,647,2,43,4,13,651,1024,37,0,0,0,0,0,1,0
642,667,572,572,66,10,11,443,90,50,16,0,1,0,824,162,590,30,690,647,2,66,7,11,533,894,50,0,0,0,0,0,1,0
392,415,1007,1007,97,13,10,606,74,41,18,0,1,0,1236,27,692,50,733,647,0,97,10,10,372,621,61,0,0,0,0,0,1,0
517,542,168,168,84,12,10,503,74,43,16,0,1,18,1196,48,769,43,723,647,1,84,9,10,411,454,56,0,0,0,0,0,1,0
711,741,1596,1597,152,13,19,963,95,52,18,0,1,0,626,255,536,50,733,647,2,152,10,19,580,1080,113,0,0,0,0,0,1,0
286,306,1641,1642,156,22,24,952,95,42,18,0,1,0,914,945,515,64,490,647,2,156,12,24,592,871,166,0,0,0,0,0,1,0
275,301,1647,1648,406,44,50,1391,81,50,19,0,1,0,889,789,442,122,407,647,2,406,21,50,642,679,366,0,0,0,0,0,1,0
280,308,1653,1654,483,47,58,1462,66,49,19,0,1,0,898,290,446,139,427,581,2,483,24,56,638,486,383,0,0,0,0,0,1,0
196,222,1730,1731,387,55,49,1352,51,41,18,0,1,0,673,984,498,133,369,551,2,387,23,46,602,636,366,0,0,0,0,0,1,0
506,846,1737,1738,796,310,216,1785,93,55,19,0,1,0,179,1092,31,444,766,1,0,790,173,35,16,1070,387,0,0,0,0,0,1,0
301,324,1852,1853,143,63,38,914,101,43,19,0,1,0,943,1305,769,128,319,380,1,143,22,23,411,1026,246,0,0,0,0,0,1,0
838,866,3,3,46,11,13,144,76,21,20,0,1,17,63,799,520,24,527,647,2,46,6,13,589,191,52,0,0,0,0,0,1,0
10,12,692,692,37,8,9,127,83,33,19,0,1,17,30,190,570,16,634,647,2,37,5,9,551,365,30,0,0,0,0,0,1,0
763,794,99,99,76,15,10,449,75,41,18,0,1,15,440,155,769,43,575,647,1,76,9,10,411,407,56,0,0,0,0,0,1,0
479,509,448,448,194,36,31,1068,80,42,16,0,1,15,1268,589,389,50,273,548,2,194,10,29,661,834,170,0,0,0,0,0,1,0
807,841,530,531,199,58,38,1104,98,50,17,0,1,15,210,1020,510,78,211,444,2,199,14,28,595,1123,211,0,0,0,0,0,1,0
627,655,594,594,67,15,16,500,103,58,18,0,1,15,867,559,457,24,388,647,2,67,6,16,630,1221,64,0,0,0,0,0,1,0
451,476,635,635,217,28,42,1130,90,43,17,0,1,15,1366,1001,222,50,345,599,2,217,10,41,736,908,224,0,0,0,0,0,1,0
611,640,656,656,45,13,10,307,102,56,17,0,1,15,910,1056,599,57,765,524,0,45,11,9,322,1216,60,0,0,0,0,0,1,0
596,621,746,746,49,7,11,349,105,56,17,0,1,15,957,143,528,17,718,647,2,49,5,11,585,1195,37,0,0,0,0,0,1,0
647,673,818,817,197,26,38,1092,95,51,17,0,1,15,812,734,195,37,310,647,2,197,8,38,762,1046,183,0,0,0,0,0,1,0
93,142,233,233,299,103,38,1302,115,58,19,0,1,8,355,1173,149,238,528,43,0,299,61,12,46,1417,316,0,0,0,0,0,1,0
703,743,331,331,98,42,15,741,110,56,19,0,1,8,625,1081,247,149,558,337,0,98,26,8,71,1343,120,0,0,0,0,0,1,0
119,129,389,389,154,37,19,1035,113,56,18,0,1,8,424,897,528,128,527,424,0,154,22,13,273,1407,159,0,0,0,0,0,1,0
76,93,404,404,139,56,28,955,108,58,18,0,1,8,293,1235,500,150,396,278,0,139,26,14,254,1321,197,0,0,0,0,0,1,0
146,157,419,419,126,41,12,897,108,56,17,0,1,8,514,817,506,117,411,535,0,126,20,11,258,1306,127,0,0,0,0,0,1,0
148,172,438,438,152,51,29,1009,110,58,18,0,1,8,521,1264,389,181,591,216,0,152,33,13,176,1323,219,0,0,0,0,0,1,0
204,243,505,505,208,62,32,1153,110,56,17,0,1,8,691,1253,282,207,603,202,0,208,41,14,89,1308,265,0,0,0,0,0,1,0
254,279,525,525,102,30,18,771,111,57,17,0,1,8,833,1226,448,139,743,388,0,102,24,11,224,1339,148,0,0,0,0,0,1,0
248,264,536,536,90,16,11,578,87,43,17,0,1,8,809,193,636,57,659,529,0,90,11,10,346,748,66,0,0,0,0,0,1,0
251,266,554,554,142,15,19,806,64,44,18,0,1,8,816,236,508,43,575,647,2,142,9,19,596,385,103,0,0,0,0,0,1,0
167,181,566,566,122,48,26,876,109,58,19,0,1,8,581,1074,634,77,277,426,2,122,14,18,506,1319,145,0,0,0,0,0,1,0
252,268,579,579,318,31,44,1239,50,49,19,0,1,8,819,257,205,50,315,647,2,318,10,44,753,292,237,0,0,0,0,0,1,0
824,854,1499,1500,206,23,30,1023,67,43,19,0,1,8,119,369,293,43,371,647,2,206,9,30,690,299,162,0,0,0,0,0,1,0
810,840,1745,1746,148,16,19,853,73,43,18,0,1,1,219,161,508,43,522,647,2,148,9,19,596,471,103,0,0,0,0,0,1,0
511,538,1504,1505,156,12,17,948,81,51,17,0,1,0,1210,25,572,50,761,554,2,156,10,16,550,845,97,0,0,0,0,0,1,0
759,794,1154,1154,167,40,21,1044,105,52,49,0,1,9,855,539,722,65,347,473,2,167,15,17,441,1202,146,0,0,0,0,0,1,0
528,562,720,720,272,28,27,1213,75,50,17,0,1,15,1152,691,589,104,596,579,2,272,18,26,534,793,237,0,0,0,0,0,1,0
803,834,360,360,126,20,18,810,95,43,16,0,1,0,230,718,602,64,558,557,2,126,12,17,526,904,120,0,0,0,0,0,1,0
478,511,373,373,237,19,18,1157,78,50,17,0,1,0,1266,199,769,97,780,647,1,237,17,18,411,801,171,0,0,0,0,0,1,0
695,730,386,386,236,25,16,1159,78,49,15,0,1,0,652,184,615,110,718,647,0,236,19,16,334,845,169,0,0,0,0,0,1,0
741,774,523,523,87,20,12,588,98,42,15,0,1,0,497,552,769,57,496,647,1,87,11,12,411,930,79,0,0,0,0,0,1,0
352,368,306,306,130,15,18,805,78,49,15,0,1,0,1118,281,527,43,575,647,2,130,9,18,586,725,100,0,0,0,0,0,1,0
274,298,435,435,102,17,9,626,72,43,17,0,1,0,890,200,546,78,758,647,0,102,14,9,288,542,74,0,0,0,0,0,1,0
550,585,64,64,388,34,33,1347,73,50,2,0,1,0,1018,210,561,128,562,647,2,388,21,33,558,526,302,0,0,0,0,0,1,0
394,456,179,179,571,171,178,1557,77,44,2,0,1,0,1290,1058,577,248,297,256,2,571,65,94,546,571,387,0,0,0,0,0,1,0
758,790,393,393,192,18,21,1008,60,44,3,0,1,0,312,176,531,60,576,647,2,192,11,21,582,413,137,0,0,0,0,0,1,0
527,553,606,606,98,11,13,651,76,50,2,0,1,0,1110,193,605,46,759,647,2,98,9,13,523,818,72,0,0,0,0,0,1,0
19,23,758,758,100,12,14,576,71,42,2,0,1,0,62,24,536,33,569,647,2,100,7,14,580,352,63,0,0,0,0,0,1,0
66,74,919,919,348,41,51,1311,86,44,3,0,1,0,270,652,223,75,304,647,2,348,13,51,735,673,301,0,0,0,0,0,1,0
220,237,743,743,125,13,15,748,61,43,72,1,0,9,641,202,590,34,733,647,2,125,10,15,533,549,92,0,0,0,0,0,1,0
107,109,33,33,162,14,16,870,59,42,73,1,0,5,334,258,659,51,795,647,2,162,13,16,486,273,122,0,0,0,0,0,1,0
113,114,153,153,114,15,14,731,77,50,73,1,0,5,345,506,708,51,771,546,0,114,13,13,382,771,101,0,0,0,0,0,1,0
385,419,319,319,352,50,40,1333,93,51,74,1,0,5,1036,516,569,142,556,335,0,352,31,22,300,1068,299,0,0,0,0,0,1,0
163,169,423,423,98,13,13,619,77,43,83,1,0,5,454,57,576,21,596,647,2,98,8,13,547,635,65,0,0,0,0,0,1,0
881,910,533,533,88,13,10,459,67,27,75,1,0,5,501,99,692,34,733,647,0,88,10,10,372,169,61,0,0,0,0,0,1,0
893,923,583,583,235,22,19,1021,43,27,73,1,0,5,392,113,639,61,642,647,2,235,15,19,502,98,161,0,0,0,0,0,1,0
842,873,610,610,92,14,13,504,63,41,75,1,0,5,736,303,698,34,690,541,2,92,10,12,458,240,73,0,0,0,0,0,1,0
490,520,620,620,162,18,15,884,41,43,74,1,0,5,1303,379,719,61,760,647,0,162,15,15,386,311,130,0,0,0,0,0,1,0
169,208,648,648,387,102,61,1406,110,63,74,1,0,5,499,1252,644,179,349,372,0,387,41,36,348,1427,385,0,0,0,0,0,1,0
944,975,686,686,169,33,17,938,77,42,74,1,0,5,79,634,540,93,585,453,0,169,21,13,282,421,152,0,0,0,0,0,1,0
853,885,693,693,117,20,16,857,108,57,74,1,0,5,701,873,769,55,665,552,1,117,14,15,411,1375,123,0,0,0,0,0,1,0
86,156,716,716,574,162,183,1562,65,56,73,1,0,5,267,1307,547,241,370,408,2,574,76,124,572,662,387,0,0,0,0,0,1,0
150,263,725,725,629,344,263,1647,105,65,74,1,0,5,438,1301,559,285,110,19,0,629,124,99,294,1380,387,0,0,0,0,0,1,0
236,274,736,736,489,159,128,1489,107,63,74,1,0,5,675,1295,573,202,210,309,2,489,49,71,549,1384,387,0,0,0,0,0,1,0
159,199,764,764,368,81,40,1342,87,44,74,1,0,5,462,981,447,195,481,307,0,368,46,21,223,825,355,0,0,0,0,0,1,0
85,112,783,783,391,56,42,1372,63,98,73,1,0,5,263,1164,627,172,640,459,0,391,39,33,340,741,380,0,0,0,0,0,1,0
173,202,795,796,442,100,81,1461,109,62,73,1,0,5,512,1077,479,129,244,432,2,442,28,58,617,1412,386,0,0,0,0,0,1,0
68,94,807,807,461,74,81,1454,81,51,74,1,0,5,223,1083,560,156,403,407,2,461,35,54,559,759,387,0,0,0,0,0,1,0
90,109,823,823,385,42,26,1328,47,45,73,1,0,5,281,431,635,137,665,647,0,385,30,26,345,255,318,0,0,0,0,0,1,0
159,181,852,852,285,67,40,1241,91,43,73,1,0,5,465,1178,750,124,356,415,0,285,27,27,400,860,306,0,0,0,0,0,1,0
55,71,859,859,245,29,24,1188,85,52,74,1,0,5,173,693,630,99,716,464,0,245,22,19,343,1027,216,0,0,0,0,0,1,0
238,262,875,875,192,39,28,1135,109,61,74,1,0,5,687,1243,590,84,412,580,2,192,19,27,533,1408,249,0,0,0,0,0,1,0
297,316,1055,1055,212,23,19,1057,55,43,74,1,0,5,821,207,611,55,564,647,2,212,14,19,521,386,151,0,0,0,0,0,1,0
750,784,82,82,95,16,10,572,61,50,68,1,0,4,919,196,559,51,756,524,0,95,13,9,294,535,69,0,0,0,0,0,1,0
425,453,108,108,231,24,19,1154,79,52,68,1,0,4,1135,341,729,73,669,647,2,231,17,19,436,886,181,0,0,0,0,0,1,0
562,591,204,204,91,13,10,509,50,43,69,1,0,4,1347,63,692,34,733,647,0,91,10,10,372,288,61,0,0,0,0,0,1,0
689,720,283,283,150,15,15,829,51,51,69,1,0,4,1046,275,714,51,771,647,2,150,13,15,448,341,113,0,0,0,0,0,1,0
797,827,334,334,111,13,11,648,51,42,71,1,0,4,846,154,642,45,793,647,0,111,12,11,347,355,78,0,0,0,0,0,1,0
536,569,350,350,289,37,30,1225,72,44,72,1,0,4,1382,1025,611,99,527,583,2,289,22,29,521,529,287,0,0,0,0,0,1,0
442,468,369,369,87,10,11,579,71,55,72,1,0,4,1188,112,692,29,786,647,2,87,9,11,462,866,61,0,0,0,0,0,1,0
666,697,457,457,129,13,11,751,51,44,69,1,0,4,1086,65,611,51,817,647,0,129,13,11,330,412,85,0,0,0,0,0,1,0
696,726,509,509,100,15,10,617,57,49,71,1,0,4,1029,164,605,45,751,647,0,100,12,10,325,547,72,0,0,0,0,0,1,0
