Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
11167,12279,12484,12656,9274,9274,11248,11167,12198,752,4718,4011,945,2722,4011,464,2
11168,12352,12603,12532,10083,10083,11237,11168,826,1493,3951,3392,1046,2285,3392,1380,2
11169,12412,12815,12215,11284,11284,11229,11169,6428,2300,3409,2242,1374,1272,2242,1218,2
11170,12119,12600,12549,10019,10019,11235,11170,13202,2202,6456,3437,1029,2314,3437,1069,2
11171,12242,12726,12369,10805,10805,11219,11171,13462,7089,5154,2740,1188,1756,2740,2307,2
11172,12302,12813,12232,11241,11241,11223,11172,10015,3795,4589,2275,1350,1294,2275,1152,2
11177,12216,12568,12565,9852,9852,11217,11177,6361,11271,5619,3688,972,2509,3688,2981,2
11179,12481,12833,12186,11386,11386,11232,11179,11310,3967,2939,2144,1403,1147,2144,1370,2
11180,12177,12284,12728,8292,8292,11242,11180,5663,2097,6027,5165,809,3341,5165,2796,2
11181,12367,12780,12312,11066,11066,11246,11181,6477,1743,3886,2479,1264,1470,2479,1483,2
11182,12282,12685,12421,10580,10580,11211,11182,7098,13219,4889,3058,1097,1999,3058,5356,2
11183,12434,12933,11791,11939,11939,11245,11183,2003,2226,3413,1583,1817,535,1583,1012,2
11184,12349,12736,12358,10869,10869,11227,11184,9576,5704,4179,2709,1184,1705,2709,3133,2
11186,12152,12508,12626,9494,9494,11221,11186,11150,10630,6310,3993,931,2691,3993,2189,2
11187,12306,12641,12482,10279,10279,11215,11187,12454,13086,4691,3354,1027,2244,3354,6394,2
11189,12356,12821,12234,11282,11282,11254,11189,4649,1690,4081,2264,1330,1268,2264,1534,2
11190,12708,12823,12394,11071,11071,11309,11190,3763,74,453,2260,1331,1262,2260,131,2
11191,12380,12778,12396,10932,10932,11271,11191,7035,614,3928,2522,1234,1509,2522,515,2
11193,12386,12732,12442,10687,10687,11266,11193,3766,873,3893,2806,1150,1779,2806,1075,2
11194,12351,12903,11969,11741,11741,11238,11194,753,5656,4262,1810,1604,744,1810,1786,2
11199,12647,12772,12441,10811,10811,11288,11199,5418,308,1029,2596,1193,1575,2596,436,2
11201,12300,12804,12309,11123,11123,11225,11201,13085,13176,4961,2434,1252,1395,2434,2012,2
11202,12215,12619,12550,10056,10056,11250,11202,8397,5337,6004,3518,976,2343,3518,4021,2
11206,12379,12771,12380,10927,10927,11252,11206,7785,7009,4155,2646,1172,1609,2646,2670,2
11208,12497,12781,12360,10999,10999,11249,11208,11971,8768,3019,2584,1186,1544,2584,2949,2
11210,12370,12871,12225,11459,11459,11277,11210,3959,1180,4245,2077,1389,1025,2077,893,2
11211,12261,12720,12474,10564,10564,11236,11211,9017,13491,5535,3029,1056,1937,3029,3659,2
11212,12540,12830,12332,11180,11180,11283,11212,926,1031,2602,2324,1269,1279,2324,865,2
11213,12486,12849,12212,11408,11408,11255,11213,3291,8599,3213,2190,1311,1154,2190,3534,2
11214,12461,12677,12553,10208,10208,11261,11214,9298,6104,3470,3303,1003,2147,3303,1856,2
11215,12347,12663,12566,10125,10125,11268,11215,9592,3003,4640,3400,983,2230,3400,2223,2
11216,12372,12828,12298,11209,11209,11251,11216,5223,12062,4326,2359,1248,1306,2359,2388,2
11217,12452,12881,12172,11531,11531,11258,11217,590,9924,3602,2062,1373,1000,2062,2527,2
11218,12564,12725,12609,10229,10229,11329,11218,1623,91,2410,3001,1053,1890,3001,162,2
11220,12513,12845,12373,11171,11171,11301,11220,4699,471,2971,2256,1279,1208,2256,373,2
11222,12403,12768,12451,10788,10788,11263,11222,13460,9122,4149,2738,1118,1680,2738,1845,2
11223,12429,12773,12449,10808,10808,11280,11223,2274,2293,3896,2708,1128,1644,2708,1591,2
11225,12286,12668,12558,10164,10164,11260,11225,4750,11610,5540,3452,965,2250,3452,5135,2
11226,12433,12810,12377,11048,11048,11275,11226,1485,3807,3931,2534,1178,1459,2534,2542,2
11227,12299,12632,12627,9839,9839,11272,11227,11589,6869,5455,3668,925,2398,3668,2370,2
11228,12394,12723,12543,10409,10409,11264,11228,9968,11483,4360,3112,1017,1971,3112,1906,2
11230,12489,12560,12700,9256,9256,11291,11230,1149,2007,3381,4134,869,2697,4134,1036,2
11231,12423,12873,12250,11422,11422,11274,11231,5614,6401,4103,2152,1292,1089,2152,2143,2
11232,12551,12972,11865,12047,12047,11324,11232,9928,283,2730,1426,1853,415,1426,241,2
11234,12230,12507,12701,9118,9118,11265,11234,13510,12793,6359,4408,830,2859,4408,3441,2
11235,12610,12866,12245,11411,11411,11281,11235,2816,4940,2092,2200,1271,1130,2200,3923,2
11236,12292,12674,12613,10021,10021,11294,11236,1037,2144,5678,3473,950,2253,3473,1717,2
11239,12674,12801,12457,10876,10876,11284,11239,7574,5906,1024,2654,1114,1553,2654,1613,2
11240,12476,12910,12117,11699,11699,11279,11240,6151,9795,3671,1874,1453,758,1874,2018,2
11242,12455,12879,12331,11341,11341,11313,11242,4760,961,3901,2156,1273,1075,2156,786,2
11243,12400,12767,12476,10739,10739,11273,11243,4171,12641,4486,2875,1051,1750,2875,4178,2
11244,12410,12571,12691,9358,9358,11297,11244,9939,3334,4377,4168,851,2695,4168,2793,2
11247,12487,12951,11872,11949,11949,11287,11247,5138,7565,3588,1622,1651,521,1622,3898,2
11248,12601,12946,12029,11864,11864,11303,11248,9887,2392,2341,1669,1607,556,1669,755,2
11250,12237,12476,12753,8792,8792,11296,11250,12873,5467,6661,4740,789,3052,4740,3755,2
11251,12520,12897,12299,11498,11498,11320,11251,2061,944,3247,1990,1336,900,1990,474,2
11252,12504,12880,12339,11335,11335,11314,11252,970,1627,3446,2194,1244,1102,2194,1327,2
11253,12544,12898,12324,11477,11477,11341,11253,7248,257,3003,1993,1328,901,1993,355,2
11254,12413,12782,12494,10743,10743,11292,11254,10644,10814,4525,2858,1040,1709,2858,3493,2
11255,12408,12808,12477,10863,10863,11312,11255,2846,2718,4635,2696,1074,1565,2696,2535,2
11257,12496,12913,12173,11663,11663,11305,11257,7641,4878,3610,1910,1390,782,1910,2118,2
11259,12363,12491,12776,8710,8710,11304,11259,3378,7228,5155,4757,774,3036,4757,2597,2
11260,12488,12797,12597,10552,10552,11346,11260,5335,402,3833,2817,1035,1663,2817,337,2
11261,12328,12375,12830,7783,7783,11311,11261,4146,4865,5778,5642,715,3402,5642,2279,2
11262,12467,12676,12748,9439,9439,11344,11262,8760,457,4096,3680,884,2347,3680,154,2
11265,12623,12994,11812,12228,12228,11359,11265,3960,195,2260,1166,1953,307,1166,149,2
11266,12484,12802,12527,10734,10734,11300,11266,10552,12565,3956,2837,1018,1670,2837,2569,2
11267,12588,12949,12057,11850,11850,11306,11267,2201,10475,2747,1719,1501,578,1719,2214,2
11268,12507,12843,12493,10964,10964,11330,11268,3587,1614,3697,2533,1103,1376,2533,812,2
11270,12593,12976,11881,12043,12043,11310,11270,5179,8465,2720,1509,1686,445,1509,2006,2
11271,12445,12846,12445,11067,11067,11298,11271,7385,13433,4530,2517,1107,1354,2517,2661,2
11271,12454,12759,12579,10440,10440,11308,11271,10253,9991,4365,3126,962,1885,3126,2812,2
11272,12459,12884,12439,11223,11223,11336,11272,793,1192,4320,2216,1195,1086,2216,434,2
11273,12529,12931,12081,11770,11770,11299,11273,7425,13418,3427,1838,1406,689,1838,7639,2
11274,12542,12784,12576,10545,10545,11349,11274,9271,451,3272,2959,986,1767,2959,1366,2
11275,12297,12667,12681,9710,9710,11307,11275,12294,11925,6432,3853,854,2450,3853,4092,2
11277,12515,12806,12577,10627,10627,11344,11277,1622,947,3620,2835,1013,1654,2835,757,2
11278,12511,12837,12520,10910,10910,11343,11278,6023,975,3707,2573,1083,1414,2573,808,2
11279,12554,12927,12207,11688,11688,11315,11279,12897,11489,3258,1890,1345,741,1890,2222,2
11281,12501,12470,12834,8113,8113,11364,11281,8498,439,3935,5201,724,3201,5201,1140,2
11282,12530,12865,12469,11080,11080,11332,11282,5752,5595,3627,2493,1084,1307,2493,2396,2
11283,12436,12738,12622,10245,10245,11321,11283,7755,12380,4897,3402,899,2084,3402,6669,2
11284,12397,12766,12624,10342,10342,11325,11284,9673,10741,5365,3220,924,1936,3220,2719,2
11287,12505,12786,12596,10518,10518,11322,11287,13231,12810,4007,3060,949,1802,3060,3025,2
11288,12609,12942,12206,11726,11726,11353,11288,8885,1115,2798,1812,1385,650,1812,1305,2
11290,12355,12525,12818,8515,8515,11339,11290,9746,4423,5924,4907,736,3060,4907,2172,2
11291,12526,12877,12475,11102,11102,11347,11291,797,2915,3758,2451,1088,1269,2451,1880,2
11292,12697,12978,12031,11972,11972,11381,11292,4577,238,1214,1538,1598,447,1538,817,2
11293,12543,12912,12359,11510,11510,11356,11293,4015,1111,3518,2029,1230,865,2029,1046,2
11294,12516,12746,12730,9816,9816,11379,11294,4557,294,3874,3404,889,2069,3404,189,2
11295,12383,12708,12718,9691,9691,11333,11295,13436,9197,5684,3746,845,2331,3746,1336,2
11296,12608,12940,12301,11665,11665,11369,11296,713,607,2893,1831,1348,656,1831,412,2
11297,12463,12851,12515,10948,10948,11331,11297,11388,11836,4721,2636,1022,1440,2636,3290,2
11300,12556,12916,12390,11487,11487,11348,11300,7288,5420,3516,2046,1213,875,2046,847,2
11301,12502,12870,12513,11023,11023,11337,11301,11655,10491,4210,2541,1048,1323,2541,2098,2
11302,12460,12644,12798,9056,9056,11360,11302,6399,1865,4854,4270,783,2646,4270,746,2
11304,12607,12902,12466,11274,11274,11350,11304,3053,4868,3028,2223,1134,1031,2223,873,2
11305,12298,12214,12912,6403,6403,11334,11305,12780,13427,7293,7173,619,3819,7173,7522,2
11307,12414,12695,12760,9456,9456,11366,11307,12122,2519,5588,4005,799,2457,4005,1704,2
11308,12428,12561,12842,8351,8351,11361,11308,4439,3389,5476,4905,721,3016,4905,830,2
11309,12354,12702,12724,9625,9625,11345,11309,13067,12474,6377,3947,805,2414,3947,4084,2
11310,12569,12934,12222,11698,11698,11340,11310,2117,13422,3513,1940,1236,754,1940,12573,2
11311,12343,12602,12788,8994,8994,11355,11311,8330,5804,6707,4601,739,2831,4601,5921,2
11312,12443,12654,12796,9086,9086,11358,11312,6070,4859,5392,4342,767,2665,4342,1638,2
11313,12619,12959,12176,11810,11810,11351,11313,840,9479,2946,1752,1362,575,1752,2785,2
11317,12492,12869,12545,10941,10941,11357,11317,11332,8564,4730,2661,982,1409,2661,3707,2
11318,12538,12831,12616,10631,10631,11374,11318,5589,3049,4036,2950,926,1661,2950,2896,2
11319,12570,12890,12519,11120,11120,11371,11319,13303,3596,3600,2432,1047,1189,2432,1828,2
11321,12679,12936,12326,11622,11622,11363,11321,1429,8796,1876,1958,1202,776,1958,3628,2
11322,12684,13003,11828,12339,12339,11384,11322,1526,1495,1852,1123,1823,271,1123,538,2
11323,12576,12835,12653,10540,10540,11394,11323,4518,722,3650,2934,918,1631,2934,1033,2
11324,12557,12892,12557,11060,11060,11372,11324,11286,7322,3918,2464,1020,1205,2464,1131,2
11325,12398,12706,12759,9503,9503,11367,11325,12622,11638,6264,4125,771,2498,4125,6503,2
11326,12534,12761,12740,9836,9836,11380,11326,5629,3403,4255,3608,822,2148,3608,1221,2
11327,12580,12914,12485,11328,11328,11373,11327,13272,8669,3608,2196,1093,972,2196,1243,2
11327,12651,12929,12473,11439,11439,11389,11327,8453,1301,2521,2079,1140,858,2079,691,2
11330,12622,12915,12487,11322,11322,11370,11330,9829,12405,3221,2221,1075,986,2221,1722,2
11331,12645,12938,12453,11524,11524,11401,11331,3566,872,2728,2000,1154,785,2000,839,2
11333,12519,12842,12670,10496,10496,11385,11333,12850,5059,4673,3015,887,1674,3015,1584,2
11334,12566,12924,12458,11419,11419,11378,11334,9734,12134,4032,2183,1077,948,2183,3666,2
11335,12499,12811,12714,10167,10167,11392,11335,12031,2259,5022,3338,843,1907,3338,1773,2
11337,12586,12774,12763,9785,9785,11387,11337,10647,3597,3746,3632,803,2136,3632,1034,2
11340,12713,12901,12588,11041,11041,11396,11340,6285,2871,1695,2504,974,1200,2504,1504,2
11343,12642,12989,12155,11984,11984,11398,11343,7556,2955,2991,1542,1445,414,1542,1190,2
11344,12618,12932,12497,11409,11409,11403,11344,6337,2008,3521,2148,1066,899,2148,1657,2
11348,12620,12952,12503,11511,11511,11419,11348,3975,406,3561,1960,1133,726,1960,376,2
11352,12644,12917,12581,11159,11159,11406,11352,4068,4410,3101,2378,978,1055,2378,1628,2
11353,12552,12809,12752,10009,10009,11408,11353,6156,4470,4756,3577,785,2040,3577,4076,2
11354,12527,12861,12690,10503,10503,11395,11354,12863,13488,5224,3129,832,1692,3129,5270,2
11357,12725,13012,11993,12318,12318,11416,11357,9180,1874,1734,1153,1679,258,1153,484,2
11358,12632,12937,12522,11397,11397,11402,11358,10444,13008,3629,2208,1010,912,2208,3935,2
11359,12652,12874,12751,10319,10319,11434,11359,10167,314,3125,3073,834,1636,3073,531,2
11360,12625,12954,12555,11454,11454,11421,11360,12166,1168,3809,2050,1054,767,2050,486,2
11362,12577,12926,12614,11134,11134,11417,11362,12050,2552,4532,2385,959,1033,2385,1176,2
11363,12587,12930,12600,11197,11197,11409,11363,12677,12901,4477,2366,957,1012,2366,2048,2
11364,12550,12900,12687,10759,10759,11414,11364,9932,9964,5204,2764,870,1352,2764,1747,2
11367,12700,12980,12438,11714,11714,11433,11367,2653,1033,2473,1825,1148,569,1825,1186,2
11368,12595,12862,12773,10173,10173,11424,11368,4008,2597,4545,3293,794,1773,3293,1215,2
11369,12509,12867,12727,10357,10357,11413,11369,12640,12519,5995,3250,797,1735,3250,4607,2
11370,12606,12947,12586,11330,11330,11435,11370,2760,915,4421,2202,980,883,2202,1342,2
11373,12539,12789,12821,9570,9570,11415,11373,11499,11336,5503,4013,718,2269,4013,4315,2
11374,12506,12824,12802,9841,9841,11418,11374,898,9129,6181,3679,746,2055,3679,2591,2
11375,12536,12722,12886,8693,8693,11438,11375,11192,811,5606,4695,673,2700,4695,1462,2
11376,12615,12592,12970,7060,7060,11458,11376,8941,173,4361,5833,615,3240,5833,167,2
11378,12631,12889,12746,10470,10470,11429,11378,1525,3184,4045,2995,821,1527,2995,1051,2
11380,12558,12681,12907,8233,8233,11437,11380,12553,1660,5386,5182,645,2927,5182,2142,2
11381,12734,12965,12531,11554,11554,11428,11381,497,5888,2011,2026,1016,713,2026,2427,2
11382,12500,12839,12791,9991,9991,11426,11382,12529,7733,6578,3612,740,1974,3612,5285,2
11384,12669,12941,12704,11006,11006,11456,11384,3694,381,3287,2360,923,974,2360,186,2
11385,12633,12918,12689,10888,10888,11440,11385,3099,2520,4219,2669,858,1239,2669,2173,2
11386,12617,12896,12774,10435,10435,11446,11386,7601,968,4603,2975,811,1484,2975,619,2
11387,12705,12754,12952,8138,8138,11481,11387,2558,22,2704,4541,670,2583,4541,51,2
11388,12712,12925,12702,10883,10883,11441,11388,1442,3040,2710,2628,856,1197,2628,1389,2
11389,12654,12945,12686,11081,11081,11450,11389,10928,1136,3689,2382,907,973,2382,575,2
11390,12514,12698,12940,7929,7929,11460,11390,13033,716,6763,5359,621,2970,5359,976,2
11391,12635,12904,12756,10549,10549,11443,11391,13324,4896,4468,3046,788,1508,3046,3516,2
11392,12693,12979,12539,11606,11606,11448,11392,8297,2689,3145,1980,996,655,1980,3960,2
11393,12663,12968,12634,11383,11383,11445,11393,4011,4406,3713,2116,951,752,2116,778,2
11395,12597,12713,12917,8277,8277,11444,11395,6339,6256,5420,5298,616,2918,5298,5985,2
11397,12547,12827,12888,9209,9209,11459,11397,7751,2084,6391,4101,681,2237,4101,579,2
11398,12680,13010,12316,12080,12080,11449,11398,11914,5809,3523,1443,1294,322,1443,782,2
11399,12706,12971,12699,11240,11240,11473,11399,6290,241,3061,2134,937,762,2134,192,2
11400,12670,12911,12783,10535,10535,11464,11400,4737,791,3696,2935,793,1394,2935,977,2
11401,12583,12883,12807,10138,10138,11442,11401,13040,13363,5705,3483,728,1792,3483,6137,2
11403,12650,12962,12649,11310,11310,11447,11403,10103,9582,4243,2247,903,837,2247,2025,2
11406,12726,12970,12683,11277,11277,11468,11406,2151,844,2769,2182,911,790,2182,551,2
11407,12590,12855,12854,9685,9685,11453,11407,2703,9753,5815,3882,685,2079,3882,4003,2
11408,12662,12899,12856,10008,10008,11472,11408,10711,686,3995,3264,738,1619,3264,229,2
11409,12627,12878,12838,9872,9872,11451,11409,8676,11385,5005,3658,700,1914,3658,3119,2
11411,12611,12734,12926,8355,8355,11457,11411,5289,10622,5593,5237,606,2849,5237,6681,2
11412,12692,12944,12735,10926,10926,11461,11412,11942,11629,3678,2672,798,1136,2672,3448,2
11413,12714,12987,12611,11579,11579,11465,11413,6939,6344,3307,2003,938,636,2003,2891,2
11414,12574,12814,12909,8953,8953,11466,11414,11067,7522,6630,4577,635,2472,4577,3549,2
11416,12683,12920,12865,10132,10132,11486,11416,6980,212,3989,3066,741,1436,3066,143,2
11417,12695,12906,12875,9913,9913,11488,11417,7957,202,3716,3366,713,1653,3366,289,2
11418,12592,12829,12913,9026,9026,11463,11418,13420,12011,6369,4429,641,2370,4429,1811,2
11420,12671,12953,12747,10963,10963,11471,11420,10912,4657,4241,2599,800,1059,2599,2217,2
11421,12657,12973,12694,11271,11271,11470,11421,4605,6006,4558,2311,853,831,2311,2441,2
11422,12751,13006,12480,11900,11900,11480,11422,4587,891,2482,1606,1116,375,1606,857,2
11423,12709,12961,12799,10887,10887,11477,11423,1914,3745,3655,2507,806,964,2507,273,2
11425,12690,12948,12780,10795,10795,11475,11425,927,5140,4084,2787,763,1194,2787,3458,2
11426,12711,12777,12951,8296,8296,11474,11426,12555,11900,3756,5267,586,2764,5267,5358,2
11427,12678,12958,12770,10957,10957,11478,11427,852,8330,4444,2612,779,1034,2612,2419,2
11428,12707,12950,12813,10693,10693,11483,11428,8501,2615,3853,2826,748,1199,2826,1426,2
11429,12755,12990,12742,11353,11353,11496,11429,2583,247,2629,2034,888,623,2034,158,2
11430,12749,12939,12863,10346,10346,11498,11430,13115,217,2773,2961,729,1301,2961,240,2
11431,12696,12919,12889,9961,9961,11494,11431,3612,384,4163,3325,694,1558,3325,287,2
11434,12676,12894,12925,9436,9436,11492,11434,5725,1737,4982,3944,643,1959,3944,898,2
11435,12735,13000,12619,11702,11702,11482,11435,13207,13383,3542,1904,905,515,1904,5376,2
11437,12718,12988,12736,11314,11314,11487,11437,5379,9213,3943,2237,815,728,2237,1898,2
11438,12688,12960,12840,10672,10672,11500,11438,5207,1785,4937,2823,720,1135,2823,1062,2
11440,12685,12977,12800,10997,10997,11490,11440,10309,7591,5111,2575,749,944,2575,2382,2
11441,12750,12999,12703,11573,11573,11503,11441,3003,1296,3229,1950,873,543,1950,866,2
11443,12733,12966,12814,10848,10848,11489,11443,9624,10896,3849,2774,719,1093,2774,5650,2
11444,12721,12956,12847,10590,10590,11499,11444,9007,3244,4170,2953,698,1227,2953,1937,2
11445,12687,12957,12876,10436,10436,11505,11445,4540,492,5185,2954,697,1219,2954,473,2
11446,12704,12983,12803,11079,11079,11495,11446,5640,11991,4769,2486,756,851,2486,1939,2
11447,12753,13001,12706,11598,11598,11497,11447,4692,12777,3448,1961,840,538,1961,2236,2
11448,12741,12984,12823,11015,11015,11502,11448,4325,9359,3823,2529,733,876,2529,1543,2
11451,12686,12891,12973,8816,8816,11508,11451,6981,4254,6089,4629,571,2265,4629,2020,2
11452,12682,12963,12887,10426,10426,11506,11452,4566,9287,6187,3150,657,1290,3150,3118,2
11454,12779,13028,12510,12180,12180,11510,11454,11410,2239,2242,1312,1094,228,1312,712,2
11455,12758,12975,12903,10386,10386,11511,11455,1949,1908,3753,2990,668,1164,2990,456,2
11456,12730,12991,12858,10962,10962,11513,11456,9825,3595,4922,2561,699,841,2561,1207,2
11457,12723,12967,12915,10256,10256,11514,11457,3476,2248,5178,3200,648,1292,3200,1076,2
11459,12752,12995,12849,11105,11105,11515,11459,3156,2930,4182,2346,727,699,2346,539,2
11460,12743,13011,12797,11542,11542,11516,11460,7441,5250,4792,2004,768,512,2004,1421,2
11461,12762,12996,12880,11000,11000,11518,11461,12788,10336,4469,2579,671,794,2579,2502,2
11462,12739,12969,12967,9865,9865,11519,11462,7237,11513,5915,3705,580,1515,3705,4051,2
11463,12778,12992,12966,10261,10261,11526,11463,8911,274,3541,3028,609,1048,3028,258,2
11464,12774,13015,12835,11481,11481,11520,11464,5660,11209,4051,2125,701,532,2125,3579,2
11466,12767,12985,12943,10322,10322,11521,11466,6141,13327,4767,3355,587,1254,3355,9350,2
11467,12789,12998,12922,10781,10781,11523,11467,967,9852,3042,2754,632,859,2754,2009,2
11468,12811,13038,12781,11961,11961,11533,11468,6168,66,1340,1402,902,223,1402,52,2
11469,12790,13004,12890,11107,11107,11524,11469,850,9022,3215,2527,649,697,2527,6055,2
11470,12773,13007,12941,10870,10870,11530,11470,11081,621,4670,2537,639,696,2537,353,2
11472,12780,13005,12938,10874,10874,11529,11472,6373,1505,3968,2590,626,724,2590,758,2
11473,12781,13023,12846,11608,11608,11525,11473,10985,13489,4052,1955,695,433,1955,2619,2
11475,12788,13002,12947,10707,10707,11527,11475,12646,12948,3761,2907,594,890,2907,3947,2
11476,12805,13018,12959,10916,10916,11532,11476,10762,8544,2727,2558,601,652,2558,692,2
11477,12786,12986,12988,9441,9441,11534,11477,8311,6602,4599,4121,555,1559,4121,3540,2
11478,12791,13022,12936,11184,11184,11535,11478,13391,5241,4248,2358,620,558,2358,1633,2
11479,12802,13017,12977,10585,10585,11538,11479,9062,333,3519,2870,568,770,2870,731,2
11481,12785,13008,12986,10156,10156,11536,11481,12707,12435,6000,3431,558,1024,3431,3781,2
11482,12801,12982,13013,8312,8312,11540,11482,1807,3557,4387,5089,531,1951,5089,2007,2
11483,12806,13025,12968,11231,11231,11539,11483,2377,6194,3743,2399,575,511,2399,5059,2
11484,12824,13030,12976,11162,11162,11541,11484,4340,617,1951,2302,570,459,2302,603,2
11486,12825,13050,13001,11148,11148,11543,11486,1432,12460,4479,2422,543,386,2422,2153,2
11487,12823,13033,13017,9855,9855,11544,11487,9186,3876,5030,3618,525,766,3618,1719,2
11489,12827,13099,12978,11951,11951,11546,11489,7487,2391,3249,1581,566,156,1581,1377,2
1893,3613,5902,386,11873,11873,1907,1893,466,9280,2847,1695,13165,5163,1695,2447,4
1978,3982,5059,1116,10266,10266,2145,1978,942,343,2153,3079,12600,6509,3079,381,4
2018,3440,5805,589,11638,11638,2102,2018,12696,1813,3820,1908,13018,5389,1908,1113,4
2052,3311,5531,736,11302,11302,2118,2052,12572,3025,4445,2340,12795,5828,2340,6775,4
2052,3311,5531,736,11302,11302,2118,2052,12572,3025,4445,2340,12795,5828,2340,6775,4
2065,2762,4481,1461,8971,8971,2075,2065,8396,10253,7136,4705,12016,7575,4705,11527,4
2177,3580,6102,562,11793,11793,2230,2177,6382,5377,4102,1758,13017,5143,1758,1903,4
2185,3875,5519,896,11061,11061,2245,2185,11732,4126,3261,2586,12616,5997,2586,7693,4
2185,3875,5519,896,11061,11061,2245,2185,11732,4126,3261,2586,12616,5997,2586,7693,4
2239,2938,5118,1344,10029,10029,2251,2239,8230,12895,7687,3589,12194,6718,3589,5889,4
2246,2799,4505,1951,8053,8053,2299,2246,5959,5025,8627,5338,11673,7789,5338,1878,4
2251,4963,6809,316,12440,12440,2389,2251,157,903,813,1078,13247,4308,1078,1557,4
2298,4646,6867,348,12429,12429,2401,2298,2258,1651,1634,1044,13243,4257,1044,574,4
2312,3497,5454,1348,10432,10432,2334,2312,453,9495,5165,2993,12352,6241,2993,709,4
2366,4306,5936,917,11433,11433,2515,2366,1385,1011,2838,2150,12661,5508,2150,2322,4
2498,3511,5150,1713,9486,9486,2556,2498,1590,5060,6136,4173,11787,6963,4173,9259,4
2557,4555,6513,774,11871,11871,2688,2557,512,1603,2746,1660,12877,4866,1660,896,4
2596,3918,4781,2422,7729,7729,2719,2596,1287,1914,4933,5581,11274,7710,5581,1254,4
2667,4863,5570,1739,10035,10035,2792,2667,13307,1747,2232,3443,11903,6396,3443,1392,4
2689,4813,6626,760,11906,11906,2746,2689,3638,4814,2460,1657,12800,4819,1657,3827,4
2766,5402,7353,374,12707,12707,2883,2766,9121,1749,1084,853,13167,3958,853,3741,4
2782,4921,6690,900,11855,11855,2946,2782,4110,818,2510,1679,12725,4810,1679,785,4
2804,3415,4499,2928,6240,6240,2851,2804,2539,8253,8936,7396,10539,8456,7396,9787,4
2895,4666,6971,722,12110,12110,2963,2895,7009,5806,3524,1462,12822,4518,1462,4901,4
2993,4444,5949,1845,10404,10404,3086,2993,1111,3569,4749,3144,11751,6027,3144,2302,4
3003,4914,6726,1111,11750,11750,3121,3003,5426,2321,3276,1804,12506,4918,1804,1753,4
3036,4471,6552,1222,11613,11613,3099,3036,2343,6513,4840,2009,12296,5149,2009,7215,4
3049,5113,7280,631,12364,12364,3083,3049,471,10574,2823,1221,12896,4205,1221,6619,4
3082,4318,5043,2921,7314,7314,3180,3082,10408,2780,5767,6301,10545,7812,6301,9456,4
3110,5479,7009,971,11958,11958,3221,3110,2810,2365,1866,1587,12617,4599,1587,1848,4
3198,5087,7077,952,12016,12016,3331,3198,6883,1382,3353,1574,12585,4561,1574,5183,4
3218,5489,7236,894,12119,12119,3268,3218,994,6379,2160,1433,12677,4358,1433,2413,4
3336,5118,6929,1365,11721,11721,3399,3336,739,5516,3709,1835,12242,4848,1835,1962,4
3344,5947,6836,1514,11595,11595,3472,3344,11974,1748,1238,1934,12148,4964,1934,875,4
3347,5646,7736,564,12769,12769,3438,3347,346,3542,2127,820,12961,3740,820,5421,4
3358,5749,7423,816,12321,12321,3456,3358,1040,2994,1863,1290,12690,4187,1290,8840,4
3397,5155,6940,1401,11706,11706,3530,3397,1076,1541,3811,1877,12170,4878,1877,3015,4
3438,6562,6826,1940,11266,11266,3740,3438,11422,146,399,2043,12006,5049,2043,71,4
3446,4298,5905,2593,9421,9421,3491,3446,5661,8198,8111,4205,10902,6511,4205,7289,4
3448,4743,5920,2566,9482,9482,3511,3448,4166,6190,5633,4183,10912,6498,4183,10041,4
3451,5745,7695,739,12589,12589,3516,3451,9308,6142,2182,977,12824,3860,977,3803,4
3522,6157,7864,690,12757,12757,3645,3522,135,2011,1193,751,12913,3615,751,1545,4
3552,5376,7241,1210,11952,11952,3594,3552,2194,8264,3566,1668,12263,4577,1668,12896,4
3572,8205,7525,1002,12231,12231,3853,3572,543,198,21,1329,12563,4160,1329,3071,4
3633,5320,6491,2167,10735,10735,3722,3633,12589,2570,3976,2874,11378,5596,2874,4012,4
3644,5898,7318,1326,11940,11940,3714,3644,13419,3509,2224,1623,12247,4492,1623,3172,4
3680,5388,7351,1354,11945,11945,3695,3680,11437,11822,3959,1625,12209,4475,1625,3537,4
3680,5388,7351,1354,11945,11945,3695,3680,11437,11822,3959,1625,12209,4475,1625,3537,4
3697,5606,7251,1499,11816,11816,3748,3697,11999,7348,3314,1746,12084,4645,1746,2585,4
3719,6056,7843,810,12622,12622,3788,3719,993,5638,1992,971,12695,3784,971,8851,4
3762,5918,7768,932,12478,12478,3812,3762,164,6711,2551,1107,12594,3931,1107,6188,4
3828,5819,6974,2068,11303,11303,3984,3828,10616,1415,3040,2201,11614,5064,2201,968,4
3856,6551,7963,945,12612,12612,4017,3856,598,1108,933,870,12687,3632,870,838,4
3856,6551,7963,945,12612,12612,4017,3856,598,1108,933,870,12687,3632,870,838,4
3877,5884,7724,1129,12295,12295,3917,3877,415,10361,2956,1285,12407,4059,1285,4998,4
3954,4885,5787,3840,7479,7479,3999,3954,1698,8266,7628,5942,9773,7192,5942,2505,4
