col1,col2,col3,col4,col5,col6,col7,col8,col9,class
6,113,12,54,37,104,44,21,5,0
2,110,25,54,24,96,60,67,20,0
13,108,12,54,39,88,37,15,6,0
16,108,18,54,40,81,40,19,6,0
6,110,9,54,36,63,41,20,6,0
19,114,21,54,42,88,40,16,5,0
2,115,9,54,35,88,46,23,5,0
2,110,8,53,32,118,44,29,9,0
2,110,28,54,25,116,64,67,18,0
18,110,15,56,42,97,35,11,5,0
47,110,19,53,5,89,12,111,67,4
59,112,35,62,49,101,9,13,19,4
2,110,37,54,30,105,73,63,12,0
20,110,14,54,15,88,32,80,40,3
21,110,14,54,14,91,31,82,42,3
2,110,17,57,32,67,53,38,9,0
2,110,10,62,33,88,47,29,8,0
6,110,13,54,37,98,45,22,5,0
21,112,13,54,43,105,30,6,5,0
10,112,19,54,38,87,47,25,6,0
11,111,14,56,39,95,41,17,5,0
20,108,16,47,42,87,34,12,6,0
21,110,25,53,41,88,42,23,7,3
46,111,17,54,15,85,11,82,53,4
21,110,10,49,30,88,28,37,21,3
11,113,14,54,39,96,41,18,5,0
22,109,21,48,43,88,37,14,5,0
6,110,19,53,37,107,51,27,5,0
11,111,16,54,39,106,43,20,5,0
2,110,13,47,31,88,49,37,10,0
2,110,12,54,26,74,48,49,17,0
7,110,21,51,37,88,52,29,5,0
9,112,14,58,37,75,43,22,6,0
4,109,12,56,36,88,46,24,5,0
2,113,9,54,35,88,45,23,6,0
14,110,12,56,39,72,36,15,6,0
15,111,16,56,40,88,39,17,6,0
14,108,10,55,40,88,34,11,5,0
18,110,23,54,41,68,43,22,6,0
20,110,10,50,42,88,28,6,5,0
2,110,9,60,30,80,45,35,12,0
2,110,15,54,26,115,51,52,17,0
10,110,16,53,38,79,43,22,6,0
6,105,41,51,37,103,73,49,5,0
14,108,16,54,40,90,40,16,5,0
29,109,44,54,45,86,53,32,6,0
10,110,21,54,39,93,48,24,5,0
20,110,11,54,27,94,29,46,25,3
16,110,16,54,40,86,38,16,6,0
8,110,14,54,38,112,43,20,5,0
2,110,12,54,26,77,48,49,17,0
2,110,30,54,34,61,66,47,7,0
3,114,39,55,35,80,74,53,6,0
14,110,10,54,39,58,34,14,6,0
2,110,24,54,23,88,59,69,21,0
10,110,12,54,39,119,40,15,5,0
6,110,14,54,37,110,46,22,5,0
50,110,21,54,22,76,11,69,46,4
3,110,35,54,36,98,70,46,5,0
20,111,17,60,42,88,35,13,5,0
9,106,33,54,38,88,62,39,5,0
10,110,21,53,38,87,49,27,6,0
20,106,10,54,34,74,28,27,16,3
16,111,11,54,41,95,33,9,5,0
20,110,10,54,25,64,28,50,28,3
2,110,14,52,32,84,50,35,9,0
2,110,10,54,23,80,46,55,21,0
9,112,28,54,38,88,57,34,5,0
2,110,12,54,24,73,48,54,19,0
20,107,16,57,42,88,34,12,5,0
9,111,16,54,38,99,46,22,5,0
21,110,9,54,16,85,26,72,39,3
20,110,11,54,23,108,29,56,30,3
28,110,44,60,45,88,54,32,6,0
21,110,10,55,21,90,28,60,33,3
21,110,19,54,42,71,36,15,6,0
6,112,16,54,36,64,47,27,6,0
5,113,10,54,36,88,43,22,6,0
4,108,33,54,36,88,68,45,5,0
21,107,12,54,43,88,28,5,5,0
2,110,9,50,26,88,45,46,17,0
13,110,10,54,39,76,34,13,6,0
10,108,19,54,39,97,47,23,5,0
9,108,15,54,38,91,44,21,5,0
10,110,18,54,38,92,47,24,5,0
9,110,17,54,37,59,46,26,6,0
14,110,21,53,39,79,45,24,6,0
70,154,38,54,35,87,5,52,48,4
15,111,21,58,40,88,43,22,6,0
12,110,22,55,39,88,48,25,5,0
20,109,14,50,42,83,32,10,5,0
21,114,31,54,36,85,48,42,14,3
10,110,16,54,39,118,43,19,5,0
11,109,10,54,39,88,38,14,5,0
6,111,11,54,37,97,43,20,5,0
17,114,17,54,41,88,39,16,5,0
21,110,19,53,43,89,36,12,5,0
12,110,21,53,39,86,47,24,5,0
21,115,31,54,37,81,48,40,12,3
21,113,28,54,39,91,45,32,10,3
21,111,14,54,18,103,31,71,37,3
20,110,11,60,25,99,29,51,28,3
15,109,12,47,40,88,36,13,5,0
7,111,22,60,37,88,53,31,5,0
21,115,31,54,37,82,48,40,12,3
6,109,17,48,37,82,49,26,5,0
20,110,28,54,38,66,46,34,11,3
9,110,17,54,38,94,46,23,5,0
12,113,23,54,39,88,50,27,5,0
8,109,9,52,38,113,39,15,5,0
21,109,30,54,36,91,47,41,14,3
3,110,15,54,36,89,50,26,5,0
44,110,16,54,9,103,12,97,60,4
2,110,12,54,30,99,48,38,12,0
20,107,6,46,19,83,24,61,35,3
59,110,35,54,49,184,9,13,19,4
14,113,14,54,40,92,38,15,5,0
20,110,28,56,35,88,46,42,15,3
10,110,20,48,38,88,49,26,5,0
6,110,11,54,36,66,43,22,6,0
20,110,29,54,40,68,47,30,8,3
2,110,13,54,30,119,49,40,12,0
10,110,19,54,38,81,47,25,6,0
19,107,13,54,42,88,32,9,5,0
6,110,17,54,36,68,50,29,6,0
3,110,9,49,36,88,44,20,5,0
11,110,15,57,39,88,42,18,5,0
21,110,10,54,28,91,28,42,24,3
2,110,13,59,34,88,49,29,7,0
16,109,19,51,40,82,42,20,6,0
21,112,13,60,19,88,30,68,36,3
2,110,17,54,31,83,53,41,10,0
2,110,38,53,28,94,74,70,14,0
9,110,13,54,38,94,42,19,5,0
2,110,11,53,25,97,48,51,18,0
2,110,12,54,25,86,48,51,18,0
6,110,16,54,37,119,48,24,5,0
6,109,30,49,36,78,62,41,6,0
20,110,18,57,42,88,37,14,5,0
21,110,11,60,30,87,28,38,21,3
63,112,39,55,48,61,9,19,22,4
2,110,9,54,27,102,45,44,16,0
2,110,13,52,34,84,49,29,6,0
10,110,19,54,39,93,47,23,5,0
20,110,12,55,30,77,29,38,21,3
11,110,16,54,38,62,43,22,6,0
2,110,9,54,35,100,46,23,5,0
21,107,17,54,43,88,34,10,5,0
2,110,9,54,35,95,45,22,5,0
20,110,10,54,38,110,28,17,11,3
11,112,16,54,39,97,43,19,5,0
18,110,19,54,41,68,39,17,6,0
21,110,14,59,43,88,30,7,5,0
7,106,14,54,37,88,44,22,6,0
20,114,16,54,42,88,34,12,5,0
6,110,13,54,36,73,45,24,6,0
2,110,11,54,28,94,48,43,14,0
13,110,15,54,39,85,40,18,6,0
8,110,12,54,38,105,42,18,5,0
20,110,10,54,32,88,28,31,18,3
9,111,19,56,38,91,49,25,5,0
43,117,15,58,4,74,12,109,66,4
7,113,10,57,37,88,41,18,5,0
20,110,14,54,17,61,31,74,38,3
60,111,36,57,49,119,9,14,20,4
8,109,21,54,37,88,51,29,6,0
2,110,9,47,31,88,45,33,11,0
11,112,39,54,39,92,66,43,5,0
20,109,19,54,42,74,36,15,6,0
20,113,14,59,42,88,31,9,6,0
2,110,9,54,31,73,45,33,10,0
21,113,28,54,41,88,46,27,7,3
18,111,21,54,42,90,41,17,5,0
22,112,20,54,43,88,36,13,5,0
14,110,14,54,40,101,39,15,5,0
14,110,14,54,39,55,38,17,6,0
9,109,12,54,38,88,42,18,5,0
18,111,19,54,41,69,39,17,6,0
7,111,19,52,37,88,50,27,5,0
20,107,11,56,38,88,29,17,11,3
22,110,12,54,43,88,29,6,5,0
21,111,10,54,11,92,27,86,46,3
2,110,10,54,34,95,46,27,7,0
6,110,41,48,36,73,72,52,6,0
2,110,10,54,25,103,47,50,18,0
20,103,5,49,21,88,23,55,33,3
2,110,39,56,29,81,75,68,13,0
14,106,10,54,40,94,34,11,5,0
6,110,16,58,37,96,47,24,5,0
14,109,17,54,40,94,41,18,5,0
21,110,19,54,42,86,37,15,6,0
2,115,14,54,35,88,50,27,5,0
8,110,13,52,37,84,43,22,6,0
2,111,8,54,35,88,44,22,5,0
21,110,30,57,41,86,47,28,7,3
20,110,30,53,39,87,47,33,9,3
2,107,33,54,35,88,70,47,5,0
21,110,28,54,43,119,46,22,5,0
6,110,14,48,36,87,46,25,6,0
21,110,28,54,40,98,46,29,8,3
10,109,14,51,39,105,42,18,5,0
9,108,18,54,38,88,47,24,5,0
11,113,10,54,39,89,37,13,5,0
6,105,14,54,37,88,47,23,5,0
2,110,15,58,35,88,51,29,5,0
2,110,7,54,31,76,44,31,10,0
2,110,10,56,35,77,45,24,6,0
20,110,26,54,29,88,43,55,22,3
16,110,35,54,40,87,57,36,6,0
21,110,29,57,37,88,46,38,12,3
6,110,10,54,36,58,42,22,6,0
19,115,14,53,42,88,32,9,5,0
9,110,16,54,38,88,45,22,5,0
10,110,15,54,38,84,43,21,6,0
21,110,11,54,42,86,28,7,6,0
24,110,19,54,43,84,33,12,6,0
20,110,10,54,25,76,27,49,28,3
21,110,23,54,42,69,40,18,6,0
20,110,10,47,27,88,27,44,25,3
17,110,15,58,40,58,36,16,6,0
21,110,28,54,37,71,46,37,12,3
12,113,9,54,39,88,36,13,5,0
47,110,18,54,20,92,11,71,47,4
6,110,13,48,37,90,45,22,5,0
2,110,26,54,26,109,62,64,17,0
11,111,12,54,38,63,39,18,6,0
8,110,19,53,37,77,48,27,6,0
20,110,25,54,34,87,43,42,16,3
18,110,19,47,41,79,39,17,6,0
13,111,12,54,39,88,37,16,6,0
2,110,28,54,30,91,64,55,12,0
60,110,36,59,48,77,9,16,21,4
11,111,9,54,39,90,36,12,5,0
20,110,16,54,9,94,33,97,48,3
2,110,10,53,30,112,46,37,12,0
20,105,16,54,42,88,34,12,5,0
2,110,14,54,36,103,49,25,5,0
2,111,10,54,35,175,45,24,6,0
5,106,17,54,36,88,51,29,6,0
9,110,10,54,38,94,40,17,5,0
17,105,15,54,41,84,35,13,5,0
13,110,17,54,39,87,42,21,6,0
14,110,20,54,39,74,44,24,6,0
2,110,12,53,35,85,48,26,6,0
11,110,14,55,39,88,40,17,5,0
2,108,40,54,35,70,75,54,6,0
2,112,12,54,31,88,48,36,11,0
2,110,10,54,31,73,46,34,10,0
9,110,11,54,38,89,40,17,5,0
16,110,15,54,40,86,37,16,6,0
7,108,19,56,37,88,50,27,5,0
7,113,21,54,37,88,52,30,5,0
2,110,10,56,35,115,46,24,5,0
14,111,14,54,39,81,39,18,6,0
18,111,16,54,42,103,36,11,5,0
2,109,12,54,35,64,47,26,6,0
15,110,10,52,40,84,33,11,6,0
8,111,21,53,37,88,51,29,6,0
60,110,36,56,48,81,9,16,21,4
15,106,19,54,40,88,42,20,6,0
2,110,13,54,23,89,49,58,21,0
21,110,9,54,14,78,26,77,42,3
9,106,16,54,38,88,44,22,5,0
10,109,14,56,39,93,42,18,5,0
3,110,10,54,36,90,45,21,5,0
2,110,13,54,35,82,49,27,6,0
2,110,23,54,34,88,59,40,7,0
1,107,16,62,35,88,52,29,5,0
21,109,19,51,43,92,36,12,5,0
11,114,14,54,38,63,41,20,6,0
2,110,8,54,31,80,44,32,10,0
2,110,11,54,22,89,47,58,22,0
9,105,42,54,38,88,71,49,5,0
16,110,12,54,40,70,33,13,6,0
6,111,26,54,37,93,58,35,5,0
21,113,31,54,38,79,48,37,11,3
2,110,12,55,24,79,48,54,19,0
11,109,14,55,39,88,41,18,5,0
46,106,17,54,15,92,12,83,53,4
21,110,18,54,43,109,35,11,5,0
20,110,10,54,36,97,28,22,13,3
2,111,8,54,31,88,44,32,11,0
18,110,19,57,41,81,39,18,6,0
11,110,21,55,39,97,48,24,5,0
13,110,16,50,39,88,41,20,6,0
2,110,12,57,23,88,48,57,21,0
2,110,11,50,22,88,47,58,22,0
9,110,10,51,38,92,39,16,5,0
6,110,11,54,36,68,43,22,6,0
13,110,20,53,39,86,45,24,6,0
2,110,13,62,27,86,49,48,16,0
20,108,19,54,42,88,38,15,5,0
2,110,9,49,32,75,45,30,9,0
11,113,23,54,39,88,49,26,5,0
10,108,14,54,38,65,42,20,6,0
17,110,11,50,41,88,32,9,5,0
2,110,12,54,24,58,48,54,19,0
16,115,15,58,40,88,37,16,6,0
2,110,10,53,34,86,46,26,6,0
10,110,14,53,38,88,41,20,6,0
2,110,14,54,32,69,51,36,9,0
2,110,14,54,30,115,50,41,12,0
2,110,9,54,31,77,45,33,10,0
12,110,23,57,39,88,49,26,5,0
11,110,12,54,39,89,39,15,5,0
6,110,16,54,37,118,48,24,5,0
20,110,10,49,26,85,28,48,26,3
11,110,19,55,39,92,47,23,5,0
46,111,18,55,11,88,12,94,58,4
7,110,19,50,37,88,49,27,6,0
10,111,25,48,38,88,54,31,5,0
4,110,14,54,36,88,48,26,5,0
10,114,12,53,38,88,41,18,5,0
7,110,19,48,37,88,51,28,5,0
2,110,37,54,32,105,73,58,9,0
63,111,39,54,48,87,9,19,23,4
10,110,11,54,39,112,39,15,5,0
9,110,21,54,38,88,51,27,5,0
2,110,17,54,29,104,53,46,13,0
11,110,17,54,39,90,45,21,5,0
4,108,9,56,36,88,44,20,5,0
2,110,36,54,34,102,72,52,7,0
9,108,15,54,38,88,44,21,5,0
2,110,32,54,33,100,67,51,8,0
49,110,21,54,20,74,11,73,49,4
2,110,30,54,31,85,66,54,11,0
2,110,28,54,28,105,64,60,15,0
11,114,21,54,39,88,47,24,5,0
18,110,15,54,42,95,35,11,5,0
9,110,21,54,37,67,50,29,6,0
21,110,30,54,38,78,47,36,11,3
20,110,10,58,32,64,28,32,19,3
20,110,21,54,42,82,38,16,6,0
2,110,16,63,30,88,52,43,12,0
2,110,13,54,28,85,49,45,14,0
21,110,10,57,21,119,27,60,33,3
2,110,10,47,22,88,46,58,22,0
2,110,10,54,35,72,45,24,6,0
9,111,14,54,37,61,43,22,6,0
20,110,28,54,41,74,46,27,7,3
20,110,28,52,41,65,46,27,7,3
2,110,28,57,29,88,64,58,13,0
14,110,28,54,40,100,52,29,5,0
21,110,14,54,17,70,31,75,38,3
14,110,19,54,39,58,43,23,6,0
20,110,15,54,6,84,32,104,52,3
64,110,40,54,48,59,9,20,23,4
12,110,17,52,39,88,44,21,5,0
2,110,37,54,30,95,73,64,12,0
2,110,10,54,32,113,47,32,9,0
24,110,19,53,44,109,34,10,5,0
8,110,14,54,38,107,44,20,5,0
7,110,10,49,37,88,40,18,6,0
15,107,18,54,40,88,41,19,5,0
21,109,20,54,43,97,37,13,5,0
2,110,9,54,31,110,45,33,11,0
6,110,12,56,36,85,45,24,6,0
20,110,28,54,36,81,46,40,13,3
20,111,6,48,19,63,24,61,35,3
20,110,28,54,40,63,46,29,8,3
20,110,29,55,38,90,47,35,11,3
2,109,14,54,35,78,49,27,6,0
9,110,13,54,37,73,42,22,6,0
6,106,12,54,36,68,45,24,6,0
3,106,14,54,36,88,49,26,5,0
21,110,20,54,43,100,37,13,5,0
2,110,12,54,24,86,49,55,19,0
2,110,14,54,30,90,50,41,12,0
49,115,21,54,21,88,11,71,47,4
20,110,16,54,43,119,34,9,5,0
2,112,15,59,30,88,51,42,12,0
65,110,41,53,49,91,9,18,22,4
2,110,14,55,36,102,49,25,5,0
2,110,11,54,26,107,47,48,17,0
18,113,36,55,41,85,56,34,6,0
41,110,14,59,4,88,13,108,65,4
2,110,15,54,25,80,51,55,18,0
27,110,43,56,45,88,54,31,5,0
2,110,13,54,20,82,49,66,25,0
21,111,29,62,39,88,46,33,10,3
14,110,16,54,40,111,40,16,5,0
11,115,10,54,39,104,37,13,5,0
11,111,10,54,39,89,37,14,5,0
2,110,9,54,36,99,45,20,5,0
22,110,25,56,43,88,40,18,5,0
20,110,10,54,26,111,27,47,26,3
20,110,10,54,14,98,27,78,42,3
2,110,15,52,35,85,51,29,6,0
3,110,25,54,28,90,60,57,15,0
2,110,8,53,32,66,44,29,9,0
6,110,20,55,36,75,52,31,6,0
20,106,29,57,39,88,47,33,9,3
5,107,8,54,36,88,41,19,6,0
18,111,19,54,42,108,39,15,5,0
3,112,14,54,36,106,49,25,5,0
18,110,21,62,42,88,40,16,5,0
8,110,16,56,37,88,46,24,6,0
14,112,21,54,39,88,45,24,6,0
20,110,26,54,37,86,43,34,12,3
20,111,15,54,42,86,32,11,6,0
19,113,22,54,42,88,41,18,5,0
14,110,21,52,40,122,45,22,5,0
2,110,28,54,28,114,64,60,14,0
21,109,30,54,40,81,47,31,8,3
9,109,9,54,38,88,38,15,5,0
20,110,23,53,42,88,42,19,5,0
17,106,13,54,41,88,34,11,5,0
12,113,19,57,39,88,46,23,5,0
6,110,14,55,37,89,45,22,5,0
2,112,41,54,35,88,77,55,5,0
2,106,32,50,32,88,68,54,9,0
19,112,12,54,42,88,31,7,5,0
26,110,44,54,44,83,56,35,6,0
11,110,10,47,39,91,37,13,5,0
62,111,39,63,49,90,10,16,21,4
20,110,10,54,26,101,27,47,26,3
2,110,11,54,24,105,47,53,20,0
11,114,14,54,39,98,41,18,5,0
8,110,20,54,37,70,50,29,6,0
20,110,11,54,25,110,29,51,28,3
48,110,19,52,19,93,11,75,49,4
2,110,10,47,32,88,46,31,9,0
2,110,11,54,26,101,47,48,17,0
20,110,24,48,19,90,41,79,35,3
2,110,37,54,32,105,72,58,9,0
8,110,14,62,37,88,44,23,6,0
20,110,10,51,26,92,27,47,26,3
3,110,8,54,36,97,43,19,5,0
6,113,18,54,37,101,50,27,5,0
20,106,11,55,38,88,29,17,11,3
2,110,9,54,30,60,45,35,12,0
10,110,41,54,38,67,68,47,6,0
9,110,18,54,38,106,47,24,5,0
2,110,11,54,25,94,47,51,18,0
16,110,19,54,41,98,41,18,5,0
20,110,10,54,17,85,27,70,38,3
2,110,11,54,26,113,47,48,17,0
10,113,14,54,39,119,41,17,5,0
29,110,43,53,46,113,52,29,5,0
8,110,21,51,38,103,50,27,5,0
9,109,14,54,38,88,44,20,5,0
18,111,13,54,41,81,33,11,6,0
21,110,12,54,43,111,29,5,5,0
16,110,11,54,40,66,33,12,6,0
21,110,14,54,22,119,31,61,32,3
16,106,21,54,40,77,43,22,6,0
9,115,10,62,38,90,39,17,5,0
22,112,14,49,43,88,30,7,5,0
10,112,14,56,38,88,43,20,5,0
10,110,39,47,38,87,67,45,6,0
14,110,20,53,40,93,44,21,5,0
11,111,40,49,39,90,67,43,5,0
11,108,10,54,38,61,38,17,6,0
20,110,11,54,28,107,29,43,24,3
2,110,9,54,33,104,46,28,8,0
9,112,14,54,37,66,43,22,6,0
16,112,19,54,41,93,41,18,5,0
11,108,23,54,39,92,50,27,5,0
2,110,9,54,29,96,46,38,13,0
6,110,12,54,36,65,44,23,6,0
16,107,19,54,41,88,41,18,5,0
50,114,22,54,23,84,12,67,45,4
16,114,19,51,40,88,42,20,6,0
43,105,15,54,5,88,12,106,65,4
21,110,12,54,27,106,29,46,25,3
2,110,9,54,32,96,46,31,9,0
6,110,20,49,36,82,52,31,6,0
2,110,13,54,32,85,49,35,9,0
5,110,19,50,36,88,51,30,6,0
2,110,10,54,35,83,45,24,6,0
8,107,16,54,37,77,46,25,6,0
21,110,15,54,43,113,32,8,5,0
2,110,10,54,17,84,47,71,28,0
9,110,16,54,38,98,46,22,5,0
2,109,9,54,35,74,45,23,6,0
3,109,13,54,36,88,48,24,5,0
7,110,18,47,37,88,49,27,6,0
20,108,9,54,15,116,27,75,40,3
49,110,20,61,20,88,11,73,48,4
5,110,8,54,36,88,41,19,6,0
10,109,16,54,38,102,44,22,5,0
6,110,19,50,37,89,51,27,5,0
8,110,29,57,37,86,59,38,6,0
14,109,12,55,40,90,37,13,5,0
21,110,28,54,39,119,46,32,10,3
9,110,9,54,38,116,38,15,5,0
13,110,27,54,39,84,52,31,6,0
6,109,41,54,36,82,73,52,6,0
2,110,9,50,31,68,45,33,10,0
7,111,10,50,37,88,40,18,6,0
41,114,14,54,4,88,12,108,65,4
2,110,37,54,29,91,73,67,13,0
8,110,28,53,37,72,58,37,6,0
16,106,12,54,40,74,34,13,6,0
14,110,16,54,39,70,40,20,6,0
2,105,24,54,23,86,59,69,21,0
8,107,9,54,37,67,39,18,6,0
14,110,19,54,40,98,43,20,5,0
2,110,9,54,30,117,45,35,12,0
2,110,27,54,26,67,63,64,17,0
2,110,27,51,26,88,63,64,17,0
21,110,30,53,39,81,47,34,10,3
10,107,19,53,38,88,47,25,5,0
2,110,11,59,26,88,48,48,17,0
20,110,26,54,21,79,44,76,33,3
2,110,26,54,26,115,62,64,17,0
7,110,21,61,37,88,52,30,6,0
2,110,11,54,28,82,47,43,14,0
21,110,11,54,42,84,28,7,6,0
20,112,12,59,42,88,30,7,5,0
20,110,10,54,36,96,28,22,13,3
14,107,11,54,39,59,35,15,6,0
2,110,11,54,27,83,48,46,16,0
2,110,12,56,18,88,48,69,27,0
2,110,9,54,32,115,46,31,9,0
14,110,21,53,40,91,46,22,5,0
20,110,28,54,35,85,45,42,15,3
64,110,41,54,49,89,9,18,22,4
17,110,17,56,41,88,38,15,5,0
17,105,17,54,41,88,37,15,5,0
20,110,14,54,18,109,31,71,37,3
20,110,16,53,42,88,35,12,5,0
2,111,10,56,35,88,46,24,5,0
2,110,28,54,28,66,63,60,15,0
21,110,10,54,27,84,28,45,25,3
11,109,16,54,39,91,43,20,5,0
17,108,20,57,41,88,41,18,5,0
11,110,18,52,39,94,45,22,5,0
2,110,16,54,25,78,52,55,18,0
6,110,15,48,36,86,47,26,6,0
22,160,13,54,34,88,29,29,17,3
9,111,19,54,37,71,48,27,6,0
20,110,11,54,31,95,29,35,20,3
46,110,17,58,15,74,12,83,53,4
2,110,39,58,33,88,75,58,8,0
21,110,31,55,41,88,48,29,7,3
7,106,19,59,37,87,50,27,5,0
12,110,17,51,39,88,43,21,5,0
2,110,9,58,29,87,46,38,13,0
14,112,14,54,39,76,39,18,6,0
2,110,16,54,19,68,53,71,26,0
13,114,21,54,39,88,45,24,6,0
21,110,15,54,42,79,32,11,6,0
2,110,10,54,24,111,46,53,20,0
21,110,19,54,42,68,37,15,6,0
4,110,39,58,36,88,74,50,5,0
2,110,9,53,31,84,46,33,10,0
11,110,17,54,39,89,45,21,5,0
62,110,38,54,48,77,9,18,22,4
2,110,10,54,26,101,46,47,17,0
20,110,29,54,39,72,47,33,9,3
9,110,19,54,38,92,48,25,5,0
9,110,10,54,38,108,39,16,5,0
14,110,18,54,39,81,42,22,6,0
2,110,36,50,28,88,72,68,15,0
9,101,9,51,38,83,38,15,5,0
20,110,12,54,27,89,29,46,25,3
6,111,12,54,37,110,44,20,5,0
21,110,12,54,42,61,29,7,6,0
2,106,37,54,36,88,73,49,5,0
20,110,11,54,25,78,29,51,28,3
31,110,42,54,46,88,50,28,5,0
10,110,17,54,38,87,45,24,6,0
41,110,14,54,4,83,13,108,65,4
43,110,15,48,5,89,12,106,65,4
21,110,14,54,18,76,31,71,37,3
29,110,43,54,45,58,52,31,6,0
20,110,31,52,40,103,48,32,8,3
20,110,10,54,27,77,28,45,25,3
2,110,10,56,34,80,46,26,6,0
20,108,10,54,31,68,28,35,20,3
6,110,14,54,36,72,46,26,6,0
9,112,19,54,38,90,48,25,5,0
2,110,27,53,26,88,63,64,17,0
10,106,17,54,38,71,44,23,6,0
20,110,29,54,42,111,47,25,5,0
2,110,12,54,28,85,48,44,14,0
11,110,21,54,39,90,49,25,5,0
3,110,10,54,36,96,45,21,5,0
21,110,14,54,18,91,31,71,37,3
2,110,13,54,27,61,49,48,16,0
16,110,16,54,41,100,37,14,5,0
21,111,19,54,43,88,36,13,5,0
2,110,28,57,24,58,63,70,20,0
20,110,10,54,23,81,28,55,30,3
10,110,16,54,38,97,44,22,5,0
2,110,10,60,16,105,47,73,30,0
2,109,10,53,29,88,46,39,13,0
6,110,11,54,37,88,43,20,5,0
20,109,31,54,39,104,48,34,9,3
60,110,36,57,48,83,9,16,21,4
48,106,19,54,18,88,12,77,50,4
12,110,21,51,39,88,47,24,5,0
17,111,17,54,41,87,37,15,5,0
6,110,30,54,36,79,62,41,6,0
2,110,37,54,33,63,73,56,8,0
13,110,21,58,39,88,45,24,6,0
17,86,12,54,21,88,32,62,31,2
20,110,10,53,32,80,27,31,19,3
2,110,10,54,26,105,46,47,17,0
23,115,13,52,43,88,28,6,5,0
60,110,36,56,48,77,9,16,21,4
2,110,9,54,30,104,45,35,12,0
11,110,19,54,38,64,47,25,6,0
6,110,22,54,36,78,54,33,6,0
15,108,21,56,40,88,44,22,5,0
21,110,13,52,23,93,30,58,30,3
7,110,9,54,37,87,40,18,5,0
17,112,13,59,41,88,34,11,5,0
29,110,44,58,45,76,52,32,6,0
18,110,10,54,41,83,31,9,6,0
12,111,16,50,39,88,42,19,5,0
14,107,20,54,40,90,44,21,5,0
10,109,13,54,38,88,41,19,5,0
10,111,14,54,38,88,42,20,5,0
3,110,12,61,36,88,48,24,5,0
13,108,14,54,40,110,39,15,5,0
20,106,28,54,39,88,46,32,9,3
20,109,26,54,41,88,44,25,7,3
13,111,16,62,39,88,41,20,6,0
47,110,19,54,17,88,11,79,51,4
21,107,25,54,43,88,42,18,5,0
2,110,10,54,34,77,47,27,6,0
13,108,16,53,39,86,41,20,6,0
11,110,23,60,39,88,49,26,5,0
50,110,21,54,21,82,11,71,48,4
9,110,20,54,37,64,49,29,6,0
2,110,10,54,27,100,47,45,16,0
6,110,15,54,36,70,47,26,6,0
2,110,39,92,34,78,75,55,7,0
2,110,12,54,21,90,48,62,23,0
12,112,16,59,39,88,43,20,5,0
2,110,28,51,31,99,64,53,11,0
10,110,9,54,38,84,37,15,6,0
18,115,19,61,41,79,39,18,6,0
15,110,16,54,40,88,39,17,6,0
20,110,11,62,39,88,29,15,9,3
2,112,13,54,34,88,49,29,7,0
2,110,12,54,24,71,48,54,19,0
7,113,10,56,37,88,41,19,6,0
2,110,28,54,32,95,64,50,9,0
21,109,30,54,40,119,47,31,8,3
20,110,10,54,24,107,28,53,29,3
2,110,9,54,32,101,45,31,9,0
22,112,14,54,43,88,31,7,5,0
21,110,9,54,14,80,26,77,42,3
12,113,21,55,39,88,48,25,5,0
17,112,21,54,41,88,42,20,5,0
52,115,22,54,24,88,10,64,45,4
46,110,17,54,14,112,12,86,54,4
2,110,15,54,35,104,51,29,6,0
14,110,39,54,40,94,63,40,5,0
19,115,18,54,42,88,37,14,5,0
14,110,20,54,39,79,44,24,6,0
60,110,36,54,49,92,9,14,20,4
2,110,10,57,35,88,47,24,5,0
5,110,42,54,36,88,76,54,6,0
16,110,16,54,40,74,38,16,6,0
2,110,8,54,36,110,43,19,5,0
21,105,25,54,42,88,42,21,6,0
18,109,14,54,41,69,34,12,6,0
16,114,11,54,40,77,33,12,6,0
60,116,36,57,48,82,9,16,21,4
45,109,17,54,11,88,12,93,58,4
20,110,12,54,24,60,29,54,29,3
8,111,22,56,37,88,52,31,6,0
20,110,11,54,22,59,29,58,31,3
23,110,23,48,43,88,38,16,6,0
2,110,13,54,29,92,49,42,13,0
2,110,12,57,25,88,48,52,18,0
9,111,9,54,38,103,38,15,5,0
18,111,13,54,42,95,33,9,5,0
18,106,10,54,42,88,29,6,5,0
2,110,28,54,27,68,64,63,16,0
44,110,16,54,9,74,12,97,60,4
2,110,12,50,35,86,47,26,6,0
6,110,11,54,37,104,43,20,5,0
10,107,16,54,38,88,44,22,6,0
16,110,11,54,41,110,33,9,5,0
2,105,14,54,35,58,49,27,6,0
2,110,12,54,31,85,48,36,11,0
62,110,38,54,49,93,9,16,21,4
10,105,12,54,38,88,41,18,5,0
6,108,30,54,36,80,63,42,6,0
21,110,14,54,18,106,31,71,37,3
21,111,13,57,19,88,30,68,36,3
20,110,14,54,18,75,31,71,37,3
16,110,14,54,40,68,36,15,6,0
2,110,10,54,35,88,45,24,6,0
20,108,30,54,41,88,47,28,7,3
12,108,17,52,39,88,44,21,5,0
15,113,40,55,40,88,63,41,5,0
6,110,9,54,37,95,40,17,5,0
50,110,21,54,21,71,11,71,48,4
60,110,36,59,48,72,9,16,21,4
14,110,28,59,39,67,53,32,6,0
2,110,33,54,33,104,70,52,8,0
14,110,11,55,40,91,35,12,5,0
